Datum und Uhrzeit,Anzahl wartender Personen,durchschnittliche Wartezeit in Minuten,nächste Nummer,letzte Aktualisierung
2020-05-06 08:05,0,2,,08:05
2020-05-06 08:10,0,2,,08:09
2020-05-06 08:15,0,2,,08:13
2020-05-06 08:20,0,2,,08:16
2020-05-06 08:25,0,2,,08:23
2020-05-06 08:30,0,2,,08:29
2020-05-06 08:35,2,2,119,08:32
2020-05-06 08:40,2,2,121,08:36
2020-05-06 08:45,0,2,,08:45
2020-05-06 08:50,3,2,71,08:49
2020-05-06 09:00,0,2,,09:00
2020-05-06 09:05,1,2,55,09:04
2020-05-06 09:10,4,2,63,09:08
2020-05-06 09:10,4,2,63,09:08
2020-05-06 09:15,1,3,140,09:15
2020-05-06 09:20,2,3,141,09:17
2020-05-06 09:25,1,4,142,09:23
2020-05-06 09:30,3,4,148,09:30
2020-05-06 09:35,3,4,82,09:32
2020-05-06 09:40,0,4,,09:39
2020-05-06 09:45,1,3,6,09:44
2020-05-06 09:50,1,3,157,09:49
2020-05-06 09:55,0,3,,09:54
2020-05-06 10:00,2,3,4,10:00
2020-05-06 10:05,3,3,58,10:05
2020-05-06 10:10,0,3,,10:08
2020-05-06 10:15,3,3,17,10:12
2020-05-06 10:20,3,3,9,10:20
2020-05-06 10:25,2,4,174,10:25
2020-05-06 10:30,0,4,,10:28
2020-05-06 10:35,1,4,5,10:33
2020-05-06 10:40,2,3,180,10:40
2020-05-06 10:45,0,3,,10:45
2020-05-06 10:50,1,3,188,10:49
2020-05-06 10:55,0,3,,10:54
2020-05-06 11:00,0,3,,10:57
2020-05-06 11:05,1,3,197,11:05
2020-05-06 11:10,1,2,199,11:09
2020-05-06 11:15,0,2,,11:12
2020-05-06 11:20,0,2,,11:18
2020-05-06 11:25,1,2,116,11:24
2020-05-06 11:30,2,2,89,11:29
2020-05-06 11:35,3,2,76,11:33
2020-05-06 11:40,1,3,213,11:39
2020-05-06 11:45,1,3,80,11:45
2020-05-06 11:50,1,3,118,11:48
2020-05-06 11:55,0,3,,11:53
2020-05-06 12:00,1,2,223,11:58
2020-05-06 12:05,0,3,,12:03
2020-05-06 12:10,2,3,50,12:07
2020-05-06 12:15,1,3,113,12:12
2020-05-06 12:20,2,3,115,12:16
2020-05-06 12:25,2,4,233,12:24
2020-05-06 12:30,2,4,126,12:30
2020-05-06 12:35,1,3,240,12:34
2020-05-06 12:40,3,4,129,12:36
2020-05-06 12:45,1,4,44,12:44
2020-05-06 12:50,2,4,245,12:49
2020-05-06 12:55,2,4,247,12:53
2020-05-06 13:00,3,4,133,13:00
2020-05-06 13:05,4,4,133,13:03
2020-05-06 13:10,1,4,134,13:08
2020-05-06 13:15,0,3,,13:14
2020-05-06 13:20,0,3,,13:17
2020-05-06 13:25,1,2,264,13:23
2020-05-06 13:30,3,2,136,13:28
2020-05-06 13:35,0,4,,13:34
2020-05-06 13:40,2,4,271,13:39
2020-05-06 13:45,1,4,110,13:40
2020-05-06 13:50,1,4,273,13:49
2020-05-06 13:55,0,3,,13:53
2020-05-06 14:00,1,3,283,13:59
2020-05-06 14:05,1,2,188,14:04
2020-05-06 14:10,1,3,289,14:09
2020-05-06 14:15,2,3,290,14:13
2020-05-06 14:20,6,3,164,14:20
2020-05-06 14:25,1,3,149,14:24
2020-05-06 14:30,2,2,183,14:29
2020-05-06 14:35,3,2,305,14:34
2020-05-06 14:40,2,3,307,14:38
2020-05-06 14:45,2,5,153,14:44
2020-05-06 14:50,3,5,312,14:49
2020-05-06 14:55,1,4,315,14:54
2020-05-06 15:00,0,3,,14:58
2020-05-06 15:05,1,3,95,15:04
2020-05-06 15:10,0,3,,15:09
2020-05-06 15:15,0,3,,15:13
2020-05-06 15:20,2,2,330,15:19
2020-05-06 15:25,1,2,102,15:24
2020-05-06 15:30,0,3,,15:30
2020-05-06 15:35,2,3,339,15:35
2020-05-06 15:40,3,3,112,15:38
2020-05-06 15:45,2,4,341,15:45
2020-05-06 15:50,0,5,,15:50
2020-05-06 15:55,2,5,344,15:54
2020-05-06 16:00,2,5,347,15:59
2020-05-06 16:05,2,4,347,16:03
2020-05-06 16:10,3,5,350,16:08
2020-05-06 16:15,5,5,74,16:14
2020-05-06 16:20,2,6,352,16:19
2020-05-06 16:25,4,6,43,16:23
2020-05-06 16:30,6,6,43,16:28
2020-05-06 16:35,4,7,31,16:32
2020-05-06 16:40,3,12,355,16:39
2020-05-06 16:45,4,11,38,16:45
2020-05-06 16:50,3,11,355,16:46
2020-05-06 16:55,2,9,41,16:53
2020-05-06 17:00,0,6,,16:58
2020-05-06 17:05,0,4,,17:05
2020-05-06 17:10,0,3,,17:09
2020-05-06 17:15,1,2,368,17:13
2020-05-06 17:20,3,2,30,17:17
2020-05-06 17:25,4,3,19,17:25
2020-05-06 17:30,4,4,12,17:28
2020-05-06 17:35,3,6,11,17:32
2020-05-06 17:40,2,6,158,17:40
2020-05-06 17:45,1,6,159,17:44
2020-05-06 17:50,1,6,160,17:48
2020-05-06 17:55,0,4,,17:54
2020-05-06 18:00,0,4,,17:54
