Datum und Uhrzeit,Anzahl wartender Personen,durchschnittliche Wartezeit in Minuten,nächste Nummer,letzte Aktualisierung
2020-07-15 08:05,0,2,,08:04
2020-07-15 08:10,1,2,5003,08:09
2020-07-15 08:15,2,2,112,08:14
2020-07-15 08:20,7,2,5005,08:19
2020-07-15 08:25,4,4,114,08:24
2020-07-15 08:30,4,7,117,08:29
2020-07-15 08:35,4,8,119,08:34
2020-07-15 08:40,4,9,5012,08:39
2020-07-15 08:45,5,8,5013,08:44
2020-07-15 08:50,4,6,123,08:49
2020-07-15 08:55,4,5,126,08:54
2020-07-15 09:00,5,6,127,08:59
2020-07-15 09:05,6,5,130,09:04
2020-07-15 09:10,11,5,5024,09:09
2020-07-15 09:15,6,8,133,09:14
2020-07-15 09:20,6,8,5028,09:19
2020-07-15 09:25,4,9,135,09:24
2020-07-15 09:30,2,11,137,09:29
2020-07-15 09:35,5,13,139,09:34
2020-07-15 09:40,7,11,5035,09:39
2020-07-15 09:45,5,8,142,09:44
2020-07-15 09:50,7,6,144,09:49
2020-07-15 09:55,5,8,5040,09:54
2020-07-15 10:00,6,9,150,09:59
2020-07-15 10:05,8,6,154,10:04
2020-07-15 10:10,5,4,157,10:09
2020-07-15 10:15,5,6,160,10:14
2020-07-15 10:20,8,8,5053,10:19
2020-07-15 10:25,6,7,5057,10:24
2020-07-15 10:30,4,7,168,10:29
2020-07-15 10:35,3,5,171,10:34
2020-07-15 10:40,4,5,5068,10:39
2020-07-15 10:45,5,5,177,10:44
2020-07-15 10:50,4,6,178,10:49
2020-07-15 10:55,8,6,5075,10:54
2020-07-15 11:00,3,6,179,10:59
2020-07-15 11:05,2,9,186,11:04
2020-07-15 11:10,5,8,5087,11:09
2020-07-15 11:15,4,4,191,11:14
2020-07-15 11:20,6,3,193,11:19
2020-07-15 11:25,4,4,196,11:24
2020-07-15 11:30,4,5,198,11:29
2020-07-15 11:37,6,6,5105,11:36
2020-07-15 11:40,12,6,5105,11:39
2020-07-15 11:45,8,6,204,11:44
2020-07-15 11:50,6,7,206,11:49
2020-07-15 11:55,7,6,5115,11:54
2020-07-15 12:00,7,8,211,11:59
2020-07-15 12:05,4,9,214,12:04
2020-07-15 12:10,2,9,218,12:09
2020-07-15 12:15,3,7,222,12:14
2020-07-15 12:20,4,6,225,12:19
2020-07-15 12:25,6,6,228,12:25
2020-07-15 12:30,4,7,233,12:29
2020-07-15 12:35,1,5,237,12:34
2020-07-15 12:40,4,4,240,12:39
2020-07-15 12:45,6,4,5134,12:44
2020-07-15 12:50,3,5,247,12:49
2020-07-15 12:55,7,6,5138,12:54
2020-07-15 13:00,5,5,252,12:59
2020-07-15 13:05,5,6,253,13:04
2020-07-15 13:10,4,6,5143,13:09
2020-07-15 13:15,0,7,,13:14
2020-07-15 13:20,0,5,,13:19
2020-07-15 13:25,3,4,5148,13:24
2020-07-15 13:30,2,2,269,13:29
2020-07-15 13:35,0,2,,13:34
2020-07-15 13:40,1,2,5153,13:39
2020-07-15 13:45,1,3,5154,13:44
2020-07-15 13:50,3,3,5154,13:49
2020-07-15 13:55,5,3,5154,13:54
2020-07-15 14:00,0,8,,13:59
2020-07-15 14:05,1,6,284,14:04
2020-07-15 14:10,3,4,288,14:09
2020-07-15 14:15,7,4,289,14:14
2020-07-15 14:20,5,6,293,14:19
2020-07-15 14:25,5,6,294,14:24
2020-07-15 14:30,2,10,298,14:29
2020-07-15 14:35,5,8,299,14:34
2020-07-15 14:40,3,7,304,14:39
2020-07-15 14:45,6,7,305,14:45
2020-07-15 14:50,7,8,308,14:49
2020-07-15 14:55,5,8,311,14:54
2020-07-15 15:00,2,9,316,14:59
2020-07-15 15:05,4,8,319,15:04
2020-07-15 15:10,4,8,322,15:10
2020-07-15 15:15,6,8,322,15:14
2020-07-15 15:20,3,8,325,15:19
2020-07-15 15:25,3,10,327,15:24
2020-07-15 15:30,6,10,331,15:29
2020-07-15 15:35,5,10,332,15:34
2020-07-15 15:40,3,6,335,15:39
2020-07-15 15:45,3,8,337,15:44
2020-07-15 15:50,7,9,339,15:48
2020-07-15 15:55,6,6,345,15:54
2020-07-15 16:00,7,6,346,15:59
2020-07-15 16:05,4,7,349,16:04
2020-07-15 16:10,3,10,352,16:09
2020-07-15 16:15,4,10,355,16:14
2020-07-15 16:20,4,9,358,16:19
2020-07-15 16:25,4,8,360,16:24
2020-07-15 16:30,4,7,363,16:29
2020-07-15 16:35,3,7,366,16:34
2020-07-15 16:40,2,7,369,16:39
2020-07-15 16:45,3,7,370,16:44
2020-07-15 16:50,3,6,371,16:49
2020-07-15 16:55,3,7,375,16:54
2020-07-15 17:00,3,7,377,16:59
2020-07-15 17:05,3,8,380,17:04
2020-07-15 17:10,5,6,382,17:09
2020-07-15 17:15,3,7,386,17:14
2020-07-15 17:20,2,7,389,17:19
2020-07-15 17:25,2,6,393,17:24
2020-07-15 17:30,3,5,395,17:29
2020-07-15 17:35,5,4,398,17:34
2020-07-15 17:40,4,5,401,17:39
2020-07-15 17:45,1,6,405,17:44
2020-07-15 17:50,0,6,,17:49
2020-07-15 17:55,0,6,,17:54
2020-07-15 18:00,0,6,,17:59
