Datum und Uhrzeit,Anzahl wartender Personen,durchschnittliche Wartezeit in Minuten,nächste Nummer,letzte Aktualisierung
2020-09-09 08:05,0,2,,08:04
2020-09-09 08:10,2,2,107,08:09
2020-09-09 08:15,5,2,110,08:14
2020-09-09 08:20,2,3,115,08:19
2020-09-09 08:25,0,2,,08:24
2020-09-09 08:30,0,2,,08:29
2020-09-09 08:35,0,2,,08:34
2020-09-09 08:40,0,2,,08:39
2020-09-09 08:45,1,2,134,08:44
2020-09-09 08:50,0,2,,08:49
2020-09-09 08:55,5,2,141,08:54
2020-09-09 09:00,1,3,146,08:59
2020-09-09 09:05,1,3,150,09:04
2020-09-09 09:10,1,3,154,09:09
2020-09-09 09:15,0,2,,09:14
2020-09-09 09:20,0,2,,09:19
2020-09-09 09:25,4,2,167,09:24
2020-09-09 09:30,2,3,171,09:29
2020-09-09 09:35,4,3,172,09:34
2020-09-09 09:40,4,5,176,09:39
2020-09-09 09:45,4,4,180,09:44
2020-09-09 09:50,6,4,184,09:49
2020-09-09 09:55,7,4,186,09:55
2020-09-09 10:00,5,5,188,09:59
2020-09-09 10:05,4,7,191,10:04
2020-09-09 10:10,3,8,196,10:09
2020-09-09 10:15,4,6,198,10:14
2020-09-09 10:20,3,4,201,10:19
2020-09-09 10:25,1,4,206,10:24
2020-09-09 10:30,1,4,209,10:29
2020-09-09 10:35,2,3,214,10:34
2020-09-09 10:40,3,3,216,10:39
2020-09-09 10:45,2,3,219,10:44
2020-09-09 10:50,4,4,221,10:49
2020-09-09 10:55,3,3,227,10:54
2020-09-09 11:00,5,4,230,10:59
2020-09-09 11:05,6,5,233,11:04
2020-09-09 11:10,5,7,238,11:09
2020-09-09 11:15,1,8,243,11:14
2020-09-09 11:20,1,5,250,11:19
2020-09-09 11:25,3,2,256,11:24
2020-09-09 11:30,4,2,258,11:29
2020-09-09 11:35,8,2,259,11:34
2020-09-09 11:40,9,3,260,11:39
2020-09-09 11:45,8,8,264,11:44
2020-09-09 11:50,8,11,266,11:49
2020-09-09 11:55,3,15,270,11:54
2020-09-09 12:00,3,15,271,11:59
2020-09-09 12:05,4,15,274,12:04
2020-09-09 12:10,4,12,277,12:09
2020-09-09 12:15,3,10,280,12:14
2020-09-09 12:20,6,6,285,12:19
2020-09-09 12:25,7,4,289,12:24
2020-09-09 12:30,5,5,291,12:29
2020-09-09 12:35,4,6,294,12:34
2020-09-09 12:40,2,9,297,12:39
2020-09-09 12:45,2,9,299,12:44
2020-09-09 12:50,4,7,303,12:49
2020-09-09 12:55,2,6,306,12:54
2020-09-09 13:00,4,4,308,12:59
2020-09-09 13:05,3,4,310,13:04
2020-09-09 13:10,2,4,314,13:09
2020-09-09 13:15,2,4,318,13:14
2020-09-09 13:20,3,3,321,13:19
2020-09-09 13:25,0,3,,13:24
2020-09-09 13:30,1,3,329,13:29
2020-09-09 13:35,0,2,,13:34
2020-09-09 13:40,0,2,,13:39
2020-09-09 13:45,1,2,339,13:44
2020-09-09 13:50,0,2,,13:49
2020-09-09 13:55,0,2,,13:54
2020-09-09 14:00,2,2,349,13:59
2020-09-09 14:05,2,2,351,14:04
2020-09-09 14:10,1,3,5173,14:09
2020-09-09 14:15,2,3,357,14:14
2020-09-09 14:20,0,3,,14:19
2020-09-09 14:25,3,2,363,14:24
2020-09-09 14:30,4,2,369,14:29
2020-09-09 14:35,1,3,374,14:34
2020-09-09 14:40,4,3,5190,14:39
2020-09-09 14:45,0,3,,14:44
2020-09-09 14:50,2,2,384,14:49
2020-09-09 14:55,7,2,384,14:54
2020-09-09 15:00,2,4,390,14:59
2020-09-09 15:05,3,5,392,15:04
2020-09-09 15:10,2,6,397,15:09
2020-09-09 15:15,3,6,399,15:14
2020-09-09 15:20,4,4,405,15:19
2020-09-09 15:25,2,4,407,15:25
2020-09-09 15:30,3,5,410,15:29
2020-09-09 15:35,3,5,5224,15:34
2020-09-09 15:40,1,2,422,15:39
2020-09-09 15:45,2,2,422,15:44
2020-09-09 15:50,3,2,428,15:50
2020-09-09 15:55,2,3,432,15:54
2020-09-09 16:00,2,3,435,15:59
2020-09-09 16:05,0,4,,16:04
2020-09-09 16:10,0,2,,16:09
2020-09-09 16:15,0,2,,16:14
2020-09-09 16:20,0,2,,16:19
2020-09-09 16:25,0,2,,16:24
2020-09-09 16:30,0,2,,16:29
2020-09-09 16:35,0,2,,16:34
2020-09-09 16:40,2,2,460,16:39
2020-09-09 16:45,1,2,463,16:44
2020-09-09 16:50,3,2,467,16:49
2020-09-09 16:55,3,3,468,16:54
2020-09-09 17:00,1,5,471,16:59
2020-09-09 17:05,0,6,,17:04
2020-09-09 17:10,4,5,479,17:09
2020-09-09 17:15,3,6,482,17:14
2020-09-09 17:20,2,5,484,17:19
2020-09-09 17:25,0,6,,17:24
2020-09-09 17:30,0,6,,17:29
2020-09-09 17:35,0,6,,17:34
2020-09-09 17:40,0,6,,17:39
2020-09-09 17:45,0,6,,17:44
2020-09-09 17:50,0,6,,17:49
2020-09-09 17:55,0,6,,17:54
2020-09-09 18:00,0,6,,17:59
