Datum und Uhrzeit,Anzahl wartender Personen,durchschnittliche Wartezeit in Minuten,nächste Nummer,letzte Aktualisierung
2019-12-26 08:05,0,2,,07:56
2019-12-26 08:10,0,2,,07:56
2019-12-26 08:15,0,2,,07:56
2019-12-26 08:20,0,2,,07:56
2019-12-26 08:25,0,2,,07:56
2019-12-26 08:30,0,2,,07:56
2019-12-26 08:35,0,2,,07:56
2019-12-26 08:40,0,2,,07:56
2019-12-26 08:45,0,2,,07:56
2019-12-26 08:50,0,2,,07:56
2019-12-26 08:55,0,2,,07:56
2019-12-26 09:00,0,2,,07:56
2019-12-26 09:05,0,2,,08:56
2019-12-26 09:10,0,2,,08:56
2019-12-26 09:15,0,2,,08:56
2019-12-26 09:20,0,2,,09:09
2019-12-26 09:25,0,2,,09:09
2019-12-26 09:30,0,2,,09:09
2019-12-26 09:35,0,2,,09:09
2019-12-26 09:40,0,2,,09:09
2019-12-26 09:45,0,2,,09:09
2019-12-26 09:50,0,2,,09:09
2019-12-26 09:55,0,2,,09:09
2019-12-26 10:00,0,2,,09:09
2019-12-26 10:05,0,2,,09:09
2019-12-26 10:10,0,2,,09:09
2019-12-26 10:15,0,2,,09:09
2019-12-26 10:20,0,2,,09:09
2019-12-26 10:25,0,2,,09:09
2019-12-26 10:30,0,2,,09:09
2019-12-26 10:35,0,2,,09:09
2019-12-26 10:40,0,2,,09:09
2019-12-26 10:45,0,2,,09:09
2019-12-26 10:50,0,2,,09:09
2019-12-26 10:55,0,2,,09:09
2019-12-26 11:00,0,2,,09:09
2019-12-26 11:05,0,2,,09:09
2019-12-26 11:10,0,2,,09:09
2019-12-26 11:15,0,2,,09:09
2019-12-26 11:20,0,2,,09:09
2019-12-26 11:25,0,2,,09:09
2019-12-26 11:30,0,2,,09:09
2019-12-26 11:35,0,2,,09:09
2019-12-26 11:40,0,2,,09:09
2019-12-26 11:45,0,2,,09:09
2019-12-26 11:50,0,2,,09:09
2019-12-26 11:55,0,2,,09:09
2019-12-26 12:00,0,2,,09:09
2019-12-26 12:05,0,2,,09:09
2019-12-26 12:10,0,2,,09:09
2019-12-26 12:15,0,2,,09:09
2019-12-26 12:20,0,2,,09:09
2019-12-26 12:25,0,2,,09:09
2019-12-26 12:30,0,2,,09:09
2019-12-26 12:35,0,2,,09:09
2019-12-26 12:40,0,2,,09:09
2019-12-26 12:45,0,2,,09:09
2019-12-26 12:50,0,2,,09:09
2019-12-26 12:55,0,2,,09:09
2019-12-26 13:00,0,2,,09:09
2019-12-26 13:05,0,2,,09:09
2019-12-26 13:10,0,2,,09:09
2019-12-26 13:15,0,2,,09:09
2019-12-26 13:20,0,2,,09:09
2019-12-26 13:25,0,2,,09:09
2019-12-26 13:30,0,2,,09:09
2019-12-26 13:35,0,2,,09:09
2019-12-26 13:40,0,2,,09:09
2019-12-26 13:45,0,2,,09:09
2019-12-26 13:50,0,2,,09:09
2019-12-26 13:55,0,2,,09:09
2019-12-26 14:00,0,2,,09:09
2019-12-26 14:05,0,2,,09:09
2019-12-26 14:10,0,2,,09:09
2019-12-26 14:15,0,2,,09:09
2019-12-26 14:20,0,2,,09:09
2019-12-26 14:25,0,2,,14:16
2019-12-26 14:30,0,2,,14:16
2019-12-26 14:35,0,2,,14:16
2019-12-26 14:40,0,2,,14:16
2019-12-26 14:45,0,2,,14:16
2019-12-26 14:50,0,2,,14:16
2019-12-26 14:55,0,2,,14:16
2019-12-26 15:00,0,2,,14:16
2019-12-26 15:05,0,2,,14:16
2019-12-26 15:10,0,2,,14:16
2019-12-26 15:15,0,2,,14:16
2019-12-26 15:20,0,2,,14:16
2019-12-26 15:25,0,2,,14:16
2019-12-26 15:30,0,2,,14:16
2019-12-26 15:35,0,2,,14:16
2019-12-26 15:40,0,2,,14:16
2019-12-26 15:45,0,2,,14:16
2019-12-26 15:50,0,2,,14:16
2019-12-26 15:55,0,2,,14:16
2019-12-26 16:00,0,2,,14:16
2019-12-26 16:05,0,2,,14:16
2019-12-26 16:10,0,2,,16:01
2019-12-26 16:15,0,2,,16:01
2019-12-26 16:20,0,2,,16:01
2019-12-26 16:25,0,2,,16:01
2019-12-26 16:30,0,2,,16:01
2019-12-26 16:35,0,2,,16:01
2019-12-26 16:40,0,2,,16:01
2019-12-26 16:45,0,2,,16:01
2019-12-26 16:50,0,2,,16:01
2019-12-26 16:55,0,2,,16:01
2019-12-26 17:00,0,2,,16:01
2019-12-26 17:05,0,2,,16:01
2019-12-26 17:10,0,2,,16:01
2019-12-26 17:15,0,2,,16:01
2019-12-26 17:20,0,2,,16:01
2019-12-26 17:25,0,2,,16:01
2019-12-26 17:30,0,2,,16:01
2019-12-26 17:35,0,2,,16:01
2019-12-26 17:40,0,2,,16:01
2019-12-26 17:45,0,2,,16:01
2019-12-26 17:50,0,2,,16:01
2019-12-26 17:55,0,2,,16:01
2019-12-26 18:00,0,2,,16:01
