Datum und Uhrzeit,Anzahl wartender Personen,durchschnittliche Wartezeit in Minuten,nächste Nummer,letzte Aktualisierung
2020-01-17 08:05,6,5,102,07:58
2020-01-17 08:10,3,3,106,08:03
2020-01-17 08:15,1,3,110,08:08
2020-01-17 08:20,2,3,114,08:12
2020-01-17 08:25,3,3,117,08:18
2020-01-17 08:30,4,3,119,08:23
2020-01-17 08:35,2,3,121,08:27
2020-01-17 08:40,0,3,,08:32
2020-01-17 08:45,2,4,129,08:38
2020-01-17 08:50,0,4,,08:43
2020-01-17 08:55,0,3,,08:46
2020-01-17 09:00,0,5,,08:53
2020-01-17 09:05,1,5,144,08:58
2020-01-17 09:10,4,4,146,09:03
2020-01-17 09:15,4,3,75,09:08
2020-01-17 09:20,7,3,154,09:13
2020-01-17 09:25,5,3,157,09:18
2020-01-17 09:30,4,3,160,09:22
2020-01-17 09:35,3,3,167,09:28
2020-01-17 09:40,7,3,170,09:33
2020-01-17 09:45,5,3,172,09:38
2020-01-17 09:50,2,3,178,09:43
2020-01-17 09:55,3,4,182,09:48
2020-01-17 10:00,4,4,87,09:51
2020-01-17 10:05,5,5,188,09:58
2020-01-17 10:10,6,5,189,09:59
2020-01-17 10:15,3,2,201,10:08
2020-01-17 10:20,2,3,206,10:13
2020-01-17 10:25,4,3,209,10:18
2020-01-17 10:30,3,2,81,10:21
2020-01-17 10:35,7,3,212,10:27
2020-01-17 10:40,4,3,216,10:33
2020-01-17 10:45,0,3,,10:37
2020-01-17 10:50,3,4,226,10:43
2020-01-17 10:55,4,3,229,10:48
2020-01-17 11:00,5,3,1,10:52
2020-01-17 11:05,7,3,232,10:58
2020-01-17 11:10,9,3,236,11:03
2020-01-17 11:15,11,3,239,11:08
2020-01-17 11:20,12,5,244,11:13
2020-01-17 11:25,11,5,45,11:15
2020-01-17 11:30,10,5,251,11:22
2020-01-17 11:35,6,7,257,11:28
2020-01-17 11:40,8,7,4,11:31
2020-01-17 11:45,0,3,,11:38
2020-01-17 11:50,0,4,,11:43
2020-01-17 11:55,0,6,,11:48
2020-01-17 12:00,0,6,,11:50
2020-01-17 12:05,0,6,,11:54
2020-01-17 12:10,0,6,,11:54
2020-01-17 12:15,0,6,,11:54
2020-01-17 12:20,0,6,,11:54
2020-01-17 12:25,0,6,,11:54
2020-01-17 12:30,0,6,,11:54
2020-01-17 12:35,0,6,,11:54
2020-01-17 12:40,0,6,,11:54
2020-01-17 12:45,0,6,,11:54
2020-01-17 12:50,0,6,,11:54
2020-01-17 12:55,0,6,,11:54
2020-01-17 13:00,0,6,,11:54
