Datum und Uhrzeit,Anzahl wartender Personen,durchschnittliche Wartezeit in Minuten,nächste Nummer,letzte Aktualisierung
2019-09-13 08:05,0,4,,08:00
2019-09-13 08:10,4,4,3,08:05
2019-09-13 08:15,6,4,110,08:08
2019-09-13 08:20,4,3,56,08:15
2019-09-13 08:25,1,3,12,08:20
2019-09-13 08:30,1,3,120,08:22
2019-09-13 08:35,0,3,,08:28
2019-09-13 08:40,2,3,127,08:33
2019-09-13 08:45,0,3,,08:39
2019-09-13 08:50,2,3,53,08:45
2019-09-13 08:55,0,3,,08:46
2019-09-13 09:00,0,3,,08:54
2019-09-13 09:05,2,3,141,09:00
2019-09-13 09:10,3,3,32,09:05
2019-09-13 09:15,1,3,151,09:09
2019-09-13 09:20,4,3,151,09:13
2019-09-13 09:25,7,4,64,09:18
2019-09-13 09:30,7,4,37,09:25
2019-09-13 09:35,7,7,72,09:30
2019-09-13 09:40,6,6,159,09:34
2019-09-13 09:45,1,5,164,09:39
2019-09-13 09:50,5,4,45,09:45
2019-09-13 09:55,3,3,78,09:50
2019-09-13 10:00,8,3,6,09:55
2019-09-13 10:05,8,2,4,10:00
2019-09-13 10:10,9,2,14,10:05
2019-09-13 10:15,11,3,181,10:09
2019-09-13 10:20,9,6,184,10:12
2019-09-13 10:25,6,8,187,10:19
2019-09-13 10:30,5,9,9,10:20
2019-09-13 10:35,8,7,73,10:29
2019-09-13 10:40,9,9,193,10:34
2019-09-13 10:45,13,8,66,10:40
2019-09-13 10:50,13,8,35,10:45
2019-09-13 10:55,12,9,199,10:49
2019-09-13 11:00,12,11,29,10:55
2019-09-13 11:05,8,13,205,10:59
2019-09-13 11:10,11,13,207,11:04
2019-09-13 11:15,7,8,1,11:10
2019-09-13 11:20,4,6,218,11:12
2019-09-13 11:25,3,4,220,11:19
2019-09-13 11:30,0,5,,11:23
2019-09-13 11:35,4,5,228,11:28
2019-09-13 11:40,6,3,231,11:34
2019-09-13 11:45,5,3,235,11:40
2019-09-13 11:50,3,3,240,11:45
2019-09-13 11:55,0,3,,11:49
2019-09-13 12:00,1,3,244,11:55
2019-09-13 12:05,0,3,,11:56
2019-09-13 12:10,0,3,,11:56
2019-09-13 12:15,0,3,,11:56
2019-09-13 12:20,0,3,,11:56
2019-09-13 12:25,0,3,,11:56
2019-09-13 12:30,0,3,,11:56
2019-09-13 12:35,0,3,,11:56
2019-09-13 12:40,0,3,,11:56
2019-09-13 12:45,0,3,,11:56
2019-09-13 12:50,0,3,,11:56
2019-09-13 12:55,0,3,,11:56
2019-09-13 13:00,0,3,,11:56
