Datum und Uhrzeit,Anzahl wartender Personen,durchschnittliche Wartezeit in Minuten,nächste Nummer,letzte Aktualisierung
2019-11-06 08:05,1,5,106,07:59
2019-11-06 08:10,0,4,,08:04
2019-11-06 08:15,1,4,109,08:08
2019-11-06 08:20,1,3,112,08:14
2019-11-06 08:25,0,3,,08:17
2019-11-06 08:30,1,3,117,08:24
2019-11-06 08:35,3,3,117,08:27
2019-11-06 08:40,2,3,119,08:33
2019-11-06 08:45,2,3,119,08:33
2019-11-06 08:50,1,4,124,08:44
2019-11-06 08:55,0,3,,08:48
2019-11-06 09:00,2,3,92,08:54
2019-11-06 09:05,4,4,128,08:58
2019-11-06 09:10,4,3,130,09:04
2019-11-06 09:15,4,3,131,09:08
2019-11-06 09:20,4,3,131,09:12
2019-11-06 09:25,3,5,132,09:17
2019-11-06 09:30,3,6,133,09:23
2019-11-06 09:35,6,8,41,09:28
2019-11-06 09:40,6,8,135,09:32
2019-11-06 09:45,6,8,137,09:39
2019-11-06 09:50,7,8,138,09:44
2019-11-06 09:55,3,8,142,09:47
2019-11-06 10:00,1,8,145,09:54
2019-11-06 10:05,5,7,145,09:59
2019-11-06 10:10,6,6,12,10:01
2019-11-06 10:15,6,5,15,10:07
2019-11-06 10:20,3,5,152,10:14
2019-11-06 10:25,5,5,153,10:17
2019-11-06 10:30,4,5,157,10:24
2019-11-06 10:35,2,4,81,10:29
2019-11-06 10:40,3,5,160,10:34
2019-11-06 10:45,2,5,163,10:39
2019-11-06 10:50,4,4,166,10:44
2019-11-06 10:55,5,4,168,10:49
2019-11-06 11:00,9,3,169,10:54
2019-11-06 11:05,10,3,169,10:57
2019-11-06 11:10,6,5,174,11:03
2019-11-06 11:15,4,7,179,11:09
2019-11-06 11:20,12,7,181,11:14
2019-11-06 11:25,15,5,184,11:19
2019-11-06 11:30,14,4,186,11:23
2019-11-06 11:35,10,7,193,11:29
2019-11-06 11:40,10,7,194,11:32
2019-11-06 11:45,11,10,199,11:39
2019-11-06 11:50,8,12,203,11:44
2019-11-06 11:55,9,10,204,11:48
2019-11-06 12:00,6,10,207,11:54
2019-11-06 12:05,1,9,214,11:59
2019-11-06 12:10,2,8,73,12:03
2019-11-06 12:15,1,6,61,12:06
2019-11-06 12:20,5,6,61,12:11
2019-11-06 12:25,1,3,224,12:19
2019-11-06 12:30,0,4,,12:22
2019-11-06 12:35,0,3,,12:28
2019-11-06 12:40,4,4,233,12:33
2019-11-06 12:45,3,3,236,12:39
2019-11-06 12:50,4,3,237,12:43
2019-11-06 12:55,7,3,98,12:49
2019-11-06 13:00,8,3,121,12:53
2019-11-06 13:05,9,5,239,12:58
2019-11-06 13:10,11,6,240,13:04
2019-11-06 13:15,12,8,241,13:07
2019-11-06 13:20,9,13,245,13:14
2019-11-06 13:25,8,12,246,13:16
2019-11-06 13:30,8,12,250,13:24
2019-11-06 13:35,7,13,253,13:29
2019-11-06 13:40,10,12,10,13:33
2019-11-06 13:45,8,10,258,13:39
2019-11-06 13:50,8,9,258,13:42
2019-11-06 13:55,5,8,261,13:47
2019-11-06 14:00,3,11,264,13:54
2019-11-06 14:05,3,10,267,13:58
2019-11-06 14:10,6,9,268,14:04
2019-11-06 14:15,7,8,269,14:08
2019-11-06 14:20,8,6,271,14:14
2019-11-06 14:25,9,6,128,14:16
2019-11-06 14:30,5,7,276,14:24
2019-11-06 14:35,3,7,281,14:29
2019-11-06 14:40,1,3,284,14:34
2019-11-06 14:45,3,3,285,14:37
2019-11-06 14:50,5,3,147,14:44
2019-11-06 14:55,4,3,291,14:49
2019-11-06 15:00,4,3,292,14:53
2019-11-06 15:05,9,3,119,14:58
2019-11-06 15:10,5,4,296,15:02
2019-11-06 15:15,7,4,296,15:07
2019-11-06 15:20,9,4,151,15:12
2019-11-06 15:25,8,9,300,15:19
2019-11-06 15:30,8,10,158,15:22
2019-11-06 15:35,5,10,307,15:28
2019-11-06 15:40,3,8,310,15:32
2019-11-06 15:45,1,7,312,15:39
2019-11-06 15:50,4,5,315,15:44
2019-11-06 15:55,6,4,316,15:49
2019-11-06 16:00,10,4,316,15:54
2019-11-06 16:05,10,4,318,15:59
2019-11-06 16:10,15,4,29,16:01
2019-11-06 16:15,22,4,133,16:08
2019-11-06 16:20,23,5,134,16:11
2019-11-06 16:25,17,13,322,16:18
2019-11-06 16:30,13,19,326,16:22
2019-11-06 16:35,15,19,329,16:29
2019-11-06 16:40,18,17,157,16:34
2019-11-06 16:45,17,13,329,16:39
2019-11-06 16:50,17,16,331,16:43
2019-11-06 16:55,15,20,333,16:47
2019-11-06 17:00,17,21,334,16:54
2019-11-06 17:05,17,29,336,16:59
2019-11-06 17:10,18,27,337,17:04
2019-11-06 17:15,18,33,55,17:06
2019-11-06 17:20,19,31,340,17:13
2019-11-06 17:25,15,35,344,17:19
2019-11-06 17:30,14,33,346,17:23
2019-11-06 17:35,14,30,349,17:29
2019-11-06 17:40,15,30,34,17:30
2019-11-06 17:45,11,28,355,17:39
2019-11-06 17:50,10,30,357,17:44
2019-11-06 17:55,7,28,361,17:47
2019-11-06 18:00,4,22,365,17:53
