Datum und Uhrzeit,Anzahl wartender Personen,durchschnittliche Wartezeit in Minuten,nächste Nummer,letzte Aktualisierung
2021-01-06 08:05,0,2,,07:56
2021-01-06 08:10,0,2,,08:05
2021-01-06 08:15,0,2,,08:05
2021-01-06 08:20,0,2,,08:17
2021-01-06 08:25,0,2,,08:23
2021-01-06 08:30,0,2,,08:28
2021-01-06 08:35,0,2,,08:34
2021-01-06 08:40,0,2,,08:34
2021-01-06 08:45,0,2,,08:42
2021-01-06 08:50,0,2,,08:42
2021-01-06 08:55,0,2,,08:42
2021-01-06 09:00,0,2,,08:55
2021-01-06 09:05,0,2,,08:55
2021-01-06 09:10,0,2,,08:55
2021-01-06 09:15,0,2,,09:10
2021-01-06 09:20,0,2,,09:16
2021-01-06 09:25,0,2,,09:16
2021-01-06 09:30,0,2,,09:27
2021-01-06 09:35,0,2,,09:27
2021-01-06 09:40,0,2,,09:27
2021-01-06 09:45,0,2,,09:27
2021-01-06 09:50,0,2,,09:48
2021-01-06 09:55,0,2,,09:53
2021-01-06 10:00,0,2,,09:59
2021-01-06 10:05,0,2,,09:59
2021-01-06 10:10,0,2,,10:07
2021-01-06 10:15,0,2,,10:10
2021-01-06 10:20,0,2,,10:10
2021-01-06 10:25,0,2,,10:10
2021-01-06 10:30,0,2,,10:10
2021-01-06 10:35,0,2,,10:33
2021-01-06 10:40,0,2,,10:38
2021-01-06 10:45,0,2,,10:38
2021-01-06 10:50,0,2,,10:46
2021-01-06 10:55,0,2,,10:46
2021-01-06 11:00,0,2,,10:46
2021-01-06 11:05,0,2,,11:04
2021-01-06 11:10,0,2,,11:04
2021-01-06 11:15,0,2,,11:10
2021-01-06 11:20,0,2,,11:10
2021-01-06 11:25,0,2,,11:10
2021-01-06 11:30,0,2,,11:29
2021-01-06 11:35,0,2,,11:33
2021-01-06 11:40,0,2,,11:33
2021-01-06 11:45,0,2,,11:33
2021-01-06 11:50,0,2,,11:33
2021-01-06 11:55,0,2,,11:33
2021-01-06 12:00,0,2,,11:33
2021-01-06 12:05,0,2,,11:33
2021-01-06 12:10,0,2,,11:33
2021-01-06 12:15,0,2,,11:33
2021-01-06 12:20,0,2,,12:15
2021-01-06 12:25,0,2,,12:23
2021-01-06 12:30,0,2,,12:26
2021-01-06 12:35,0,2,,12:33
2021-01-06 12:40,0,2,,12:33
2021-01-06 12:45,0,2,,12:33
2021-01-06 12:50,0,2,,12:48
2021-01-06 12:55,0,2,,12:54
2021-01-06 13:00,0,2,,12:55
2021-01-06 13:05,0,2,,13:01
2021-01-06 13:10,0,2,,13:07
2021-01-06 13:15,0,2,,13:07
2021-01-06 13:20,0,2,,13:19
2021-01-06 13:25,0,2,,13:24
2021-01-06 13:30,0,2,,13:24
2021-01-06 13:35,0,2,,13:34
2021-01-06 13:40,0,2,,13:36
2021-01-06 13:45,0,2,,13:36
2021-01-06 13:50,0,2,,13:36
2021-01-06 13:55,0,2,,13:36
2021-01-06 14:00,0,2,,13:36
2021-01-06 14:05,0,2,,14:02
2021-01-06 14:10,0,2,,14:02
2021-01-06 14:15,0,2,,14:12
2021-01-06 14:20,0,2,,14:12
2021-01-06 14:25,0,2,,14:12
2021-01-06 14:30,0,2,,14:12
2021-01-06 14:35,0,2,,14:12
2021-01-06 14:40,0,2,,14:12
2021-01-06 14:45,0,2,,14:43
2021-01-06 14:50,0,2,,14:43
2021-01-06 14:55,0,2,,14:52
2021-01-06 15:00,0,2,,14:52
2021-01-06 15:05,0,2,,14:52
2021-01-06 15:10,0,2,,15:05
2021-01-06 15:15,0,2,,15:12
2021-01-06 15:20,0,2,,15:15
2021-01-06 15:25,0,2,,15:22
2021-01-06 15:30,0,2,,15:28
2021-01-06 15:35,0,2,,15:30
2021-01-06 15:40,0,2,,15:39
2021-01-06 15:45,0,2,,15:41
2021-01-06 15:50,0,2,,15:41
2021-01-06 15:55,0,2,,15:50
2021-01-06 16:00,0,2,,15:50
2021-01-06 16:05,0,2,,15:50
2021-01-06 16:10,0,2,,15:50
2021-01-06 16:15,0,2,,16:13
2021-01-06 16:20,0,2,,16:16
2021-01-06 16:25,0,2,,16:24
2021-01-06 16:30,0,2,,16:28
2021-01-06 16:35,0,2,,16:34
2021-01-06 16:40,0,2,,16:34
2021-01-06 16:45,0,2,,16:34
2021-01-06 16:50,0,2,,16:49
2021-01-06 16:55,0,2,,16:52
2021-01-06 17:00,0,2,,16:52
2021-01-06 17:05,0,2,,16:52
2021-01-06 17:10,0,2,,16:52
2021-01-06 17:15,0,2,,17:12
2021-01-06 17:20,0,2,,17:17
2021-01-06 17:25,0,2,,17:21
2021-01-06 17:30,0,2,,17:29
2021-01-06 17:35,0,2,,17:29
2021-01-06 17:40,0,2,,17:29
2021-01-06 17:45,0,2,,17:42
2021-01-06 17:50,0,2,,17:42
2021-01-06 17:55,0,2,,17:42
2021-01-06 18:00,0,2,,17:42
