Datum und Uhrzeit,Anzahl wartender Personen,durchschnittliche Wartezeit in Minuten,nächste Nummer,letzte Aktualisierung
2020-03-21 08:05,0,2,,06:49
2020-03-21 08:10,0,2,,08:02
2020-03-21 08:15,0,2,,08:02
2020-03-21 08:20,0,2,,08:02
2020-03-21 08:25,0,2,,08:02
2020-03-21 08:30,0,2,,08:02
2020-03-21 08:35,0,2,,08:02
2020-03-21 08:40,0,2,,08:32
2020-03-21 08:45,0,2,,08:32
2020-03-21 08:50,0,2,,08:42
2020-03-21 08:55,0,2,,08:42
2020-03-21 09:00,0,2,,08:42
2020-03-21 09:05,0,2,,08:42
2020-03-21 09:10,0,2,,08:42
2020-03-21 09:15,0,2,,08:42
2020-03-21 09:20,0,2,,08:42
2020-03-21 09:25,0,2,,08:42
2020-03-21 09:30,0,2,,08:42
2020-03-21 09:35,0,2,,08:42
2020-03-21 09:40,0,2,,08:42
2020-03-21 09:45,0,2,,08:42
2020-03-21 09:50,0,2,,08:42
2020-03-21 09:55,0,2,,08:42
2020-03-21 10:00,0,2,,08:42
2020-03-21 10:05,0,2,,08:42
2020-03-21 10:10,0,2,,08:42
2020-03-21 10:15,0,2,,08:42
2020-03-21 10:20,0,2,,08:42
2020-03-21 10:25,0,2,,08:42
2020-03-21 10:32,0,2,,10:21
2020-03-21 10:35,0,2,,10:21
2020-03-21 10:40,0,2,,10:21
2020-03-21 10:45,0,2,,10:21
2020-03-21 10:50,0,2,,10:21
2020-03-21 10:55,0,2,,10:21
2020-03-21 11:00,0,2,,10:21
2020-03-21 11:05,0,2,,10:21
2020-03-21 11:10,0,2,,10:21
2020-03-21 11:15,0,2,,10:21
2020-03-21 11:20,0,2,,10:21
2020-03-21 11:25,0,2,,10:21
2020-03-21 11:30,0,2,,10:21
2020-03-21 11:35,0,2,,10:21
2020-03-21 11:40,0,2,,10:21
2020-03-21 11:45,0,2,,11:35
2020-03-21 11:50,0,2,,11:35
2020-03-21 11:55,0,2,,11:35
2020-03-21 12:00,0,2,,11:35
2020-03-21 12:05,0,2,,11:35
2020-03-21 12:10,0,2,,11:35
2020-03-21 12:15,0,2,,11:35
2020-03-21 12:20,0,2,,11:35
2020-03-21 12:25,0,2,,11:35
2020-03-21 12:30,0,2,,11:35
2020-03-21 12:35,0,2,,11:35
2020-03-21 12:40,0,2,,11:35
2020-03-21 12:45,0,2,,11:35
2020-03-21 12:50,0,2,,11:35
2020-03-21 12:55,0,2,,11:35
2020-03-21 13:00,0,2,,11:35
