Datum und Uhrzeit,Anzahl wartender Personen,durchschnittliche Wartezeit in Minuten,nächste Nummer,letzte Aktualisierung
2020-01-22 08:05,0,7,,07:56
2020-01-22 08:10,2,6,109,08:03
2020-01-22 08:15,0,5,,08:07
2020-01-22 08:20,0,5,,08:12
2020-01-22 08:25,1,4,117,08:18
2020-01-22 08:30,0,4,,08:22
2020-01-22 08:35,1,4,120,08:28
2020-01-22 08:40,1,4,120,08:31
2020-01-22 08:45,1,3,122,08:38
2020-01-22 08:50,0,3,,08:43
2020-01-22 08:55,0,3,,08:47
2020-01-22 09:00,0,3,,08:53
2020-01-22 09:05,0,3,,08:58
2020-01-22 09:10,2,4,131,09:02
2020-01-22 09:15,2,4,53,09:08
2020-01-22 09:20,0,4,,09:13
2020-01-22 09:25,0,4,,09:17
2020-01-22 09:30,2,4,141,09:22
2020-01-22 09:35,4,3,94,09:28
2020-01-22 09:40,5,3,2,09:33
2020-01-22 09:45,2,3,147,09:38
2020-01-22 09:50,1,3,149,09:43
2020-01-22 09:55,1,4,152,09:48
2020-01-22 10:00,2,4,103,09:52
2020-01-22 10:05,0,4,,09:57
2020-01-22 10:10,0,4,,10:01
2020-01-22 10:15,4,5,12,10:07
2020-01-22 10:20,4,5,24,10:11
2020-01-22 10:25,3,4,167,10:18
2020-01-22 10:30,1,3,173,10:21
2020-01-22 10:35,1,4,89,10:26
2020-01-22 10:40,3,5,109,10:32
2020-01-22 10:45,2,4,116,10:36
2020-01-22 10:50,2,4,186,10:43
2020-01-22 10:55,3,5,191,10:48
2020-01-22 11:00,4,4,194,10:53
2020-01-22 11:05,6,4,194,10:56
2020-01-22 11:10,8,4,141,11:03
2020-01-22 11:15,5,4,200,11:07
2020-01-22 11:20,4,5,203,11:12
2020-01-22 11:25,4,4,210,11:18
2020-01-22 11:30,6,4,211,11:23
2020-01-22 11:35,4,3,215,11:28
2020-01-22 11:40,5,3,216,11:31
2020-01-22 11:45,6,3,218,11:37
2020-01-22 11:50,2,4,224,11:43
2020-01-22 11:55,0,3,,11:46
2020-01-22 12:00,4,3,229,11:53
2020-01-22 12:05,3,3,232,11:58
2020-01-22 12:10,4,3,234,12:03
2020-01-22 12:15,0,3,,12:08
2020-01-22 12:20,2,4,244,12:13
2020-01-22 12:25,3,5,247,12:17
2020-01-22 12:30,1,3,251,12:23
2020-01-22 12:35,0,3,,12:27
2020-01-22 12:40,0,3,,12:33
2020-01-22 12:45,0,3,,12:38
2020-01-22 12:50,0,3,,12:42
2020-01-22 12:55,2,4,260,12:47
2020-01-22 13:00,0,4,,12:53
2020-01-22 13:05,3,4,68,12:56
2020-01-22 13:10,0,4,,13:01
2020-01-22 13:15,3,4,91,13:06
2020-01-22 13:20,0,4,,13:13
2020-01-22 13:25,0,4,,13:17
2020-01-22 13:30,1,4,280,13:23
2020-01-22 13:35,2,4,284,13:28
2020-01-22 13:40,3,4,285,13:33
2020-01-22 13:45,4,4,287,13:38
2020-01-22 13:50,3,3,290,13:43
2020-01-22 13:55,6,3,292,13:48
2020-01-22 14:00,4,2,294,13:53
2020-01-22 14:05,7,2,295,13:58
2020-01-22 14:10,10,3,55,14:02
2020-01-22 14:15,13,5,300,14:08
2020-01-22 14:20,15,5,93,14:12
2020-01-22 14:25,11,7,304,14:17
2020-01-22 14:30,8,10,308,14:23
2020-01-22 14:35,7,10,310,14:28
2020-01-22 14:40,8,11,311,14:33
2020-01-22 14:45,4,11,317,14:37
2020-01-22 14:50,3,10,319,14:43
2020-01-22 14:55,3,6,117,14:46
2020-01-22 15:00,2,3,324,14:53
2020-01-22 15:05,5,3,324,14:56
2020-01-22 15:10,5,2,75,15:00
2020-01-22 15:15,9,3,124,15:08
2020-01-22 15:20,8,3,81,15:11
2020-01-22 15:25,9,5,329,15:18
2020-01-22 15:30,6,11,335,15:23
2020-01-22 15:35,9,10,335,15:28
2020-01-22 15:40,8,8,339,15:33
2020-01-22 15:45,7,6,340,15:37
2020-01-22 15:50,5,7,344,15:43
2020-01-22 15:55,5,7,347,15:48
2020-01-22 16:00,1,4,351,15:52
2020-01-22 16:05,1,3,61,15:57
2020-01-22 16:10,2,3,357,16:03
2020-01-22 16:15,12,3,16,16:08
2020-01-22 16:20,12,4,357,16:11
2020-01-22 16:25,11,4,359,16:18
2020-01-22 16:30,11,6,362,16:22
2020-01-22 16:35,12,7,363,16:28
2020-01-22 16:40,16,11,366,16:33
2020-01-22 16:45,15,15,369,16:38
2020-01-22 16:50,19,15,41,16:42
2020-01-22 16:55,21,14,36,16:45
2020-01-22 17:00,19,15,370,16:53
2020-01-22 17:05,22,16,32,16:58
2020-01-22 17:10,20,15,372,17:03
2020-01-22 17:15,23,20,25,17:08
2020-01-22 17:20,21,19,374,17:12
2020-01-22 17:25,20,21,376,17:17
2020-01-22 17:30,15,34,382,17:23
2020-01-22 17:35,16,34,22,17:28
2020-01-22 17:40,16,31,383,17:32
2020-01-22 17:45,11,38,389,17:38
2020-01-22 17:50,8,40,392,17:42
2020-01-22 17:55,4,34,397,17:48
2020-01-22 18:00,1,25,400,17:49
