Datum und Uhrzeit,Anzahl wartender Personen,durchschnittliche Wartezeit in Minuten,nächste Nummer,letzte Aktualisierung
2020-01-24 08:05,0,5,,07:56
2020-01-24 08:10,2,6,109,08:03
2020-01-24 08:15,1,6,10,08:05
2020-01-24 08:20,0,5,,08:12
2020-01-24 08:25,0,5,,08:17
2020-01-24 08:30,0,5,,08:23
2020-01-24 08:35,1,5,122,08:28
2020-01-24 08:40,0,5,,08:32
2020-01-24 08:45,0,5,,08:37
2020-01-24 08:50,0,4,,08:42
2020-01-24 08:55,0,4,,08:47
2020-01-24 09:00,1,4,37,08:51
2020-01-24 09:05,1,5,137,08:56
2020-01-24 09:10,2,4,139,09:03
2020-01-24 09:15,2,3,145,09:08
2020-01-24 09:20,4,3,147,09:11
2020-01-24 09:25,1,3,152,09:18
2020-01-24 09:30,0,3,,09:23
2020-01-24 09:35,0,4,,09:28
2020-01-24 09:40,5,4,161,09:32
2020-01-24 09:45,2,4,166,09:38
2020-01-24 09:50,0,3,,09:41
2020-01-24 09:55,2,3,173,09:48
2020-01-24 10:00,2,4,178,09:53
2020-01-24 10:05,1,4,182,09:58
2020-01-24 10:10,1,3,184,10:03
2020-01-24 10:15,2,3,187,10:08
2020-01-24 10:20,3,3,191,10:13
2020-01-24 10:25,4,3,192,10:18
2020-01-24 10:30,4,2,196,10:22
2020-01-24 10:35,1,2,200,10:28
2020-01-24 10:40,6,2,201,10:33
2020-01-24 10:45,5,2,204,10:38
2020-01-24 10:50,4,2,206,10:43
2020-01-24 10:55,4,3,207,10:46
2020-01-24 11:00,5,4,209,10:53
2020-01-24 11:05,5,5,211,10:58
2020-01-24 11:10,5,6,213,11:03
2020-01-24 11:15,3,5,216,11:06
2020-01-24 11:20,5,4,34,11:12
2020-01-24 11:25,8,3,223,11:18
2020-01-24 11:30,8,2,228,11:23
2020-01-24 11:35,6,2,231,11:26
2020-01-24 11:40,5,3,234,11:33
2020-01-24 11:45,10,3,54,11:35
2020-01-24 11:50,8,6,240,11:41
2020-01-24 11:55,5,5,243,11:46
2020-01-24 12:00,0,4,,11:53
2020-01-24 12:05,0,4,,11:54
2020-01-24 12:10,0,4,,11:54
2020-01-24 12:15,0,4,,11:54
2020-01-24 12:20,0,4,,11:54
2020-01-24 12:25,0,4,,11:54
2020-01-24 12:30,0,4,,11:54
2020-01-24 12:35,0,4,,11:54
2020-01-24 12:40,0,4,,11:54
2020-01-24 12:45,0,4,,11:54
2020-01-24 12:50,0,4,,11:54
2020-01-24 12:55,0,4,,11:54
2020-01-24 13:00,0,4,,11:54
