Datum und Uhrzeit,Anzahl wartender Personen,durchschnittliche Wartezeit in Minuten,nächste Nummer,letzte Aktualisierung
2020-08-18 08:05,3,15,103,08:04
2020-08-18 08:10,4,9,107,08:09
2020-08-18 08:15,1,4,111,08:14
2020-08-18 08:20,2,4,116,08:19
2020-08-18 08:25,2,3,118,08:24
2020-08-18 08:30,2,4,120,08:29
2020-08-18 08:35,5,4,120,08:34
2020-08-18 08:40,2,5,124,08:39
2020-08-18 08:45,2,6,126,08:44
2020-08-18 08:50,3,5,131,08:49
2020-08-18 08:55,3,4,134,08:54
2020-08-18 09:00,4,4,136,08:59
2020-08-18 09:05,5,5,138,09:04
2020-08-18 09:10,4,6,139,09:09
2020-08-18 09:15,3,7,140,09:14
2020-08-18 09:20,3,8,142,09:19
2020-08-18 09:25,2,9,147,09:24
2020-08-18 09:30,5,9,147,09:29
2020-08-18 09:35,5,8,150,09:34
2020-08-18 09:40,5,8,152,09:39
2020-08-18 09:45,6,9,155,09:44
2020-08-18 09:50,4,10,157,09:49
2020-08-18 09:55,5,11,158,09:54
2020-08-18 10:00,5,11,159,09:59
2020-08-18 10:05,3,13,161,10:04
2020-08-18 10:10,4,11,164,10:09
2020-08-18 10:15,6,11,165,10:14
2020-08-18 10:20,8,10,166,10:19
2020-08-18 10:25,8,11,5056,10:24
2020-08-18 10:30,6,11,171,10:29
2020-08-18 10:35,4,10,176,10:34
2020-08-18 10:40,8,9,5066,10:39
2020-08-18 10:45,7,8,179,10:44
2020-08-18 10:50,5,5,181,10:49
2020-08-18 10:55,5,9,185,10:54
2020-08-18 11:00,5,10,187,10:59
2020-08-18 11:05,6,7,190,11:04
2020-08-18 11:10,4,5,194,11:09
2020-08-18 11:15,6,6,195,11:14
2020-08-18 11:20,8,6,198,11:19
2020-08-18 11:25,4,6,202,11:24
2020-08-18 11:30,7,7,205,11:29
2020-08-18 11:35,7,6,208,11:34
2020-08-18 11:40,7,6,211,11:39
2020-08-18 11:45,7,8,214,11:44
2020-08-18 11:50,5,8,220,11:49
2020-08-18 11:55,6,9,221,11:54
2020-08-18 12:00,7,8,223,11:59
2020-08-18 12:05,7,10,224,12:04
2020-08-18 12:10,6,12,227,12:09
2020-08-18 12:15,6,13,228,12:14
2020-08-18 12:20,6,15,231,12:19
2020-08-18 12:25,7,15,5118,12:24
2020-08-18 12:30,7,17,5119,12:29
2020-08-18 12:35,6,17,236,12:34
2020-08-18 12:40,9,18,237,12:39
2020-08-18 12:45,10,18,5124,12:44
2020-08-18 12:50,5,12,243,12:49
2020-08-18 12:55,8,11,245,12:54
2020-08-18 13:00,5,11,250,12:59
2020-08-18 13:05,3,9,252,13:04
2020-08-18 13:10,5,9,252,13:09
2020-08-18 13:15,2,9,256,13:14
2020-08-18 13:20,5,9,256,13:19
2020-08-18 13:25,5,9,5138,13:25
2020-08-18 13:30,3,8,261,13:29
2020-08-18 13:35,6,8,5141,13:34
2020-08-18 13:40,6,7,264,13:39
2020-08-18 13:45,7,7,264,13:44
2020-08-18 13:50,5,8,266,13:49
2020-08-18 13:55,5,9,5149,13:54
2020-08-18 14:00,6,10,269,13:59
2020-08-18 14:05,2,12,273,14:04
2020-08-18 14:10,4,12,273,14:09
2020-08-18 14:15,4,12,275,14:14
2020-08-18 14:20,6,13,276,14:19
2020-08-18 14:25,5,10,279,14:24
2020-08-18 14:30,6,10,281,14:29
2020-08-18 14:35,6,8,285,14:34
2020-08-18 14:40,6,8,5167,14:39
2020-08-18 14:45,1,6,292,14:44
2020-08-18 14:50,1,4,297,14:49
2020-08-18 14:55,4,3,298,14:54
2020-08-18 15:00,7,4,301,14:59
2020-08-18 15:05,8,5,303,15:04
2020-08-18 15:10,6,7,306,15:09
2020-08-18 15:15,5,8,309,15:14
2020-08-18 15:20,7,9,311,15:20
2020-08-18 15:25,6,11,314,15:24
2020-08-18 15:30,5,13,316,15:29
2020-08-18 15:35,8,13,317,15:34
2020-08-18 15:40,4,13,322,15:39
2020-08-18 15:45,3,13,324,15:44
2020-08-18 15:50,2,9,328,15:49
2020-08-18 15:55,5,7,330,15:54
2020-08-18 16:00,4,5,332,15:59
2020-08-18 16:05,4,6,335,16:04
2020-08-18 16:10,5,7,336,16:09
2020-08-18 16:15,4,7,337,16:14
2020-08-18 16:20,8,9,339,16:19
2020-08-18 16:25,6,10,346,16:24
2020-08-18 16:30,8,11,347,16:29
2020-08-18 16:35,8,11,349,16:34
2020-08-18 16:40,8,12,353,16:39
2020-08-18 16:45,9,12,354,16:44
2020-08-18 16:50,5,12,359,16:49
2020-08-18 16:55,7,12,359,16:54
2020-08-18 17:00,2,13,364,16:59
2020-08-18 17:05,3,13,364,17:04
2020-08-18 17:10,4,13,5239,17:09
2020-08-18 17:15,3,10,367,17:14
2020-08-18 17:20,7,10,368,17:19
2020-08-18 17:25,8,9,5244,17:24
2020-08-18 17:30,7,9,371,17:29
2020-08-18 17:35,6,10,373,17:34
2020-08-18 17:40,4,13,375,17:39
2020-08-18 17:45,2,15,377,17:44
2020-08-18 17:50,1,16,378,17:49
2020-08-18 17:55,0,18,,17:54
2020-08-18 18:00,0,18,,17:59
