Datum und Uhrzeit,Anzahl wartender Personen,durchschnittliche Wartezeit in Minuten,nächste Nummer,letzte Aktualisierung
2020-10-14 08:05,3,5,103,08:04
2020-10-14 08:10,8,5,5000,08:09
2020-10-14 08:15,6,5,106,08:14
2020-10-14 08:20,4,7,110,08:19
2020-10-14 08:25,5,7,112,08:24
2020-10-14 08:30,8,8,5008,08:29
2020-10-14 08:35,5,7,116,08:34
2020-10-14 08:40,3,8,118,08:38
2020-10-14 08:45,2,9,119,08:44
2020-10-14 08:50,3,10,120,08:49
2020-10-14 08:55,5,10,5016,08:54
2020-10-14 09:00,6,10,122,08:59
2020-10-14 09:05,6,9,124,09:04
2020-10-14 09:10,5,9,127,09:09
2020-10-14 09:15,6,10,5020,09:14
2020-10-14 09:20,4,10,130,09:19
2020-10-14 09:25,6,11,5023,09:24
2020-10-14 09:30,8,10,5024,09:29
2020-10-14 09:35,9,11,134,09:34
2020-10-14 09:40,7,11,137,09:39
2020-10-14 09:45,7,13,141,09:44
2020-10-14 09:50,8,11,142,09:49
2020-10-14 09:55,6,12,144,09:54
2020-10-14 10:00,8,10,146,09:59
2020-10-14 10:05,7,10,147,10:04
2020-10-14 10:10,9,10,5036,10:09
2020-10-14 10:15,8,11,150,10:14
2020-10-14 10:20,6,8,152,10:19
2020-10-14 10:25,5,10,156,10:24
2020-10-14 10:30,9,12,5048,10:29
2020-10-14 10:35,3,8,164,10:34
2020-10-14 10:40,5,5,166,10:39
2020-10-14 10:45,4,5,168,10:44
2020-10-14 10:50,6,6,5057,10:49
2020-10-14 10:55,7,6,5061,10:54
2020-10-14 11:00,7,5,175,10:59
2020-10-14 11:05,6,6,177,11:04
2020-10-14 11:10,7,6,179,11:09
2020-10-14 11:15,8,8,180,11:14
2020-10-14 11:20,9,7,181,11:19
2020-10-14 11:25,7,9,184,11:24
2020-10-14 11:30,8,12,187,11:29
2020-10-14 11:35,10,10,5081,11:34
2020-10-14 11:40,14,8,5083,11:39
2020-10-14 11:45,5,8,199,11:44
2020-10-14 11:50,5,9,201,11:49
2020-10-14 11:55,6,9,5092,11:54
2020-10-14 12:00,5,9,206,11:59
2020-10-14 12:05,6,9,207,12:04
2020-10-14 12:10,5,10,209,12:09
2020-10-14 12:15,6,11,212,12:14
2020-10-14 12:20,6,10,214,12:19
2020-10-14 12:25,4,9,216,12:24
2020-10-14 12:30,4,8,217,12:29
2020-10-14 12:35,3,10,221,12:34
2020-10-14 12:40,3,10,222,12:39
2020-10-14 12:45,3,11,225,12:44
2020-10-14 12:50,3,10,226,12:49
2020-10-14 12:55,0,7,,12:54
2020-10-14 13:00,2,4,234,12:59
2020-10-14 13:05,3,4,236,13:04
2020-10-14 13:10,0,4,,13:09
2020-10-14 13:15,1,3,242,13:14
2020-10-14 13:20,3,3,243,13:19
2020-10-14 13:25,2,3,247,13:24
2020-10-14 13:30,7,2,5110,13:29
2020-10-14 13:35,6,3,250,13:34
2020-10-14 13:40,6,4,251,13:39
2020-10-14 13:45,6,7,253,13:44
2020-10-14 13:50,3,12,256,13:49
2020-10-14 13:55,2,13,257,13:54
2020-10-14 14:00,5,15,258,13:59
2020-10-14 14:05,5,10,262,14:04
2020-10-14 14:10,6,8,263,14:09
2020-10-14 14:15,5,7,264,14:14
2020-10-14 14:20,5,9,265,14:19
2020-10-14 14:25,9,12,5129,14:24
2020-10-14 14:30,6,12,271,14:29
2020-10-14 14:35,6,10,5135,14:34
2020-10-14 14:40,5,9,277,14:39
2020-10-14 14:45,8,9,278,14:44
2020-10-14 14:50,11,10,5143,14:49
2020-10-14 14:55,6,9,283,14:54
2020-10-14 15:00,6,9,286,14:59
2020-10-14 15:05,8,9,287,15:04
2020-10-14 15:10,8,11,288,15:09
2020-10-14 15:15,10,11,291,15:14
2020-10-14 15:20,8,11,293,15:19
2020-10-14 15:25,9,10,294,15:24
2020-10-14 15:30,8,13,295,15:28
2020-10-14 15:35,8,15,296,15:34
2020-10-14 15:40,8,17,299,15:39
2020-10-14 15:45,10,17,300,15:44
2020-10-14 15:50,8,12,303,15:49
2020-10-14 15:55,10,16,307,15:54
2020-10-14 16:00,8,15,310,15:59
2020-10-14 16:05,10,12,311,16:04
2020-10-14 16:10,8,14,314,16:09
2020-10-14 16:15,7,16,318,16:14
2020-10-14 16:20,7,17,320,16:19
2020-10-14 16:25,6,14,324,16:24
2020-10-14 16:30,5,12,327,16:29
2020-10-14 16:35,3,10,331,16:34
2020-10-14 16:40,6,9,5198,16:39
2020-10-14 16:45,4,9,334,16:44
2020-10-14 16:50,6,9,336,16:49
2020-10-14 16:55,4,9,5204,16:54
2020-10-14 17:00,5,8,343,16:59
2020-10-14 17:05,6,7,345,17:04
2020-10-14 17:10,7,7,5211,17:09
2020-10-14 17:15,3,9,350,17:14
2020-10-14 17:20,6,10,351,17:19
2020-10-14 17:25,5,10,5216,17:24
2020-10-14 17:30,3,10,355,17:29
2020-10-14 17:35,0,11,,17:34
2020-10-14 17:40,0,10,,17:39
2020-10-14 17:45,0,10,,17:44
2020-10-14 17:50,0,10,,17:49
2020-10-14 17:55,0,10,,17:54
2020-10-14 18:00,0,10,,17:59
