Datum und Uhrzeit,Anzahl wartender Personen,durchschnittliche Wartezeit in Minuten,nächste Nummer,letzte Aktualisierung
2020-01-08 08:05,2,6,105,07:58
2020-01-08 08:10,5,5,106,08:03
2020-01-08 08:15,6,4,23,08:08
2020-01-08 08:20,5,3,110,08:12
2020-01-08 08:25,6,3,141,08:16
2020-01-08 08:30,6,3,111,08:23
2020-01-08 08:35,7,4,61,08:26
2020-01-08 08:40,6,6,113,08:32
2020-01-08 08:45,6,8,11,08:35
2020-01-08 08:50,7,9,115,08:43
2020-01-08 08:55,8,9,98,08:45
2020-01-08 09:00,9,12,74,08:50
2020-01-08 09:05,9,11,116,08:57
2020-01-08 09:10,9,16,3,09:00
2020-01-08 09:15,8,14,97,09:08
2020-01-08 09:20,10,15,180,09:13
2020-01-08 09:25,9,12,119,09:17
2020-01-08 09:30,8,15,120,09:21
2020-01-08 09:35,9,15,122,09:28
2020-01-08 09:40,13,15,65,09:31
2020-01-08 09:45,11,22,124,09:38
2020-01-08 09:50,11,22,125,09:43
2020-01-08 09:55,9,25,129,09:48
2020-01-08 10:00,5,16,134,09:52
2020-01-08 10:05,7,12,135,09:57
2020-01-08 10:10,7,10,138,10:03
2020-01-08 10:15,7,8,140,10:08
2020-01-08 10:20,10,7,141,10:12
2020-01-08 10:25,10,7,144,10:17
2020-01-08 10:30,10,7,57,10:23
2020-01-08 10:35,12,8,147,10:28
2020-01-08 10:40,14,10,150,10:33
2020-01-08 10:45,16,9,150,10:37
2020-01-08 10:50,12,13,155,10:43
2020-01-08 10:55,15,13,157,10:48
2020-01-08 11:00,14,12,159,10:52
2020-01-08 11:05,15,13,162,10:58
2020-01-08 11:10,14,12,163,11:01
2020-01-08 11:15,15,16,10,11:05
2020-01-08 11:20,17,14,166,11:12
2020-01-08 11:25,19,18,15,11:17
2020-01-08 11:30,23,14,24,11:23
2020-01-08 11:35,23,12,169,11:27
2020-01-08 11:40,22,15,172,11:33
2020-01-08 11:47,20,27,112,11:40
2020-01-08 11:50,21,24,177,11:42
2020-01-08 11:55,20,24,180,11:47
2020-01-08 12:00,21,27,68,11:53
2020-01-08 12:05,21,21,183,11:57
2020-01-08 12:10,19,29,188,12:03
2020-01-08 12:15,20,29,191,12:08
2020-01-08 12:20,17,30,196,12:13
2020-01-08 12:25,19,31,199,12:17
2020-01-08 12:30,19,29,54,12:20
2020-01-08 12:35,6,12,216,12:28
2020-01-08 12:40,7,10,217,12:33
2020-01-08 12:45,13,8,218,12:38
2020-01-08 12:50,12,9,223,12:42
2020-01-08 12:55,12,10,225,12:49
2020-01-08 13:00,10,8,228,12:53
2020-01-08 13:05,8,9,231,12:58
2020-01-08 13:10,7,12,235,13:03
2020-01-08 13:15,5,12,238,13:07
2020-01-08 13:20,4,10,241,13:13
2020-01-08 13:25,2,7,244,13:18
2020-01-08 13:30,5,7,176,13:21
2020-01-08 13:35,9,6,245,13:28
2020-01-08 13:40,8,5,248,13:32
2020-01-08 13:45,6,3,253,13:38
2020-01-08 13:50,11,4,257,13:43
2020-01-08 13:55,11,4,260,13:47
2020-01-08 14:00,13,3,263,13:51
2020-01-08 14:05,12,6,270,13:58
2020-01-08 14:10,13,7,272,14:02
2020-01-08 14:15,13,8,276,14:08
2020-01-08 14:20,14,9,278,14:13
2020-01-08 14:25,12,11,281,14:17
2020-01-08 14:30,11,10,284,14:23
2020-01-08 14:35,12,9,173,14:28
2020-01-08 14:40,14,9,287,14:33
2020-01-08 14:45,16,10,288,14:38
2020-01-08 14:50,11,15,293,14:42
2020-01-08 14:55,14,16,167,14:48
2020-01-08 15:00,12,14,298,14:52
2020-01-08 15:05,13,11,300,14:58
2020-01-08 15:10,9,12,305,15:02
2020-01-08 15:15,9,11,307,15:08
2020-01-08 15:20,11,11,132,15:10
2020-01-08 15:25,7,9,311,15:19
2020-01-08 15:30,7,11,315,15:23
2020-01-08 15:35,7,9,170,15:27
2020-01-08 15:40,7,6,157,15:33
2020-01-08 15:45,10,4,184,15:38
2020-01-08 15:50,11,5,164,15:44
2020-01-08 15:55,10,7,324,15:48
2020-01-08 16:00,13,7,159,15:52
2020-01-08 16:05,13,9,326,15:58
2020-01-08 16:10,13,13,7,16:00
2020-01-08 16:15,13,10,329,16:08
2020-01-08 16:20,13,12,147,16:13
2020-01-08 16:25,14,12,333,16:17
2020-01-08 16:30,18,12,333,16:23
2020-01-08 16:35,17,13,335,16:28
2020-01-08 16:40,19,20,338,16:33
2020-01-08 16:45,18,26,110,16:38
2020-01-08 16:50,18,23,342,16:43
2020-01-08 16:55,16,22,344,16:48
2020-01-08 17:00,17,18,345,16:52
2020-01-08 17:05,17,20,347,16:58
2020-01-08 17:10,16,20,348,17:02
2020-01-08 17:15,18,22,350,17:07
2020-01-08 17:20,16,24,353,17:12
2020-01-08 17:25,14,29,355,17:17
2020-01-08 17:30,15,29,39,17:20
2020-01-08 17:35,15,31,359,17:27
2020-01-08 17:40,16,28,359,17:32
2020-01-08 17:45,14,32,362,17:38
2020-01-08 17:50,12,29,365,17:42
2020-01-08 17:55,7,30,370,17:48
2020-01-08 18:00,4,27,373,17:52
