Datum und Uhrzeit,Anzahl wartender Personen,durchschnittliche Wartezeit in Minuten,nächste Nummer,letzte Aktualisierung
2020-07-03 08:05,3,2,107,08:04
2020-07-03 08:10,4,2,111,08:09
2020-07-03 08:15,3,3,115,08:14
2020-07-03 08:20,3,3,118,08:19
2020-07-03 08:25,2,4,122,08:24
2020-07-03 08:30,0,5,,08:29
2020-07-03 08:35,0,3,,08:34
2020-07-03 08:40,0,2,,08:39
2020-07-03 08:45,1,2,139,08:44
2020-07-03 08:50,0,2,,08:49
2020-07-03 08:55,3,2,5026,08:54
2020-07-03 09:00,4,2,149,08:59
2020-07-03 09:05,1,4,152,09:04
2020-07-03 09:10,4,4,5034,09:09
2020-07-03 09:15,0,4,,09:14
2020-07-03 09:20,3,2,165,09:19
2020-07-03 09:25,3,2,167,09:24
2020-07-03 09:30,1,3,172,09:29
2020-07-03 09:35,1,3,177,09:34
2020-07-03 09:40,2,2,5050,09:39
2020-07-03 09:45,1,2,186,09:44
2020-07-03 09:50,0,2,,09:49
2020-07-03 09:55,3,2,192,09:54
2020-07-03 10:00,1,2,198,09:59
2020-07-03 10:05,6,2,5057,10:04
2020-07-03 10:10,2,4,203,10:09
2020-07-03 10:15,2,4,205,10:14
2020-07-03 10:20,1,4,209,10:19
2020-07-03 10:25,1,2,215,10:24
2020-07-03 10:30,0,2,,10:29
2020-07-03 10:35,2,2,226,10:34
2020-07-03 10:40,1,2,232,10:39
2020-07-03 10:45,1,2,234,10:44
2020-07-03 10:50,2,2,240,10:49
2020-07-03 10:55,2,2,243,10:54
2020-07-03 11:00,1,2,246,10:59
2020-07-03 11:05,2,2,248,11:04
2020-07-03 11:10,4,2,250,11:09
2020-07-03 11:15,2,3,254,11:14
2020-07-03 11:20,0,3,,11:19
2020-07-03 11:25,2,3,258,11:24
2020-07-03 11:30,0,4,,11:29
2020-07-03 11:35,1,3,266,11:34
2020-07-03 11:40,1,3,269,11:39
2020-07-03 11:45,1,3,269,11:44
2020-07-03 11:50,3,3,274,11:49
2020-07-03 11:55,3,3,276,11:54
2020-07-03 12:00,0,3,,11:59
2020-07-03 12:05,0,3,,12:00
2020-07-03 12:10,0,3,,12:00
2020-07-03 12:15,0,3,,12:00
2020-07-03 12:20,0,3,,12:00
2020-07-03 12:25,0,3,,12:00
2020-07-03 12:30,0,3,,12:00
2020-07-03 12:35,0,3,,12:00
2020-07-03 12:40,0,3,,12:00
2020-07-03 12:45,0,3,,12:00
2020-07-03 12:50,0,3,,12:00
2020-07-03 12:55,0,3,,12:00
2020-07-03 13:00,0,3,,12:00
