Datum und Uhrzeit,Anzahl wartender Personen,durchschnittliche Wartezeit in Minuten,nächste Nummer,letzte Aktualisierung
2020-04-30 08:05,3,3,10,08:05
2020-04-30 08:10,0,2,,08:07
2020-04-30 08:15,1,2,15,08:12
2020-04-30 08:20,1,2,112,08:19
2020-04-30 08:25,2,3,114,08:24
2020-04-30 08:30,0,3,,08:29
2020-04-30 08:35,1,3,66,08:32
2020-04-30 08:40,1,3,75,08:40
2020-04-30 08:45,1,3,96,08:44
2020-04-30 08:50,0,3,,08:49
2020-04-30 08:55,2,3,127,08:53
2020-04-30 09:00,1,3,130,08:59
2020-04-30 09:05,3,3,175,09:04
2020-04-30 09:10,2,3,133,09:08
2020-04-30 09:15,6,3,133,09:14
2020-04-30 09:20,5,5,93,09:20
2020-04-30 09:25,1,8,111,09:24
2020-04-30 09:30,0,7,,09:29
2020-04-30 09:35,3,6,143,09:34
2020-04-30 09:40,1,6,146,09:38
2020-04-30 09:45,2,5,45,09:44
2020-04-30 09:50,3,5,131,09:50
2020-04-30 09:55,2,5,113,09:53
2020-04-30 10:00,3,5,3,10:00
2020-04-30 10:05,0,3,,10:05
2020-04-30 10:10,0,2,,10:09
2020-04-30 10:15,0,2,,10:14
2020-04-30 10:20,2,2,167,10:17
2020-04-30 10:25,0,3,,10:22
2020-04-30 10:30,2,3,170,10:28
2020-04-30 10:35,3,3,170,10:33
2020-04-30 10:40,0,5,,10:38
2020-04-30 10:45,3,5,174,10:41
2020-04-30 10:50,1,2,182,10:49
2020-04-30 10:55,1,2,185,10:54
2020-04-30 11:00,0,2,,10:58
2020-04-30 11:05,1,2,57,11:04
2020-04-30 11:10,0,2,,11:09
2020-04-30 11:15,1,2,196,11:14
2020-04-30 11:20,5,2,101,11:20
2020-04-30 11:25,0,2,,11:21
2020-04-30 11:30,1,2,148,11:29
2020-04-30 11:35,1,3,149,11:34
2020-04-30 11:40,1,2,207,11:39
2020-04-30 11:45,1,2,153,11:44
2020-04-30 11:50,1,2,154,11:49
2020-04-30 11:55,0,2,,11:53
2020-04-30 12:00,2,2,216,12:00
2020-04-30 12:05,3,2,53,12:04
2020-04-30 12:10,2,3,220,12:10
2020-04-30 12:15,3,4,222,12:13
2020-04-30 12:20,3,5,225,12:19
2020-04-30 12:25,1,6,227,12:23
2020-04-30 12:30,3,6,82,12:28
2020-04-30 12:35,3,6,184,12:32
2020-04-30 12:40,3,5,185,12:39
2020-04-30 12:45,3,4,187,12:43
2020-04-30 12:50,2,5,135,12:49
2020-04-30 12:55,1,5,235,12:54
2020-04-30 13:00,0,4,,12:58
2020-04-30 13:05,1,4,182,13:01
2020-04-30 13:10,1,4,242,13:07
2020-04-30 13:15,2,3,138,13:14
2020-04-30 13:20,2,3,248,13:19
2020-04-30 13:25,0,3,,13:25
2020-04-30 13:30,1,3,73,13:29
2020-04-30 13:35,2,3,254,13:34
2020-04-30 13:40,3,3,256,13:39
2020-04-30 13:45,2,4,258,13:44
2020-04-30 13:50,0,5,,13:50
2020-04-30 13:55,2,4,263,13:54
2020-04-30 14:00,3,4,136,13:57
2020-04-30 14:05,5,4,136,14:01
2020-04-30 14:10,10,5,160,14:09
2020-04-30 14:15,7,7,203,14:14
2020-04-30 14:20,6,7,265,14:19
2020-04-30 14:25,8,7,156,14:24
2020-04-30 14:30,9,6,89,14:28
2020-04-30 14:35,6,6,265,14:34
2020-04-30 14:40,1,18,274,14:38
2020-04-30 14:45,2,14,276,14:44
2020-04-30 14:50,2,9,279,14:49
2020-04-30 14:55,1,4,282,14:55
2020-04-30 15:00,0,3,,14:58
2020-04-30 15:05,1,3,126,15:04
2020-04-30 15:10,2,2,144,15:09
2020-04-30 15:15,0,2,,15:13
2020-04-30 15:20,2,2,295,15:20
2020-04-30 15:25,0,2,,15:25
2020-04-30 15:30,0,2,,15:29
2020-04-30 15:35,0,3,,15:34
2020-04-30 15:40,0,2,,15:39
2020-04-30 15:45,2,2,79,15:44
2020-04-30 15:50,2,3,112,15:49
2020-04-30 15:55,0,3,,15:53
2020-04-30 16:00,2,3,109,15:57
2020-04-30 16:05,1,3,161,16:04
2020-04-30 16:10,1,3,18,16:08
2020-04-30 16:15,0,3,,16:15
2020-04-30 16:20,0,3,,16:18
2020-04-30 16:25,0,3,,16:25
2020-04-30 16:30,3,3,319,16:29
2020-04-30 16:35,1,3,325,16:35
2020-04-30 16:40,1,3,68,16:40
2020-04-30 16:45,1,3,328,16:42
2020-04-30 16:50,3,4,331,16:50
2020-04-30 16:55,1,4,333,16:53
2020-04-30 17:00,3,4,336,16:59
2020-04-30 17:05,5,4,33,17:04
2020-04-30 17:10,5,4,336,17:10
2020-04-30 17:15,5,5,39,17:13
2020-04-30 17:20,2,9,341,17:19
2020-04-30 17:25,1,10,31,17:25
2020-04-30 17:30,0,8,,17:29
2020-04-30 17:35,1,8,348,17:34
2020-04-30 17:40,2,7,350,17:40
2020-04-30 17:45,1,5,54,17:44
2020-04-30 17:50,0,4,,17:49
2020-04-30 17:55,0,4,,17:49
2020-04-30 18:00,0,4,,18:00
