Datum und Uhrzeit,Anzahl wartender Personen,durchschnittliche Wartezeit in Minuten,nächste Nummer,letzte Aktualisierung
2019-11-26 08:05,0,6,,07:57
2019-11-26 08:10,2,5,111,08:04
2019-11-26 08:15,3,4,113,08:08
2019-11-26 08:20,1,3,115,08:14
2019-11-26 08:25,1,3,118,08:19
2019-11-26 08:30,1,3,121,08:24
2019-11-26 08:35,1,3,123,08:27
2019-11-26 08:40,0,3,,08:33
2019-11-26 08:45,2,3,127,08:36
2019-11-26 08:50,3,3,71,08:42
2019-11-26 08:55,3,3,130,08:48
2019-11-26 09:00,2,3,134,08:54
2019-11-26 09:05,1,2,136,08:59
2019-11-26 09:10,1,3,137,09:04
2019-11-26 09:15,1,3,140,09:07
2019-11-26 09:20,5,2,141,09:13
2019-11-26 09:25,1,2,147,09:19
2019-11-26 09:30,1,2,150,09:24
2019-11-26 09:35,5,2,153,09:28
2019-11-26 09:40,5,2,26,09:30
2019-11-26 09:45,8,3,155,09:38
2019-11-26 09:50,5,5,158,09:41
2019-11-26 09:55,9,5,159,09:48
2019-11-26 10:00,7,7,165,09:54
2019-11-26 10:05,8,6,167,09:58
2019-11-26 10:10,7,7,170,10:03
2019-11-26 10:15,12,7,172,10:08
2019-11-26 10:20,10,8,177,10:14
2019-11-26 10:25,14,8,42,10:18
2019-11-26 10:30,8,9,182,10:23
2019-11-26 10:35,5,9,187,10:28
2019-11-26 10:40,2,7,193,10:34
2019-11-26 10:45,2,5,196,10:36
2019-11-26 10:50,3,3,199,10:43
2019-11-26 10:55,5,2,202,10:48
2019-11-26 11:00,8,2,205,10:53
2019-11-26 11:05,2,2,213,10:59
2019-11-26 11:10,0,2,,11:02
2019-11-26 11:15,1,4,222,11:09
2019-11-26 11:20,1,4,224,11:13
2019-11-26 11:25,5,4,227,11:19
2019-11-26 11:30,6,3,229,11:24
2019-11-26 11:35,3,4,232,11:29
2019-11-26 11:40,2,4,235,11:32
2019-11-26 11:45,3,4,237,11:39
2019-11-26 11:50,2,3,127,11:41
2019-11-26 11:55,6,3,244,11:49
2019-11-26 12:00,6,3,246,11:52
2019-11-26 12:05,5,2,252,11:59
2019-11-26 12:10,4,3,255,12:04
2019-11-26 12:15,4,3,257,12:08
2019-11-26 12:20,3,3,261,12:12
2019-11-26 12:25,0,2,,12:18
2019-11-26 12:30,0,2,,12:23
2019-11-26 12:35,3,3,274,12:29
2019-11-26 12:40,4,3,277,12:33
2019-11-26 12:45,3,3,279,12:39
2019-11-26 12:50,1,3,281,12:43
2019-11-26 12:55,1,4,286,12:49
2019-11-26 13:00,1,4,286,12:53
2019-11-26 13:05,2,3,291,12:59
2019-11-26 13:10,2,3,171,13:03
2019-11-26 13:15,3,3,162,13:06
2019-11-26 13:20,2,4,150,13:12
2019-11-26 13:25,8,4,165,13:17
2019-11-26 13:30,7,4,164,13:22
2019-11-26 13:35,10,4,296,13:27
2019-11-26 13:40,11,5,144,13:31
2019-11-26 13:45,9,9,304,13:37
2019-11-26 13:50,7,8,306,13:42
2019-11-26 13:55,4,5,313,13:49
2019-11-26 14:00,8,2,318,13:54
2019-11-26 14:05,10,2,319,13:59
2019-11-26 14:10,11,3,140,14:02
2019-11-26 14:15,5,6,327,14:09
2019-11-26 14:20,5,6,328,14:14
2019-11-26 14:25,7,5,335,14:19
2019-11-26 14:30,7,3,339,14:24
2019-11-26 14:35,5,3,343,14:29
2019-11-26 14:40,3,3,346,14:34
2019-11-26 14:45,0,3,,14:38
2019-11-26 14:50,0,4,,14:44
2019-11-26 14:55,1,3,354,14:48
2019-11-26 15:00,1,3,357,14:52
2019-11-26 15:05,5,3,358,14:59
2019-11-26 15:10,5,2,363,15:03
2019-11-26 15:15,6,2,365,15:06
2019-11-26 15:20,11,2,101,15:11
2019-11-26 15:25,13,2,21,15:16
2019-11-26 15:30,7,6,375,15:23
2019-11-26 15:35,5,7,378,15:27
2019-11-26 15:40,8,6,378,15:34
2019-11-26 15:45,9,6,378,15:38
2019-11-26 15:50,5,11,383,15:44
2019-11-26 15:55,4,11,385,15:49
2019-11-26 16:00,5,11,387,15:53
2019-11-26 16:05,5,10,388,15:57
2019-11-26 16:10,6,8,389,16:01
2019-11-26 16:15,6,7,389,16:08
2019-11-26 16:20,6,6,391,16:14
2019-11-26 16:25,5,7,392,16:18
2019-11-26 16:30,6,9,393,16:22
2019-11-26 16:35,7,11,397,16:29
2019-11-26 16:40,8,12,398,16:33
2019-11-26 16:45,7,7,402,16:37
2019-11-26 16:50,6,6,406,16:44
2019-11-26 16:55,4,5,411,16:48
2019-11-26 17:00,4,3,414,16:53
2019-11-26 17:05,3,3,416,16:58
2019-11-26 17:10,1,3,419,17:03
2019-11-26 17:15,1,3,29,17:08
2019-11-26 17:20,0,3,,17:12
2019-11-26 17:25,0,3,,17:19
2019-11-26 17:30,2,3,427,17:23
2019-11-26 17:35,3,3,430,17:28
2019-11-26 17:40,3,3,433,17:34
2019-11-26 17:45,0,2,,17:38
2019-11-26 17:50,1,3,437,17:42
2019-11-26 17:55,0,3,,17:44
2019-11-26 18:00,0,3,,17:53
