Datum und Uhrzeit,Anzahl wartender Personen,durchschnittliche Wartezeit in Minuten,nächste Nummer,letzte Aktualisierung
2020-11-19 08:05,0,2,,07:49
2020-11-19 08:10,0,2,,07:49
2020-11-19 08:15,0,2,,07:49
2020-11-19 08:20,0,2,,07:49
2020-11-19 08:25,6,2,5000,08:22
2020-11-19 08:30,7,2,5000,08:26
2020-11-19 08:35,9,2,5000,08:32
2020-11-19 08:40,11,2,5000,08:37
2020-11-19 08:45,11,2,5000,08:37
2020-11-19 08:50,15,2,5000,08:48
2020-11-19 08:55,15,2,5000,08:48
2020-11-19 09:00,18,2,5000,08:58
2020-11-19 09:05,18,2,5000,08:58
2020-11-19 09:10,21,2,5000,09:08
2020-11-19 09:15,21,2,5000,09:08
2020-11-19 09:20,21,2,5000,09:08
2020-11-19 09:25,26,2,5000,09:22
2020-11-19 09:30,28,2,5000,09:28
2020-11-19 09:35,30,2,5000,09:33
2020-11-19 09:40,31,2,5000,09:38
2020-11-19 09:45,32,2,5000,09:39
2020-11-19 09:50,35,2,5000,09:48
2020-11-19 09:55,35,2,5000,09:48
2020-11-19 10:00,35,2,5000,09:48
2020-11-19 10:05,40,2,5000,10:04
2020-11-19 10:10,40,2,5000,10:04
2020-11-19 10:15,42,2,5000,10:10
2020-11-19 10:20,42,2,5000,10:10
2020-11-19 10:25,46,2,5000,10:21
2020-11-19 10:30,46,2,5000,10:21
2020-11-19 10:35,46,2,5000,10:21
2020-11-19 10:40,51,2,5000,10:36
2020-11-19 10:45,51,2,5000,10:36
2020-11-19 10:50,51,2,5000,10:36
2020-11-19 10:55,55,2,5000,10:50
2020-11-19 11:00,58,2,5000,10:59
2020-11-19 11:05,58,2,5000,10:59
2020-11-19 11:10,58,2,5000,10:59
2020-11-19 11:15,58,2,5000,10:59
2020-11-19 11:20,58,2,5000,10:59
2020-11-19 11:25,58,2,5000,10:59
2020-11-19 11:30,67,2,5000,11:26
2020-11-19 11:35,69,2,5000,11:30
2020-11-19 11:40,71,2,5000,11:38
2020-11-19 11:45,71,2,5000,11:38
2020-11-19 11:50,71,2,5000,11:38
2020-11-19 11:55,71,2,5000,11:38
2020-11-19 12:00,71,2,5000,11:38
2020-11-19 12:05,71,2,5000,11:38
2020-11-19 12:10,82,2,5000,12:09
2020-11-19 12:15,82,2,5000,12:11
2020-11-19 12:20,85,2,5000,12:19
2020-11-19 12:25,86,2,5000,12:22
2020-11-19 12:30,87,2,5000,12:25
2020-11-19 12:35,90,2,5000,12:33
2020-11-19 12:40,91,2,5000,12:36
2020-11-19 12:45,91,2,5000,12:36
2020-11-19 12:50,95,2,5000,12:48
2020-11-19 12:55,97,2,5000,12:54
2020-11-19 13:00,97,2,5000,12:54
2020-11-19 13:05,99,2,5000,13:00
2020-11-19 13:10,99,2,5000,13:00
2020-11-19 13:15,103,2,5000,13:13
2020-11-19 13:20,103,2,5000,13:13
2020-11-19 13:25,103,2,5000,13:13
2020-11-19 13:30,103,2,5000,13:13
2020-11-19 13:35,103,2,5000,13:13
2020-11-19 13:40,103,2,5000,13:13
2020-11-19 13:45,103,2,5000,13:13
2020-11-19 13:50,103,2,5000,13:13
2020-11-19 13:55,103,2,5000,13:13
2020-11-19 14:00,103,2,5000,13:13
2020-11-19 14:05,120,2,5000,14:04
2020-11-19 14:10,121,2,5000,14:06
2020-11-19 14:15,121,2,5000,14:06
2020-11-19 14:20,124,2,5000,14:15
2020-11-19 14:25,126,2,5000,14:22
2020-11-19 14:30,126,2,5000,14:22
2020-11-19 14:35,126,2,5000,14:22
2020-11-19 14:40,126,2,5000,14:22
2020-11-19 14:45,132,2,5000,14:41
2020-11-19 14:50,132,2,5000,14:41
2020-11-19 15:00,136,2,5000,14:53
2020-11-19 15:05,136,2,5000,14:53
2020-11-19 15:10,140,2,5000,15:05
2020-11-19 15:15,143,2,5000,15:13
2020-11-19 15:20,143,2,5000,15:13
2020-11-19 15:25,143,2,5000,15:13
2020-11-19 15:30,143,2,5000,15:13
2020-11-19 15:35,149,2,5000,15:30
2020-11-19 15:40,151,2,5000,15:36
2020-11-19 15:45,151,2,5000,15:36
2020-11-19 15:50,151,2,5000,15:36
2020-11-19 15:55,151,2,5000,15:36
2020-11-19 16:00,151,2,5000,15:36
2020-11-19 16:05,159,2,5000,16:01
2020-11-19 16:10,161,2,5000,16:07
2020-11-19 16:15,161,2,5000,16:07
2020-11-19 16:20,161,2,5000,16:07
2020-11-19 16:25,161,2,5000,16:07
2020-11-19 16:30,161,2,5000,16:07
2020-11-19 16:35,161,2,5000,16:07
2020-11-19 16:40,172,2,5000,16:39
2020-11-19 16:45,172,2,5000,16:40
2020-11-19 16:50,172,2,5000,16:40
2020-11-19 16:55,172,2,5000,16:40
2020-11-19 17:00,178,2,5000,16:59
2020-11-19 17:05,180,2,5000,17:03
2020-11-19 17:10,180,2,5000,17:03
2020-11-19 17:15,183,2,5000,17:14
2020-11-19 17:20,184,2,5000,17:15
2020-11-19 17:25,187,2,5000,17:24
2020-11-19 17:30,187,2,5000,17:24
2020-11-19 17:35,187,2,5000,17:24
2020-11-19 17:40,187,2,5000,17:24
2020-11-19 17:45,187,2,5000,17:24
2020-11-19 17:50,187,2,5000,17:24
2020-11-19 17:55,188,2,5000,17:52
2020-11-19 18:00,188,2,5000,17:59
