Datum und Uhrzeit,Anzahl wartender Personen,durchschnittliche Wartezeit in Minuten,nächste Nummer,letzte Aktualisierung
2020-01-07 08:05,4,5,105,07:57
2020-01-07 08:10,5,5,106,08:03
2020-01-07 08:15,5,5,106,08:03
2020-01-07 08:20,4,3,112,08:12
2020-01-07 08:25,3,2,115,08:18
2020-01-07 08:30,2,2,43,08:21
2020-01-07 08:35,3,3,49,08:26
2020-01-07 08:40,2,3,119,08:33
2020-01-07 08:45,1,3,120,08:38
2020-01-07 08:50,3,4,66,08:41
2020-01-07 08:55,1,4,123,08:48
2020-01-07 09:00,2,4,3,08:52
2020-01-07 09:05,2,4,127,08:58
2020-01-07 09:10,3,4,128,09:00
2020-01-07 09:15,4,3,58,09:06
2020-01-07 09:20,6,4,50,09:13
2020-01-07 09:25,5,5,131,09:18
2020-01-07 09:30,10,5,86,09:22
2020-01-07 09:35,15,5,131,09:28
2020-01-07 09:40,13,7,133,09:33
2020-01-07 09:45,11,8,135,09:37
2020-01-07 09:50,15,10,72,09:42
2020-01-07 09:55,15,10,137,09:47
2020-01-07 10:00,13,14,141,09:53
2020-01-07 10:05,15,19,144,09:58
2020-01-07 10:10,13,17,148,10:03
2020-01-07 10:15,10,16,152,10:08
2020-01-07 10:20,11,15,153,10:13
2020-01-07 10:25,11,13,153,10:17
2020-01-07 10:30,11,12,154,10:24
2020-01-07 10:35,12,14,156,10:28
2020-01-07 10:40,15,15,5,10:33
2020-01-07 10:45,13,19,159,10:38
2020-01-07 10:50,14,21,162,10:43
2020-01-07 10:55,16,21,163,10:48
2020-01-07 11:00,14,19,170,10:53
2020-01-07 11:05,14,17,173,10:57
2020-01-07 11:10,14,14,1,11:03
2020-01-07 11:15,15,13,154,11:05
2020-01-07 11:20,16,13,184,11:13
2020-01-07 11:25,20,11,184,11:18
2020-01-07 11:30,18,14,189,11:22
2020-01-07 11:35,18,14,195,11:28
2020-01-07 11:40,15,13,200,11:33
2020-01-07 11:45,9,12,206,11:38
2020-01-07 11:50,8,10,209,11:43
2020-01-07 11:55,8,12,212,11:47
2020-01-07 12:00,10,11,213,11:52
2020-01-07 12:05,8,12,216,11:59
2020-01-07 12:10,7,10,220,12:04
2020-01-07 12:15,6,8,222,12:08
2020-01-07 12:20,6,8,226,12:13
2020-01-07 12:25,8,8,226,12:18
2020-01-07 12:30,9,8,227,12:23
2020-01-07 12:35,5,8,232,12:29
2020-01-07 12:40,2,6,236,12:33
2020-01-07 12:47,7,6,237,12:39
2020-01-07 12:50,6,4,240,12:43
2020-01-07 12:55,7,4,108,12:46
2020-01-07 13:00,6,5,245,12:53
2020-01-07 13:05,12,6,112,12:58
2020-01-07 13:10,10,5,249,13:03
2020-01-07 13:15,8,4,253,13:08
2020-01-07 13:20,14,4,132,13:13
2020-01-07 13:25,16,6,255,13:18
2020-01-07 13:30,16,7,114,13:21
2020-01-07 13:35,18,7,114,13:27
2020-01-07 13:40,18,11,258,13:32
2020-01-07 13:45,17,16,261,13:36
2020-01-07 13:50,16,20,264,13:42
2020-01-07 13:55,14,22,269,13:48
2020-01-07 14:00,15,22,272,13:53
2020-01-07 14:05,14,18,274,13:58
2020-01-07 14:10,16,18,88,14:00
2020-01-07 14:15,19,17,278,14:07
2020-01-07 14:20,20,18,281,14:12
2020-01-07 14:25,22,19,123,14:16
2020-01-07 14:30,17,16,287,14:23
2020-01-07 14:35,21,16,120,14:26
2020-01-07 14:40,19,19,294,14:33
2020-01-07 14:45,20,19,296,14:38
2020-01-07 14:50,21,18,298,14:43
2020-01-07 14:55,22,15,156,14:48
2020-01-07 15:00,15,22,305,14:53
2020-01-07 15:05,14,18,309,14:57
2020-01-07 15:10,17,19,13,15:00
2020-01-07 15:15,14,15,314,15:08
2020-01-07 15:20,19,12,314,15:13
2020-01-07 15:25,17,19,319,15:18
2020-01-07 15:30,11,13,325,15:23
2020-01-07 15:35,13,12,326,15:28
2020-01-07 15:40,13,13,79,15:30
2020-01-07 15:45,12,10,150,15:38
2020-01-07 15:50,16,9,174,15:43
2020-01-07 15:55,15,10,332,15:48
2020-01-07 16:00,18,13,93,15:51
2020-01-07 16:05,22,12,76,15:58
2020-01-07 16:10,21,11,333,16:01
2020-01-07 16:15,23,11,53,16:05
2020-01-07 16:20,26,12,6,16:12
2020-01-07 16:25,26,12,334,16:17
2020-01-07 16:30,25,20,336,16:22
2020-01-07 16:35,23,35,339,16:26
2020-01-07 16:40,23,40,340,16:31
2020-01-07 16:45,26,40,340,16:37
2020-01-07 16:50,22,40,344,16:43
2020-01-07 16:55,24,35,344,16:47
2020-01-07 17:00,24,47,350,16:53
2020-01-07 17:05,25,46,353,16:58
2020-01-07 17:10,22,43,356,17:03
2020-01-07 17:15,20,41,359,17:08
2020-01-07 17:20,21,40,36,17:13
2020-01-07 17:25,17,38,363,17:17
2020-01-07 17:30,15,29,367,17:23
2020-01-07 17:35,13,30,369,17:27
2020-01-07 17:40,11,28,12,17:33
2020-01-07 17:45,5,32,379,17:39
2020-01-07 17:50,5,26,382,17:42
2020-01-07 17:55,3,20,385,17:47
2020-01-07 18:00,0,10,,17:53
