Datum und Uhrzeit,Anzahl wartender Personen,durchschnittliche Wartezeit in Minuten,nächste Nummer,letzte Aktualisierung
2020-08-26 08:05,2,2,103,08:04
2020-08-26 08:10,3,2,107,08:09
2020-08-26 08:15,0,3,,08:14
2020-08-26 08:20,0,3,,08:19
2020-08-26 08:25,0,3,,08:24
2020-08-26 08:30,2,3,118,08:29
2020-08-26 08:35,0,4,,08:34
2020-08-26 08:40,2,3,123,08:39
2020-08-26 08:45,0,3,,08:44
2020-08-26 08:50,0,2,,08:49
2020-08-26 08:55,0,2,,08:54
2020-08-26 09:00,0,2,,08:59
2020-08-26 09:05,0,2,,09:04
2020-08-26 09:10,1,2,145,09:09
2020-08-26 09:15,2,2,147,09:14
2020-08-26 09:20,0,3,,09:20
2020-08-26 09:25,0,3,,09:24
2020-08-26 09:30,5,3,155,09:29
2020-08-26 09:35,1,3,159,09:34
2020-08-26 09:40,1,4,5031,09:39
2020-08-26 09:45,0,3,,09:44
2020-08-26 09:50,0,3,,09:49
2020-08-26 09:55,0,2,,09:54
2020-08-26 10:00,0,2,,09:59
2020-08-26 10:05,0,2,,10:04
2020-08-26 10:10,0,2,,10:09
2020-08-26 10:15,0,2,,10:14
2020-08-26 10:20,0,2,,10:19
2020-08-26 10:25,1,2,205,10:24
2020-08-26 10:30,1,2,212,10:29
2020-08-26 10:35,0,2,,10:34
2020-08-26 10:40,1,2,223,10:39
2020-08-26 10:45,4,2,227,10:44
2020-08-26 10:50,1,3,232,10:49
2020-08-26 10:55,1,3,240,10:54
2020-08-26 11:00,0,2,,10:59
2020-08-26 11:05,2,2,247,11:04
2020-08-26 11:10,1,2,254,11:09
2020-08-26 11:15,1,2,259,11:14
2020-08-26 11:20,0,2,,11:19
2020-08-26 11:25,1,2,269,11:24
2020-08-26 11:30,1,2,275,11:29
2020-08-26 11:35,1,2,279,11:34
2020-08-26 11:40,0,2,,11:40
2020-08-26 11:45,0,2,,11:44
2020-08-26 11:50,0,2,,11:49
2020-08-26 11:55,0,2,,11:54
2020-08-26 12:00,1,2,310,11:59
2020-08-26 12:05,3,2,312,12:04
2020-08-26 12:10,2,4,5120,12:09
2020-08-26 12:15,3,4,320,12:14
2020-08-26 12:20,7,2,325,12:19
2020-08-26 12:25,8,3,5130,12:24
2020-08-26 12:30,4,5,333,12:29
2020-08-26 12:35,3,5,5136,12:34
2020-08-26 12:40,4,3,343,12:39
2020-08-26 12:45,2,3,345,12:44
2020-08-26 12:50,0,4,,12:49
2020-08-26 12:55,3,2,353,12:55
2020-08-26 13:00,4,3,356,12:59
2020-08-26 13:05,6,3,5155,13:04
2020-08-26 13:10,3,4,364,13:09
2020-08-26 13:15,0,4,,13:14
2020-08-26 13:20,0,2,,13:19
2020-08-26 13:25,1,2,378,13:24
2020-08-26 13:30,7,2,379,13:29
2020-08-26 13:35,8,4,384,13:34
2020-08-26 13:40,5,6,388,13:39
2020-08-26 13:45,3,7,393,13:44
2020-08-26 13:50,3,7,396,13:49
2020-08-26 13:55,2,2,402,13:54
2020-08-26 14:00,4,2,405,14:00
2020-08-26 14:05,6,4,408,14:04
2020-08-26 14:10,5,4,415,14:09
2020-08-26 14:15,3,3,422,14:14
2020-08-26 14:20,2,3,425,14:19
2020-08-26 14:25,0,3,,14:24
2020-08-26 14:30,0,3,,14:29
2020-08-26 14:35,0,2,,14:34
2020-08-26 14:40,1,2,448,14:39
2020-08-26 14:45,1,2,451,14:44
2020-08-26 14:50,3,2,458,14:49
2020-08-26 14:55,3,2,463,14:54
2020-08-26 15:00,2,2,469,14:59
2020-08-26 15:05,1,2,473,15:04
2020-08-26 15:10,1,2,5238,15:09
2020-08-26 15:15,4,2,481,15:14
2020-08-26 15:20,2,3,485,15:19
2020-08-26 15:25,1,4,488,15:24
2020-08-26 15:30,2,3,493,15:29
2020-08-26 15:35,0,2,,15:35
2020-08-26 15:40,4,2,502,15:39
2020-08-26 15:45,2,3,509,15:44
2020-08-26 15:50,2,3,513,15:49
2020-08-26 15:55,0,4,,15:54
2020-08-26 16:00,1,3,522,15:59
2020-08-26 16:05,1,2,526,16:04
2020-08-26 16:10,3,2,528,16:09
2020-08-26 16:15,1,3,532,16:14
2020-08-26 16:20,1,2,538,16:19
2020-08-26 16:25,1,2,5276,16:24
2020-08-26 16:30,0,2,,16:29
2020-08-26 16:35,0,2,,16:34
2020-08-26 16:40,1,2,557,16:39
2020-08-26 16:45,0,2,,16:44
2020-08-26 16:50,0,2,,16:49
2020-08-26 16:55,0,2,,16:54
2020-08-26 17:00,0,2,,16:59
2020-08-26 17:05,0,2,,17:04
2020-08-26 17:10,0,2,,17:09
2020-08-26 17:15,2,2,581,17:14
2020-08-26 17:20,0,2,,17:19
2020-08-26 17:25,1,2,588,17:24
2020-08-26 17:30,0,2,,17:29
2020-08-26 17:35,0,2,,17:34
2020-08-26 17:40,0,2,,17:39
2020-08-26 17:45,0,2,,17:44
2020-08-26 17:50,0,2,,17:49
2020-08-26 17:55,0,2,,17:54
2020-08-26 18:00,0,2,,17:59
