Datum und Uhrzeit,Anzahl wartender Personen,durchschnittliche Wartezeit in Minuten,nächste Nummer,letzte Aktualisierung
2020-01-04 08:05,2,5,102,07:58
2020-01-04 08:10,0,5,,08:02
2020-01-04 08:15,3,5,109,08:07
2020-01-04 08:20,3,5,36,08:11
2020-01-04 08:25,0,3,,08:18
2020-01-04 08:30,1,3,114,08:22
2020-01-04 08:35,1,2,117,08:27
2020-01-04 08:40,0,2,,08:31
2020-01-04 08:45,3,3,63,08:37
2020-01-04 08:50,1,3,124,08:43
2020-01-04 08:55,1,3,124,08:47
2020-01-04 09:00,1,3,124,08:52
2020-01-04 09:05,3,2,73,08:58
2020-01-04 09:10,4,2,130,09:03
2020-01-04 09:15,1,2,133,09:08
2020-01-04 09:20,0,2,,09:13
2020-01-04 09:25,0,2,,09:16
2020-01-04 09:30,4,3,35,09:21
2020-01-04 09:35,8,3,35,09:25
2020-01-04 09:40,7,5,74,09:30
2020-01-04 09:45,1,8,144,09:38
2020-01-04 09:50,5,8,37,09:42
2020-01-04 09:55,4,6,147,09:47
2020-01-04 10:00,4,3,151,09:53
2020-01-04 10:05,4,3,3,09:55
2020-01-04 10:10,4,3,157,10:03
2020-01-04 10:15,2,3,160,10:08
2020-01-04 10:20,4,2,165,10:12
2020-01-04 10:25,5,2,166,10:17
2020-01-04 10:30,6,2,168,10:23
2020-01-04 10:35,9,3,5,10:27
2020-01-04 10:40,9,3,171,10:31
2020-01-04 10:45,9,5,173,10:36
2020-01-04 10:50,8,8,177,10:44
2020-01-04 10:55,12,9,178,10:49
2020-01-04 11:00,12,12,181,10:52
2020-01-04 11:05,11,10,183,10:58
2020-01-04 11:10,13,10,185,11:03
2020-01-04 11:15,13,10,187,11:07
2020-01-04 11:20,14,11,190,11:13
2020-01-04 11:25,18,13,191,11:17
2020-01-04 11:30,18,13,193,11:22
2020-01-04 11:35,18,14,194,11:28
2020-01-04 11:40,16,19,198,11:33
2020-01-04 11:45,14,20,200,11:39
2020-01-04 11:50,12,21,203,11:43
2020-01-04 11:55,10,24,207,11:47
2020-01-04 12:00,9,24,208,11:50
2020-01-04 12:05,7,24,210,11:54
2020-01-04 12:10,7,24,210,11:54
2020-01-04 12:15,7,24,210,11:54
2020-01-04 12:20,7,24,210,11:54
2020-01-04 12:25,7,24,210,11:54
2020-01-04 12:30,7,24,210,11:54
2020-01-04 12:35,7,24,210,11:54
2020-01-04 12:40,7,24,210,11:54
2020-01-04 12:45,7,24,210,11:54
2020-01-04 12:50,7,24,210,11:54
2020-01-04 12:55,7,24,210,11:54
2020-01-04 13:00,7,24,210,11:54
