Datum und Uhrzeit,Anzahl wartender Personen,durchschnittliche Wartezeit in Minuten,nächste Nummer,letzte Aktualisierung
2020-06-18 08:05,0,2,,08:04
2020-06-18 08:10,2,2,107,08:09
2020-06-18 08:15,0,2,,08:14
2020-06-18 08:20,0,2,,08:19
2020-06-18 08:25,0,2,,08:24
2020-06-18 08:30,0,2,,08:29
2020-06-18 08:35,2,2,123,08:34
2020-06-18 08:40,1,2,128,08:39
2020-06-18 08:45,2,3,132,08:44
2020-06-18 08:50,0,3,,08:49
2020-06-18 08:55,0,2,,08:54
2020-06-18 09:00,3,2,141,08:59
2020-06-18 09:05,4,3,5021,09:04
2020-06-18 09:10,1,4,147,09:09
2020-06-18 09:15,1,4,150,09:14
2020-06-18 09:20,0,3,,09:19
2020-06-18 09:25,1,2,157,09:24
2020-06-18 09:30,0,2,,09:29
2020-06-18 09:35,3,2,163,09:34
2020-06-18 09:40,0,2,,09:39
2020-06-18 09:45,2,2,168,09:44
2020-06-18 09:50,3,3,173,09:49
2020-06-18 09:55,2,3,177,09:54
2020-06-18 10:00,0,3,,09:59
2020-06-18 10:05,4,3,183,10:04
2020-06-18 10:10,2,3,186,10:09
2020-06-18 10:15,1,3,190,10:14
2020-06-18 10:20,2,3,195,10:19
2020-06-18 10:25,1,4,196,10:24
2020-06-18 10:30,1,4,198,10:29
2020-06-18 10:35,0,4,,10:34
2020-06-18 10:40,0,4,,10:39
2020-06-18 10:45,1,2,209,10:44
2020-06-18 10:50,0,2,,10:49
2020-06-18 10:55,4,2,215,10:55
2020-06-18 11:00,5,2,219,10:59
2020-06-18 11:05,2,4,222,11:04
2020-06-18 11:10,2,5,224,11:09
2020-06-18 11:15,2,6,229,11:14
2020-06-18 11:20,3,5,232,11:19
2020-06-18 11:25,5,5,234,11:24
2020-06-18 11:30,4,5,237,11:29
2020-06-18 11:35,3,7,240,11:35
2020-06-18 11:40,4,7,241,11:39
2020-06-18 11:45,2,7,244,11:45
2020-06-18 11:50,0,6,,11:49
2020-06-18 11:55,0,5,,11:54
2020-06-18 12:00,2,5,254,11:59
2020-06-18 12:05,0,2,,12:04
2020-06-18 12:10,1,2,5088,12:09
2020-06-18 12:15,0,2,,12:14
2020-06-18 12:20,0,2,,12:19
2020-06-18 12:25,2,2,275,12:24
2020-06-18 12:30,2,2,280,12:29
2020-06-18 12:35,2,2,284,12:34
2020-06-18 12:40,2,3,286,12:39
2020-06-18 12:45,2,4,289,12:44
2020-06-18 12:50,3,4,290,12:49
2020-06-18 12:55,3,5,293,12:54
2020-06-18 13:00,0,4,,12:59
2020-06-18 13:05,1,3,301,13:04
2020-06-18 13:10,2,2,303,13:09
2020-06-18 13:15,0,2,,13:14
2020-06-18 13:20,0,2,,13:19
2020-06-18 13:25,2,2,312,13:24
2020-06-18 13:30,1,2,316,13:29
2020-06-18 13:35,3,2,317,13:34
2020-06-18 13:40,1,3,322,13:39
2020-06-18 13:45,3,3,323,13:44
2020-06-18 13:50,7,4,324,13:49
2020-06-18 13:55,3,5,330,13:54
2020-06-18 14:00,2,7,332,13:59
2020-06-18 14:05,2,7,334,14:04
2020-06-18 14:10,3,7,5129,14:09
2020-06-18 14:15,2,7,337,14:14
2020-06-18 14:20,1,5,341,14:19
2020-06-18 14:25,2,3,344,14:24
2020-06-18 14:30,0,2,,14:29
2020-06-18 14:35,1,2,352,14:34
2020-06-18 14:40,2,2,355,14:39
2020-06-18 14:45,3,2,5143,14:44
2020-06-18 14:50,1,2,363,14:49
2020-06-18 14:55,0,2,,14:54
2020-06-18 15:00,2,2,369,14:59
2020-06-18 15:05,3,2,370,15:04
2020-06-18 15:10,3,2,5154,15:09
2020-06-18 15:15,1,4,378,15:14
2020-06-18 15:20,2,4,378,15:19
2020-06-18 15:25,4,5,5162,15:24
2020-06-18 15:30,6,5,5163,15:29
2020-06-18 15:35,3,5,388,15:34
2020-06-18 15:40,0,4,,15:39
2020-06-18 15:45,1,3,5169,15:44
2020-06-18 15:50,1,2,400,15:49
2020-06-18 15:55,0,2,,15:54
2020-06-18 16:00,2,2,409,15:59
2020-06-18 16:05,3,2,5180,16:04
2020-06-18 16:10,1,4,413,16:09
2020-06-18 16:15,4,3,417,16:14
2020-06-18 16:20,3,4,420,16:19
2020-06-18 16:25,1,4,5188,16:24
2020-06-18 16:30,1,4,427,16:30
2020-06-18 16:35,1,3,431,16:34
2020-06-18 16:40,0,3,,16:39
2020-06-18 16:45,1,2,5194,16:44
2020-06-18 16:50,0,2,,16:49
2020-06-18 16:55,0,2,,16:54
2020-06-18 17:00,4,2,445,16:59
2020-06-18 17:05,2,2,5202,17:04
2020-06-18 17:10,3,2,452,17:09
2020-06-18 17:15,2,4,454,17:14
2020-06-18 17:20,3,4,455,17:19
2020-06-18 17:25,1,6,458,17:24
2020-06-18 17:30,2,4,460,17:29
2020-06-18 17:35,4,4,462,17:34
2020-06-18 17:40,1,3,5214,17:39
2020-06-18 17:45,4,3,468,17:44
2020-06-18 17:50,3,4,471,17:49
2020-06-18 17:55,1,5,473,17:54
2020-06-18 18:00,1,6,476,17:59
