Datum und Uhrzeit,Anzahl wartender Personen,durchschnittliche Wartezeit in Minuten,nächste Nummer,letzte Aktualisierung
2020-05-11 08:05,2,2,104,08:04
2020-05-11 08:10,2,2,106,08:10
2020-05-11 08:15,1,3,112,08:14
2020-05-11 08:20,0,3,,08:19
2020-05-11 08:25,0,3,,08:22
2020-05-11 08:30,2,3,119,08:30
2020-05-11 08:35,0,2,,08:35
2020-05-11 08:40,2,2,125,08:39
2020-05-11 08:45,2,2,210,08:44
2020-05-11 08:50,1,3,130,08:50
2020-05-11 08:55,1,4,132,08:55
2020-05-11 09:00,0,4,,08:59
2020-05-11 09:05,3,4,41,09:04
2020-05-11 09:10,2,5,137,09:08
2020-05-11 09:15,2,5,137,09:14
2020-05-11 09:20,2,6,140,09:18
2020-05-11 09:25,1,5,142,09:24
2020-05-11 09:30,0,5,,09:28
2020-05-11 09:35,1,5,146,09:34
2020-05-11 09:40,2,5,147,09:39
2020-05-11 09:45,2,6,148,09:44
2020-05-11 09:50,1,6,82,09:48
2020-05-11 09:55,2,5,151,09:53
2020-05-11 10:00,1,6,83,09:58
2020-05-11 10:05,0,5,,10:04
2020-05-11 10:10,2,4,161,10:09
2020-05-11 10:15,1,4,162,10:14
2020-05-11 10:20,2,3,166,10:19
2020-05-11 10:25,1,3,86,10:25
2020-05-11 10:30,2,3,23,10:28
2020-05-11 10:35,0,3,,10:33
2020-05-11 10:40,2,3,175,10:40
2020-05-11 10:45,1,2,51,10:44
2020-05-11 10:50,1,2,181,10:50
2020-05-11 10:55,2,2,71,10:52
2020-05-11 11:00,1,2,104,10:57
2020-05-11 11:05,2,3,61,11:04
2020-05-11 11:10,1,3,195,11:08
2020-05-11 11:17,2,3,197,11:14
2020-05-11 11:20,2,3,201,11:20
2020-05-11 11:25,2,3,204,11:24
2020-05-11 11:30,1,4,206,11:29
2020-05-11 11:35,0,4,,11:34
2020-05-11 11:40,0,4,,11:38
2020-05-11 11:45,1,4,106,11:44
2020-05-11 11:50,0,3,,11:49
2020-05-11 11:55,0,3,,11:54
2020-05-11 12:00,3,2,6,12:00
2020-05-11 12:05,3,3,21,12:04
2020-05-11 12:10,3,3,39,12:08
2020-05-11 12:15,0,4,,12:15
2020-05-11 12:20,0,4,,12:19
2020-05-11 12:25,1,3,90,12:24
2020-05-11 12:30,1,3,111,12:29
2020-05-11 12:35,1,2,234,12:34
2020-05-11 12:40,0,2,,12:38
2020-05-11 12:45,1,2,117,12:44
2020-05-11 12:50,1,2,120,12:48
2020-05-11 12:55,1,2,127,12:53
2020-05-11 13:00,0,2,,12:58
2020-05-11 13:05,2,2,248,13:04
2020-05-11 13:10,2,2,121,13:10
2020-05-11 13:15,1,3,118,13:14
2020-05-11 13:20,1,3,254,13:19
2020-05-11 13:25,1,3,257,13:24
2020-05-11 13:30,2,4,259,13:28
2020-05-11 13:35,1,4,262,13:34
2020-05-11 13:40,0,4,,13:37
2020-05-11 13:45,2,4,269,13:44
2020-05-11 13:50,0,4,,13:49
2020-05-11 13:55,1,4,274,13:54
2020-05-11 14:00,1,3,277,13:59
2020-05-11 14:05,4,3,11,14:02
2020-05-11 14:10,4,3,77,14:09
2020-05-11 14:15,3,4,214,14:13
2020-05-11 14:20,0,4,,14:19
2020-05-11 14:25,3,4,148,14:25
2020-05-11 14:30,4,3,143,14:29
2020-05-11 14:35,1,3,296,14:30
2020-05-11 14:40,3,2,140,14:40
2020-05-11 14:45,5,3,100,14:44
2020-05-11 14:50,4,4,169,14:49
2020-05-11 14:55,4,3,138,14:52
2020-05-11 15:00,2,3,315,14:59
2020-05-11 15:05,4,3,211,15:04
2020-05-11 15:10,2,4,201,15:09
2020-05-11 15:15,5,4,131,15:15
2020-05-11 15:20,4,5,213,15:19
2020-05-11 15:25,4,6,159,15:24
2020-05-11 15:30,3,7,199,15:28
2020-05-11 15:35,4,7,153,15:33
2020-05-11 15:40,4,6,212,15:39
2020-05-11 15:45,4,6,110,15:44
2020-05-11 15:50,5,6,129,15:48
2020-05-11 15:55,5,5,191,15:54
2020-05-11 16:00,3,5,179,15:58
2020-05-11 16:05,5,5,47,16:04
2020-05-11 16:10,4,4,48,16:09
2020-05-11 16:15,4,5,49,16:14
2020-05-11 16:20,3,6,99,16:16
2020-05-11 16:25,3,6,160,16:22
2020-05-11 16:30,3,9,113,16:29
2020-05-11 16:35,2,7,345,16:34
2020-05-11 16:40,3,7,30,16:36
2020-05-11 16:45,1,8,346,16:43
2020-05-11 16:50,3,8,112,16:49
2020-05-11 16:55,3,8,102,16:52
2020-05-11 17:00,5,8,80,16:59
2020-05-11 17:05,4,8,58,17:04
2020-05-11 17:10,2,8,352,17:09
2020-05-11 17:15,2,7,354,17:12
2020-05-11 17:20,0,6,,17:18
2020-05-11 17:25,1,5,43,17:24
2020-05-11 17:30,1,5,359,17:29
2020-05-11 17:35,0,4,,17:34
2020-05-11 17:40,1,4,5,17:38
2020-05-11 17:45,1,4,5,17:38
2020-05-11 17:50,0,4,,17:46
2020-05-11 17:55,0,4,,17:46
2020-05-11 18:00,0,3,,17:56
