Datum und Uhrzeit,Anzahl wartender Personen,durchschnittliche Wartezeit in Minuten,nächste Nummer,letzte Aktualisierung
2020-12-09 08:05,0,2,,08:03
2020-12-09 08:10,0,2,,08:03
2020-12-09 08:15,0,2,,08:03
2020-12-09 08:20,0,2,,08:18
2020-12-09 08:25,0,2,,08:18
2020-12-09 08:30,0,2,,08:18
2020-12-09 08:35,0,2,,08:32
2020-12-09 08:40,0,2,,08:32
2020-12-09 08:45,0,2,,08:43
2020-12-09 08:50,0,2,,08:43
2020-12-09 08:55,0,2,,08:50
2020-12-09 09:00,0,2,,08:55
2020-12-09 09:05,0,2,,08:55
2020-12-09 09:10,0,2,,08:55
2020-12-09 09:15,0,2,,08:55
2020-12-09 09:20,0,2,,09:16
2020-12-09 09:25,0,2,,09:16
2020-12-09 09:30,0,2,,09:16
2020-12-09 09:35,0,2,,09:32
2020-12-09 09:40,0,2,,09:32
2020-12-09 09:45,0,2,,09:43
2020-12-09 09:50,0,2,,09:43
2020-12-09 09:55,0,2,,09:43
2020-12-09 10:00,0,2,,09:58
2020-12-09 10:05,0,2,,10:01
2020-12-09 10:10,0,2,,10:07
2020-12-09 10:15,0,2,,10:14
2020-12-09 10:20,0,2,,10:14
2020-12-09 10:25,0,2,,10:14
2020-12-09 10:30,0,2,,10:27
2020-12-09 10:35,0,2,,10:27
2020-12-09 10:40,0,2,,10:27
2020-12-09 10:45,0,2,,10:27
2020-12-09 10:50,0,2,,10:49
2020-12-09 10:55,0,2,,10:49
2020-12-09 11:00,0,2,,10:55
2020-12-09 11:05,0,2,,10:55
2020-12-09 11:10,0,2,,10:55
2020-12-09 11:15,0,2,,11:14
2020-12-09 11:20,0,2,,11:17
2020-12-09 11:25,0,2,,11:17
2020-12-09 11:30,0,2,,11:17
2020-12-09 11:35,0,2,,11:17
2020-12-09 11:40,0,2,,11:17
2020-12-09 11:45,0,2,,11:44
2020-12-09 11:50,0,2,,11:46
2020-12-09 11:55,0,2,,11:54
2020-12-09 12:00,0,2,,11:57
2020-12-09 12:05,0,2,,12:04
2020-12-09 12:10,0,2,,12:08
2020-12-09 12:15,0,2,,12:14
2020-12-09 12:20,0,2,,12:17
2020-12-09 12:25,0,2,,12:21
2020-12-09 12:30,0,2,,12:25
2020-12-09 12:35,0,2,,12:25
2020-12-09 12:40,0,2,,12:35
2020-12-09 12:45,0,2,,12:44
2020-12-09 12:50,0,2,,12:45
2020-12-09 12:55,0,2,,12:45
2020-12-09 13:00,0,2,,12:45
2020-12-09 13:05,0,2,,13:04
2020-12-09 13:10,0,2,,13:05
2020-12-09 13:15,0,2,,13:11
2020-12-09 13:20,0,2,,13:19
2020-12-09 13:25,0,2,,13:23
2020-12-09 13:30,0,2,,13:23
2020-12-09 13:35,0,2,,13:23
2020-12-09 13:40,0,2,,13:23
2020-12-09 13:45,0,2,,13:23
2020-12-09 13:50,0,2,,13:48
2020-12-09 13:55,0,2,,13:54
2020-12-09 14:00,0,2,,13:54
2020-12-09 14:05,0,2,,13:54
2020-12-09 14:10,0,2,,14:09
2020-12-09 14:15,0,2,,14:11
2020-12-09 14:20,0,2,,14:17
2020-12-09 14:25,0,2,,14:17
2020-12-09 14:30,0,2,,14:17
2020-12-09 14:35,0,2,,14:32
2020-12-09 14:40,0,2,,14:32
2020-12-09 14:45,0,2,,14:32
2020-12-09 14:50,0,2,,14:32
2020-12-09 14:55,0,2,,14:53
2020-12-09 15:00,0,2,,14:53
2020-12-09 15:05,0,2,,14:53
2020-12-09 15:10,0,2,,14:53
2020-12-09 15:15,0,2,,14:53
2020-12-09 15:20,0,2,,15:16
2020-12-09 15:25,0,2,,15:16
2020-12-09 15:30,0,2,,15:25
2020-12-09 15:35,0,2,,15:33
2020-12-09 15:40,0,2,,15:37
2020-12-09 15:45,0,2,,15:37
2020-12-09 15:50,0,2,,15:37
2020-12-09 15:55,0,2,,15:50
2020-12-09 16:00,0,2,,15:58
2020-12-09 16:05,0,2,,16:04
2020-12-09 16:10,0,2,,16:08
2020-12-09 16:15,0,2,,16:08
2020-12-09 16:20,0,2,,16:08
2020-12-09 16:25,0,2,,16:20
2020-12-09 16:30,0,2,,16:20
2020-12-09 16:35,0,2,,16:32
2020-12-09 16:40,0,2,,16:36
2020-12-09 16:45,0,2,,16:36
2020-12-09 16:50,0,2,,16:36
2020-12-09 16:55,0,2,,16:53
2020-12-09 17:00,0,2,,16:53
2020-12-09 17:05,0,2,,16:53
2020-12-09 17:10,0,2,,16:53
2020-12-09 17:15,0,2,,16:53
2020-12-09 17:20,0,2,,17:17
2020-12-09 17:25,0,2,,17:17
2020-12-09 17:30,0,2,,17:27
2020-12-09 17:35,0,2,,17:27
2020-12-09 17:40,0,2,,17:39
2020-12-09 17:45,0,2,,17:44
2020-12-09 17:50,0,2,,17:44
2020-12-09 17:55,0,2,,17:50
2020-12-09 18:00,0,2,,17:57
