Datum und Uhrzeit,Anzahl wartender Personen,durchschnittliche Wartezeit in Minuten,nächste Nummer,letzte Aktualisierung
2019-09-26 08:05,1,5,104,07:58
2019-09-26 08:10,0,5,,08:00
2019-09-26 08:15,0,5,,08:06
2019-09-26 08:20,0,4,,08:12
2019-09-26 08:25,0,4,,08:19
2019-09-26 08:30,4,4,50,08:22
2019-09-26 08:35,4,4,4,08:30
2019-09-26 08:40,2,5,117,08:35
2019-09-26 08:45,5,5,117,08:39
2019-09-26 08:50,6,5,60,08:40
2019-09-26 08:55,4,6,120,08:49
2019-09-26 09:00,3,7,121,08:52
2019-09-26 09:05,2,7,124,08:59
2019-09-26 09:10,0,5,,09:01
2019-09-26 09:15,2,5,127,09:10
2019-09-26 09:20,3,4,167,09:15
2019-09-26 09:25,4,3,129,09:19
2019-09-26 09:30,6,3,76,09:25
2019-09-26 09:35,7,3,130,09:29
2019-09-26 09:40,7,5,132,09:32
2019-09-26 09:45,10,5,132,09:38
2019-09-26 09:50,13,5,132,09:44
2019-09-26 09:55,12,9,134,09:49
2019-09-26 10:00,11,13,136,09:54
2019-09-26 10:05,12,16,14,10:00
2019-09-26 10:10,17,19,39,10:05
2019-09-26 10:15,19,16,49,10:10
2019-09-26 10:20,19,17,142,10:12
2019-09-26 10:25,19,19,88,10:20
2019-09-26 10:30,15,22,84,10:25
2019-09-26 10:35,14,19,23,10:30
2019-09-26 10:40,13,18,156,10:34
2019-09-26 10:45,11,18,159,10:39
2019-09-26 10:50,9,18,163,10:44
2019-09-26 10:55,9,16,163,10:49
2019-09-26 11:00,8,15,140,10:55
2019-09-26 11:05,9,16,8,11:00
2019-09-26 11:10,7,12,174,11:04
2019-09-26 11:15,5,6,178,11:09
2019-09-26 11:20,3,5,181,11:13
2019-09-26 11:25,3,5,186,11:18
2019-09-26 11:30,3,2,96,11:25
2019-09-26 11:35,4,2,2,11:30
2019-09-26 11:40,1,2,100,11:35
2019-09-26 11:45,0,3,,11:39
2019-09-26 11:50,2,3,204,11:44
2019-09-26 11:55,3,4,209,11:49
2019-09-26 12:00,2,3,214,11:55
2019-09-26 12:05,2,2,217,11:58
2019-09-26 12:10,3,3,222,12:04
2019-09-26 12:15,2,3,225,12:09
2019-09-26 12:20,1,3,228,12:14
2019-09-26 12:25,1,3,233,12:19
2019-09-26 12:30,5,3,132,12:25
2019-09-26 12:35,5,3,82,12:30
2019-09-26 12:40,4,3,243,12:34
2019-09-26 12:45,1,2,248,12:38
2019-09-26 12:50,1,2,251,12:44
2019-09-26 12:55,3,4,116,12:50
2019-09-26 13:00,4,3,261,12:54
2019-09-26 13:05,4,3,263,12:59
2019-09-26 13:10,6,2,264,13:04
2019-09-26 13:15,6,3,268,13:09
2019-09-26 13:20,10,3,269,13:13
2019-09-26 13:25,7,6,102,13:20
2019-09-26 13:30,6,7,124,13:25
2019-09-26 13:35,5,8,278,13:29
2019-09-26 13:40,3,8,126,13:35
2019-09-26 13:45,3,8,281,13:40
2019-09-26 13:50,3,9,283,13:43
2019-09-26 13:55,6,5,285,13:49
2019-09-26 14:00,4,5,288,13:55
2019-09-26 14:05,5,5,1,14:00
2019-09-26 14:10,3,4,293,14:02
2019-09-26 14:15,6,4,99,14:07
2019-09-26 14:20,8,5,294,14:14
2019-09-26 14:25,10,7,83,14:20
2019-09-26 14:30,11,7,117,14:25
2019-09-26 14:35,8,7,302,14:29
2019-09-26 14:40,10,8,127,14:35
2019-09-26 14:45,12,8,154,14:40
2019-09-26 14:50,7,9,308,14:44
2019-09-26 14:55,10,9,121,14:50
2019-09-26 15:00,8,11,158,14:52
2019-09-26 15:05,7,5,320,14:59
2019-09-26 15:10,7,4,45,15:05
2019-09-26 15:15,7,4,324,15:09
2019-09-26 15:20,4,5,328,15:14
2019-09-26 15:25,5,6,61,15:20
2019-09-26 15:30,5,5,332,15:24
2019-09-26 15:35,3,4,336,15:29
2019-09-26 15:40,4,2,339,15:34
2019-09-26 15:45,6,3,341,15:39
2019-09-26 15:50,7,3,343,15:44
2019-09-26 15:55,7,5,74,15:50
2019-09-26 16:00,6,6,349,15:54
2019-09-26 16:05,11,6,155,16:00
2019-09-26 16:10,13,6,349,16:04
2019-09-26 16:15,9,9,353,16:07
2019-09-26 16:20,9,10,90,16:15
2019-09-26 16:25,11,10,90,16:20
2019-09-26 16:30,11,9,359,16:24
2019-09-26 16:35,16,9,57,16:28
2019-09-26 16:40,15,12,362,16:34
2019-09-26 16:45,11,16,366,16:38
2019-09-26 16:50,10,14,369,16:44
2019-09-26 16:55,13,14,370,16:48
2019-09-26 17:00,15,14,55,16:55
2019-09-26 17:05,14,14,26,17:00
2019-09-26 17:10,14,14,26,17:00
2019-09-26 17:15,14,17,37,17:10
2019-09-26 17:20,13,24,378,17:14
2019-09-26 17:25,13,24,35,17:20
2019-09-26 17:30,13,24,89,17:25
2019-09-26 17:35,15,24,89,17:30
2019-09-26 17:40,10,23,385,17:34
2019-09-26 17:45,6,27,389,17:39
2019-09-26 17:50,3,26,392,17:42
2019-09-26 17:55,1,20,396,17:46
2019-09-26 18:00,0,17,,17:50
