Datum und Uhrzeit,Anzahl wartender Personen,durchschnittliche Wartezeit in Minuten,nächste Nummer,letzte Aktualisierung
2020-09-07 08:05,2,2,104,08:04
2020-09-07 08:10,2,2,106,08:09
2020-09-07 08:15,3,2,109,08:14
2020-09-07 08:20,3,3,111,08:19
2020-09-07 08:25,5,3,112,08:24
2020-09-07 08:30,2,5,116,08:29
2020-09-07 08:35,3,6,118,08:34
2020-09-07 08:40,2,6,119,08:39
2020-09-07 08:45,2,7,120,08:44
2020-09-07 08:50,1,6,123,08:49
2020-09-07 08:55,3,6,5016,08:54
2020-09-07 09:00,5,6,125,08:59
2020-09-07 09:10,3,7,130,09:09
2020-09-07 09:15,3,8,132,09:14
2020-09-07 09:20,2,9,135,09:19
2020-09-07 09:25,4,8,136,09:24
2020-09-07 09:30,5,8,137,09:29
2020-09-07 09:35,7,8,138,09:34
2020-09-07 09:40,7,10,5033,09:39
2020-09-07 09:45,5,11,143,09:44
2020-09-07 09:50,4,11,148,09:49
2020-09-07 09:55,8,11,5038,09:54
2020-09-07 10:00,7,9,150,09:59
2020-09-07 10:05,7,9,152,10:04
2020-09-07 10:10,7,9,154,10:09
2020-09-07 10:15,7,12,157,10:14
2020-09-07 10:20,6,13,162,10:19
2020-09-07 10:25,8,12,163,10:24
2020-09-07 10:30,6,11,167,10:29
2020-09-07 10:35,6,11,168,10:34
2020-09-07 10:40,4,11,170,10:39
2020-09-07 10:45,4,12,171,10:44
2020-09-07 10:50,4,13,174,10:49
2020-09-07 10:55,5,12,176,10:54
2020-09-07 11:02,6,11,179,11:01
2020-09-07 11:05,5,10,181,11:04
2020-09-07 11:10,6,10,5067,11:09
2020-09-07 11:15,5,9,185,11:14
2020-09-07 11:20,6,8,188,11:19
2020-09-07 11:25,10,8,5072,11:24
2020-09-07 11:30,5,8,193,11:29
2020-09-07 11:35,4,10,197,11:34
2020-09-07 11:40,5,11,5078,11:39
2020-09-07 11:45,5,9,202,11:44
2020-09-07 11:50,4,9,203,11:49
2020-09-07 11:55,2,9,206,11:54
2020-09-07 12:00,3,10,208,11:59
2020-09-07 12:05,3,9,211,12:04
2020-09-07 12:10,0,5,,12:09
2020-09-07 12:15,2,4,221,12:14
2020-09-07 12:20,1,3,225,12:19
2020-09-07 12:25,1,3,229,12:24
2020-09-07 12:30,3,3,230,12:29
2020-09-07 12:35,3,3,233,12:34
2020-09-07 12:40,2,3,241,12:39
2020-09-07 12:45,3,3,242,12:44
2020-09-07 12:50,3,4,248,12:49
2020-09-07 12:55,5,4,252,12:54
2020-09-07 13:00,4,4,255,12:59
2020-09-07 13:05,2,5,259,13:04
2020-09-07 13:10,3,6,262,13:09
2020-09-07 13:15,4,4,265,13:14
2020-09-07 13:20,6,5,267,13:19
2020-09-07 13:25,2,7,273,13:24
2020-09-07 13:30,6,7,274,13:29
2020-09-07 13:35,6,8,275,13:34
2020-09-07 13:40,6,9,277,13:39
2020-09-07 13:45,6,9,279,13:44
2020-09-07 13:50,6,11,283,13:49
2020-09-07 13:55,4,11,286,13:54
2020-09-07 14:00,4,11,289,13:59
2020-09-07 14:05,2,9,294,14:04
2020-09-07 14:10,3,7,297,14:09
2020-09-07 14:15,4,5,299,14:14
2020-09-07 14:20,1,4,303,14:19
2020-09-07 14:25,0,3,,14:24
2020-09-07 14:30,3,3,310,14:29
2020-09-07 14:35,1,4,313,14:34
2020-09-07 14:40,3,4,314,14:39
2020-09-07 14:45,3,5,318,14:44
2020-09-07 14:50,3,5,321,14:49
2020-09-07 14:55,5,5,324,14:54
2020-09-07 15:00,5,5,326,14:59
2020-09-07 15:05,4,7,329,15:04
2020-09-07 15:10,3,7,332,15:09
2020-09-07 15:15,3,8,335,15:14
2020-09-07 15:20,3,7,338,15:19
2020-09-07 15:25,1,6,342,15:24
2020-09-07 15:30,4,6,343,15:29
2020-09-07 15:35,6,6,343,15:35
2020-09-07 15:40,6,7,346,15:39
2020-09-07 15:45,6,9,348,15:44
2020-09-07 15:50,5,10,351,15:49
2020-09-07 15:55,6,11,352,15:54
2020-09-07 16:00,5,12,353,15:59
2020-09-07 16:05,5,14,355,16:04
2020-09-07 16:10,6,15,357,16:09
2020-09-07 16:15,7,15,361,16:14
2020-09-07 16:20,5,10,365,16:19
2020-09-07 16:25,6,9,366,16:24
2020-09-07 16:30,5,9,367,16:29
2020-09-07 16:35,6,11,370,16:34
2020-09-07 16:40,3,13,374,16:39
2020-09-07 16:45,6,12,377,16:44
2020-09-07 16:50,2,6,382,16:49
2020-09-07 16:55,2,5,384,16:54
2020-09-07 17:00,2,4,388,16:59
2020-09-07 17:05,2,4,391,17:04
2020-09-07 17:10,1,4,394,17:09
2020-09-07 17:15,2,4,396,17:14
2020-09-07 17:20,2,4,397,17:19
2020-09-07 17:25,0,4,,17:24
2020-09-07 17:30,1,4,402,17:29
2020-09-07 17:35,0,4,,17:34
2020-09-07 17:40,0,3,,17:39
2020-09-07 17:45,0,3,,17:44
2020-09-07 17:50,0,3,,17:49
2020-09-07 17:55,0,3,,17:54
2020-09-07 18:00,0,3,,17:59
