Datum und Uhrzeit,Anzahl wartender Personen,durchschnittliche Wartezeit in Minuten,nächste Nummer,letzte Aktualisierung
2020-01-13 08:05,7,6,106,07:58
2020-01-13 08:10,20,6,107,08:03
2020-01-13 08:15,20,5,108,08:07
2020-01-13 08:20,23,5,109,08:13
2020-01-13 08:25,23,6,111,08:18
2020-01-13 08:30,21,8,114,08:23
2020-01-13 08:35,19,13,52,08:27
2020-01-13 08:40,18,18,121,08:33
2020-01-13 08:45,18,21,56,08:37
2020-01-13 08:50,17,20,124,08:39
2020-01-13 08:55,12,24,130,08:46
2020-01-13 09:00,13,27,142,08:52
2020-01-13 09:05,13,25,132,08:58
2020-01-13 09:10,13,22,133,09:03
2020-01-13 09:15,13,24,35,09:07
2020-01-13 09:20,11,28,37,09:10
2020-01-13 09:25,13,28,149,09:15
2020-01-13 09:30,14,21,145,09:23
2020-01-13 09:35,16,18,80,09:26
2020-01-13 09:40,18,17,41,09:31
2020-01-13 09:45,16,12,152,09:38
2020-01-13 09:50,18,12,154,09:43
2020-01-13 09:55,19,17,59,09:48
2020-01-13 10:00,22,14,157,09:53
2020-01-13 10:05,24,16,159,09:58
2020-01-13 10:10,18,21,167,10:02
2020-01-13 10:15,17,17,171,10:06
2020-01-13 10:20,14,14,177,10:13
2020-01-13 10:25,20,14,95,10:18
2020-01-13 10:30,21,14,181,10:23
2020-01-13 10:35,25,14,182,10:28
2020-01-13 10:40,25,19,187,10:33
2020-01-13 10:45,23,19,190,10:38
2020-01-13 10:50,25,18,195,10:43
2020-01-13 10:55,24,20,199,10:47
2020-01-13 11:00,22,20,202,10:53
2020-01-13 11:05,19,19,207,10:58
2020-01-13 11:10,16,17,210,11:03
2020-01-13 11:15,16,16,212,11:08
2020-01-13 11:20,18,17,215,11:12
2020-01-13 11:25,17,18,216,11:18
2020-01-13 11:30,13,25,88,11:22
2020-01-13 11:35,15,25,226,11:28
2020-01-13 11:40,15,17,229,11:33
2020-01-13 11:45,15,14,231,11:37
2020-01-13 11:50,16,13,235,11:43
2020-01-13 11:55,14,15,240,11:48
2020-01-13 12:00,17,12,241,11:53
2020-01-13 12:05,13,14,246,11:58
2020-01-13 12:10,17,13,248,12:03
2020-01-13 12:15,16,13,251,12:08
2020-01-13 12:20,13,14,254,12:12
2020-01-13 12:25,8,14,261,12:17
2020-01-13 12:30,11,8,270,12:23
2020-01-13 12:35,12,7,134,12:26
2020-01-13 12:40,13,4,275,12:31
2020-01-13 12:45,14,4,276,12:38
2020-01-13 12:50,17,6,20,12:43
2020-01-13 12:55,15,9,279,12:48
2020-01-13 13:00,16,14,282,12:53
2020-01-13 13:05,18,17,284,12:58
2020-01-13 13:10,15,20,289,13:03
2020-01-13 13:15,12,18,292,13:07
2020-01-13 13:20,13,18,75,13:10
2020-01-13 13:25,16,15,293,13:18
2020-01-13 13:30,18,15,294,13:23
2020-01-13 13:35,17,16,296,13:28
2020-01-13 13:40,19,23,11,13:33
2020-01-13 13:45,20,24,301,13:38
2020-01-13 13:50,16,23,306,13:43
2020-01-13 13:55,13,20,310,13:47
2020-01-13 14:00,11,19,17,13:52
2020-01-13 14:05,8,15,317,13:56
2020-01-13 14:10,6,14,322,14:03
2020-01-13 14:15,8,13,325,14:08
2020-01-13 14:20,3,4,331,14:13
2020-01-13 14:25,3,4,69,14:17
2020-01-13 14:30,3,2,333,14:22
2020-01-13 14:35,3,3,338,14:28
2020-01-13 14:40,2,3,342,14:32
2020-01-13 14:45,1,2,344,14:38
2020-01-13 14:50,2,3,349,14:43
2020-01-13 14:55,2,5,359,14:47
2020-01-13 15:00,1,4,364,14:52
2020-01-13 15:05,4,3,366,14:58
2020-01-13 15:10,5,2,368,15:02
2020-01-13 15:15,3,3,372,15:08
2020-01-13 15:20,0,3,,15:11
2020-01-13 15:25,4,3,140,15:15
2020-01-13 15:30,9,3,379,15:22
2020-01-13 15:35,2,2,388,15:28
2020-01-13 15:40,2,3,392,15:33
2020-01-13 15:45,1,3,395,15:37
2020-01-13 15:50,6,3,148,15:42
2020-01-13 15:55,5,3,398,15:48
2020-01-13 16:00,4,2,93,15:50
2020-01-13 16:05,3,2,77,15:56
2020-01-13 16:10,5,3,402,16:03
2020-01-13 16:15,5,3,402,16:08
2020-01-13 16:20,7,6,178,16:13
2020-01-13 16:25,11,6,5,16:18
2020-01-13 16:30,11,7,151,16:21
2020-01-13 16:35,15,11,408,16:28
2020-01-13 16:40,18,10,409,16:33
2020-01-13 16:45,18,11,411,16:37
2020-01-13 16:50,20,12,63,16:43
2020-01-13 16:55,19,12,414,16:47
2020-01-13 17:00,19,15,32,16:51
2020-01-13 17:05,24,14,418,16:57
2020-01-13 17:10,24,19,423,17:03
2020-01-13 17:15,24,23,425,17:08
2020-01-13 17:20,23,21,428,17:13
2020-01-13 17:25,25,21,147,17:18
2020-01-13 17:30,25,21,22,17:21
2020-01-13 17:35,21,20,435,17:26
2020-01-13 17:40,11,24,447,17:33
2020-01-13 17:45,9,20,453,17:38
2020-01-13 17:50,0,8,,17:43
2020-01-13 17:55,0,7,,17:48
2020-01-13 18:00,0,7,,17:53
