Datum und Uhrzeit,Anzahl wartender Personen,durchschnittliche Wartezeit in Minuten,nächste Nummer,letzte Aktualisierung
2020-04-22 08:05,0,12,,08:02
2020-04-22 08:10,1,12,20,08:05
2020-04-22 08:15,2,12,20,08:11
2020-04-22 08:20,3,12,20,08:18
2020-04-22 08:25,4,12,20,08:20
2020-04-22 08:30,2,15,49,08:30
2020-04-22 08:35,1,13,50,08:35
2020-04-22 08:40,1,12,58,08:40
2020-04-22 08:45,0,2,,08:45
2020-04-22 08:50,0,2,,08:45
2020-04-22 08:55,0,2,,08:54
2020-04-22 09:00,2,2,102,09:00
2020-04-22 09:05,2,2,2,09:05
2020-04-22 09:10,2,2,2,09:05
2020-04-22 09:15,3,2,2,09:11
2020-04-22 09:20,3,7,65,09:20
2020-04-22 09:25,1,7,107,09:24
2020-04-22 09:30,1,7,10,09:30
2020-04-22 09:35,0,7,,09:31
2020-04-22 09:40,4,7,71,09:40
2020-04-22 09:45,2,6,115,09:45
2020-04-22 09:50,1,4,75,09:50
2020-04-22 09:55,0,4,,09:53
2020-04-22 10:00,0,4,,09:56
2020-04-22 10:05,1,4,121,10:04
2020-04-22 10:10,0,4,,10:10
2020-04-22 10:15,0,2,,10:14
2020-04-22 10:20,0,2,,10:19
2020-04-22 10:25,0,2,,10:22
2020-04-22 10:30,1,2,11,10:30
2020-04-22 10:35,0,2,,10:32
2020-04-22 10:40,0,2,,10:37
2020-04-22 10:45,1,2,138,10:44
2020-04-22 10:50,1,2,140,10:49
2020-04-22 10:55,1,2,90,10:55
2020-04-22 11:00,1,3,27,11:00
2020-04-22 11:05,0,3,,11:02
2020-04-22 11:10,0,3,,11:02
2020-04-22 11:15,0,3,,11:13
2020-04-22 11:20,1,3,84,11:20
2020-04-22 11:25,0,2,,11:24
2020-04-22 11:30,2,2,152,11:30
2020-04-22 11:35,1,2,31,11:35
2020-04-22 11:40,0,2,,11:39
2020-04-22 11:45,1,2,162,11:44
2020-04-22 11:50,0,2,,11:49
2020-04-22 11:55,3,2,169,11:55
2020-04-22 12:00,0,3,,11:59
2020-04-22 12:05,0,3,,12:04
2020-04-22 12:10,0,2,,12:08
2020-04-22 12:15,1,2,30,12:15
2020-04-22 12:20,1,2,30,12:17
2020-04-22 12:25,0,2,,12:24
2020-04-22 12:30,0,2,,12:29
2020-04-22 12:35,0,2,,12:34
2020-04-22 12:40,0,2,,12:39
2020-04-22 12:45,1,2,188,12:44
2020-04-22 12:50,0,3,,12:49
2020-04-22 12:55,2,3,191,12:55
2020-04-22 13:00,0,3,,12:59
2020-04-22 13:05,0,3,,13:04
2020-04-22 13:10,1,3,103,13:10
2020-04-22 13:15,0,3,,13:14
2020-04-22 13:20,0,2,,13:18
2020-04-22 13:25,3,2,107,13:25
2020-04-22 13:30,1,3,205,13:29
2020-04-22 13:35,3,3,205,13:33
2020-04-22 13:40,3,4,109,13:39
2020-04-22 13:45,1,5,211,13:44
2020-04-22 13:50,2,5,214,13:50
2020-04-22 13:55,2,4,216,13:55
2020-04-22 14:00,2,4,218,13:59
2020-04-22 14:05,3,4,36,14:03
2020-04-22 14:10,3,5,110,14:10
2020-04-22 14:15,1,5,221,14:15
2020-04-22 14:20,1,6,81,14:20
2020-04-22 14:25,2,5,227,14:25
2020-04-22 14:30,1,5,15,14:30
2020-04-22 14:35,0,5,,14:34
2020-04-22 14:40,2,4,118,14:40
2020-04-22 14:45,2,3,121,14:45
2020-04-22 14:50,1,3,238,14:48
2020-04-22 14:55,0,2,,14:52
2020-04-22 15:00,1,2,21,15:00
2020-04-22 15:05,1,2,80,15:05
2020-04-22 15:10,0,2,,15:07
2020-04-22 15:15,1,2,128,15:15
2020-04-22 15:20,2,2,245,15:20
2020-04-22 15:25,0,2,,15:22
2020-04-22 15:30,1,2,5,15:30
2020-04-22 15:35,1,2,17,15:35
2020-04-22 15:40,0,2,,15:39
2020-04-22 15:45,1,2,55,15:41
2020-04-22 15:50,1,3,255,15:49
2020-04-22 15:55,2,3,120,15:51
2020-04-22 16:00,0,4,,15:59
2020-04-22 16:05,1,4,51,16:05
2020-04-22 16:10,1,4,76,16:10
2020-04-22 16:15,2,4,263,16:15
2020-04-22 16:20,0,3,,16:16
2020-04-22 16:25,0,3,,16:22
2020-04-22 16:30,0,2,,16:26
2020-04-22 16:35,1,2,16,16:31
2020-04-22 16:40,1,2,129,16:40
2020-04-22 16:45,1,2,48,16:45
2020-04-22 16:50,0,2,,16:46
2020-04-22 16:55,1,2,93,16:55
2020-04-22 17:00,1,2,7,17:00
2020-04-22 17:05,0,2,,17:02
2020-04-22 17:10,1,2,72,17:10
2020-04-22 17:15,1,2,3,17:15
2020-04-22 17:20,2,2,285,17:20
2020-04-22 17:25,1,3,46,17:25
2020-04-22 17:30,1,2,4,17:30
2020-04-22 17:35,0,2,,17:32
2020-04-22 17:40,0,2,,17:36
2020-04-22 17:45,1,2,66,17:45
2020-04-22 17:50,0,2,,17:49
2020-04-22 17:55,0,2,,17:49
2020-04-22 18:00,0,2,,17:49
