Datum und Uhrzeit,Anzahl wartender Personen,durchschnittliche Wartezeit in Minuten,nächste Nummer,letzte Aktualisierung
2019-10-21 08:05,7,5,104,07:59
2019-10-21 08:10,10,4,105,08:04
2019-10-21 08:15,9,4,107,08:09
2019-10-21 08:20,8,5,109,08:13
2019-10-21 08:25,7,6,111,08:19
2019-10-21 08:30,7,8,112,08:22
2019-10-21 08:35,6,12,115,08:29
2019-10-21 08:40,7,13,116,08:32
2019-10-21 08:45,7,13,117,08:37
2019-10-21 08:50,5,14,119,08:41
2019-10-21 08:55,6,12,110,08:49
2019-10-21 09:00,7,11,102,08:53
2019-10-21 09:05,9,10,48,09:00
2019-10-21 09:10,12,10,48,09:04
2019-10-21 09:15,10,14,124,09:09
2019-10-21 09:20,9,16,127,09:13
2019-10-21 09:25,8,16,130,09:18
2019-10-21 09:30,7,15,131,09:24
2019-10-21 09:35,9,15,135,09:29
2019-10-21 09:40,10,14,132,09:34
2019-10-21 09:45,15,13,129,09:40
2019-10-21 09:50,16,12,133,09:41
2019-10-21 09:55,15,16,135,09:48
2019-10-21 10:00,11,22,139,09:53
2019-10-21 10:05,14,22,142,09:59
2019-10-21 10:10,14,18,146,10:04
2019-10-21 10:15,17,18,148,10:08
2019-10-21 10:20,14,16,155,10:14
2019-10-21 10:25,15,14,155,10:19
2019-10-21 10:30,15,13,159,10:24
2019-10-21 10:35,12,14,167,10:28
2019-10-21 10:40,12,13,153,10:33
2019-10-21 10:45,11,10,174,10:39
2019-10-21 10:50,10,9,177,10:43
2019-10-21 10:55,10,10,180,10:48
2019-10-21 11:00,8,10,183,10:54
2019-10-21 11:05,4,9,191,10:59
2019-10-21 11:10,6,5,193,11:04
2019-10-21 11:15,9,5,195,11:09
2019-10-21 11:20,6,3,199,11:12
2019-10-21 11:25,2,3,205,11:18
2019-10-21 11:30,6,3,209,11:24
2019-10-21 11:35,6,2,212,11:29
2019-10-21 11:40,3,2,219,11:34
2019-10-21 11:45,7,2,220,11:39
2019-10-21 11:50,6,2,222,11:44
2019-10-21 11:55,7,2,223,11:49
2019-10-21 12:00,11,4,79,11:54
2019-10-21 12:05,7,7,230,11:59
2019-10-21 12:10,5,8,233,12:04
2019-10-21 12:15,3,7,238,12:09
2019-10-21 12:20,4,7,239,12:14
2019-10-21 12:25,12,6,22,12:20
2019-10-21 12:30,8,5,245,12:24
2019-10-21 12:35,6,5,250,12:29
2019-10-21 12:40,8,5,254,12:33
2019-10-21 12:45,7,4,257,12:38
2019-10-21 12:50,8,4,258,12:44
2019-10-21 12:55,5,6,103,12:50
2019-10-21 13:00,4,6,267,12:54
2019-10-21 13:05,6,5,268,12:59
2019-10-21 13:10,4,5,271,13:05
2019-10-21 13:15,1,4,276,13:09
2019-10-21 13:20,0,4,,13:11
2019-10-21 13:25,0,4,,13:17
2019-10-21 13:30,2,3,282,13:21
2019-10-21 13:35,3,3,132,13:25
2019-10-21 13:40,0,3,,13:33
2019-10-21 13:45,0,4,,13:39
2019-10-21 13:50,2,3,294,13:44
2019-10-21 13:55,1,4,300,13:50
2019-10-21 14:00,2,4,304,13:54
2019-10-21 14:05,0,3,,13:59
2019-10-21 14:10,0,3,,14:04
2019-10-21 14:15,5,4,315,14:09
2019-10-21 14:20,6,3,317,14:14
2019-10-21 14:25,7,3,155,14:18
2019-10-21 14:30,12,3,10,14:22
2019-10-21 14:35,11,5,1,14:30
2019-10-21 14:40,12,5,329,14:33
2019-10-21 14:45,12,5,161,14:36
2019-10-21 14:50,7,6,337,14:43
2019-10-21 14:55,7,6,339,14:48
2019-10-21 15:00,10,8,169,14:54
2019-10-21 15:05,12,7,99,14:59
2019-10-21 15:10,9,10,345,15:04
2019-10-21 15:15,6,9,349,15:09
2019-10-21 15:20,2,7,356,15:14
2019-10-21 15:25,1,4,360,15:19
2019-10-21 15:30,7,4,179,15:22
2019-10-21 15:35,5,3,366,15:29
2019-10-21 15:40,3,3,370,15:33
2019-10-21 15:45,3,3,372,15:39
2019-10-21 15:50,1,4,378,15:44
2019-10-21 15:55,2,4,382,15:48
2019-10-21 16:00,4,2,387,15:54
2019-10-21 16:05,6,2,117,15:58
2019-10-21 16:10,11,3,168,16:04
2019-10-21 16:15,14,3,32,16:09
2019-10-21 16:20,15,6,12,16:15
2019-10-21 16:25,13,8,390,16:19
2019-10-21 16:30,12,11,193,16:25
2019-10-21 16:35,16,12,193,16:29
2019-10-21 16:40,14,18,397,16:34
2019-10-21 16:45,20,20,399,16:39
2019-10-21 16:50,22,20,401,16:44
2019-10-21 16:55,22,21,403,16:49
2019-10-21 17:00,21,19,404,16:54
2019-10-21 17:05,25,21,98,17:00
2019-10-21 17:10,26,19,6,17:04
2019-10-21 17:15,26,17,89,17:06
2019-10-21 17:20,25,19,406,17:14
2019-10-21 17:25,27,19,406,17:18
2019-10-21 17:30,26,25,410,17:24
2019-10-21 17:35,26,37,415,17:29
2019-10-21 17:40,28,33,415,17:34
2019-10-21 17:45,24,41,419,17:39
2019-10-21 17:50,22,43,421,17:43
2019-10-21 17:55,15,53,428,17:48
2019-10-21 18:00,9,41,434,17:54
