Datum und Uhrzeit,Anzahl wartender Personen,durchschnittliche Wartezeit in Minuten,nächste Nummer,letzte Aktualisierung
2019-12-16 08:05,3,5,105,07:57
2019-12-16 08:10,4,4,109,08:03
2019-12-16 08:15,5,3,112,08:08
2019-12-16 08:20,6,2,15,08:11
2019-12-16 08:25,3,3,116,08:18
2019-12-16 08:30,4,3,118,08:23
2019-12-16 08:35,3,5,120,08:28
2019-12-16 08:40,5,6,121,08:33
2019-12-16 08:45,3,5,124,08:38
2019-12-16 08:50,1,4,126,08:42
2019-12-16 08:55,4,4,126,08:48
2019-12-16 09:00,4,4,126,08:53
2019-12-16 09:05,5,4,46,08:56
2019-12-16 09:10,6,5,131,09:04
2019-12-16 09:15,7,5,131,09:08
2019-12-16 09:20,6,5,132,09:13
2019-12-16 09:25,9,7,135,09:18
2019-12-16 09:30,13,6,135,09:22
2019-12-16 09:35,18,6,33,09:26
2019-12-16 09:40,16,10,139,09:33
2019-12-16 09:45,19,10,139,09:39
2019-12-16 09:50,20,12,26,09:44
2019-12-16 09:55,22,12,141,09:48
2019-12-16 10:00,26,12,50,09:52
2019-12-16 10:05,27,11,142,09:57
2019-12-16 10:10,27,21,146,10:03
2019-12-16 10:15,24,30,151,10:09
2019-12-16 10:20,20,28,158,10:13
2019-12-16 10:25,16,23,163,10:18
2019-12-16 10:30,17,22,22,10:22
2019-12-16 10:35,15,19,165,10:28
2019-12-16 10:40,16,19,167,10:33
2019-12-16 10:45,16,20,168,10:38
2019-12-16 10:50,15,22,77,10:42
2019-12-16 10:55,11,29,176,10:49
2019-12-16 11:00,8,23,182,10:53
2019-12-16 11:05,7,19,184,10:58
2019-12-16 11:10,10,15,187,11:03
2019-12-16 11:15,13,8,191,11:08
2019-12-16 11:20,14,6,194,11:13
2019-12-16 11:25,14,6,197,11:18
2019-12-16 11:30,12,7,200,11:22
2019-12-16 11:35,13,9,205,11:28
2019-12-16 11:40,12,10,210,11:34
2019-12-16 11:45,13,10,212,11:39
2019-12-16 11:50,13,10,215,11:42
2019-12-16 11:55,12,9,222,11:49
2019-12-16 12:00,15,8,227,11:54
2019-12-16 12:05,15,7,228,11:57
2019-12-16 12:10,13,9,234,12:03
2019-12-16 12:15,14,8,235,12:08
2019-12-16 12:20,10,11,239,12:13
2019-12-16 12:25,9,14,246,12:19
2019-12-16 12:30,9,12,249,12:23
2019-12-16 12:35,8,10,251,12:28
2019-12-16 12:40,9,8,256,12:34
2019-12-16 12:45,8,8,259,12:39
2019-12-16 12:50,10,7,261,12:42
2019-12-16 12:55,10,6,264,12:48
2019-12-16 13:00,8,7,267,12:53
2019-12-16 13:05,4,8,273,12:58
2019-12-16 13:10,5,8,274,13:03
2019-12-16 13:15,5,6,277,13:08
2019-12-16 13:20,6,4,279,13:14
2019-12-16 13:25,4,3,283,13:18
2019-12-16 13:30,11,3,37,13:24
2019-12-16 13:35,12,4,119,13:28
2019-12-16 13:40,13,4,283,13:34
2019-12-16 13:45,11,8,142,13:35
2019-12-16 13:50,11,10,97,13:42
2019-12-16 13:55,11,11,91,13:47
2019-12-16 14:00,9,15,292,13:53
2019-12-16 14:05,9,18,294,13:58
2019-12-16 14:10,8,20,49,14:01
2019-12-16 14:15,10,20,49,14:05
2019-12-16 14:20,9,17,297,14:12
2019-12-16 14:25,8,15,301,14:18
2019-12-16 14:30,10,14,302,14:24
2019-12-16 14:35,13,15,304,14:29
2019-12-16 14:40,14,14,41,14:31
2019-12-16 14:45,10,12,311,14:39
2019-12-16 14:50,8,10,315,14:43
2019-12-16 14:55,3,9,320,14:47
2019-12-16 15:00,2,7,136,14:53
2019-12-16 15:05,1,6,325,14:59
2019-12-16 15:10,3,5,16,15:02
2019-12-16 15:15,1,3,332,15:09
2019-12-16 15:20,2,3,334,15:14
2019-12-16 15:25,0,3,,15:18
2019-12-16 15:30,1,3,341,15:23
2019-12-16 15:35,0,3,,15:28
2019-12-16 15:40,3,3,1,15:31
2019-12-16 15:45,1,3,346,15:37
2019-12-16 15:50,0,3,,15:42
2019-12-16 15:55,3,2,349,15:48
2019-12-16 16:00,4,2,127,15:53
2019-12-16 16:05,11,3,353,15:58
2019-12-16 16:10,16,3,36,16:04
2019-12-16 16:15,15,5,356,16:07
2019-12-16 16:20,16,8,360,16:14
2019-12-16 16:25,14,10,362,16:18
2019-12-16 16:30,13,11,365,16:23
2019-12-16 16:35,15,12,366,16:29
2019-12-16 16:40,17,16,369,16:33
2019-12-16 16:45,17,18,372,16:38
2019-12-16 16:50,17,18,374,16:42
2019-12-16 16:55,18,18,83,16:47
2019-12-16 17:00,18,18,376,16:54
2019-12-16 17:05,18,19,378,16:59
2019-12-16 17:10,19,19,55,17:02
2019-12-16 17:15,18,23,383,17:09
2019-12-16 17:20,17,21,384,17:12
2019-12-16 17:25,17,22,385,17:18
2019-12-16 17:30,19,26,57,17:23
2019-12-16 17:35,18,28,23,17:26
2019-12-16 17:40,21,22,388,17:34
2019-12-16 17:45,17,33,393,17:37
2019-12-16 17:50,9,36,401,17:44
2019-12-16 17:55,8,35,402,17:46
2019-12-16 18:00,6,31,404,17:52
