Datum und Uhrzeit,Anzahl wartender Personen,durchschnittliche Wartezeit in Minuten,nächste Nummer,letzte Aktualisierung
2020-06-03 08:05,0,2,,07:53
2020-06-03 08:10,3,2,5000,08:08
2020-06-03 08:15,3,2,5000,08:08
2020-06-03 08:20,3,2,5000,08:08
2020-06-03 08:25,6,2,5000,08:22
2020-06-03 08:30,6,2,5000,08:22
2020-06-03 08:35,6,2,5000,08:22
2020-06-03 08:40,6,2,5000,08:22
2020-06-03 08:45,13,2,5000,08:41
2020-06-03 08:50,17,2,5000,08:49
2020-06-03 08:55,17,2,5000,08:49
2020-06-03 09:00,21,2,5000,08:58
2020-06-03 09:05,21,2,5000,08:58
2020-06-03 09:10,25,2,5000,09:05
2020-06-03 09:15,25,2,5000,09:05
2020-06-03 09:20,25,2,5000,09:05
2020-06-03 09:25,33,2,5000,09:20
2020-06-03 09:30,35,2,5000,09:27
2020-06-03 09:35,35,2,5000,09:27
2020-06-03 09:40,35,2,5000,09:27
2020-06-03 09:45,35,2,5000,09:27
2020-06-03 09:50,35,2,5000,09:27
2020-06-03 09:55,49,2,5000,09:52
2020-06-03 10:00,49,2,5000,09:52
2020-06-03 10:05,49,2,5000,09:52
2020-06-03 10:10,49,2,5000,09:52
2020-06-03 10:15,56,2,5000,10:10
2020-06-03 10:20,60,2,5000,10:19
2020-06-03 10:25,60,2,5000,10:19
2020-06-03 10:30,62,2,5000,10:26
2020-06-03 10:35,62,2,5000,10:26
2020-06-03 10:40,68,2,5000,10:38
2020-06-03 10:45,68,2,5000,10:38
2020-06-03 10:50,74,2,5000,10:48
2020-06-03 10:55,74,2,5000,10:48
2020-06-03 11:00,74,2,5000,10:48
2020-06-03 11:05,74,2,5000,10:48
2020-06-03 11:10,74,2,5000,10:48
2020-06-03 11:15,84,2,5000,11:12
2020-06-03 11:20,84,2,5000,11:12
2020-06-03 11:25,90,2,5000,11:21
2020-06-03 11:30,90,2,5000,11:21
2020-06-03 11:35,90,2,5000,11:21
2020-06-03 11:40,90,2,5000,11:21
2020-06-03 11:45,90,2,5000,11:21
2020-06-03 11:50,102,2,5000,11:46
2020-06-03 11:55,102,2,5000,11:46
2020-06-03 12:00,108,2,5000,11:57
2020-06-03 12:05,110,2,5000,12:01
2020-06-03 12:10,112,2,5000,12:07
2020-06-03 12:15,112,2,5000,12:07
2020-06-03 12:20,112,2,5000,12:07
2020-06-03 12:25,118,2,5000,12:24
2020-06-03 12:30,118,2,5000,12:24
2020-06-03 12:35,118,2,5000,12:24
2020-06-03 12:40,118,2,5000,12:24
2020-06-03 12:45,118,2,5000,12:24
2020-06-03 12:50,118,2,5000,12:24
2020-06-03 12:55,132,2,5000,12:51
2020-06-03 13:00,132,2,5000,12:51
2020-06-03 13:05,132,2,5000,12:51
2020-06-03 13:10,142,2,5000,13:08
2020-06-03 13:15,142,2,5000,13:08
2020-06-03 13:20,146,2,5000,13:16
2020-06-03 13:25,148,2,5000,13:22
2020-06-03 13:30,148,2,5000,13:22
2020-06-03 13:35,154,2,5000,13:32
2020-06-03 13:40,154,2,5000,13:35
2020-06-03 13:45,158,2,5000,13:42
2020-06-03 13:50,158,2,5000,13:42
2020-06-03 13:55,162,2,5000,13:51
2020-06-03 14:00,162,2,5000,13:51
2020-06-03 14:05,168,2,5000,14:01
2020-06-03 14:10,172,2,5000,14:09
2020-06-03 14:15,172,2,5000,14:09
2020-06-03 14:20,172,2,5000,14:09
2020-06-03 14:25,172,2,5000,14:09
2020-06-03 14:30,172,2,5000,14:09
2020-06-03 14:35,172,2,5000,14:09
2020-06-03 14:40,172,2,5000,14:09
2020-06-03 14:45,188,2,5000,14:43
2020-06-03 14:50,190,2,5000,14:47
2020-06-03 14:55,192,2,5000,14:51
2020-06-03 15:00,192,2,5000,14:51
2020-06-03 15:05,197,2,5000,15:00
2020-06-03 15:10,201,2,5000,15:09
2020-06-03 15:15,201,2,5000,15:09
2020-06-03 15:20,205,2,5000,15:16
2020-06-03 15:25,205,2,5000,15:16
2020-06-03 15:30,209,2,5000,15:27
2020-06-03 15:35,213,2,5000,15:33
2020-06-03 15:40,213,2,5000,15:33
2020-06-03 15:45,213,2,5000,15:33
2020-06-03 15:50,213,2,5000,15:33
2020-06-03 15:55,213,2,5000,15:33
2020-06-03 16:00,213,2,5000,15:33
2020-06-03 16:05,213,2,5000,15:33
2020-06-03 16:10,213,2,5000,15:33
2020-06-03 16:15,233,2,5000,16:13
2020-06-03 16:20,235,2,5000,16:17
2020-06-03 16:25,235,2,5000,16:17
2020-06-03 16:30,235,2,5000,16:17
2020-06-03 16:35,241,2,5000,16:34
2020-06-03 16:40,241,2,5000,16:34
2020-06-03 16:45,241,2,5000,16:34
2020-06-03 16:50,241,2,5000,16:34
2020-06-03 16:55,241,2,5000,16:34
2020-06-03 17:00,247,2,5000,16:56
2020-06-03 17:05,247,2,5000,16:56
2020-06-03 17:10,247,2,5000,16:56
2020-06-03 17:15,247,2,5000,16:56
2020-06-03 17:20,251,2,5000,17:15
2020-06-03 17:25,251,2,5000,17:15
2020-06-03 17:30,255,2,5000,17:29
2020-06-03 17:35,255,2,5000,17:31
2020-06-03 17:40,255,2,5000,17:31
2020-06-03 17:45,255,2,5000,17:31
2020-06-03 17:50,255,2,5000,17:31
2020-06-03 17:55,255,2,5000,17:31
2020-06-03 18:00,257,2,5000,17:57
