Datum und Uhrzeit,Anzahl wartender Personen,durchschnittliche Wartezeit in Minuten,nächste Nummer,letzte Aktualisierung
2020-07-28 08:05,0,2,,08:04
2020-07-28 08:10,1,2,111,08:09
2020-07-28 08:15,3,2,113,08:14
2020-07-28 08:20,7,2,5004,08:19
2020-07-28 08:25,2,6,117,08:24
2020-07-28 08:30,2,5,121,08:29
2020-07-28 08:35,2,5,124,08:34
2020-07-28 08:40,0,3,,08:39
2020-07-28 08:45,0,3,,08:44
2020-07-28 08:50,0,2,,08:49
2020-07-28 08:55,5,2,5016,08:54
2020-07-28 09:00,0,3,,08:59
2020-07-28 09:05,3,3,144,09:04
2020-07-28 09:10,4,3,5022,09:09
2020-07-28 09:15,6,3,5023,09:14
2020-07-28 09:20,5,5,5025,09:19
2020-07-28 09:25,5,5,5027,09:24
2020-07-28 09:30,4,6,156,09:29
2020-07-28 09:35,3,6,159,09:34
2020-07-28 09:40,4,7,5032,09:39
2020-07-28 09:45,7,5,5033,09:44
2020-07-28 09:50,7,5,163,09:49
2020-07-28 09:55,6,7,5038,09:54
2020-07-28 10:00,5,9,169,09:59
2020-07-28 10:05,5,6,174,10:04
2020-07-28 10:10,4,6,178,10:09
2020-07-28 10:15,4,6,179,10:14
2020-07-28 10:20,3,6,184,10:19
2020-07-28 10:25,5,5,5051,10:24
2020-07-28 10:30,2,4,190,10:29
2020-07-28 10:35,4,4,5055,10:34
2020-07-28 10:40,3,5,5056,10:39
2020-07-28 10:45,4,5,5056,10:44
2020-07-28 10:50,1,5,198,10:49
2020-07-28 10:55,2,4,202,10:54
2020-07-28 11:00,4,3,204,10:59
2020-07-28 11:05,6,3,5065,11:04
2020-07-28 11:10,4,6,209,11:09
2020-07-28 11:15,5,6,210,11:14
2020-07-28 11:20,2,6,215,11:19
2020-07-28 11:25,5,5,5072,11:24
2020-07-28 11:30,3,6,5074,11:29
2020-07-28 11:35,2,6,222,11:34
2020-07-28 11:40,1,5,223,11:39
2020-07-28 11:45,1,5,226,11:44
2020-07-28 11:50,1,2,233,11:49
2020-07-28 11:55,2,2,5084,11:54
2020-07-28 12:00,0,2,,11:59
2020-07-28 12:05,0,2,,12:04
2020-07-28 12:10,0,2,,12:09
2020-07-28 12:15,0,2,,12:14
2020-07-28 12:20,1,2,258,12:19
2020-07-28 12:25,2,2,260,12:24
2020-07-28 12:30,1,2,264,12:29
2020-07-28 12:35,1,3,267,12:34
2020-07-28 12:40,0,2,,12:39
2020-07-28 12:45,1,2,273,12:44
2020-07-28 12:50,0,2,,12:49
2020-07-28 12:55,0,2,,12:54
2020-07-28 13:00,0,2,,13:00
2020-07-28 13:05,0,2,,13:04
2020-07-28 13:10,0,2,,13:09
2020-07-28 13:15,0,2,,13:14
2020-07-28 13:20,0,2,,13:19
2020-07-28 13:25,4,2,5117,13:24
2020-07-28 13:30,0,2,,13:29
2020-07-28 13:35,2,2,314,13:34
2020-07-28 13:40,0,2,,13:39
2020-07-28 13:45,0,2,,13:44
2020-07-28 13:50,0,2,,13:49
2020-07-28 13:55,0,2,,13:54
2020-07-28 14:00,2,2,331,13:59
2020-07-28 14:05,3,2,333,14:04
2020-07-28 14:10,0,2,,14:09
2020-07-28 14:15,2,3,343,14:14
2020-07-28 14:20,0,3,,14:19
2020-07-28 14:25,1,3,351,14:24
2020-07-28 14:32,2,3,355,14:27
2020-07-28 14:35,3,3,358,14:34
2020-07-28 14:42,3,3,360,14:38
2020-07-28 14:47,3,3,360,14:38
2020-07-28 14:50,5,3,367,14:49
2020-07-28 14:55,6,4,368,14:54
2020-07-28 15:00,4,5,371,14:59
2020-07-28 15:05,1,5,379,15:04
2020-07-28 15:10,1,3,384,15:09
2020-07-28 15:15,1,2,389,15:14
2020-07-28 15:20,3,2,391,15:19
2020-07-28 15:25,1,3,396,15:24
2020-07-28 15:30,0,3,,15:29
2020-07-28 15:35,2,2,403,15:34
2020-07-28 15:40,4,2,407,15:39
2020-07-28 15:45,3,3,412,15:44
2020-07-28 15:50,1,3,415,15:49
2020-07-28 15:55,1,4,420,15:54
2020-07-28 16:00,0,4,,15:59
2020-07-28 16:05,0,3,,16:04
2020-07-28 16:10,0,2,,16:09
2020-07-28 16:15,1,2,434,16:14
2020-07-28 16:20,0,2,,16:19
2020-07-28 16:25,4,2,439,16:24
2020-07-28 16:30,4,2,444,16:29
2020-07-28 16:35,4,4,448,16:34
2020-07-28 16:40,1,5,452,16:39
2020-07-28 16:45,1,4,455,16:44
2020-07-28 16:50,2,4,457,16:49
2020-07-28 16:55,0,3,,16:54
2020-07-28 17:00,2,3,465,16:59
2020-07-28 17:05,2,2,469,17:04
2020-07-28 17:10,0,2,,17:09
2020-07-28 17:15,0,2,,17:14
2020-07-28 17:20,1,2,481,17:19
2020-07-28 17:25,1,2,485,17:24
2020-07-28 17:30,0,2,,17:29
2020-07-28 17:35,0,2,,17:34
2020-07-28 17:40,0,2,,17:39
2020-07-28 17:45,0,2,,17:44
2020-07-28 17:50,0,2,,17:49
2020-07-28 17:55,0,2,,17:54
2020-07-28 18:00,0,2,,17:59
