Datum und Uhrzeit,PH Coesfelder Kreuz,PH Theater,PP Hörsterplatz,PH Alter Steinweg,Busparkplatz,PP Schlossplatz Nord,PP Schlossplatz Süd,PH Aegidii,PP Georgskommende,PH Münster Arkaden,PH Karstadt,PH Stubengasse,PH Bremer Platz,PH Engelenschanze,PH Bahnhofstraße,PH Cineplex,PH Stadthaus 3
2023-07-14 00:00,0,630,0,358,0,0,0,696,0,150,142,259,168,377,218,555,372
2023-07-14 00:15,0,630,0,358,0,0,0,696,0,150,142,259,168,377,218,555,372
2023-07-14 00:30,0,630,0,358,0,0,0,696,0,150,142,259,168,377,218,555,372
2023-07-14 00:45,0,630,0,358,0,0,0,696,0,150,142,259,168,377,218,555,372
2023-07-14 01:00,0,630,0,358,0,0,0,696,0,150,142,259,168,377,218,555,372
2023-07-14 01:15,0,630,0,358,0,0,0,696,0,150,142,259,168,377,218,555,372
2023-07-14 01:30,0,630,0,358,0,0,0,696,0,150,142,259,168,377,218,555,372
2023-07-14 01:45,0,630,0,358,0,0,0,696,0,150,142,259,168,377,218,555,372
2023-07-14 02:00,0,630,0,358,0,0,0,696,0,150,142,259,168,377,218,555,372
2023-07-14 02:15,0,630,0,358,0,0,0,696,0,150,142,259,168,377,218,555,372
2023-07-14 02:30,0,630,0,358,0,0,0,696,0,150,142,259,168,377,218,555,372
2023-07-14 02:45,0,630,0,358,0,0,0,696,0,150,142,259,168,377,218,555,372
2023-07-14 03:00,0,630,0,358,0,0,0,696,0,150,142,259,168,377,218,555,372
2023-07-14 03:15,0,630,0,358,0,0,0,696,0,150,142,259,168,377,218,555,372
2023-07-14 03:30,0,630,0,358,0,0,0,696,0,150,142,259,168,377,218,555,372
2023-07-14 03:45,0,630,0,358,0,0,0,696,0,150,142,259,168,377,218,555,372
2023-07-14 04:00,0,630,0,358,0,0,0,696,0,150,142,259,168,377,218,555,372
2023-07-14 04:15,0,630,0,358,0,0,0,696,0,150,142,259,168,377,218,555,372
2023-07-14 04:30,0,630,0,358,0,0,0,696,0,150,142,259,168,377,218,555,372
2023-07-14 04:45,0,630,0,358,0,0,0,696,0,150,142,259,168,377,218,555,372
2023-07-14 05:00,0,630,0,358,0,0,0,696,0,150,142,259,168,377,218,555,372
2023-07-14 05:15,0,630,0,358,0,0,0,696,0,150,142,259,168,377,218,555,372
2023-07-14 05:30,0,630,0,358,0,0,0,696,0,150,142,259,168,377,218,555,372
2023-07-14 05:45,0,630,0,358,0,0,0,696,0,150,142,259,168,377,218,555,372
2023-07-14 06:00,0,630,0,358,0,0,0,696,0,150,142,259,168,377,218,555,372
2023-07-14 06:05,0,630,0,358,0,0,0,696,0,150,142,259,168,377,218,555,372
2023-07-14 06:10,0,630,0,358,0,0,0,696,0,150,142,259,168,377,218,555,372
2023-07-14 06:15,0,630,0,358,0,0,0,696,0,150,142,259,168,377,218,555,372
2023-07-14 06:20,0,630,0,358,0,0,0,696,0,150,142,259,168,377,218,555,372
2023-07-14 06:25,0,630,0,358,0,0,0,696,0,150,142,259,168,377,218,555,372
2023-07-14 06:30,0,630,0,358,0,0,0,696,0,150,142,259,168,377,218,555,372
2023-07-14 06:35,0,630,0,358,0,0,0,696,0,150,142,259,168,377,218,555,372
2023-07-14 06:40,0,630,0,358,0,0,0,696,0,150,142,259,168,377,218,555,372
2023-07-14 06:45,0,630,0,358,0,0,0,696,0,150,142,259,168,377,218,555,372
2023-07-14 06:50,0,630,0,358,0,0,0,696,0,150,142,259,168,377,218,555,372
2023-07-14 06:55,0,630,0,358,0,0,0,696,0,150,142,259,168,377,218,555,372
2023-07-14 07:00,0,630,0,358,0,0,0,696,0,150,142,259,168,377,218,555,372
2023-07-14 07:05,0,622,175,349,0,0,0,0,214,0,142,259,138,371,213,590,359
2023-07-14 07:10,0,622,0,349,0,0,0,0,214,0,141,259,134,371,214,590,355
2023-07-14 07:15,0,620,0,348,0,0,0,0,213,0,141,259,135,371,214,590,354
2023-07-14 07:20,0,617,0,347,0,0,0,0,213,0,139,259,134,370,214,590,350
2023-07-14 07:25,0,647,0,345,0,0,0,0,214,0,139,257,134,367,215,590,350
2023-07-14 07:30,0,645,0,342,0,0,0,0,213,0,139,257,134,363,210,590,350
2023-07-14 07:35,0,643,0,342,0,0,0,0,212,0,139,255,129,361,207,590,349
2023-07-14 07:40,0,641,0,342,0,0,0,662,211,0,138,256,129,356,206,590,350
2023-07-14 07:45,0,636,166,337,0,0,0,661,211,0,136,252,127,353,206,590,348
2023-07-14 07:50,0,632,164,335,0,0,0,660,211,150,134,250,125,351,203,590,349
2023-07-14 07:55,0,631,159,334,0,0,0,658,208,150,132,246,124,348,204,590,348
2023-07-14 08:00,0,627,153,332,0,0,0,656,208,150,131,246,125,343,206,590,348
2023-07-14 08:05,0,623,149,331,0,0,0,655,208,150,131,245,122,340,208,590,348
2023-07-14 08:10,0,624,147,330,0,0,0,654,208,150,131,244,120,339,206,589,345
