"Datum und Uhrzeit","PH Coesfelder Kreuz","PH Theater","PP Hörsterplatz","PH Alter Steinweg","Busparkplatz","PP Schlossplatz Nord","PP Schlossplatz Süd","PH Aegidii","PP Georgskommende","PH Münster Arkaden","PH Karstadt","PH Stubengasse","PH Bremer Platz","PH Engelenschanze","PH Bahnhofstraße","PH Cineplex","PH Stadthaus 3","PP Hafenmarkt","TG Hafenmarkt","Halle Münsterland P1"
"Anzahl Parkplätze gesamt","(1000)","(743)","(202)","(371)","(63)","(450)","(460)","(750)","(272)","(166)","(187)","(300)","(254)","(460)","(320)","(590)","(500)","(103)","(350)","(212)"
"2026-09-15 00:00","ges",651,"ges",358,"kei","ges","ges",674,"ges",156,170,199,37,228,197,500,414,"ges","ges",168
"2026-09-15 00:15","ges",651,"ges",358,"kei","ges","ges",674,"ges",156,170,199,39,228,196,500,414,"ges","ges",170
"2026-09-15 00:30","ges",652,"ges",358,"kei","ges","ges",674,"ges",156,170,200,39,228,197,500,414,"ges","ges",170
"2026-09-15 00:45","ges",652,"ges",358,"kei","ges","ges",674,"ges",156,170,200,39,228,197,500,414,"ges","ges",170
"2026-09-15 01:00","ges",652,"ges",358,"kei","ges","ges",674,"ges",156,170,200,39,228,197,500,414,"ges","ges",170
"2026-09-15 01:15","ges",652,"ges",358,"kei","ges","ges",674,"ges",156,170,200,39,228,197,500,414,"ges","ges",170
"2026-09-15 01:30","ges",652,"ges",358,"kei","ges","ges",674,"ges",156,170,200,39,228,197,500,414,"ges","ges",170
"2026-09-15 01:45","ges",652,"ges",358,"kei","ges","ges",674,"ges",156,170,200,39,227,197,500,414,"ges","ges",170
"2026-09-15 02:00","ges",652,"ges",358,"kei","ges","ges",674,"ges",156,170,200,39,227,196,500,414,"ges","ges",170
"2026-09-15 02:15","ges",652,"ges",358,"kei","ges","ges",674,"ges",156,170,200,39,227,196,500,414,"ges","ges",170
"2026-09-15 02:30","ges",652,"ges",358,"kei","ges","ges",674,"ges",156,170,200,39,227,196,500,414,"ges","ges",170
"2026-09-15 02:45","ges",652,"ges",358,"kei","ges","ges",674,"ges",156,170,200,39,228,196,500,414,"ges","ges",170
"2026-09-15 03:00","ges",652,"ges",358,"kei","ges","ges",674,"ges",156,170,200,39,228,196,500,414,"ges","ges",170
"2026-09-15 03:15","ges",652,"ges",358,"kei","ges","ges",674,"ges",156,170,200,39,228,196,500,414,"ges","ges",170
"2026-09-15 03:30","ges",652,"ges",358,"kei","ges","ges",674,"ges",156,170,200,39,228,196,500,414,"ges","ges",170
"2026-09-15 03:45","ges",652,"ges",358,"kei","ges","ges",674,"ges",156,170,200,41,228,196,500,414,"ges","ges",170
"2026-09-15 04:00","ges",652,"ges",358,"kei","ges","ges",674,"ges",156,170,200,41,228,196,500,414,"ges","ges",170
"2026-09-15 04:15","ges",652,"ges",358,"kei","ges","ges",674,"ges",156,170,200,40,228,196,500,414,"ges","ges",170
"2026-09-15 04:30","ges",652,"ges",358,"kei","ges","ges",674,"ges",156,170,200,40,228,196,500,414,"ges","ges",170
"2026-09-15 04:45","ges",652,"ges",358,"kei","ges","ges",674,"ges",156,170,200,40,228,196,500,414,"ges","ges",170
"2026-09-15 05:00","ges",652,"ges",358,"kei","ges","ges",674,"ges",156,170,200,39,227,196,500,414,"ges","ges",170
"2026-09-15 05:15","ges",652,"ges",358,"kei","ges","ges",674,"ges",156,170,200,38,227,196,500,414,"ges","ges",170
"2026-09-15 05:30","ges",651,"ges",358,"kei","ges","ges",673,"ges",156,170,200,38,227,195,500,413,"ges","ges",169
"2026-09-15 05:45","ges",652,"ges",357,"kei","ges","ges",673,"ges",156,170,200,34,227,196,500,413,102,285,169
"2026-09-15 06:00","ges",653,"ges",357,"kei","ges","ges",672,"ges",156,170,199,33,226,195,500,410,101,284,170
"2026-09-15 06:05","ges",652,"ges",357,"kei","ges","ges",671,"ges",156,170,199,29,226,194,500,407,101,284,170
"2026-09-15 06:10","ges",651,"ges",356,"kei","ges","ges",671,"ges",156,170,199,29,226,193,500,406,101,284,170
