"Datum und Uhrzeit","PH Coesfelder Kreuz","PH Theater","PP Hörsterplatz","PH Alter Steinweg","Busparkplatz","PP Schlossplatz Nord","PP Schlossplatz Süd","PH Aegidii","PP Georgskommende","PH Münster Arkaden","PH Karstadt","PH Stubengasse","PH Bremer Platz","PH Engelenschanze","PH Bahnhofstraße","PH Cineplex","PH Stadthaus 3","PP Hafenmarkt","TG Hafenmarkt"
"Anzahl Parkplätze gesamt","(1000)","(743)","(202)","(371)","(63)","(450)","(460)","(750)","(272)","(166)","(187)","(300)","(287)","(460)","(320)","(590)","(372)","(206)","(350)"
"2025-08-07 00:00","ges",654,"ges",353,"ges","ges","ges",681,"ges",163,175,217,178,360,206,543,201,206,311
"2025-08-07 00:15","ges",655,"ges",354,"ges","ges","ges",681,"ges",163,175,219,177,360,206,545,202,206,311
"2025-08-07 00:30","ges",655,"ges",354,"ges","ges","ges",681,"ges",163,175,219,177,360,206,545,201,206,311
"2025-08-07 00:45","ges",655,"ges",354,"ges","ges","ges",681,"ges",163,175,219,177,360,206,545,201,206,311
"2025-08-07 01:00","ges",655,"ges",354,"ges","ges","ges",681,"ges",163,175,219,177,360,206,545,201,206,311
"2025-08-07 01:15","ges",655,"ges",354,"ges","ges","ges",681,"ges",163,175,219,177,360,206,545,203,206,311
"2025-08-07 01:30","ges",655,"ges",354,"ges","ges","ges",681,"ges",163,175,219,177,360,206,545,203,206,311
"2025-08-07 01:45","ges",655,"ges",354,"ges","ges","ges",681,"ges",163,175,219,177,360,206,546,202,206,311
"2025-08-07 02:00","ges",655,"ges",354,"ges","ges","ges",681,"ges",163,175,219,177,360,206,546,203,206,311
"2025-08-07 02:15","ges",655,"ges",354,"ges","ges","ges",681,"ges",163,175,219,177,360,206,546,204,206,311
"2025-08-07 02:30","ges",655,"ges",354,"ges","ges","ges",681,"ges",163,175,219,177,360,206,546,204,206,311
"2025-08-07 02:45","ges",655,"ges",354,"ges","ges","ges",681,"ges",163,175,219,177,360,206,546,204,206,311
"2025-08-07 03:00","ges",655,"ges",354,"ges","ges","ges",681,"ges",163,175,219,177,360,206,546,204,206,311
"2025-08-07 03:15","ges",655,"ges",354,"ges","ges","ges",681,"ges",163,175,219,177,360,206,546,204,206,311
"2025-08-07 03:30","ges",655,"ges",354,"ges","ges","ges",681,"ges",163,175,219,177,360,206,546,204,206,311
"2025-08-07 03:45","ges",655,"ges",354,"ges","ges","ges",681,"ges",163,175,219,177,360,206,546,204,206,311
"2025-08-07 04:00","ges",655,"ges",354,"ges","ges","ges",681,"ges",163,175,219,177,360,206,546,204,206,311
"2025-08-07 04:15","ges",655,"ges",354,"ges","ges","ges",681,"ges",163,175,219,177,360,206,546,204,206,311
"2025-08-07 04:30","ges",655,"ges",354,"ges","ges","ges",681,"ges",163,175,219,177,360,206,546,204,206,311
"2025-08-07 04:45","ges",655,"ges",354,"ges","ges","ges",681,"ges",163,175,219,177,360,206,546,204,206,311
"2025-08-07 05:00","ges",655,"ges",354,"ges","ges","ges",681,"ges",163,175,219,177,360,206,546,203,206,311
"2025-08-07 05:15","ges",655,"ges",354,"ges","ges","ges",681,"ges",163,175,219,177,360,206,546,203,206,311
"2025-08-07 05:30","ges",655,"ges",354,"ges","ges","ges",681,"ges",163,175,219,177,360,206,546,202,206,311
"2025-08-07 05:45","ges",655,"ges",354,"ges","ges","ges",681,"ges",163,175,219,177,360,206,546,203,206,311
"2025-08-07 06:00","ges",655,"ges",354,"ges","ges","ges",681,"ges",163,175,219,177,360,206,546,198,206,311
"2025-08-07 06:05","ges",655,"ges",354,"ges","ges","ges",681,"ges",163,175,219,177,360,206,546,193,206,311
"2025-08-07 06:10","ges",655,"ges",354,"ges","ges","ges",681,"ges",163,175,219,177,360,206,546,193,206,311
"2025-08-07 06:15","ges",655,"ges",354,"ges","ges","ges",681,"ges",163,175,219,177,360,206,546,191,206,311
"2025-08-07 06:20","ges",655,"ges",354,"ges","ges","ges",681,"ges",163,175,219,177,360,206,545,188,206,311
"2025-08-07 06:25","ges",655,"ges",354,"ges","ges","ges",681,"ges",163,175,219,177,360,206,544,186,206,311
"2025-08-07 06:30","ges",654,"ges",347,"ges","ges","ges",677,"ges",163,175,218,169,362,201,543,184,204,311
"2025-08-07 06:35","ges",655,"ges",345,"ges","ges","ges",675,"ges",163,175,217,169,362,201,541,179,204,312
"2025-08-07 06:40","ges",655,"ges",345,"ges","ges","ges",674,"ges",163,175,217,168,362,201,538,177,206,312
"2025-08-07 06:45","ges",655,"ges",344,"ges","ges",350,672,"ges",163,175,217,168,361,201,537,175,206,312
"2025-08-07 06:50","ges",655,"ges",343,63,"ges",350,669,"ges",163,175,217,167,358,201,535,171,206,312
"2025-08-07 06:55","ges",654,164,342,63,"ges",350,668,"ges",163,175,216,166,356,201,531,171,206,312
"2025-08-07 07:00","ges",653,164,342,63,"ges",350,668,246,163,175,216,166,354,202,531,168,206,310
"2025-08-07 07:05","ges",649,163,343,63,"ges",350,663,246,163,175,216,165,352,201,529,163,206,309
"2025-08-07 07:10","ges",648,163,344,63,"ges",350,663,247,163,175,215,165,352,203,528,162,206,309
"2025-08-07 07:15","ges",646,162,343,63,"ges",350,660,246,163,170,213,165,352,203,527,160,204,309
"2025-08-07 07:20","ges",646,176,342,63,"ges",350,660,246,163,170,214,166,350,203,526,159,202,309
"2025-08-07 07:25","ges",645,175,342,63,"ges",350,658,246,163,170,215,165,345,203,521,159,204,307
"2025-08-07 07:30","ges",640,171,340,63,"ges",350,656,246,163,168,214,166,342,202,518,156,202,304
"2025-08-07 07:35","ges",639,170,337,63,"ges",350,649,246,163,166,216,165,338,200,516,152,200,303
"2025-08-07 07:40","ges",634,170,330,63,"ges",350,645,245,163,163,216,164,337,199,515,154,198,304
"2025-08-07 07:45","ges",633,169,328,63,"ges",350,637,245,163,163,214,163,332,200,512,149,194,299
"2025-08-07 07:50","ges",629,165,327,63,"ges",350,635,245,163,161,212,162,328,203,512,149,200,300
"2025-08-07 07:55","ges",627,164,320,63,"ges",350,631,244,161,160,212,162,326,202,510,148,198,299
"2025-08-07 08:00","ges",619,161,314,63,"ges",350,625,244,159,159,210,163,320,198,510,149,198,301
