"Datum und Uhrzeit","PH Coesfelder Kreuz","PH Theater","PP Hörsterplatz","PH Alter Steinweg","Busparkplatz","PP Schlossplatz Nord","PP Schlossplatz Süd","PH Aegidii","PP Georgskommende","PH Münster Arkaden","PH Karstadt","PH Stubengasse","PH Bremer Platz","PH Engelenschanze","PH Bahnhofstraße","PH Cineplex","PH Stadthaus 3","PP Hafenmarkt","TG Hafenmarkt"
"Anzahl Parkplätze gesamt","(1000)","(743)","(202)","(371)","(63)","(450)","(460)","(750)","(272)","(166)","(187)","(300)","(287)","(460)","(320)","(590)","(372)","(204)","(350)"
"2025-08-26 00:00","ges",657,"ges",356,"ges","ges","ges",674,"ges",164,175,222,212,327,235,590,215,202,306
"2025-08-26 00:15","ges",657,"ges",356,"ges","ges","ges",674,"ges",164,175,222,215,327,235,590,215,202,306
"2025-08-26 00:30","ges",657,"ges",356,"ges","ges","ges",674,"ges",164,175,222,215,327,235,590,215,202,306
"2025-08-26 00:45","ges",657,"ges",356,"ges","ges","ges",674,"ges",164,175,222,215,327,235,590,215,202,306
"2025-08-26 01:00","ges",657,"ges",356,"ges","ges","ges",674,"ges",164,175,222,215,327,235,590,215,202,306
"2025-08-26 01:15","ges",657,"ges",356,"ges","ges","ges",674,"ges",164,175,222,215,327,235,590,215,202,306
"2025-08-26 01:30","ges",657,"ges",356,"ges","ges","ges",674,"ges",164,175,222,215,327,235,590,215,202,306
"2025-08-26 01:45","ges",657,"ges",356,"ges","ges","ges",674,"ges",164,175,222,215,327,235,590,215,202,306
"2025-08-26 02:00","ges",657,"ges",356,"ges","ges","ges",674,"ges",164,175,222,215,327,235,590,215,202,306
"2025-08-26 02:15","ges",657,"ges",356,"ges","ges","ges",674,"ges",164,175,222,215,327,235,590,215,202,306
"2025-08-26 02:30","ges",657,"ges",356,"ges","ges","ges",674,"ges",164,175,222,215,327,235,590,215,202,306
"2025-08-26 02:45","ges",657,"ges",356,"ges","ges","ges",674,"ges",164,175,222,215,327,235,590,215,202,306
"2025-08-26 03:00","ges",657,"ges",356,"ges","ges","ges",674,"ges",164,175,222,215,327,235,590,215,202,306
"2025-08-26 03:15","ges",657,"ges",356,"ges","ges","ges",674,"ges",164,175,222,215,327,235,590,215,202,306
"2025-08-26 03:30","ges",657,"ges",356,"ges","ges","ges",674,"ges",164,175,222,215,327,235,590,215,202,306
"2025-08-26 03:45","ges",657,"ges",356,"ges","ges","ges",674,"ges",164,175,222,215,327,235,590,215,202,306
"2025-08-26 04:00","ges",657,"ges",356,"ges","ges","ges",674,"ges",164,175,222,215,327,235,590,215,202,306
"2025-08-26 04:15","ges",657,"ges",356,"ges","ges","ges",674,"ges",164,175,222,215,327,235,590,215,202,306
"2025-08-26 04:30","ges",657,"ges",356,"ges","ges","ges",674,"ges",164,175,222,215,327,235,590,215,202,306
"2025-08-26 04:45","ges",657,"ges",356,"ges","ges","ges",674,"ges",164,175,222,215,327,235,590,215,202,306
"2025-08-26 05:00","ges",657,"ges",356,"ges","ges","ges",674,"ges",164,175,222,215,327,235,590,215,202,306
"2025-08-26 05:15","ges",657,"ges",356,"ges","ges","ges",674,"ges",164,175,222,215,327,235,590,215,202,306
"2025-08-26 05:30","ges",657,"ges",356,"ges","ges","ges",674,"ges",164,175,222,215,327,235,590,214,202,306
"2025-08-26 05:45","ges",657,"ges",356,"ges","ges","ges",674,"ges",164,175,222,215,327,235,590,212,202,306
"2025-08-26 06:00","ges",657,"ges",356,"ges","ges","ges",674,"ges",164,175,222,215,327,235,590,211,202,306
"2025-08-26 06:05","ges",657,"ges",356,"ges","ges","ges",674,"ges",164,175,222,215,327,235,590,209,202,306
"2025-08-26 06:10","ges",657,"ges",356,"ges","ges","ges",674,"ges",164,175,222,215,327,235,590,209,202,306
"2025-08-26 06:15","ges",657,"ges",356,"ges","ges","ges",674,"ges",164,175,222,215,327,235,589,208,202,306
"2025-08-26 06:20","ges",657,"ges",356,"ges","ges","ges",674,"ges",164,175,222,215,327,235,589,206,202,306
"2025-08-26 06:25","ges",657,"ges",356,"ges","ges","ges",674,"ges",164,175,222,215,327,235,589,205,202,306
"2025-08-26 06:30","ges",657,"ges",356,"ges","ges","ges",674,240,164,175,222,215,327,235,589,203,202,306
"2025-08-26 06:35","ges",657,"ges",356,"ges","ges","ges",674,240,164,175,222,215,327,235,588,195,202,306
"2025-08-26 06:40","ges",657,"ges",356,"ges","ges",150,674,240,164,175,222,215,327,235,587,190,202,306
"2025-08-26 06:45","ges",657,"ges",356,"ges","ges",150,674,239,164,175,222,215,327,235,586,188,202,306
"2025-08-26 06:50","ges",657,"ges",356,"ges","ges",150,674,239,164,175,222,215,327,235,586,183,202,306
"2025-08-26 06:55","ges",657,185,356,63,"ges",150,674,239,164,175,222,215,327,235,584,181,202,306
"2025-08-26 07:00","ges",657,185,356,63,"ges",150,674,239,164,175,222,215,327,235,580,174,202,306
"2025-08-26 07:05","ges",647,183,349,63,"ges",150,651,239,164,175,219,184,319,219,578,174,190,307
"2025-08-26 07:10","ges",644,183,348,63,"ges",150,650,239,164,175,219,185,317,219,573,170,190,308
"2025-08-26 07:15","ges",642,183,346,63,"ges",150,648,239,164,175,219,183,318,217,570,169,192,308
"2025-08-26 07:20","ges",640,183,346,63,"ges",150,646,240,164,169,219,182,316,217,570,163,196,308
"2025-08-26 07:25","ges",641,179,343,63,"ges",150,643,240,164,168,218,180,315,216,570,160,194,307
"2025-08-26 07:30","ges",638,178,339,63,"ges",150,641,240,164,167,215,178,315,213,566,159,198,306
"2025-08-26 07:35","ges",636,177,334,63,"ges",150,636,240,164,166,212,177,313,213,562,156,198,307
"2025-08-26 07:40","ges",631,175,331,63,"ges",150,634,240,164,165,209,176,310,208,559,153,196,307
"2025-08-26 07:45","ges",630,175,329,63,"ges",150,630,240,164,164,209,177,305,204,559,152,194,307
"2025-08-26 07:50","ges",627,174,328,63,"ges",150,628,238,164,164,207,175,303,203,558,150,186,306
"2025-08-26 07:55","ges",624,170,325,63,"ges",150,624,236,161,163,207,176,302,201,552,149,188,305
"2025-08-26 08:00","ges",617,165,323,63,"ges",150,619,238,157,159,205,175,302,201,550,149,184,303
"2025-08-26 08:05","ges",609,161,319,63,"ges",350,616,236,153,159,202,174,299,201,543,150,184,301
"2025-08-26 08:10","ges",607,161,320,63,"ges",350,604,236,152,158,197,173,296,201,542,149,182,299
"2025-08-26 08:15","ges",604,155,317,63,"ges",350,599,235,149,158,192,173,296,198,542,146,180,300
"2025-08-26 08:20","ges",599,151,315,63,"ges",350,591,235,148,157,193,172,293,196,542,146,180,300
"2025-08-26 08:25","ges",594,148,313,63,"ges",350,587,234,147,155,194,172,293,196,540,145,180,301
"2025-08-26 08:30","ges",592,145,308,63,"ges",350,581,233,143,154,193,172,286,192,540,145,180,298
"2025-08-26 08:35","ges",589,139,303,63,"ges",350,571,232,140,153,195,170,285,190,538,145,180,297
