Datum und Uhrzeit,PH Theater,PP Hörsterplatz,PH Alter Steinweg,Busparkplatz,PP Schlossplatz Nord,PP Schlossplatz Süd,PH Aegidii,PP Georgskommende,PH Münster Arkaden,PH Karstadt,PH Stubengasse,PH Bremer Platz,PH Engelenschanze,PH Bahnhofstraße,PH Cineplex,PH Stadthaus 3
2020-02-22 00:00,628,0,312,0,0,0,686,0,150,155,117,184,371,250,443,218
2020-02-22 00:15,628,0,312,0,0,0,686,0,150,155,117,184,371,250,443,218
2020-02-22 00:30,628,0,312,0,0,0,686,0,150,155,117,184,371,250,443,218
2020-02-22 00:45,628,0,312,0,0,0,686,0,150,155,117,184,371,250,443,218
2020-02-22 01:00,628,0,312,0,0,0,686,0,150,155,117,184,371,250,443,218
2020-02-22 01:15,628,0,312,0,0,0,686,0,150,155,117,184,371,250,443,218
2020-02-22 01:30,628,0,312,0,0,0,686,0,150,155,117,184,371,250,443,218
2020-02-22 01:45,628,0,312,0,0,0,686,0,150,155,117,184,371,250,443,218
2020-02-22 02:00,628,0,312,0,0,0,686,0,150,155,117,184,371,250,443,218
2020-02-22 02:15,628,0,312,0,0,0,686,0,150,155,117,184,371,250,443,218
2020-02-22 02:30,628,0,312,0,0,0,686,0,150,155,117,184,371,250,443,218
2020-02-22 02:45,628,0,312,0,0,0,686,0,150,155,117,184,371,250,443,218
2020-02-22 03:00,628,0,312,0,0,0,686,0,150,155,117,184,371,250,443,218
2020-02-22 03:15,628,0,312,0,0,0,686,0,150,155,117,184,371,250,443,218
2020-02-22 03:30,628,0,312,0,0,0,686,0,150,155,117,184,371,250,443,218
2020-02-22 03:45,628,0,312,0,0,0,686,0,150,155,117,184,371,250,443,218
2020-02-22 04:00,628,0,312,0,0,0,686,0,150,155,117,184,371,250,443,218
2020-02-22 04:15,628,0,312,0,0,0,686,0,150,155,117,184,371,250,443,218
2020-02-22 04:30,628,0,312,0,0,0,686,0,150,155,117,184,371,250,443,218
2020-02-22 04:45,628,0,312,0,0,0,686,0,150,155,117,184,371,250,443,218
2020-02-22 05:00,628,0,312,0,0,0,686,0,150,155,117,184,371,250,443,218
2020-02-22 05:15,628,0,312,0,0,0,686,0,150,155,117,184,371,250,443,218
2020-02-22 05:30,628,0,312,0,0,0,686,0,150,155,117,184,371,250,443,218
2020-02-22 05:45,628,0,312,0,0,0,686,0,150,155,117,184,371,250,443,218
2020-02-22 06:00,628,0,312,0,0,0,686,0,150,155,117,184,371,250,443,218
2020-02-22 06:05,628,0,312,0,0,0,686,0,150,155,117,184,371,250,443,218
2020-02-22 06:10,628,0,312,0,0,0,686,0,150,155,117,184,371,250,443,218
2020-02-22 06:15,628,0,312,0,0,0,686,0,150,155,117,184,371,250,443,218
2020-02-22 06:20,628,0,312,0,0,0,686,0,150,155,117,184,371,250,443,218
2020-02-22 06:25,628,0,312,0,0,0,686,0,150,155,117,184,371,250,443,218
2020-02-22 06:30,628,0,312,0,0,0,686,0,150,155,117,184,371,250,443,218
2020-02-22 06:35,628,0,312,0,0,0,686,0,150,155,117,184,371,250,443,218
2020-02-22 06:40,628,0,312,0,0,0,686,0,150,155,117,184,371,250,443,218
2020-02-22 06:45,628,0,312,0,0,0,686,0,150,155,117,184,371,250,443,218
2020-02-22 06:50,628,0,312,0,0,0,686,0,150,155,117,184,371,250,443,218
2020-02-22 06:55,628,0,312,0,0,0,686,0,150,155,117,184,371,250,443,218
2020-02-22 07:00,628,0,312,0,0,0,686,0,150,155,117,184,371,250,443,218
2020-02-22 07:05,663,188,356,63,349,400,702,235,0,155,125,170,388,268,539,230
2020-02-22 07:10,663,188,356,63,349,400,702,235,0,155,124,169,388,268,539,230
2020-02-22 07:15,663,188,356,63,349,400,702,235,0,154,124,171,388,268,539,230
2020-02-22 07:20,662,188,354,63,349,400,700,235,0,159,124,169,387,268,539,230
2020-02-22 07:25,662,188,353,63,349,400,698,235,0,158,124,168,387,268,539,230
2020-02-22 07:30,662,187,352,63,349,400,696,235,0,157,124,168,387,268,539,230
2020-02-22 07:35,661,187,351,63,349,400,693,235,0,156,124,171,387,267,538,230
2020-02-22 07:40,660,186,351,63,349,400,692,235,0,155,124,169,386,267,537,230
2020-02-22 07:45,657,186,351,63,349,400,688,235,0,153,124,167,386,265,537,230
2020-02-22 07:50,657,186,351,63,349,400,684,235,150,153,123,168,384,264,537,230
2020-02-22 07:55,655,185,351,63,349,400,682,235,150,153,122,164,386,263,537,230
2020-02-22 08:00,653,183,350,58,349,400,680,235,150,153,120,166,386,263,537,230
2020-02-22 08:05,653,183,351,57,349,400,678,235,150,153,117,166,385,264,537,230
2020-02-22 08:10,652,184,351,57,349,400,677,235,150,152,116,163,384,262,537,230
2020-02-22 08:15,652,184,350,56,349,399,674,235,150,152,115,160,383,262,537,230
2020-02-22 08:20,650,183,350,53,349,399,671,235,150,152,112,161,380,261,537,230
2020-02-22 08:25,649,181,350,52,350,398,666,235,150,152,110,163,380,258,537,229
2020-02-22 08:30,648,180,348,51,350,397,662,235,147,151,109,163,382,257,537,229
2020-02-22 08:35,647,177,345,51,350,395,660,235,143,151,109,161,381,256,537,229
2020-02-22 08:40,646,177,344,51,350,393,660,235,141,150,108,161,379,256,537,229
2020-02-22 08:45,645,176,340,51,350,392,656,231,136,149,109,159,376,253,538,229
2020-02-22 08:50,645,177,336,51,350,389,653,230,132,148,111,157,373,250,538,229
2020-02-22 08:55,643,170,329,51,350,386,646,228,128,145,108,153,367,250,538,230
2020-02-22 09:00,637,167,325,51,350,385,641,226,120,143,106,154,363,250,537,230
2020-02-22 09:05,631,163,319,50,350,381,630,225,109,140,102,152,361,249,536,230
2020-02-22 09:10,627,159,315,47,350,380,619,223,98,138,99,154,357,249,535,230
2020-02-22 09:15,622,158,312,47,350,378,607,222,94,136,93,158,357,247,535,230
2020-02-22 09:20,613,154,308,47,351,373,594,221,85,129,91,159,350,245,535,230
2020-02-22 09:25,601,152,300,47,351,368,575,219,73,125,88,156,345,245,534,230
2020-02-22 09:30,600,149,288,47,351,365,556,214,57,114,78,151,337,242,534,230
2020-02-22 09:35,591,139,276,47,352,361,545,208,44,105,68,148,337,239,533,230
2020-02-22 09:40,583,131,266,47,0,358,527,206,39,104,64,147,335,235,533,230
2020-02-22 09:45,573,124,256,45,353,350,509,200,33,98,54,145,325,231,533,230
2020-02-22 09:50,564,117,247,45,353,345,499,197,29,92,45,143,321,228,532,230
2020-02-22 09:55,551,109,235,45,332,335,485,191,16,83,36,138,316,223,532,230
2020-02-22 10:00,545,103,214,45,330,330,454,188,8,77,28,135,312,217,532,229
2020-02-22 10:05,525,91,210,45,323,320,423,182,0,69,19,134,307,211,531,230
2020-02-22 10:10,508,76,188,43,318,313,385,180,0,64,7,132,290,209,531,230
2020-02-22 10:15,498,72,171,41,315,307,370,175,0,56,0,134,285,207,531,231
2020-02-22 10:20,491,68,151,38,310,302,340,168,0,42,0,127,276,201,528,231
2020-02-22 10:25,478,60,126,35,307,293,312,164,0,28,0,122,267,202,527,231
2020-02-22 10:30,464,52,91,33,305,280,285,162,0,16,0,117,257,195,527,232
2020-02-22 10:35,456,52,72,32,298,272,258,156,0,0,0,113,250,191,525,232
2020-02-22 10:40,441,48,63,34,299,266,243,151,0,0,0,106,238,184,526,232
