"Datum und Uhrzeit","PH Coesfelder Kreuz","PH Theater","PP Hörsterplatz","PH Alter Steinweg","Busparkplatz","PP Schlossplatz Nord","PP Schlossplatz Süd","PH Aegidii","PP Georgskommende","PH Münster Arkaden","PH Karstadt","PH Stubengasse","PH Bremer Platz","PH Engelenschanze","PH Bahnhofstraße","PH Cineplex","PH Stadthaus 3","PP Hafenmarkt","TG Hafenmarkt"
"Anzahl Parkplätze gesamt","(1000)","(743)","(202)","(371)","(63)","(450)","(460)","(750)","(272)","(166)","(187)","(300)","(287)","(460)","(320)","(590)","(372)","(205)","(350)"
"2025-07-16 00:00","ges",665,"ges",352,"ges","ges","ges",661,"ges",158,173,223,146,338,213,560,204,204,298
"2025-07-16 00:15","ges",665,"ges",352,"ges","ges","ges",662,"ges",158,173,223,146,338,213,560,204,204,298
"2025-07-16 00:30","ges",665,"ges",352,"ges","ges","ges",662,"ges",158,173,223,146,338,213,560,205,204,298
"2025-07-16 00:45","ges",665,"ges",352,"ges","ges","ges",662,"ges",158,173,223,146,338,213,561,205,204,298
"2025-07-16 01:00","ges",665,"ges",352,"ges","ges","ges",662,"ges",158,173,223,146,338,213,561,205,204,298
"2025-07-16 01:15","ges",665,"ges",352,"ges","ges","ges",662,"ges",158,173,223,146,338,213,562,205,204,298
"2025-07-16 01:30","ges",665,"ges",352,"ges","ges","ges",662,"ges",158,173,223,146,338,213,562,205,204,298
"2025-07-16 01:45","ges",665,"ges",352,"ges","ges","ges",662,"ges",158,173,223,146,338,213,562,205,204,298
"2025-07-16 02:00","ges",665,"ges",352,"ges","ges","ges",662,"ges",158,173,223,146,338,213,562,205,204,298
"2025-07-16 02:15","ges",665,"ges",352,"ges","ges","ges",662,"ges",158,173,223,146,338,213,562,205,204,298
"2025-07-16 02:30","ges",665,"ges",352,"ges","ges","ges",662,"ges",158,173,223,146,338,213,562,205,204,298
"2025-07-16 02:45","ges",665,"ges",352,"ges","ges","ges",662,"ges",158,173,223,146,338,213,562,205,204,298
"2025-07-16 03:00","ges",665,"ges",352,"ges","ges","ges",662,"ges",158,173,223,146,338,213,562,205,204,298
"2025-07-16 03:15","ges",665,"ges",352,"ges","ges","ges",662,"ges",158,173,223,146,338,213,562,205,204,298
"2025-07-16 03:30","ges",665,"ges",352,"ges","ges","ges",662,"ges",158,173,223,146,338,213,562,205,204,298
"2025-07-16 03:45","ges",665,"ges",352,"ges","ges","ges",662,"ges",158,173,223,146,338,213,562,205,204,298
"2025-07-16 04:00","ges",665,"ges",352,"ges","ges","ges",662,"ges",158,173,223,146,338,213,562,205,204,298
"2025-07-16 04:15","ges",665,"ges",352,"ges","ges","ges",662,"ges",158,173,223,146,338,213,562,205,204,298
"2025-07-16 04:30","ges",665,"ges",352,"ges","ges","ges",662,"ges",158,173,223,146,338,213,562,205,204,298
"2025-07-16 04:45","ges",665,"ges",352,"ges","ges","ges",662,"ges",158,173,223,146,338,213,562,205,204,298
"2025-07-16 05:00","ges",665,"ges",352,"ges","ges","ges",662,"ges",158,173,223,146,338,213,562,205,204,298
"2025-07-16 05:15","ges",665,"ges",352,"ges","ges","ges",662,"ges",158,173,223,146,338,213,562,205,204,298
"2025-07-16 05:30","ges",665,"ges",352,"ges","ges","ges",662,"ges",158,173,223,146,338,213,562,204,204,298
"2025-07-16 05:45","ges",665,"ges",352,"ges","ges","ges",662,"ges",158,173,223,146,338,213,562,202,204,298
"2025-07-16 06:00","ges",665,"ges",352,"ges","ges","ges",662,"ges",158,173,223,146,338,213,562,201,204,298
"2025-07-16 06:05","ges",665,"ges",352,"ges","ges","ges",662,"ges",158,173,223,146,338,213,561,197,204,298
"2025-07-16 06:10","ges",665,"ges",352,"ges","ges","ges",662,"ges",158,173,223,146,338,213,561,195,204,298
"2025-07-16 06:15","ges",665,"ges",352,"ges","ges","ges",662,"ges",158,173,223,146,338,213,560,192,204,298
"2025-07-16 06:20","ges",665,"ges",352,"ges","ges","ges",662,"ges",158,173,223,146,338,213,560,191,204,298
"2025-07-16 06:25","ges",665,"ges",352,"ges","ges","ges",662,"ges",158,173,223,146,338,213,558,187,204,298
"2025-07-16 06:30","ges",665,"ges",352,"ges","ges","ges",662,"ges",158,173,223,146,338,213,556,183,204,298
"2025-07-16 06:35","ges",665,"ges",352,"ges","ges","ges",662,"ges",158,173,223,146,338,213,557,180,204,298
"2025-07-16 06:40","ges",665,"ges",352,"ges","ges","ges",662,"ges",158,173,223,146,338,213,555,176,204,298
"2025-07-16 06:45","ges",665,"ges",352,"ges","ges","ges",662,196,158,173,223,146,338,213,555,173,204,298
