"Datum und Uhrzeit","PH Coesfelder Kreuz","PH Theater","PP Hörsterplatz","PH Alter Steinweg","Busparkplatz","PP Schlossplatz Nord","PP Schlossplatz Süd","PH Aegidii","PP Georgskommende","PH Münster Arkaden","PH Karstadt","PH Stubengasse","PH Bremer Platz","PH Engelenschanze","PH Bahnhofstraße","PH Cineplex","PH Stadthaus 3","PP Hafenmarkt","TG Hafenmarkt","Halle Münsterland P1"
"Anzahl Parkplätze gesamt","(1000)","(743)","(202)","(371)","(63)","(450)","(460)","(750)","(272)","(166)","(187)","(300)","(287)","(460)","(320)","(590)","(372)","(103)","(350)","(212)"
"2026-07-11 00:00","ges",639,"ges",323,"kei","kei","ges",662,"ges",166,170,221,112,329,217,489,372,"ges",258,152
"2026-07-11 00:15","ges",639,"ges",327,"kei","kei","ges",664,"ges",166,170,223,112,332,218,494,372,"ges",264,151
"2026-07-11 00:30","ges",641,"ges",333,"kei","kei","ges",666,"ges",166,170,223,111,333,218,500,372,"ges",271,149
"2026-07-11 00:45","ges",641,"ges",334,"kei","kei","ges",667,"ges",166,170,223,113,334,216,500,372,"ges",273,150
"2026-07-11 01:00","ges",641,"ges",335,"kei","kei","ges",666,"ges",166,170,223,114,334,216,500,372,"ges",275,150
"2026-07-11 01:15","ges",643,"ges",335,"kei","kei","ges",666,"ges",166,170,223,116,335,216,500,372,"ges",277,149
"2026-07-11 01:30","ges",643,"ges",337,"kei","kei","ges",667,"ges",166,170,222,117,335,216,500,372,"ges",278,152
"2026-07-11 01:45","ges",643,"ges",341,"kei","kei","ges",667,"ges",166,170,222,117,339,216,500,372,"ges",278,152
"2026-07-11 02:00","ges",643,"ges",343,"kei","kei","ges",667,"ges",166,170,222,118,339,216,500,372,"ges",279,151
"2026-07-11 02:15","ges",643,"ges",343,"kei","kei","ges",667,"ges",166,170,222,118,339,216,500,372,"ges","ges",151
"2026-07-11 02:30","ges",643,"ges",343,"kei","kei","ges",667,"ges",166,170,222,120,339,217,500,372,"ges","ges",151
"2026-07-11 02:45","ges",643,"ges",344,"kei","kei","ges",667,"ges",166,170,222,129,339,217,500,372,"ges","ges",151
"2026-07-11 03:00","ges",643,"ges",345,"kei","kei","ges",667,"ges",166,170,222,130,339,218,500,372,"ges","ges",151
"2026-07-11 03:15","ges",643,"ges",345,"kei","kei","ges",668,"ges",166,170,222,130,340,220,500,372,"ges","ges",151
"2026-07-11 03:30","ges",643,"ges",345,"kei","kei","ges",668,"ges",166,170,222,130,340,220,500,372,"ges","ges",151
"2026-07-11 03:45","ges",643,"ges",345,"kei","kei","ges",668,"ges",166,170,222,130,340,220,500,372,"ges","ges",152
"2026-07-11 04:00","ges",643,"ges",345,"kei","kei","ges",668,"ges",166,170,222,130,340,220,500,372,"ges","ges",152
"2026-07-11 04:15","ges",643,"ges",345,"kei","kei","ges",668,"ges",166,170,222,129,340,220,500,372,"ges","ges",152
"2026-07-11 04:30","ges",643,"ges",345,"kei","kei","ges",668,"ges",166,170,222,129,340,220,500,372,"ges","ges",152
"2026-07-11 04:45","ges",643,"ges",345,"kei","kei","ges",668,"ges",166,170,222,129,341,219,500,372,"ges","ges",151
"2026-07-11 05:00","ges",643,"ges",345,"kei","kei","ges",668,"ges",166,170,222,128,341,219,500,372,"ges","ges",153
"2026-07-11 05:15","ges",643,"ges",345,"kei","kei","ges",667,"ges",166,170,222,128,341,219,500,372,"ges","ges",154
"2026-07-11 05:30","ges",643,"ges",345,"kei","kei","ges",667,"ges",166,170,222,128,341,219,500,372,"ges","ges",155
"2026-07-11 05:45","ges",643,"ges",344,"kei","kei","ges",667,"ges",166,170,222,128,340,219,500,372,102,279,154
"2026-07-11 06:00","ges",642,"ges",343,"kei","kei","ges",667,"ges",166,170,221,128,340,219,500,372,101,277,153
"2026-07-11 06:05","ges",642,"ges",343,"kei","kei","ges",667,"ges",166,170,221,128,340,219,500,372,99,277,153
"2026-07-11 06:10","ges",642,"ges",343,"kei","kei","ges",667,"ges",166,170,221,128,340,219,500,372,99,276,153
"2026-07-11 06:15","ges",642,"ges",343,"kei","kei","ges",667,"ges",166,170,221,128,340,219,500,372,99,276,153
"2026-07-11 06:20","ges",642,"ges",342,"kei","kei","ges",667,"ges",166,170,221,128,340,220,500,372,99,276,154
"2026-07-11 06:25","ges",642,"ges",342,"kei","kei","ges",667,199,166,170,221,128,340,220,500,372,99,276,154
"2026-07-11 06:30","ges",642,"ges",342,"kei","kei","ges",665,195,166,170,221,128,340,220,500,372,99,276,154
"2026-07-11 06:35","ges",642,"ges",342,"kei","kei","ges",665,194,166,170,221,127,340,220,500,372,100,276,156
"2026-07-11 06:40","ges",642,"ges",342,"kei","kei","ges",665,193,166,170,221,126,340,220,500,372,100,276,157
"2026-07-11 06:45","ges",642,"ges",342,"kei","kei",350,664,193,166,170,221,125,340,220,500,372,100,276,157
"2026-07-11 06:50","ges",641,"ges",342,"kei","kei",350,659,193,166,170,221,125,340,220,500,372,100,275,158
"2026-07-11 06:55","ges",641,"ges",338,"kei","kei",350,658,192,166,170,221,125,340,220,500,372,102,275,158
"2026-07-11 07:00","ges",641,"ges",335,"kei","kei",350,653,194,166,170,221,124,340,219,500,372,102,275,159
"2026-07-11 07:05","ges",640,169,335,"kei","kei",350,666,194,166,170,221,123,340,219,500,372,102,275,158
"2026-07-11 07:10","ges",638,170,332,"kei","kei",350,661,192,166,170,220,121,340,218,500,372,101,274,159
"2026-07-11 07:15","ges",637,168,332,"kei","kei",350,658,192,166,170,220,121,341,218,500,372,101,273,158
"2026-07-11 07:20","ges",636,168,332,"kei","kei",350,656,191,166,170,220,121,341,218,500,372,100,274,160
"2026-07-11 07:25","ges",634,168,332,"kei","kei",350,657,191,166,170,219,119,342,219,500,372,99,273,156
"2026-07-11 07:30","ges",634,168,333,"kei","kei",350,654,191,166,170,219,118,341,219,500,372,97,273,153
"2026-07-11 07:35","ges",633,168,334,"kei","kei",350,655,191,166,170,219,118,341,218,500,372,97,271,150
"2026-07-11 07:40","ges",632,168,335,"kei","kei",350,650,190,166,170,218,117,341,218,500,372,98,270,148
"2026-07-11 07:45","ges",631,168,334,"kei","kei",350,649,190,166,170,217,118,341,218,500,372,95,269,144
"2026-07-11 07:50","ges",630,168,330,"kei","kei",350,645,191,166,170,215,118,342,221,500,372,96,270,141
"2026-07-11 07:55","ges",630,168,331,"kei","kei",350,643,190,165,170,214,118,342,222,500,372,96,270,138
"2026-07-11 08:00","ges",629,166,330,"kei","kei",350,641,188,159,170,214,118,343,223,500,372,96,269,139
"2026-07-11 08:05",400,629,167,326,"kei","kei",350,640,188,157,170,214,116,345,223,500,372,95,268,140
"2026-07-11 08:10",400,628,166,324,"kei","kei",350,633,187,155,170,216,116,344,222,500,372,92,269,139
"2026-07-11 08:15",400,626,165,325,"kei","kei",350,633,185,154,170,213,119,345,222,500,372,89,269,137
"2026-07-11 08:20",400,625,165,324,"kei","kei",350,628,185,153,170,213,120,344,222,500,372,89,270,140
"2026-07-11 08:25",400,623,162,319,"kei","kei",350,626,181,142,170,209,121,341,222,500,372,85,272,140
"2026-07-11 08:30",400,623,159,320,"kei","kei",350,622,182,138,170,208,122,339,222,500,372,88,271,140
"2026-07-11 08:35",400,624,159,315,"kei","kei",350,622,181,136,170,205,123,338,222,500,372,84,271,141
"2026-07-11 08:40",400,622,156,314,"kei","kei",350,619,179,131,170,200,123,336,219,500,372,82,271,141
"2026-07-11 08:45",400,622,156,313,"kei","kei",350,616,178,129,170,198,123,337,217,500,372,82,271,140
"2026-07-11 08:50",400,619,156,310,"kei","kei",350,610,177,124,170,202,121,333,215,500,372,84,271,141
"2026-07-11 08:55",400,612,150,306,"kei","kei",350,603,176,122,170,202,120,329,213,500,372,85,268,143
"2026-07-11 09:00",400,610,150,301,"kei","kei",350,592,172,117,170,199,123,329,214,500,372,83,268,144
"2026-07-11 09:05",400,606,151,298,"kei","kei",350,586,172,106,170,197,121,329,214,500,372,82,262,145
"2026-07-11 09:10",400,600,149,297,"kei","kei",350,578,169,94,170,193,122,328,215,500,372,79,264,145
"2026-07-11 09:15",400,597,146,292,"kei","kei",350,569,166,86,170,188,121,328,215,500,372,82,263,145
"2026-07-11 09:20",400,585,140,290,"kei","kei",350,559,162,74,170,180,122,319,216,500,372,83,265,148
"2026-07-11 09:25",400,583,136,283,"kei","kei",350,552,158,70,170,177,124,314,217,500,372,81,267,147
"2026-07-11 09:30",400,573,136,277,"kei","kei",350,541,157,66,170,172,125,312,216,500,372,83,267,147
"2026-07-11 09:35",400,569,130,268,"kei","kei",350,533,154,62,170,168,125,309,217,500,372,87,268,147
"2026-07-11 09:40",400,564,127,253,"kei","kei",350,521,153,50,170,162,124,307,216,500,372,83,268,147
"2026-07-11 09:45",400,560,122,240,"kei","kei",350,506,152,46,170,157,123,303,217,500,372,79,270,146
"2026-07-11 09:50",400,549,113,234,"kei","kei",350,491,148,37,170,149,120,300,218,500,372,79,266,145
"2026-07-11 09:55",400,546,109,219,"kei","kei",350,479,145,27,170,145,117,294,215,500,372,80,265,145
"2026-07-11 10:00",400,537,104,208,"kei","kei",350,463,138,13,170,138,112,288,212,500,372,79,262,145
"2026-07-11 10:05",400,529,94,184,"kei","kei",350,444,135,8,170,131,109,284,210,500,372,78,260,145
"2026-07-11 10:10",400,522,88,171,"kei","kei",350,424,129,2,170,121,109,277,205,500,372,77,257,145
"2026-07-11 10:15",400,512,84,148,"kei","kei",350,389,122,5,170,114,107,269,200,500,372,75,253,147
"2026-07-11 10:20",400,503,82,124,"kei","kei",350,368,119,5,170,107,109,260,197,500,372,74,252,146
"2026-07-11 10:25",400,500,76,116,"kei","kei",350,356,118,1,170,100,109,256,195,500,372,73,248,144
"2026-07-11 10:30",400,491,68,102,"kei","kei",350,338,108,"bes",170,82,105,247,193,500,372,71,247,137
"2026-07-11 10:35",400,486,68,88,"kei","kei",350,327,103,2,170,73,104,239,192,500,372,73,246,135
