"Datum und Uhrzeit","PH Coesfelder Kreuz","PH Theater","PP Hörsterplatz","PH Alter Steinweg","Busparkplatz","PP Schlossplatz Nord","PP Schlossplatz Süd","PH Aegidii","PP Georgskommende","PH Münster Arkaden","PH Karstadt","PH Stubengasse","PH Bremer Platz","PH Engelenschanze","PH Bahnhofstraße","PH Cineplex","PH Stadthaus 3","PP Hafenmarkt","TG Hafenmarkt"
"Anzahl Parkplätze gesamt","(1000)","(743)","(202)","(371)","(63)","(450)","(460)","(750)","(272)","(166)","(187)","(300)","(287)","(460)","(320)","(590)","(372)","(198)","(350)"
"2025-08-31 00:00","ges",651,129,339,"ges","ges","ges",690,"ges",161,172,229,104,300,213,496,191,190,305
"2025-08-31 00:15","ges",652,130,342,"ges","ges","ges",690,"ges",161,172,229,106,300,212,505,191,192,306
"2025-08-31 00:30","ges",652,131,342,"ges","ges","ges",690,"ges",161,172,229,106,300,212,510,187,192,306
"2025-08-31 00:45","ges",652,137,342,"ges","ges","ges",690,"ges",161,172,229,106,300,212,509,186,192,306
"2025-08-31 01:00","ges",652,136,342,"ges","ges","ges",690,"ges",161,172,229,106,300,212,507,183,192,306
"2025-08-31 01:15","ges",652,138,342,"ges","ges","ges",690,"ges",161,172,229,106,300,212,523,184,192,306
"2025-08-31 01:30","ges",652,142,342,"ges","ges","ges",690,"ges",161,172,229,106,300,212,533,185,192,306
"2025-08-31 01:45","ges",652,144,342,"ges","ges","ges",690,"ges",161,172,229,106,300,212,533,185,192,306
"2025-08-31 02:00","ges",652,146,342,"ges","ges","ges",690,"ges",161,172,229,106,300,212,533,185,192,306
"2025-08-31 02:15","ges",652,147,342,"ges","ges","ges",690,"ges",161,172,229,106,300,212,534,186,192,306
"2025-08-31 02:30","ges",652,148,342,"ges","ges","ges",690,"ges",161,172,229,106,300,212,538,189,192,306
"2025-08-31 02:45","ges",652,150,342,"ges","ges","ges",690,"ges",161,172,229,106,300,212,539,189,192,306
"2025-08-31 03:00","ges",652,151,342,"ges","ges","ges",690,"ges",161,172,229,106,300,212,540,189,192,306
"2025-08-31 03:15","ges",652,156,342,"ges","ges","ges",690,"ges",161,172,229,106,300,212,542,189,192,306
"2025-08-31 03:30","ges",652,158,342,"ges","ges","ges",690,"ges",161,172,229,106,300,212,543,191,192,306
"2025-08-31 03:45","ges",652,160,342,"ges","ges","ges",690,"ges",161,172,229,106,300,212,544,191,192,306
"2025-08-31 04:00","ges",652,162,342,"ges","ges","ges",690,"ges",161,172,229,106,300,212,545,192,192,306
"2025-08-31 04:15","ges",652,171,342,"ges","ges","ges",690,"ges",161,172,229,106,300,212,548,193,192,306
"2025-08-31 04:30","ges",652,172,342,"ges","ges","ges",690,"ges",161,172,229,106,300,212,551,198,192,306
"2025-08-31 04:45","ges",652,172,342,"ges","ges","ges",690,"ges",161,172,229,106,300,212,553,200,192,306
"2025-08-31 05:00","ges",652,171,342,"ges","ges","ges",690,"ges",161,172,229,106,300,212,555,200,192,306
"2025-08-31 05:15","ges",652,172,342,"ges","ges","ges",690,"ges",161,172,229,106,300,212,556,200,192,306
"2025-08-31 05:30","ges",652,172,342,"ges","ges","ges",690,"ges",161,172,229,106,300,212,556,206,192,306
