"Datum und Uhrzeit","PH Coesfelder Kreuz","PH Theater","PP Hörsterplatz","PH Alter Steinweg","Busparkplatz","PP Schlossplatz Nord","PP Schlossplatz Süd","PH Aegidii","PP Georgskommende","PH Münster Arkaden","PH Karstadt","PH Stubengasse","PH Bremer Platz","PH Engelenschanze","PH Bahnhofstraße","PH Cineplex","PH Stadthaus 3","PP Hafenmarkt","TG Hafenmarkt","Halle Münsterland P1"
"Anzahl Parkplätze gesamt","(1000)","(743)","(202)","(371)","(63)","(450)","(460)","(750)","(272)","(166)","(187)","(300)","(265)","(460)","(320)","(590)","(500)","(103)","(350)","(212)"
"2026-09-12 00:00","ges",655,"ges",319,"kei","ges","ges",686,"ges",157,170,196,76,197,129,487,414,"ges",280,141
"2026-09-12 00:15","ges",655,"ges",329,"kei","ges","ges",687,"ges",157,170,197,75,202,129,479,415,"ges",284,142
"2026-09-12 00:30","ges",655,"ges",333,"kei","ges","ges",688,"ges",158,170,198,76,205,131,483,415,"ges",285,143
"2026-09-12 00:45","ges",655,"ges",337,"kei","ges","ges",688,"ges",158,170,199,77,206,134,488,415,"ges",284,143
"2026-09-12 01:00","ges",655,"ges",336,"kei","ges","ges",689,"ges",158,170,199,78,206,135,493,415,"ges",287,143
"2026-09-12 01:15","ges",655,"ges",339,"kei","ges","ges",690,"ges",158,170,200,77,208,136,500,414,"ges",288,143
"2026-09-12 01:30","ges",655,"ges",340,"kei","ges","ges",690,"ges",158,170,200,77,208,136,500,414,"ges",289,143
"2026-09-12 01:45","ges",655,"ges",341,"kei","ges","ges",690,"ges",158,170,200,78,208,136,500,414,"ges",289,143
"2026-09-12 02:00","ges",655,"ges",341,"kei","ges","ges",690,"ges",158,170,200,78,208,136,500,413,"ges",289,142
"2026-09-12 02:15","ges",655,"ges",340,"kei","ges","ges",690,"ges",158,170,200,79,208,136,500,412,"ges","ges",142
"2026-09-12 02:30","ges",654,"ges",340,"kei","ges","ges",690,"ges",158,170,200,79,208,136,500,413,"ges","ges",142
"2026-09-12 02:45","ges",654,"ges",342,"kei","ges","ges",690,"ges",158,170,200,79,208,137,500,413,"ges","ges",142
"2026-09-12 03:00","ges",654,"ges",344,"kei","ges","ges",690,"ges",158,170,200,79,208,137,500,412,"ges","ges",142
"2026-09-12 03:15","ges",654,"ges",344,"kei","ges","ges",690,"ges",158,170,200,89,210,137,500,414,"ges","ges",142
"2026-09-12 03:30","ges",654,"ges",345,"kei","ges","ges",690,"ges",158,170,200,89,210,137,500,414,"ges","ges",141
"2026-09-12 03:45","ges",654,"ges",345,"kei","ges","ges",690,"ges",158,170,200,89,210,137,500,415,"ges","ges",141
"2026-09-12 04:00","ges",654,"ges",345,"kei","ges","ges",690,"ges",158,170,200,89,210,137,500,416,"ges","ges",141
"2026-09-12 04:15","ges",654,"ges",345,"kei","ges","ges",690,"ges",158,170,200,89,210,137,500,416,"ges","ges",141
"2026-09-12 04:30","ges",654,"ges",345,"kei","ges","ges",690,"ges",158,170,200,89,210,137,500,416,"ges","ges",141
"2026-09-12 04:45","ges",654,"ges",345,"kei","ges","ges",690,"ges",158,170,200,89,210,137,500,416,"ges","ges",141
"2026-09-12 05:00","ges",654,"ges",346,"kei","ges","ges",690,"ges",158,170,200,89,210,136,500,416,"ges","ges",141
"2026-09-12 05:15","ges",654,"ges",346,"kei","ges","ges",690,"ges",158,170,200,89,210,136,500,416,"ges","ges",142
"2026-09-12 05:30","ges",653,"ges",347,"kei","ges","ges",689,"ges",158,170,200,89,210,136,500,416,"ges","ges",142
"2026-09-12 05:45","ges",653,"ges",347,"kei","ges","ges",689,"ges",158,170,199,88,210,136,500,416,"ges","ges",142
"2026-09-12 06:00","ges",652,"ges",346,"kei","ges","ges",689,"ges",158,170,199,136,210,135,500,416,101,288,142
"2026-09-12 06:05","ges",653,"ges",346,"kei","ges","ges",689,"ges",158,170,199,136,210,134,500,416,101,288,141
"2026-09-12 06:10","ges",653,"ges",346,"kei","ges","ges",689,"ges",158,170,199,135,210,134,500,416,101,288,141
"2026-09-12 06:15","ges",653,"ges",346,"kei","ges","ges",689,218,158,170,199,134,209,134,500,416,101,288,141
"2026-09-12 06:20","ges",653,"ges",346,"kei","ges","ges",689,217,158,170,199,134,209,133,500,416,100,288,142
"2026-09-12 06:25","ges",654,"ges",346,"kei","ges","ges",689,215,158,170,199,134,209,133,500,416,100,288,142
"2026-09-12 06:30","ges",654,"ges",346,"kei","ges","ges",689,212,158,170,199,134,209,133,500,416,100,288,141
"2026-09-12 06:35","ges",654,"ges",346,"kei","ges","ges",689,212,158,170,199,134,209,131,500,416,99,288,141
"2026-09-12 06:40","ges",654,"ges",346,"kei","ges","ges",689,212,158,170,199,134,209,130,500,415,99,288,141
"2026-09-12 06:45","ges",652,"ges",346,"kei","ges","ges",689,211,158,170,199,134,209,129,500,415,99,288,141
"2026-09-12 06:50","ges",652,"ges",346,"kei","ges","ges",689,209,158,170,199,133,209,129,500,415,99,289,141
"2026-09-12 06:55","ges",652,175,346,"kei","ges","ges",689,208,158,170,199,133,210,130,500,415,99,289,141
"2026-09-12 07:00","ges",652,174,347,"kei","ges","ges",689,208,158,170,200,133,210,129,500,415,100,289,141
"2026-09-12 07:05","ges",647,174,347,"kei","ges","ges",689,207,158,170,200,133,210,129,500,415,98,289,141
"2026-09-12 07:10","ges",647,174,344,"kei","ges",350,689,206,158,170,200,134,209,129,500,415,97,289,141
"2026-09-12 07:15","ges",647,174,344,"kei","ges",350,689,206,158,170,200,134,209,129,500,415,96,289,140
"2026-09-12 07:20","ges",647,174,344,"kei","ges",350,689,206,158,170,200,134,209,128,500,415,96,288,140
"2026-09-12 07:25","ges",643,175,342,"kei","ges",350,689,203,158,170,200,134,209,128,500,415,96,288,140
"2026-09-12 07:30","ges",641,175,339,"kei","ges",350,689,202,158,170,200,133,209,127,500,415,95,287,140
"2026-09-12 07:35","ges",641,175,337,"kei","ges",350,689,201,158,170,199,134,210,127,500,415,94,285,140
"2026-09-12 07:40","ges",641,175,335,"kei","ges",350,689,201,158,170,197,132,209,127,500,415,92,283,140
"2026-09-12 07:45","ges",641,174,332,"kei","ges",350,689,200,158,170,196,132,209,128,500,416,93,282,139
"2026-09-12 07:50","ges",638,174,332,"kei","ges",350,689,200,158,170,195,131,209,128,500,416,91,282,139
"2026-09-12 07:55","ges",637,174,331,"kei","ges",350,689,197,156,170,192,130,209,130,500,416,90,280,139
"2026-09-12 08:00","ges",637,174,331,"kei","ges",350,689,199,154,170,192,130,209,131,500,416,90,279,139
"2026-09-12 08:05",400,636,172,328,"kei","ges",350,689,198,152,170,191,130,207,131,500,415,87,280,139
"2026-09-12 08:10",400,636,171,328,"kei","ges",350,689,197,142,170,190,130,207,131,500,415,87,279,139
"2026-09-12 08:15",400,635,172,329,"kei","ges",350,689,196,140,170,191,129,207,131,500,415,87,282,140
"2026-09-12 08:20",400,635,173,331,"kei","ges",350,689,195,138,170,191,129,207,127,500,415,86,282,140
"2026-09-12 08:25",400,636,171,332,"kei","ges",350,689,194,133,170,192,128,208,125,500,415,89,284,140
"2026-09-12 08:30",400,634,171,332,"kei","ges",350,689,193,127,170,194,126,208,123,500,415,88,285,140
"2026-09-12 08:35",400,632,170,332,"kei","ges",350,689,190,120,170,191,84,208,122,500,415,87,285,141
"2026-09-12 08:40",400,632,168,335,"kei","ges",350,689,189,118,170,190,85,208,121,500,415,89,284,141
"2026-09-12 08:45",400,633,167,333,"kei","ges",350,689,187,110,170,191,86,207,121,500,415,90,283,141
"2026-09-12 08:50",400,631,165,331,"kei","ges",350,689,182,104,170,186,86,204,118,500,415,89,282,141
"2026-09-12 08:55",400,628,161,325,"kei","ges",350,685,182,94,170,186,86,200,119,500,415,89,280,142
"2026-09-12 09:00",400,626,156,320,"kei","ges",350,671,180,94,170,182,85,197,119,500,415,83,281,142
"2026-09-12 09:05",400,616,152,317,"kei","ges",350,660,179,88,170,179,85,195,121,500,415,82,281,143
"2026-09-12 09:10",400,613,151,310,"kei","ges",350,646,177,81,170,173,85,195,121,500,415,79,282,143
"2026-09-12 09:15",400,610,148,305,"kei","ges",350,643,176,75,170,160,85,194,120,500,415,76,282,143
"2026-09-12 09:20",400,609,143,303,"kei","ges",350,603,175,67,170,156,86,192,117,500,415,70,280,143
"2026-09-12 09:25",400,601,142,295,"kei","ges",350,581,177,60,170,154,85,188,118,500,415,70,278,143
"2026-09-12 09:30",400,593,138,286,"kei","ges",340,567,174,50,170,151,86,183,118,500,414,73,277,143
"2026-09-12 09:35",400,587,136,284,"kei","ges",337,548,171,44,170,145,86,183,117,500,414,74,278,144
"2026-09-12 09:40",400,579,129,281,"kei","ges",331,543,170,33,170,142,87,180,114,500,414,75,279,144
"2026-09-12 09:45",400,571,120,259,"kei","ges",321,525,165,26,170,135,89,172,110,500,413,77,280,145
"2026-09-12 09:50",400,559,116,251,"kei","ges",321,511,161,15,170,132,88,163,111,500,412,80,280,145
"2026-09-12 09:55",400,551,108,236,"kei","ges",318,499,155,9,170,123,87,161,112,500,412,79,281,148
"2026-09-12 10:00",400,534,95,216,"kei","ges",312,469,147,"bes",170,105,86,156,110,500,412,79,283,149
"2026-09-12 10:05",400,527,90,197,"kei","ges",305,454,147,1,170,96,84,148,110,500,412,81,280,150
"2026-09-12 10:10",400,512,82,181,"kei","ges",288,435,138,"bes",170,90,82,141,114,500,411,77,279,151
"2026-09-12 10:15",400,502,77,158,"kei","ges",284,406,129,1,170,77,82,134,114,500,411,71,281,152
"2026-09-12 10:20",400,486,68,142,"kei","ges",261,385,125,1,170,60,84,123,114,500,411,68,282,153
"2026-09-12 10:25",400,480,62,138,"kei","ges",261,369,125,"bes",170,54,80,116,113,500,411,65,283,153
"2026-09-12 10:30",400,473,54,121,"kei","ges",241,354,117,1,170,48,81,111,112,500,411,67,282,154
"2026-09-12 10:35",400,463,50,105,"kei","ges",227,323,113,"bes",170,38,79,106,110,500,410,66,276,154
"2026-09-12 10:40",400,449,45,88,"kei","ges",213,310,106,4,170,36,78,101,111,500,410,68,274,154
"2026-09-12 10:45",400,443,36,71,"kei","ges",213,277,106,"bes",170,25,75,92,107,500,410,67,268,155
"2026-09-12 10:50",400,431,34,63,"kei","ges",196,263,105,1,170,21,75,89,108,500,409,65,267,157
"2026-09-12 10:55",400,422,31,52,"kei","ges",184,245,102,"bes",170,16,73,85,111,500,409,64,265,156
"2026-09-12 11:00",400,416,26,43,"kei","ges",177,232,101,"bes",170,11,70,84,112,500,409,63,265,158
"2026-09-12 11:05",400,411,"bes",33,"kei","ges",166,209,100,1,170,"bes",70,71,110,500,409,69,261,158
"2026-09-12 11:10",400,394,"bes",21,"kei","ges",147,202,94,4,170,"bes",70,70,106,500,408,68,262,162
"2026-09-12 11:15",400,379,"bes",10,"kei","ges",139,183,92,7,170,"bes",68,64,108,500,408,63,261,162
"2026-09-12 11:20",400,365,"bes",2,"kei","ges",127,172,82,3,170,"ges",67,56,110,500,408,61,259,161
"2026-09-12 11:25",400,362,"bes",1,"kei","ges",111,162,82,4,170,1,65,42,108,500,406,62,260,161
"2026-09-12 11:30",400,344,"bes",1,"kei","ges",98,144,81,5,170,"bes",65,31,108,500,406,56,263,161
"2026-09-12 11:35",400,338,"bes","bes","kei","ges",98,119,81,1,170,1,65,17,108,500,406,57,265,161
"2026-09-12 11:40",400,330,"bes",1,"kei","ges","bes",92,64,"bes",170,"bes",64,9,109,500,407,56,267,158
"2026-09-12 11:45",400,307,"bes",1,"kei","ges","bes",80,60,"bes",170,"bes",62,"bes",106,500,406,49,268,157
"2026-09-12 11:50",400,294,"bes",1,"kei","ges","bes",63,58,2,170,"ges",61,"bes",102,498,407,48,270,158
"2026-09-12 11:55",400,267,"bes",1,"kei","ges","bes",56,55,2,170,"bes",58,"bes",99,496,407,53,268,158
"2026-09-12 12:00",400,257,"bes",1,"kei","ges","bes",43,50,"bes",170,"bes",57,"bes",88,495,407,53,266,158
"2026-09-12 12:05",400,247,"bes","bes","kei","ges","bes",33,51,"bes",170,1,59,"bes",85,493,407,54,263,158
"2026-09-12 12:10",400,228,"bes",1,"kei","ges","bes",15,50,1,170,1,55,"bes",72,489,407,57,262,157
"2026-09-12 12:15",400,221,"bes","bes","kei","ges","bes",614,45,"bes",170,"bes",56,"bes",66,489,407,58,262,156
"2026-09-12 12:20",400,201,"bes","bes","kei","ges","bes","bes",37,1,170,1,54,"bes",50,490,408,59,263,154
"2026-09-12 12:25",400,190,1,1,"kei","ges","bes","bes",34,"bes",170,"bes",52,"bes",47,489,408,56,260,155
"2026-09-12 12:30",400,176,"bes",1,"kei","ges","bes","bes",31,"bes",170,"bes",50,2,39,486,408,55,260,151
"2026-09-12 12:35",400,158,"bes",3,"kei","ges","bes","bes",31,1,170,1,51,"bes",33,482,408,55,259,150
"2026-09-12 12:40",400,137,"bes",2,"kei","ges","bes",1,27,"bes",170,1,49,3,20,474,408,50,255,149
"2026-09-12 12:45",400,128,"bes",3,"kei","ges","bes","bes",19,"bes",170,"bes",49,"bes",15,467,408,50,251,148
"2026-09-12 12:50",400,115,"bes",4,"kei","ges","bes",1,13,"bes",170,1,51,1,11,468,409,50,248,148
"2026-09-12 12:55",400,99,"bes","bes","kei","ges","bes",2,11,"bes",170,"bes",52,"bes",6,470,410,47,250,148
