"Datum und Uhrzeit","PH Coesfelder Kreuz","PH Theater","PP Hörsterplatz","PH Alter Steinweg","Busparkplatz","PP Schlossplatz Nord","PP Schlossplatz Süd","PH Aegidii","PP Georgskommende","PH Münster Arkaden","PH Karstadt","PH Stubengasse","PH Bremer Platz","PH Engelenschanze","PH Bahnhofstraße","PH Cineplex","PH Stadthaus 3","PP Hafenmarkt","TG Hafenmarkt","Halle Münsterland P1"
"Anzahl Parkplätze gesamt","(1000)","(743)","(202)","(371)","(63)","(450)","(460)","(750)","(272)","(166)","(187)","(300)","(287)","(460)","(320)","(590)","(372)","(103)","(350)","(212)"
"2026-06-03 00:00","ges",608,"ges",350,38,250,"ges",679,"ges",159,170,246,182,355,230,500,372,"ges","ges",124
"2026-06-03 00:15","ges",608,"ges",350,38,250,"ges",679,"ges",159,170,246,182,356,230,500,372,"ges","ges",124
"2026-06-03 00:30","ges",608,"ges",350,38,250,"ges",680,"ges",159,170,248,184,356,230,500,372,"ges","ges",124
"2026-06-03 00:45","ges",608,"ges",351,38,250,"ges",680,"ges",159,170,248,184,356,230,500,372,"ges","ges",124
"2026-06-03 01:00","ges",608,"ges",351,38,250,"ges",680,"ges",159,170,248,187,356,229,500,372,"ges","ges",123
"2026-06-03 01:15","ges",608,"ges",351,38,250,"ges",680,"ges",159,170,248,187,356,229,500,372,"ges","ges",123
"2026-06-03 01:30","ges",608,"ges",351,38,250,"ges",680,"ges",159,170,248,187,356,229,500,372,"ges","ges",123
"2026-06-03 01:45","ges",608,"ges",351,38,250,"ges",680,"ges",159,170,248,187,356,229,500,372,"ges","ges",123
"2026-06-03 02:00","ges",608,"ges",351,38,250,"ges",680,"ges",159,170,248,191,356,229,500,372,"ges","ges",123
"2026-06-03 02:15","ges",608,"ges",351,38,250,"ges",680,"ges",159,170,248,191,356,229,500,372,"ges","ges",123
"2026-06-03 02:30","ges",608,"ges",351,38,250,"ges",680,"ges",159,170,248,191,357,229,500,372,"ges","ges",123
"2026-06-03 02:45","ges",608,"ges",351,38,250,"ges",680,"ges",159,170,248,190,357,229,500,372,"ges","ges",122
"2026-06-03 03:00","ges",608,"ges",350,38,250,"ges",680,"ges",159,170,248,190,357,229,500,372,"ges","ges",123
"2026-06-03 03:15","ges",608,"ges",350,38,250,"ges",680,"ges",159,170,248,190,357,229,500,372,"ges","ges",123
"2026-06-03 03:30","ges",608,"ges",350,38,250,"ges",680,"ges",159,170,248,190,357,229,500,372,"ges","ges",123
"2026-06-03 03:45","ges",608,"ges",350,38,250,"ges",680,"ges",159,170,248,190,357,229,500,372,"ges","ges",123
"2026-06-03 04:00","ges",608,"ges",350,38,250,"ges",680,"ges",159,170,248,190,357,229,500,372,"ges","ges",123
"2026-06-03 04:15","ges",608,"ges",350,38,250,"ges",680,"ges",159,170,248,190,357,229,500,372,"ges","ges",123
"2026-06-03 04:30","ges",608,"ges",350,38,250,"ges",680,"ges",159,170,248,190,357,229,500,372,"ges","ges",123
"2026-06-03 04:45","ges",608,"ges",350,38,250,"ges",680,"ges",159,170,248,190,357,229,500,372,"ges","ges",124
"2026-06-03 05:00","ges",608,"ges",350,38,250,"ges",680,"ges",159,170,248,190,357,230,500,372,"ges","ges",123
"2026-06-03 05:15","ges",608,"ges",350,38,250,"ges",680,"ges",159,170,248,189,357,230,500,372,"ges","ges",124
"2026-06-03 05:30","ges",608,"ges",350,38,250,"ges",681,"ges",159,170,248,184,356,230,500,372,"ges","ges",124
"2026-06-03 05:45","ges",608,"ges",349,38,250,"ges",681,"ges",159,170,248,183,355,230,500,372,"ges","ges",123
"2026-06-03 06:00","ges",608,"ges",346,38,250,"ges",681,"ges",159,170,248,180,354,230,500,372,"ges","ges",122
"2026-06-03 06:05","ges",608,"ges",346,38,250,"ges",681,"ges",159,170,248,177,354,228,500,370,"ges","ges",122
"2026-06-03 06:10","ges",608,"ges",346,38,250,"ges",680,"ges",159,170,248,176,353,227,500,367,103,277,123
"2026-06-03 06:15","ges",608,"ges",347,38,250,"ges",680,"ges",159,170,247,172,352,228,500,365,103,277,123
"2026-06-03 06:20","ges",608,"ges",344,38,250,"ges",678,"ges",159,170,247,170,351,228,500,361,103,278,122
"2026-06-03 06:25","ges",608,"ges",342,38,250,"ges",677,"ges",159,170,247,168,351,228,500,357,103,278,123
"2026-06-03 06:30","ges",608,"ges",341,38,250,"ges",673,"ges",159,170,246,168,351,225,500,351,102,275,123
"2026-06-03 06:35","ges",608,"ges",342,38,250,"ges",671,"ges",159,170,246,168,351,225,500,348,101,275,122
"2026-06-03 06:40","ges",608,"ges",342,38,250,"ges",669,"ges",159,170,246,168,350,225,500,342,102,274,122
"2026-06-03 06:45","ges",626,"ges",342,38,250,"ges",667,"ges",159,170,246,168,350,225,500,334,102,275,122
"2026-06-03 06:50","ges",626,"ges",341,38,250,"ges",665,"ges",159,170,246,166,350,225,500,331,102,276,122
"2026-06-03 06:55","ges",626,181,338,38,250,"ges",663,"ges",159,170,243,166,348,226,500,330,102,275,122
"2026-06-03 07:00","ges",625,182,338,38,250,"ges",660,181,159,170,243,166,348,227,500,329,102,275,122
"2026-06-03 07:05","ges",625,182,338,38,250,"ges",653,178,159,170,242,164,347,228,500,326,103,274,122
"2026-06-03 07:10","ges",623,179,335,38,250,350,647,172,159,170,241,161,345,228,500,323,101,273,125
"2026-06-03 07:15","ges",623,179,334,38,250,350,641,169,159,170,239,160,343,226,500,319,100,273,125
"2026-06-03 07:20","ges",623,179,333,38,250,350,635,167,159,170,237,157,340,225,500,318,100,272,127
"2026-06-03 07:25","ges",622,178,331,38,250,350,627,168,159,170,238,158,341,226,500,316,99,272,131
"2026-06-03 07:30","ges",619,177,328,38,250,350,625,168,159,170,234,155,337,223,500,314,99,296,133
"2026-06-03 07:35","ges",617,175,326,38,250,350,620,165,159,170,234,154,336,222,500,310,99,293,134
"2026-06-03 07:40","ges",616,173,325,38,250,350,614,163,159,170,232,158,334,222,500,305,95,292,133
"2026-06-03 07:45","ges",614,170,323,38,250,350,612,162,159,170,229,157,332,220,500,302,92,286,135
"2026-06-03 07:50","ges",613,168,321,38,250,350,601,160,159,170,228,156,330,225,500,299,87,280,136
"2026-06-03 07:55","ges",613,162,320,38,250,350,591,157,157,170,228,158,329,222,500,299,84,274,136
"2026-06-03 08:00","ges",611,158,316,38,250,350,584,152,155,170,227,158,324,212,500,299,85,269,139
"2026-06-03 08:05","ges",611,156,313,38,250,350,578,152,152,170,220,158,323,210,500,297,82,267,140
"2026-06-03 08:10","ges",609,149,309,38,250,350,567,149,151,170,217,155,319,207,500,294,82,263,142
"2026-06-03 08:15","ges",608,148,306,38,250,350,561,146,148,170,213,154,323,205,500,294,80,258,145
"2026-06-03 08:20","ges",604,144,304,38,250,350,557,146,146,170,212,151,322,203,500,286,74,260,147
"2026-06-03 08:25","ges",600,144,290,38,250,350,552,145,146,170,211,148,319,201,500,284,68,259,149
"2026-06-03 08:30","ges",593,138,288,38,250,350,546,143,141,170,211,147,318,200,500,280,65,257,147
"2026-06-03 08:35","ges",592,136,279,38,250,350,537,138,139,170,208,147,318,197,496,276,59,255,146
"2026-06-03 08:40","ges",585,135,270,38,250,350,532,137,135,170,207,143,314,197,493,276,57,255,145
"2026-06-03 08:45","ges",572,126,260,38,250,350,523,131,129,170,207,142,309,193,489,276,57,252,142
"2026-06-03 08:50","ges",564,123,255,38,250,350,519,129,119,170,205,139,305,194,485,277,57,249,144
"2026-06-03 08:55","ges",557,118,253,38,250,350,502,126,116,170,201,138,303,194,485,279,56,242,142
"2026-06-03 09:00","ges",554,114,244,38,250,350,497,125,113,170,200,137,301,194,482,281,53,238,142
"2026-06-03 09:05","ges",551,112,237,38,250,350,487,123,113,170,195,138,293,193,477,282,52,238,141
"2026-06-03 09:10","ges",543,110,237,38,250,350,478,123,108,170,193,136,296,193,475,282,53,234,141
