"Datum und Uhrzeit","PH Coesfelder Kreuz","PH Theater","PP Hörsterplatz","PH Alter Steinweg","Busparkplatz","PP Schlossplatz Nord","PP Schlossplatz Süd","PH Aegidii","PP Georgskommende","PH Münster Arkaden","PH Karstadt","PH Stubengasse","PH Bremer Platz","PH Engelenschanze","PH Bahnhofstraße","PH Cineplex","PH Stadthaus 3","PP Hafenmarkt","TG Hafenmarkt"
"Anzahl Parkplätze gesamt","(1000)","(743)","(202)","(371)","(63)","(450)","(460)","(750)","(272)","(166)","(187)","(300)","(287)","(460)","(320)","(590)","(372)","(206)","(350)"
"2025-07-22 00:00","ges",680,"ges",354,"ges","ges","ges",678,"ges",161,174,229,175,380,237,562,206,206,311
"2025-07-22 00:15","ges",680,"ges",354,"ges","ges","ges",678,"ges",161,174,229,175,383,237,563,206,206,311
"2025-07-22 00:30","ges",680,"ges",354,"ges","ges","ges",678,"ges",161,174,229,175,383,237,564,206,206,311
"2025-07-22 00:45","ges",680,"ges",354,"ges","ges","ges",678,"ges",161,174,229,175,383,237,564,206,206,311
"2025-07-22 01:00","ges",680,"ges",354,"ges","ges","ges",678,"ges",161,174,229,175,383,237,564,206,206,311
"2025-07-22 01:15","ges",680,"ges",354,"ges","ges","ges",678,"ges",161,174,229,175,383,237,564,206,206,311
"2025-07-22 01:30","ges",680,"ges",354,"ges","ges","ges",678,"ges",161,174,229,175,383,237,564,206,206,311
"2025-07-22 01:45","ges",680,"ges",354,"ges","ges","ges",678,"ges",161,174,229,175,383,237,564,206,206,311
"2025-07-22 02:00","ges",680,"ges",354,"ges","ges","ges",678,"ges",161,174,229,175,383,237,564,206,206,311
"2025-07-22 02:15","ges",680,"ges",354,"ges","ges","ges",678,"ges",161,174,229,175,383,237,564,206,206,311
"2025-07-22 02:30","ges",680,"ges",354,"ges","ges","ges",678,"ges",161,174,229,175,383,237,564,206,206,311
"2025-07-22 02:45","ges",680,"ges",354,"ges","ges","ges",678,"ges",161,174,229,175,383,237,564,206,206,311
"2025-07-22 03:00","ges",680,"ges",354,"ges","ges","ges",678,"ges",161,174,229,175,383,237,564,206,206,311
"2025-07-22 03:15","ges",680,"ges",354,"ges","ges","ges",678,"ges",161,174,229,175,383,237,564,206,206,311
"2025-07-22 03:30","ges",680,"ges",354,"ges","ges","ges",678,"ges",161,174,229,175,383,237,564,206,206,311
"2025-07-22 03:45","ges",680,"ges",354,"ges","ges","ges",678,"ges",161,174,229,175,383,237,564,206,206,311
"2025-07-22 04:00","ges",680,"ges",354,"ges","ges","ges",678,"ges",161,174,229,175,383,237,564,206,206,311
"2025-07-22 04:15","ges",680,"ges",354,"ges","ges","ges",678,"ges",161,174,229,175,383,237,564,206,206,311
"2025-07-22 04:30","ges",680,"ges",354,"ges","ges","ges",678,"ges",161,167,229,175,383,237,564,206,206,311
"2025-07-22 04:45","ges",680,"ges",354,"ges","ges","ges",678,"ges",161,161,229,175,383,237,564,206,206,311
"2025-07-22 05:00","ges",680,"ges",354,"ges","ges","ges",678,"ges",161,161,229,175,383,237,564,206,206,311
"2025-07-22 05:15","ges",680,"ges",354,"ges","ges","ges",678,"ges",161,161,229,175,383,237,564,206,206,311
"2025-07-22 05:30","ges",680,"ges",354,"ges","ges","ges",678,"ges",161,161,229,175,383,237,564,205,206,311
"2025-07-22 05:45","ges",680,"ges",354,"ges","ges","ges",678,"ges",161,161,229,175,383,237,564,203,206,311
"2025-07-22 06:00","ges",680,"ges",354,"ges","ges","ges",678,"ges",161,161,229,175,383,237,564,198,206,311
"2025-07-22 06:05","ges",680,"ges",354,"ges","ges","ges",678,"ges",161,161,229,175,383,237,563,196,206,311
"2025-07-22 06:10","ges",680,"ges",354,"ges","ges","ges",678,"ges",161,161,229,175,383,237,563,197,206,311
"2025-07-22 06:15","ges",680,"ges",354,"ges","ges","ges",678,"ges",161,161,229,175,383,237,563,196,206,311
"2025-07-22 06:20","ges",680,"ges",354,"ges","ges","ges",678,"ges",161,161,229,175,383,237,561,193,206,311
"2025-07-22 06:25","ges",680,"ges",354,"ges","ges","ges",678,"ges",161,161,229,175,383,237,561,191,206,311
"2025-07-22 06:30","ges",680,"ges",354,"ges","ges","ges",678,"ges",161,161,229,175,383,237,560,186,206,311
"2025-07-22 06:35","ges",680,"ges",354,"ges","ges","ges",678,"ges",161,161,229,175,383,237,560,183,206,311
"2025-07-22 06:40","ges",680,"ges",354,"ges","ges","ges",678,"ges",161,161,229,175,383,237,558,178,206,311
"2025-07-22 06:45","ges",673,"ges",343,"ges","ges","ges",669,"ges",161,161,228,159,382,231,557,174,204,304
"2025-07-22 06:50","ges",671,"ges",344,"ges","ges","ges",667,235,161,161,227,159,379,233,555,170,204,303
"2025-07-22 06:55","ges",669,163,342,"ges","ges","ges",664,235,161,161,226,160,380,233,554,164,204,303
"2025-07-22 07:00","ges",668,170,342,"ges","ges","ges",661,235,161,161,226,159,380,233,553,161,204,303
"2025-07-22 07:05","ges",649,169,342,"ges","ges","ges",659,234,161,160,225,159,377,232,552,155,204,304
"2025-07-22 07:10","ges",649,169,340,"ges","ges","ges",658,234,161,160,225,159,377,233,550,150,204,304
"2025-07-22 07:15","ges",645,169,338,"ges","ges","ges",656,233,161,159,226,159,373,232,549,147,204,302
"2025-07-22 07:20","ges",644,169,338,"ges","ges","ges",652,234,161,159,225,159,370,232,548,144,206,301
"2025-07-22 07:25","ges",640,170,336,"ges","ges","ges",650,233,161,159,225,157,371,230,544,143,206,302
"2025-07-22 07:30","ges",638,169,332,"ges","ges","ges",646,232,161,158,225,157,366,229,543,141,206,302
"2025-07-22 07:35","ges",635,168,332,"ges","ges","ges",645,232,161,157,224,156,367,229,540,140,204,301
"2025-07-22 07:40","ges",632,167,331,"ges","ges","ges",641,231,161,157,223,153,364,225,536,139,204,301
"2025-07-22 07:45","ges",632,167,328,"ges","ges","ges",637,229,161,155,225,151,360,226,534,138,204,299
"2025-07-22 07:50","ges",630,161,324,"ges","ges","ges",632,225,161,153,224,151,352,222,533,139,202,296
"2025-07-22 07:55","ges",627,157,324,"ges","ges","ges",627,224,157,150,222,149,343,219,532,138,204,295
"2025-07-22 08:00","ges",620,156,318,"ges","ges","ges",621,220,154,150,221,148,339,216,528,137,202,294
"2025-07-22 08:05","ges",617,155,315,"ges","ges","ges",617,215,150,147,220,152,331,213,526,136,200,293
"2025-07-22 08:10","ges",614,153,310,"ges","ges","ges",616,212,149,145,218,152,330,215,522,138,200,292
"2025-07-22 08:15","ges",615,151,309,"ges","ges","ges",609,211,147,145,216,150,329,214,517,138,198,292
