"Datum und Uhrzeit","PH Coesfelder Kreuz","PH Theater","PP Hörsterplatz","PH Alter Steinweg","Busparkplatz","PP Schlossplatz Nord","PP Schlossplatz Süd","PH Aegidii","PP Georgskommende","PH Münster Arkaden","PH Karstadt","PH Stubengasse","PH Bremer Platz","PH Engelenschanze","PH Bahnhofstraße","PH Cineplex","PH Stadthaus 3","PP Hafenmarkt","TG Hafenmarkt","Halle Münsterland P1"
"Anzahl Parkplätze gesamt","(1000)","(743)","(202)","(371)","(63)","(450)","(460)","(750)","(272)","(166)","(187)","(300)","(237)","(460)","(320)","(590)","(372)","(103)","(350)","(212)"
"2026-08-22 00:00","ges",640,"ges",324,"kei","kei","ges",680,"ges",162,170,244,63,216,181,449,372,96,280,163
"2026-08-22 00:15","ges",640,"ges",326,"kei","kei","ges",681,"ges",162,170,244,62,218,181,450,372,99,280,163
"2026-08-22 00:30","ges",641,"ges",333,"kei","kei","ges",682,"ges",162,170,245,64,219,182,454,372,99,287,163
"2026-08-22 00:45","ges",641,"ges",335,"kei","kei","ges",682,"ges",162,170,245,64,219,182,455,372,100,289,162
"2026-08-22 01:00","ges",641,"ges",335,"kei","kei","ges",683,"ges",162,170,245,64,219,180,458,372,100,292,163
"2026-08-22 01:15","ges",641,"ges",337,"kei","kei","ges",683,"ges",162,170,245,65,219,182,474,372,100,292,164
"2026-08-22 01:30","ges",641,"ges",337,"kei","kei","ges",683,"ges",162,170,245,65,219,182,493,372,101,293,166
"2026-08-22 01:45","ges",641,"ges",341,"kei","kei","ges",683,"ges",162,170,245,65,219,182,500,372,"ges","ges",166
"2026-08-22 02:00","ges",641,"ges",344,"kei","kei","ges",683,"ges",162,170,245,66,219,182,500,372,"ges","ges",166
"2026-08-22 02:15","ges",641,"ges",344,"kei","kei","ges",683,"ges",162,170,246,66,219,182,500,372,"ges","ges",166
"2026-08-22 02:30","ges",641,"ges",344,"kei","kei","ges",683,"ges",162,170,246,67,219,182,500,372,"ges","ges",166
"2026-08-22 02:45","ges",641,"ges",345,"kei","kei","ges",683,"ges",162,170,246,68,219,182,500,372,"ges","ges",166
"2026-08-22 03:00","ges",641,"ges",345,"kei","kei","ges",683,"ges",162,170,246,69,220,182,500,372,"ges","ges",166
"2026-08-22 03:15","ges",641,"ges",345,"kei","kei","ges",683,"ges",162,170,246,69,220,182,500,372,"ges","ges",166
"2026-08-22 03:30","ges",641,"ges",345,"kei","kei","ges",683,"ges",162,170,246,70,220,182,500,372,"ges","ges",166
"2026-08-22 03:45","ges",641,"ges",345,"kei","kei","ges",683,"ges",162,170,246,70,220,182,500,372,"ges","ges",166
"2026-08-22 04:00","ges",641,"ges",345,"kei","kei","ges",683,"ges",162,170,246,71,220,182,500,372,"ges","ges",166
"2026-08-22 04:15","ges",641,"ges",345,"kei","kei","ges",683,"ges",162,170,246,71,220,182,500,372,"ges","ges",166
"2026-08-22 04:30","ges",641,"ges",345,"kei","kei","ges",683,"ges",162,170,246,71,220,183,500,372,"ges","ges",166
"2026-08-22 04:45","ges",641,"ges",346,"kei","kei","ges",683,"ges",162,170,246,71,220,184,500,372,"ges","ges",166
"2026-08-22 05:00","ges",641,"ges",346,"kei","kei","ges",683,"ges",162,170,246,71,220,183,500,372,"ges","ges",166
"2026-08-22 05:15","ges",641,"ges",346,"kei","kei","ges",682,"ges",162,170,246,71,220,183,500,372,"ges","ges",166
"2026-08-22 05:30","ges",641,"ges",346,"kei","kei","ges",682,"ges",162,170,246,71,220,183,500,372,"ges","ges",166
"2026-08-22 05:45","ges",641,"ges",345,"kei","kei","ges",682,"ges",162,170,246,69,219,183,500,372,101,293,166
"2026-08-22 06:00","ges",641,"ges",344,"kei","kei","ges",682,"ges",162,170,246,66,219,183,500,372,100,293,166
"2026-08-22 06:05","ges",641,"ges",344,"kei","kei","ges",682,"ges",162,170,246,66,219,182,500,372,100,293,167
"2026-08-22 06:10","ges",641,"ges",344,"kei","kei","ges",682,"ges",162,170,246,67,219,182,500,372,100,293,167
"2026-08-22 06:15","ges",642,"ges",344,"kei","kei","ges",682,"ges",162,170,245,67,219,182,500,372,100,293,167
"2026-08-22 06:20","ges",642,"ges",344,"kei","kei","ges",682,"ges",162,170,245,68,219,181,500,372,99,293,167
"2026-08-22 06:25","ges",643,"ges",344,"kei","kei","ges",682,"ges",162,170,245,67,219,180,500,372,99,293,167
"2026-08-22 06:30","ges",643,"ges",344,"kei","kei","ges",682,"ges",162,170,245,67,219,180,500,372,99,293,168
"2026-08-22 06:35","ges",643,"ges",344,"kei","kei","ges",682,"ges",162,170,245,67,219,179,500,372,99,293,168
"2026-08-22 06:40","ges",643,"ges",344,"kei","kei","ges",682,"ges",162,170,245,67,219,179,500,372,98,293,168
"2026-08-22 06:45","ges",643,"ges",344,"kei","kei","ges",682,"ges",162,170,245,68,219,179,500,372,98,293,168
"2026-08-22 06:50","ges",643,176,343,"kei","kei","ges",682,"ges",162,170,245,68,219,179,500,372,98,293,168
"2026-08-22 06:55","ges",643,177,342,"kei","kei",350,681,"ges",162,170,245,68,219,179,500,372,98,293,168
"2026-08-22 07:00","ges",643,177,342,"kei","kei",350,674,210,162,170,244,67,219,180,500,372,99,293,168
"2026-08-22 07:05","ges",643,177,342,"kei","kei",350,670,209,162,170,244,68,219,180,500,372,99,293,168
"2026-08-22 07:10","ges",642,177,340,"kei","kei",350,670,209,162,170,244,68,219,180,500,372,97,292,168
"2026-08-22 07:15","ges",642,177,338,"kei","kei",350,668,208,162,170,244,68,219,180,500,372,98,291,168
"2026-08-22 07:20","ges",642,177,339,"kei","kei",350,666,208,162,170,244,67,219,180,500,372,97,291,168
"2026-08-22 07:25","ges",641,176,337,"kei","kei",350,662,207,162,170,245,67,219,179,500,372,98,291,168
"2026-08-22 07:30","ges",640,174,336,"kei","kei",350,660,207,162,170,245,66,219,178,500,372,97,291,168
"2026-08-22 07:35","ges",639,173,335,"kei","kei",350,654,207,162,170,243,66,219,177,500,372,96,291,169
"2026-08-22 07:40","ges",638,173,336,"kei","kei",350,649,206,162,170,242,66,221,178,500,372,94,292,169
"2026-08-22 07:45","ges",638,172,336,"kei","kei",350,649,206,162,170,242,65,221,177,500,372,91,292,169
"2026-08-22 07:50","ges",636,172,331,"kei","kei",350,645,206,162,170,240,65,222,178,500,372,92,292,169
"2026-08-22 07:55","ges",635,174,331,"kei","kei",350,635,206,162,170,240,64,221,178,500,372,93,291,169
"2026-08-22 08:00","ges",633,175,331,"kei","kei",350,638,205,160,170,239,64,222,178,500,372,94,292,170
"2026-08-22 08:05","ges",633,175,334,"kei","kei",350,637,205,157,170,239,64,221,178,500,372,94,292,170
"2026-08-22 08:10","ges",632,175,334,"kei","kei",350,634,205,154,170,239,63,218,179,500,372,91,292,170
"2026-08-22 08:15","ges",631,172,332,"kei","kei",350,631,205,150,170,240,62,217,179,500,372,91,291,170
"2026-08-22 08:20","ges",628,171,333,"kei","kei",350,633,205,149,170,240,61,218,179,500,372,93,291,172
"2026-08-22 08:25","ges",627,172,334,"kei","kei",350,631,204,143,170,240,63,219,181,500,372,94,290,173
"2026-08-22 08:30","ges",628,169,331,"kei","kei",350,628,204,140,170,241,62,219,183,500,372,95,290,173
"2026-08-22 08:35","ges",627,169,329,"kei","kei",350,626,203,137,170,241,61,219,182,500,372,92,290,173
"2026-08-22 08:40","ges",625,168,329,"kei","kei",350,619,203,134,170,240,60,218,181,500,372,89,290,173
"2026-08-22 08:45","ges",623,162,326,"kei","kei",350,615,203,134,170,237,58,219,181,500,372,87,290,172
"2026-08-22 08:50","ges",623,163,324,"kei","kei",350,611,199,134,170,236,55,219,180,500,372,87,290,173
"2026-08-22 08:55","ges",619,158,315,"kei","kei",350,603,198,126,170,234,54,218,179,500,372,87,288,173
"2026-08-22 09:00","ges",616,157,314,"kei","kei",350,595,198,124,170,233,56,218,177,500,372,87,289,173
"2026-08-22 09:05","ges",607,156,311,"kei","kei",350,584,196,116,170,231,56,218,176,500,372,85,290,174
"2026-08-22 09:10","ges",604,153,309,"kei","kei",350,579,193,105,170,227,55,218,176,500,372,88,291,173
"2026-08-22 09:15","ges",598,149,304,"kei","kei",350,580,193,102,170,224,55,212,175,500,372,86,291,173
