"Datum und Uhrzeit","PH Coesfelder Kreuz","PH Theater","PP Hörsterplatz","PH Alter Steinweg","Busparkplatz","PP Schlossplatz Nord","PP Schlossplatz Süd","PH Aegidii","PP Georgskommende","PH Münster Arkaden","PH Karstadt","PH Stubengasse","PH Bremer Platz","PH Engelenschanze","PH Bahnhofstraße","PH Cineplex","PH Stadthaus 3","PP Hafenmarkt","TG Hafenmarkt","Halle Münsterland P1"
"Anzahl Parkplätze gesamt","(1000)","(743)","(202)","(371)","(63)","(450)","(460)","(750)","(272)","(166)","(187)","(300)","(287)","(460)","(320)","(590)","(372)","(103)","(350)","(212)"
"2026-07-22 00:00","ges",592,"ges",355,"kei","kei","ges",677,"ges",161,170,239,97,342,176,500,372,"ges","ges",159
"2026-07-22 00:15","ges",592,"ges",355,"kei","kei","ges",678,"ges",161,170,239,98,342,176,500,372,"ges","ges",159
"2026-07-22 00:30","ges",592,"ges",356,"kei","kei","ges",679,"ges",161,170,240,98,343,175,500,372,"ges","ges",159
"2026-07-22 00:45","ges",592,"ges",358,"kei","kei","ges",679,"ges",161,170,240,98,343,175,500,372,"ges","ges",159
"2026-07-22 01:00","ges",592,"ges",357,"kei","kei","ges",679,"ges",161,170,240,99,343,175,500,372,"ges","ges",159
"2026-07-22 01:15","ges",592,"ges",357,"kei","kei","ges",679,"ges",161,170,240,101,343,175,500,372,"ges","ges",159
"2026-07-22 01:30","ges",592,"ges",357,"kei","kei","ges",679,"ges",161,170,240,101,343,175,500,372,"ges","ges",159
"2026-07-22 01:45","ges",592,"ges",358,"kei","kei","ges",679,"ges",161,170,240,92,343,175,500,372,"ges","ges",159
"2026-07-22 02:00","ges",592,"ges",358,"kei","kei","ges",679,"ges",161,170,240,93,343,175,500,372,"ges","ges",159
"2026-07-22 02:15","ges",592,"ges",358,"kei","kei","ges",679,"ges",161,170,240,93,343,175,500,372,"ges","ges",159
"2026-07-22 02:30","ges",592,"ges",358,"kei","kei","ges",679,"ges",161,170,240,93,343,175,500,372,"ges","ges",159
"2026-07-22 02:45","ges",592,"ges",358,"kei","kei","ges",679,"ges",161,170,240,93,343,175,500,372,"ges","ges",159
"2026-07-22 03:00","ges",592,"ges",358,"kei","kei","ges",679,"ges",161,170,240,93,343,175,500,372,"ges","ges",159
"2026-07-22 03:15","ges",592,"ges",358,"kei","kei","ges",679,"ges",161,170,240,93,343,175,500,372,"ges","ges",159
"2026-07-22 03:30","ges",592,"ges",358,"kei","kei","ges",679,"ges",161,170,240,93,343,174,500,372,"ges","ges",158
"2026-07-22 03:45","ges",592,"ges",358,"kei","kei","ges",679,"ges",161,170,240,93,343,175,500,372,"ges","ges",159
"2026-07-22 04:00","ges",592,"ges",358,"kei","kei","ges",679,"ges",161,170,240,93,343,175,500,372,"ges","ges",159
"2026-07-22 04:15","ges",592,"ges",358,"kei","kei","ges",679,"ges",161,170,240,93,343,175,500,372,"ges","ges",159
"2026-07-22 04:30","ges",592,"ges",358,"kei","kei","ges",679,"ges",161,170,240,93,343,175,500,372,"ges","ges",159
"2026-07-22 04:45","ges",592,"ges",358,"kei","kei","ges",679,"ges",161,170,240,92,343,175,500,372,"ges","ges",159
"2026-07-22 05:00","ges",592,"ges",358,"kei","kei","ges",679,"ges",161,170,240,92,343,176,500,372,"ges","ges",159
"2026-07-22 05:15","ges",592,"ges",357,"kei","kei","ges",678,"ges",161,170,240,92,343,176,500,372,"ges","ges",159
"2026-07-22 05:30","ges",591,"ges",356,"kei","kei","ges",678,"ges",161,170,240,90,343,176,500,372,102,300,158
"2026-07-22 05:45","ges",591,"ges",355,"kei","kei","ges",678,"ges",161,170,240,89,342,176,500,372,102,299,158
"2026-07-22 06:00","ges",590,"ges",355,"kei","kei","ges",677,"ges",161,170,240,84,342,176,500,372,101,297,157
"2026-07-22 06:05","ges",591,"ges",355,"kei","kei","ges",677,"ges",161,170,240,81,342,172,500,372,101,297,156
