"Datum und Uhrzeit","PH Coesfelder Kreuz","PH Theater","PP Hörsterplatz","PH Alter Steinweg","Busparkplatz","PP Schlossplatz Nord","PP Schlossplatz Süd","PH Aegidii","PP Georgskommende","PH Münster Arkaden","PH Karstadt","PH Stubengasse","PH Bremer Platz","PH Engelenschanze","PH Bahnhofstraße","PH Cineplex","PH Stadthaus 3"
"Anzahl Parkplätze gesamt","(1000)","(743)","(202)","(371)","(63)","(450)","(460)","(750)","(272)","(166)","(187)","(300)","(287)","(460)","(320)","(590)","(372)"
"2024-12-27 00:00","ges",659,"ges",357,"ges","ges","ges",660,"ges",158,170,245,211,404,241,533,327
"2024-12-27 00:15","ges",659,"ges",359,"ges","ges","ges",660,"ges",158,170,245,212,404,240,537,328
"2024-12-27 00:30","ges",659,"ges",359,"ges","ges","ges",660,"ges",158,170,245,212,404,240,538,328
"2024-12-27 00:45","ges",659,"ges",359,"ges","ges","ges",660,"ges",158,170,245,212,404,240,539,328
"2024-12-27 01:00","ges",659,"ges",359,"ges","ges","ges",660,"ges",158,170,245,212,404,240,549,328
"2024-12-27 01:15","ges",659,"ges",359,"ges","ges","ges",660,"ges",158,170,245,212,404,240,553,328
"2024-12-27 01:30","ges",659,"ges",359,"ges","ges","ges",660,"ges",158,170,245,212,404,240,556,328
"2024-12-27 01:45","ges",659,"ges",359,"ges","ges","ges",660,"ges",158,170,245,212,404,240,561,328
"2024-12-27 02:00","ges",659,"ges",359,"ges","ges","ges",660,"ges",158,170,245,212,404,240,562,328
"2024-12-27 02:15","ges",659,"ges",359,"ges","ges","ges",660,"ges",158,170,245,212,404,240,562,328
"2024-12-27 02:30","ges",659,"ges",359,"ges","ges","ges",660,"ges",158,170,245,212,404,240,562,328
"2024-12-27 02:45","ges",659,"ges",359,"ges","ges","ges",660,"ges",158,170,245,212,404,240,562,328
"2024-12-27 03:00","ges",659,"ges",359,"ges","ges","ges",660,"ges",158,170,245,212,404,240,562,328
"2024-12-27 03:15","ges",659,"ges",359,"ges","ges","ges",660,"ges",158,170,245,212,404,240,562,328
"2024-12-27 03:30","ges",659,"ges",359,"ges","ges","ges",660,"ges",158,170,245,212,404,240,562,328
"2024-12-27 03:45","ges",659,"ges",359,"ges","ges","ges",660,"ges",158,170,245,212,404,240,562,328
"2024-12-27 04:00","ges",659,"ges",359,"ges","ges","ges",660,"ges",158,170,245,212,404,240,562,328
"2024-12-27 04:15","ges",659,"ges",359,"ges","ges","ges",660,"ges",158,170,245,212,404,240,562,328
"2024-12-27 04:30","ges",659,"ges",359,"ges","ges","ges",660,"ges",158,170,245,212,404,240,562,328
"2024-12-27 04:45","ges",659,"ges",359,"ges","ges","ges",660,"ges",158,170,245,212,404,240,562,328
"2024-12-27 05:00","ges",659,"ges",359,"ges","ges","ges",660,"ges",158,170,245,212,404,240,562,328
"2024-12-27 05:15","ges",659,"ges",359,"ges","ges","ges",660,"ges",158,170,245,212,404,240,562,329
"2024-12-27 05:30","ges",659,"ges",359,"ges","ges","ges",660,"ges",158,170,245,212,404,240,562,328
"2024-12-27 05:45","ges",659,"ges",359,"ges","ges","ges",660,"ges",158,170,245,212,404,240,562,328
"2024-12-27 06:00","ges",659,"ges",359,"ges","ges","ges",660,"ges",158,170,245,212,404,240,562,327
"2024-12-27 06:05","ges",659,"ges",359,"ges","ges","ges",660,"ges",158,170,245,212,404,240,562,327
"2024-12-27 06:10","ges",659,"ges",359,"ges","ges","ges",660,"ges",158,170,245,212,404,240,562,327
"2024-12-27 06:15","ges",659,"ges",359,"ges","ges","ges",660,"ges",158,170,245,212,404,240,562,326
"2024-12-27 06:20","ges",659,"ges",359,"ges","ges","ges",660,"ges",158,170,245,212,404,240,562,326
"2024-12-27 06:25","ges",659,"ges",359,"ges","ges","ges",660,"ges",158,170,245,212,404,240,562,326
"2024-12-27 06:30","ges",659,"ges",359,"ges","ges","ges",660,"ges",158,170,245,212,404,240,562,325
"2024-12-27 06:35","ges",659,"ges",359,"ges","ges","ges",660,"ges",158,170,245,212,404,240,562,325
"2024-12-27 06:40","ges",659,"ges",359,"ges","ges","ges",660,"ges",158,170,245,212,404,240,562,325
"2024-12-27 06:45","ges",659,"ges",359,"ges","ges","ges",643,"ges",158,170,"kei","kei","kei","kei",561,324
"2024-12-27 06:50","ges",657,"ges",356,"ges","ges","ges",696,"ges",158,170,245,193,398,232,561,323
"2024-12-27 06:55","ges",657,"ges",354,"ges","ges","ges",696,222,158,170,245,193,398,232,561,322
"2024-12-27 07:00","ges",655,202,353,"ges","ges",250,695,222,158,170,245,193,395,232,559,320
"2024-12-27 07:05","ges",655,166,353,63,136,250,694,221,158,170,245,193,395,232,559,319
"2024-12-27 07:10","ges",654,166,353,63,136,250,692,221,158,170,245,193,395,231,558,318
"2024-12-27 07:15","ges",654,166,353,63,136,250,692,221,158,170,245,194,395,231,558,318
"2024-12-27 07:20","ges",653,165,352,63,136,250,691,221,158,170,245,193,396,231,558,316
"2024-12-27 07:25","ges",653,165,348,63,136,250,691,222,158,170,244,192,396,228,557,316
"2024-12-27 07:30","ges",650,164,348,63,136,250,690,221,158,170,244,191,396,228,557,316
"2024-12-27 07:35","ges",648,164,349,63,136,250,690,221,158,167,241,190,395,228,556,316
"2024-12-27 07:40","ges",648,164,348,63,136,250,688,221,158,167,240,190,393,227,555,316
"2024-12-27 07:45","ges",647,163,347,63,136,250,684,221,158,167,241,189,393,227,554,316
"2024-12-27 07:50","ges",645,162,345,63,136,250,681,221,157,165,239,189,391,228,553,316
"2024-12-27 07:55","ges",643,161,345,63,136,250,679,221,157,164,237,189,391,228,553,317
"2024-12-27 08:00","ges",640,160,344,63,136,250,679,221,156,164,234,188,390,228,553,316
"2024-12-27 08:05","ges",635,160,341,63,136,250,677,221,155,164,235,188,389,228,550,316
"2024-12-27 08:10","ges",635,159,340,63,136,250,677,221,155,164,235,187,389,228,550,316
"2024-12-27 08:15","ges",635,156,339,63,136,250,675,220,156,164,236,185,385,228,548,316
"2024-12-27 08:20","ges",632,155,339,63,136,250,673,219,155,164,235,183,382,223,548,316
"2024-12-27 08:25","ges",631,154,337,63,136,250,670,219,156,163,237,182,381,221,548,316
"2024-12-27 08:30","ges",631,152,335,63,136,250,669,219,156,163,238,182,382,220,548,317
"2024-12-27 08:35","ges",630,150,330,61,136,250,669,219,155,160,238,182,383,217,546,319
"2024-12-27 08:40","ges",630,146,329,61,136,250,668,219,155,160,239,179,381,218,544,319
"2024-12-27 08:45","ges",624,143,329,61,136,250,664,218,154,162,236,177,381,217,543,319
"2024-12-27 08:50","ges",619,141,325,61,136,250,660,218,151,162,232,174,379,212,543,319
"2024-12-27 08:55","ges",617,138,322,59,136,250,655,218,148,164,227,171,376,212,543,319
"2024-12-27 09:00","ges",614,135,318,59,136,250,650,219,143,161,225,169,376,214,542,319
"2024-12-27 09:05","ges",611,130,317,59,136,250,644,218,141,160,219,169,373,214,542,320
"2024-12-27 09:10","ges",609,128,314,59,136,250,645,218,135,160,217,168,372,215,540,320
"2024-12-27 09:15","ges",608,127,310,59,136,250,639,217,128,160,210,170,372,216,540,319
"2024-12-27 09:20","ges",607,126,305,59,136,250,636,216,126,157,209,169,372,217,540,318
"2024-12-27 09:25","ges",603,121,297,59,136,250,633,214,118,155,201,168,371,216,540,319
"2024-12-27 09:30","ges",598,116,285,59,136,250,628,213,118,151,200,167,369,214,539,319
"2024-12-27 09:35","ges",598,113,276,59,136,250,627,212,110,150,188,162,366,213,538,320
"2024-12-27 09:40","ges",593,100,269,59,136,250,621,212,104,148,185,160,363,213,538,321
"2024-12-27 09:45","ges",586,91,257,60,136,250,605,211,98,145,183,163,361,211,538,321
"2024-12-27 09:50","ges",583,84,248,61,136,250,592,210,90,140,176,160,354,211,538,320
"2024-12-27 09:55","ges",575,82,231,61,136,250,575,204,79,135,170,162,351,209,537,320
"2024-12-27 10:00","ges",563,77,213,62,136,250,565,198,65,128,164,162,346,208,536,317
"2024-12-27 10:05","ges",555,69,201,62,136,250,544,195,57,119,157,160,339,205,536,317
"2024-12-27 10:10","ges",547,67,187,62,136,250,527,192,42,110,149,162,336,204,537,317
"2024-12-27 10:15","ges",543,60,173,62,136,250,515,188,32,101,134,161,331,202,537,317
"2024-12-27 10:20","ges",540,47,156,62,136,250,497,187,24,99,123,157,324,202,537,317
"2024-12-27 10:25","ges",532,36,142,59,136,250,487,184,9,90,108,162,319,196,537,317
"2024-12-27 10:30","ges",521,30,129,56,136,250,478,177,4,88,104,162,314,193,537,318
"2024-12-27 10:35","ges",513,29,120,56,136,250,463,174,1,83,101,160,309,192,537,318
"2024-12-27 10:40","ges",506,22,112,56,136,250,447,172,"bes",81,96,160,302,192,536,318
"2024-12-27 10:45","ges",498,17,102,56,136,250,428,170,"bes",75,89,159,294,191,537,318
"2024-12-27 10:50","ges",484,14,93,56,136,250,420,168,"bes",72,73,160,288,195,536,318
"2024-12-27 10:55","ges",483,"bes",83,56,136,250,412,167,1,70,71,157,290,192,534,317
"2024-12-27 11:00","ges",476,"bes",77,57,136,250,395,167,"bes",71,64,156,282,187,531,317
"2024-12-27 11:05","ges",467,1,71,57,136,250,386,166,"bes",67,61,155,278,186,527,317
"2024-12-27 11:10","ges",462,"bes",61,57,136,250,366,165,"bes",68,49,153,275,189,526,314
"2024-12-27 11:15","ges",454,"bes",54,57,136,250,364,163,"bes",68,39,151,270,190,526,314
"2024-12-27 11:20","ges",439,"bes",50,57,136,250,351,162,"bes",62,30,148,264,185,524,315
"2024-12-27 11:25","ges",432,1,40,57,136,250,341,160,"bes",62,29,147,258,184,520,315
"2024-12-27 11:30","ges",420,"bes",31,58,136,200,330,161,1,57,26,144,244,182,514,315
"2024-12-27 11:35","ges",414,"bes",21,59,136,200,319,163,"bes",55,19,144,241,182,513,314
"2024-12-27 11:40","ges",403,"bes",6,40,136,200,298,162,"bes",48,10,142,238,177,513,312
"2024-12-27 11:45","ges",393,"bes","bes",40,136,200,295,158,"bes",45,5,140,226,172,510,312
"2024-12-27 11:50","ges",376,"bes",1,40,136,200,281,149,"bes",42,1,140,218,169,503,312
"2024-12-27 11:55","ges",368,"bes",3,40,136,200,266,148,1,34,"bes",135,211,171,500,312
"2024-12-27 12:00","ges",351,"bes","bes",33,136,200,244,144,1,18,"bes",133,209,169,499,311
"2024-12-27 12:05","ges",339,"bes","bes",33,136,200,238,141,2,6,1,131,203,168,496,312
"2024-12-27 12:10","ges",333,"bes","bes",33,136,200,223,139,"bes",1,"bes",129,197,163,495,313
"2024-12-27 12:15","ges",322,"bes",2,33,136,200,213,135,"bes","bes","bes",128,195,164,495,313
"2024-12-27 12:20","ges",309,"bes","bes",33,40,200,197,131,"bes","bes",1,126,173,159,496,310
"2024-12-27 12:25","ges",307,"bes",1,33,40,200,189,125,1,0,"bes",124,174,160,494,311
"2024-12-27 12:30","ges",299,"bes",1,33,40,200,181,122,"bes","bes","bes",117,160,158,493,311
"2024-12-27 12:35","ges",293,"bes","bes",33,40,200,170,117,"bes","bes",1,114,155,152,494,310
"2024-12-27 12:40","ges",287,"bes","bes",33,40,200,152,108,"bes","bes",1,107,140,147,494,309
"2024-12-27 12:45","ges",272,"bes",1,33,40,200,144,107,1,"bes",1,103,138,147,492,307
"2024-12-27 12:50","ges",257,"bes",2,33,40,200,145,97,"bes",1,"bes",96,134,141,493,308
"2024-12-27 12:55","ges",252,"bes",2,33,40,200,137,97,"bes","bes",2,96,132,142,493,309
"2024-12-27 13:00","ges",242,"bes","bes",33,40,200,138,90,1,"bes","bes",95,117,135,492,309
"2024-12-27 13:05","ges",235,"bes",1,34,40,200,127,90,1,2,1,96,112,134,490,309
"2024-12-27 13:10","ges",224,"bes",1,34,40,200,117,87,1,1,"bes",99,100,132,489,311
"2024-12-27 13:15","ges",209,"bes",2,38,40,200,112,86,"bes",1,1,99,98,127,487,311
"2024-12-27 13:20","ges",201,"bes",1,40,40,200,101,80,"bes","bes",5,109,93,126,485,311
"2024-12-27 13:25","ges",191,"bes","bes",40,40,200,93,74,1,1,1,112,93,124,480,310
"2024-12-27 13:30","ges",179,"bes",2,40,40,200,72,70,1,2,1,114,82,124,472,309
"2024-12-27 13:35","ges",179,"bes","bes",41,40,200,63,67,"bes","bes","bes",116,82,122,470,309
"2024-12-27 13:40","ges",181,"bes",1,43,40,200,58,68,"bes","bes","bes",117,75,123,470,309
"2024-12-27 13:45","ges",177,"bes",1,44,40,200,77,63,"bes","bes","ges",118,60,118,457,307
"2024-12-27 13:50","ges",174,"bes",3,44,40,200,88,62,"bes","bes",1,118,58,121,447,305
"2024-12-27 13:55","ges",166,"bes",2,46,40,200,78,66,"bes","bes",1,120,50,122,442,304
"2024-12-27 14:00","ges",171,"bes","bes",51,40,200,72,65,"bes",1,"bes",117,45,115,435,302
"2024-12-27 14:05","ges",173,"bes",1,51,40,200,71,67,1,1,"bes",119,46,113,431,299
"2024-12-27 14:10","ges",170,"bes",3,51,40,200,57,65,"bes",1,2,119,44,110,430,297
"2024-12-27 14:15","ges",173,"bes",1,51,40,200,46,64,"bes","bes",2,118,29,111,428,294
"2024-12-27 14:20","ges",176,"bes",1,52,40,200,43,59,"bes",2,"bes",119,26,109,424,293
"2024-12-27 14:25","ges",171,"bes","bes",52,40,200,31,57,1,"bes",1,113,23,110,410,290
"2024-12-27 14:30","ges",169,"bes",1,52,40,200,22,56,"bes",1,2,117,20,111,404,288
"2024-12-27 14:35","ges",171,1,"bes",53,40,200,21,59,"bes","bes",1,110,11,110,388,283
"2024-12-27 14:40","ges",168,"bes","bes",55,40,200,32,55,"bes","bes","bes",107,8,106,380,283
"2024-12-27 14:45","ges",170,"bes",1,56,40,200,21,55,"bes",1,"bes",106,5,108,370,277
"2024-12-27 14:50","ges",169,1,1,57,40,200,15,56,1,"bes","bes",106,2,110,367,276
"2024-12-27 14:55","ges",167,"bes",2,60,40,200,11,58,"bes",1,1,107,1,106,366,274
"2024-12-27 15:00","ges",178,"bes",1,60,40,200,13,56,"bes",2,1,104,"bes",105,365,273
"2024-12-27 15:05","ges",188,1,"bes",60,40,200,10,59,"bes",1,"bes",105,7,101,365,274
"2024-12-27 15:10","ges",191,2,1,60,40,200,6,62,4,2,2,102,3,102,368,274
"2024-12-27 15:15","ges",196,3,3,61,40,200,6,62,8,2,1,106,1,101,367,275
"2024-12-27 15:20","ges",196,1,"bes",61,40,200,1,67,14,"bes","bes",107,6,98,362,274
