"Datum und Uhrzeit","PH Coesfelder Kreuz","PH Theater","PP Hörsterplatz","PH Alter Steinweg","Busparkplatz","PP Schlossplatz Nord","PP Schlossplatz Süd","PH Aegidii","PP Georgskommende","PH Münster Arkaden","PH Karstadt","PH Stubengasse","PH Bremer Platz","PH Engelenschanze","PH Bahnhofstraße","PH Cineplex","PH Stadthaus 3"
"Anzahl Parkplätze gesamt","(869)","(743)","(202)","(371)","(63)","(450)","(460)","(750)","(272)","(166)","(187)","(300)","(287)","(460)","(320)","(590)","(372)"
"2024-12-06 00:00","ges",642,"ges",329,"ges","ges","ges",690,"ges",154,186,250,155,285,191,524,311
"2024-12-06 00:15","ges",642,"ges",329,"ges","ges","ges",691,"ges",154,186,252,155,285,192,530,311
"2024-12-06 00:30","ges",642,"ges",329,"ges","ges","ges",691,"ges",154,186,252,155,285,192,530,311
"2024-12-06 00:45","ges",642,"ges",329,"ges","ges","ges",691,"ges",154,186,252,155,285,192,531,311
"2024-12-06 01:00","ges",642,"ges",329,"ges","ges","ges",691,"ges",154,186,252,155,285,192,531,311
"2024-12-06 01:15","ges",642,"ges",329,"ges","ges","ges",691,"ges",154,186,252,155,285,192,531,311
"2024-12-06 01:30","ges",642,"ges",329,"ges","ges","ges",691,"ges",154,186,252,155,285,192,531,311
"2024-12-06 01:45","ges",642,"ges",329,"ges","ges","ges",691,"ges",154,186,252,155,285,192,531,311
"2024-12-06 02:00","ges",642,"ges",329,"ges","ges","ges",691,"ges",154,186,252,155,285,192,533,311
"2024-12-06 02:15","ges",642,"ges",329,"ges","ges","ges",691,"ges",154,186,252,155,285,192,533,311
"2024-12-06 02:30","ges",642,"ges",329,"ges","ges","ges",691,"ges",154,186,252,155,285,192,534,311
"2024-12-06 02:45","ges",642,"ges",329,"ges","ges","ges",691,"ges",154,186,252,155,285,192,534,311
"2024-12-06 03:00","ges",642,"ges",329,"ges","ges","ges",691,"ges",154,186,252,155,285,192,534,311
"2024-12-06 03:15","ges",642,"ges",329,"ges","ges","ges",691,"ges",154,186,252,155,285,192,534,311
"2024-12-06 03:30","ges",642,"ges",329,"ges","ges","ges",691,"ges",154,186,252,155,285,192,534,311
"2024-12-06 03:45","ges",642,"ges",329,"ges","ges","ges",691,"ges",154,186,252,155,285,192,534,311
"2024-12-06 04:00","ges",642,"ges",329,"ges","ges","ges",691,"ges",154,186,252,155,285,192,534,311
"2024-12-06 04:15","ges",642,"ges",329,"ges","ges","ges",691,"ges",154,186,252,155,285,192,534,311
"2024-12-06 04:30","ges",642,"ges",329,"ges","ges","ges",691,"ges",154,186,252,155,285,192,534,311
"2024-12-06 04:45","ges",642,"ges",329,"ges","ges","ges",691,"ges",154,186,252,155,285,192,534,311
"2024-12-06 05:00","ges",642,"ges",329,"ges","ges","ges",691,"ges",154,186,252,155,285,192,534,311
"2024-12-06 05:15","ges",642,"ges",329,"ges","ges","ges",691,"ges",154,186,252,155,285,192,534,311
"2024-12-06 05:30","ges",642,"ges",329,"ges","ges","ges",691,"ges",154,186,252,155,285,192,534,310
"2024-12-06 05:45","ges",642,"ges",329,"ges","ges","ges",691,"ges",154,186,252,155,285,192,534,310
"2024-12-06 06:00","ges",642,"ges",329,"ges","ges","ges",691,"ges",154,186,252,155,285,192,533,304
"2024-12-06 06:05","ges",642,"ges",329,"ges","ges","ges",691,"ges",154,186,252,155,285,192,532,301
"2024-12-06 06:10","ges",642,"ges",329,"ges","ges","ges",691,"ges",154,186,252,155,285,192,531,300
"2024-12-06 06:15","ges",642,"ges",329,"ges","ges","ges",691,"ges",154,186,252,155,285,192,531,300
"2024-12-06 06:20","ges",642,"ges",329,"ges","ges","ges",691,"ges",154,186,252,155,285,192,530,297
"2024-12-06 06:25","ges",642,"ges",329,"ges","ges","ges",691,"ges",154,186,252,155,285,192,528,295
"2024-12-06 06:30","ges",642,"ges",329,"ges",80,"ges",691,"ges",154,186,252,155,285,192,528,292
"2024-12-06 06:35","ges",642,"ges",329,"ges",80,"ges",691,"ges",154,186,252,155,285,192,527,287
"2024-12-06 06:40","ges",642,"ges",329,"ges",80,"ges",691,"ges",154,186,252,155,285,192,527,284
"2024-12-06 06:45","ges",641,"ges",322,"ges",80,"ges",685,244,154,186,246,140,289,185,527,282
"2024-12-06 06:50","ges",642,173,322,"ges",80,"ges",683,244,154,186,244,140,286,184,526,277
"2024-12-06 06:55","ges",641,173,322,63,80,"ges",683,244,154,186,244,138,287,184,522,272
"2024-12-06 07:00","ges",641,173,321,63,80,260,681,244,154,186,240,138,287,184,519,268
"2024-12-06 07:05","ges",640,173,319,63,80,260,681,244,154,186,240,140,282,183,517,265
"2024-12-06 07:10","ges",640,172,318,63,80,260,679,245,154,186,239,140,278,184,514,263
"2024-12-06 07:15","ges",640,172,319,63,80,260,679,246,154,186,237,141,278,182,511,262
"2024-12-06 07:20","ges",641,172,319,63,80,260,678,246,154,170,235,141,277,182,508,259
"2024-12-06 07:25","ges",639,171,317,63,80,260,676,246,154,169,233,141,275,183,507,259
"2024-12-06 07:30","ges",632,168,312,63,80,260,670,245,154,168,229,141,272,184,505,259
"2024-12-06 07:35","ges",630,164,311,63,80,260,666,244,154,167,229,140,273,185,502,258
"2024-12-06 07:40","ges",625,163,308,63,80,260,660,244,154,167,228,138,275,182,501,260
"2024-12-06 07:45","ges",623,161,309,63,80,260,657,244,154,166,228,139,272,181,499,258
"2024-12-06 07:50","ges",615,160,308,63,80,260,652,242,154,165,227,140,270,181,493,256
"2024-12-06 07:55","ges",614,155,305,63,80,260,650,242,151,164,225,143,276,180,493,255
"2024-12-06 08:00","ges",607,153,301,63,80,260,646,242,150,162,221,143,272,178,487,256
"2024-12-06 08:05","ges",600,150,299,63,80,260,645,242,147,159,217,144,273,174,484,255
"2024-12-06 08:10","ges",591,146,299,63,80,260,637,243,142,158,215,143,269,174,481,253
"2024-12-06 08:15","ges",585,142,290,63,80,260,633,242,138,158,212,140,265,173,480,251
"2024-12-06 08:20","ges",581,140,289,63,80,260,626,241,135,156,212,137,266,171,481,247
"2024-12-06 08:25","ges",575,136,282,63,80,260,621,240,128,157,210,135,266,171,477,246
"2024-12-06 08:30","ges",571,132,280,63,80,260,615,241,121,155,209,134,266,167,477,245
"2024-12-06 08:35","ges",560,124,271,63,80,260,606,236,113,151,211,130,263,163,474,242
"2024-12-06 08:40","ges",558,121,263,63,80,260,602,232,112,150,210,127,262,162,472,238
"2024-12-06 08:45","ges",555,119,252,63,80,260,595,229,104,145,208,125,257,159,465,238
"2024-12-06 08:50","ges",548,116,246,63,80,260,588,226,102,145,205,120,253,156,463,237
"2024-12-06 08:55","ges",543,108,238,63,80,260,574,225,93,142,198,117,247,157,464,236
"2024-12-06 09:00","ges",538,104,233,63,80,260,571,223,86,138,194,117,244,153,463,238
"2024-12-06 09:05","ges",537,98,223,63,80,260,559,219,83,136,189,117,234,148,459,237
"2024-12-06 09:10","ges",529,96,205,63,80,260,554,216,73,130,185,108,234,149,460,239
"2024-12-06 09:15","ges",530,94,204,63,80,260,549,216,73,131,181,108,231,146,462,240
"2024-12-06 09:20","ges",523,85,200,63,80,260,542,214,70,128,178,108,223,146,462,237
"2024-12-06 09:25","ges",512,77,190,63,80,260,526,208,68,127,168,107,216,148,464,236
"2024-12-06 09:30","ges",504,70,183,63,80,260,522,207,59,120,164,106,213,150,462,235
"2024-12-06 09:35","ges",498,63,172,63,80,260,512,203,46,113,153,110,206,151,460,235
"2024-12-06 09:40","ges",494,64,164,63,80,260,501,202,37,109,146,111,202,149,460,235
"2024-12-06 09:45","ges",480,61,154,63,80,260,489,196,33,102,138,104,196,148,459,235
"2024-12-06 09:50","ges",471,51,133,63,80,260,480,186,22,97,128,102,190,146,455,231
"2024-12-06 09:55","ges",468,37,118,63,80,260,459,185,17,94,118,101,184,142,455,230
"2024-12-06 10:00","ges",456,31,102,63,80,260,447,187,"bes",89,110,96,185,140,450,229
"2024-12-06 10:05","ges",440,26,81,63,80,260,418,179,"bes",82,103,94,184,140,450,229
"2024-12-06 10:10","ges",428,"bes",62,63,80,260,391,173,"bes",81,97,90,182,136,448,228
"2024-12-06 10:15","ges",420,"bes",53,63,80,260,367,170,"bes",74,90,90,171,134,446,230
"2024-12-06 10:20","ges",416,"bes",29,63,80,260,347,168,"bes",70,79,91,168,138,444,231
"2024-12-06 10:25","ges",410,"bes",17,63,80,260,326,163,"bes",64,71,90,165,138,445,228
"2024-12-06 10:30","ges",391,"bes","bes",63,80,260,305,158,"bes",59,72,91,160,134,447,228
"2024-12-06 10:35","ges",386,1,"bes",63,80,260,297,155,1,55,69,92,163,133,451,227
"2024-12-06 10:40","ges",371,"bes",1,63,80,260,273,156,"bes",47,64,93,144,135,449,228
"2024-12-06 10:45","ges",363,"bes","bes",63,80,260,264,151,"bes",46,62,96,142,134,449,229
"2024-12-06 10:50","ges",350,"bes",1,63,80,260,256,148,"bes",44,54,93,137,132,447,228
"2024-12-06 10:55","ges",344,"bes",1,63,80,260,245,146,"bes",41,50,93,130,131,447,228
"2024-12-06 11:00","ges",340,"bes",1,63,80,260,229,137,"bes",41,41,92,125,127,447,227
"2024-12-06 11:05","ges",331,"bes","bes",63,80,260,221,137,"bes",45,34,94,113,128,445,227
"2024-12-06 11:10","ges",316,"bes",1,63,80,260,217,138,1,42,29,96,110,129,444,226
"2024-12-06 11:15","ges",308,1,"bes",63,80,260,210,138,"bes",36,27,95,110,130,445,227
"2024-12-06 11:20","ges",301,"bes",1,63,80,260,190,137,"bes",35,21,94,105,129,449,226
"2024-12-06 11:25","ges",293,"bes","bes",63,80,260,180,135,"bes",34,24,92,100,130,450,226
"2024-12-06 11:30","ges",286,"bes",1,63,80,260,171,136,"bes",29,15,90,98,129,450,226
"2024-12-06 11:35","ges",275,"bes",1,63,80,260,167,132,"bes",23,15,91,95,130,450,225
"2024-12-06 11:40","ges",268,"bes",2,63,80,260,149,131,"bes",13,10,85,91,134,450,227
"2024-12-06 11:45","ges",269,"bes","bes",63,80,260,144,133,"bes",16,11,84,94,136,452,226
"2024-12-06 11:50","ges",260,1,3,63,80,260,135,133,"bes",7,5,85,95,136,452,226
"2024-12-06 11:55","ges",261,"bes","bes",63,80,260,134,135,"bes",1,4,88,95,134,452,227
"2024-12-06 12:00","ges",260,"bes",10,63,80,260,128,138,"bes",2,15,85,92,132,450,229
"2024-12-06 12:05","ges",258,"bes",11,63,80,260,123,140,"bes",7,17,79,100,130,449,235
