"Datum und Uhrzeit","PH Coesfelder Kreuz","PH Theater","PP Hörsterplatz","PH Alter Steinweg","Busparkplatz","PP Schlossplatz Nord","PP Schlossplatz Süd","PH Aegidii","PP Georgskommende","PH Münster Arkaden","PH Karstadt","PH Stubengasse","PH Bremer Platz","PH Engelenschanze","PH Bahnhofstraße","PH Cineplex","PH Stadthaus 3","PP Hafenmarkt","TG Hafenmarkt"
"Anzahl Parkplätze gesamt","(1000)","(743)","(202)","(371)","(63)","(450)","(460)","(750)","(272)","(166)","(187)","(300)","(287)","(460)","(320)","(590)","(372)","(205)","(350)"
"2025-08-08 00:00","ges",649,"ges",346,"ges",250,"ges",684,"ges",152,177,233,188,381,222,531,201,204,316
"2025-08-08 00:15","ges",649,"ges",346,"ges",250,"ges",684,"ges",152,177,233,188,381,222,531,200,204,316
"2025-08-08 00:30","ges",649,"ges",346,"ges",250,"ges",684,"ges",152,177,233,188,381,222,532,201,204,316
"2025-08-08 00:45","ges",649,"ges",346,"ges",250,"ges",684,"ges",152,177,233,188,381,222,534,203,204,316
"2025-08-08 01:00","ges",649,"ges",346,"ges",250,"ges",684,"ges",152,177,233,188,381,222,536,203,204,316
"2025-08-08 01:15","ges",649,"ges",346,"ges",250,"ges",684,"ges",152,177,233,188,381,222,539,203,204,316
"2025-08-08 01:30","ges",649,"ges",346,"ges",250,"ges",684,"ges",152,177,233,188,381,222,546,202,204,316
"2025-08-08 01:45","ges",649,"ges",346,"ges",250,"ges",684,"ges",152,177,233,188,381,222,548,203,204,316
"2025-08-08 02:00","ges",649,"ges",346,"ges",250,"ges",684,"ges",152,177,233,188,381,222,548,203,204,316
"2025-08-08 02:15","ges",649,"ges",346,"ges",250,"ges",684,"ges",152,177,233,188,381,222,548,203,204,316
"2025-08-08 02:30","ges",649,"ges",346,"ges",250,"ges",684,"ges",152,177,233,188,381,222,548,203,204,316
"2025-08-08 02:45","ges",649,"ges",346,"ges",250,"ges",684,"ges",152,177,233,188,381,222,548,203,204,316
"2025-08-08 03:00","ges",649,"ges",346,"ges",250,"ges",684,"ges",152,177,233,188,381,222,548,203,204,316
"2025-08-08 03:15","ges",649,"ges",346,"ges",250,"ges",684,"ges",152,177,233,188,381,222,548,203,204,316
"2025-08-08 03:30","ges",649,"ges",346,"ges",250,"ges",684,"ges",152,177,233,188,381,222,548,203,204,316
"2025-08-08 03:45","ges",649,"ges",346,"ges",250,"ges",684,"ges",152,177,233,188,381,222,548,203,204,316
"2025-08-08 04:00","ges",649,"ges",346,"ges",250,"ges",684,"ges",152,177,233,188,381,222,548,203,204,316
"2025-08-08 04:15","ges",649,"ges",346,"ges",250,"ges",684,"ges",152,177,233,188,381,222,548,203,204,316
"2025-08-08 04:30","ges",649,"ges",346,"ges",250,"ges",684,"ges",152,177,233,188,381,222,548,203,204,316
"2025-08-08 04:45","ges",649,"ges",346,"ges",250,"ges",684,"ges",152,177,233,188,381,222,548,203,204,316
"2025-08-08 05:00","ges",649,"ges",346,"ges",250,"ges",684,"ges",152,177,233,188,381,222,548,203,204,316
"2025-08-08 05:15","ges",649,"ges",346,"ges",250,"ges",684,"ges",152,177,233,188,381,222,548,203,204,316
"2025-08-08 05:30","ges",649,"ges",346,"ges",250,"ges",684,"ges",152,177,233,188,381,222,547,201,204,316
"2025-08-08 05:45","ges",649,"ges",346,"ges",250,"ges",684,"ges",152,177,233,188,381,222,547,201,204,316
"2025-08-08 06:00","ges",649,"ges",346,"ges",250,"ges",684,"ges",152,177,233,188,381,222,547,199,204,316
"2025-08-08 06:05","ges",649,"ges",346,"ges",250,"ges",684,"ges",152,177,233,188,381,222,547,200,204,316
"2025-08-08 06:10","ges",649,"ges",346,"ges",250,"ges",684,"ges",152,177,233,188,381,222,547,200,204,316
"2025-08-08 06:15","ges",649,"ges",346,"ges",250,"ges",684,"ges",152,177,233,188,381,222,545,197,204,316
"2025-08-08 06:20","ges",649,"ges",346,"ges",250,"ges",684,"ges",152,177,233,188,381,222,544,197,204,316
"2025-08-08 06:25","ges",649,"ges",346,"ges",250,"ges",684,"ges",152,177,233,188,381,222,544,196,204,316
"2025-08-08 06:30","ges",649,"ges",346,"ges",250,"ges",684,"ges",152,177,233,188,381,222,544,193,204,316
"2025-08-08 06:35","ges",649,"ges",334,"ges",250,"ges",676,"ges",152,177,231,176,382,215,544,189,198,315
"2025-08-08 06:40","ges",649,"ges",332,"ges",250,"ges",674,"ges",152,177,231,175,382,215,544,184,198,316
"2025-08-08 06:45","ges",649,"ges",331,60,250,350,673,"ges",152,177,230,174,382,216,544,184,200,317
"2025-08-08 06:50","ges",648,"ges",330,60,250,350,673,"ges",152,177,230,173,382,216,542,181,200,317
"2025-08-08 06:55","ges",648,175,329,60,250,350,674,"ges",152,177,230,173,382,214,542,178,198,317
"2025-08-08 07:00","ges",647,175,329,60,250,350,672,247,152,177,228,173,382,213,540,176,196,317
"2025-08-08 07:05","ges",647,170,328,60,250,350,670,246,152,177,227,174,382,214,540,175,192,317
"2025-08-08 07:10","ges",645,170,327,60,250,350,670,246,152,170,227,175,383,213,538,173,192,318
"2025-08-08 07:15","ges",645,169,325,60,250,350,667,246,152,170,226,176,381,210,535,171,192,318
"2025-08-08 07:20","ges",645,169,324,60,250,350,663,246,152,169,226,178,380,210,534,171,190,318
"2025-08-08 07:25","ges",643,167,322,60,250,350,664,246,152,168,222,177,379,210,534,170,190,318
"2025-08-08 07:30","ges",641,165,321,60,250,350,661,246,152,168,220,176,375,211,531,169,182,318
"2025-08-08 07:35","ges",639,163,319,60,250,350,657,246,152,167,220,175,375,208,528,169,186,318
"2025-08-08 07:40","ges",635,160,317,60,250,350,651,247,152,164,219,175,369,208,527,168,184,317
"2025-08-08 07:45","ges",633,158,316,60,250,350,647,247,152,163,219,173,367,209,526,166,184,316
"2025-08-08 07:50","ges",627,156,315,60,250,350,644,247,152,163,220,173,362,210,524,165,184,316
"2025-08-08 07:55","ges",624,154,312,60,250,350,641,247,151,162,217,172,358,211,524,167,184,313
"2025-08-08 08:00","ges",626,151,312,60,250,350,638,246,150,163,216,171,357,210,522,166,184,313
"2025-08-08 08:05","ges",621,153,309,60,250,350,636,246,150,162,214,170,356,207,520,166,184,313
"2025-08-08 08:10","ges",620,152,308,60,250,350,636,245,149,160,207,170,355,205,517,166,184,313
"2025-08-08 08:15","ges",619,151,307,60,250,350,633,245,148,160,204,169,354,204,515,166,188,313
"2025-08-08 08:20","ges",618,153,306,60,250,350,628,245,147,159,202,167,355,204,513,167,184,312
"2025-08-08 08:25","ges",618,149,306,60,250,350,625,244,145,157,201,164,353,207,507,167,178,313
"2025-08-08 08:30","ges",618,152,303,60,250,350,621,244,142,157,203,164,352,205,507,168,180,312
"2025-08-08 08:35","ges",614,154,297,60,250,350,612,244,141,155,205,162,353,205,505,168,182,310
"2025-08-08 08:40","ges",611,150,295,60,250,350,611,243,140,154,205,167,350,204,504,168,176,311
"2025-08-08 08:45","ges",607,149,293,60,250,350,610,241,136,153,204,166,350,205,499,169,172,310
"2025-08-08 08:50","ges",605,146,284,60,250,350,602,240,133,151,199,164,344,210,501,169,176,308
"2025-08-08 08:55","ges",604,142,280,60,250,350,599,239,130,150,197,161,338,209,499,167,172,307
"2025-08-08 09:00","ges",600,138,276,60,250,350,590,235,124,151,192,164,337,209,496,167,178,305
"2025-08-08 09:05","ges",597,136,274,60,250,350,585,235,123,150,188,163,336,208,495,167,174,305
"2025-08-08 09:10","ges",596,134,266,60,250,350,582,232,119,149,187,162,335,207,493,167,176,304
"2025-08-08 09:15","ges",590,130,268,60,250,350,580,233,120,147,184,163,335,207,493,166,174,303
"2025-08-08 09:20","ges",586,121,266,60,250,350,572,230,119,147,181,165,335,206,492,166,174,303
"2025-08-08 09:25","ges",578,117,261,60,250,350,569,231,112,145,175,165,324,204,493,166,182,301
"2025-08-08 09:30","ges",576,116,255,60,250,350,569,233,109,144,172,166,321,202,495,165,182,300
"2025-08-08 09:35","ges",570,113,251,60,250,350,567,232,105,142,168,163,319,202,494,165,176,300
"2025-08-08 09:40","ges",571,105,245,60,250,350,563,232,100,140,167,161,321,201,492,165,178,300
"2025-08-08 09:45","ges",566,101,234,60,250,350,556,230,93,134,164,160,318,202,493,167,168,301
"2025-08-08 09:50","ges",563,98,226,60,250,350,552,230,88,132,161,158,317,201,494,167,168,302
"2025-08-08 09:55","ges",559,93,212,61,250,350,542,230,79,126,154,157,311,199,492,168,166,301
"2025-08-08 10:00","ges",559,86,204,61,250,350,534,230,67,124,148,157,309,200,492,168,156,300
"2025-08-08 10:05","ges",556,80,199,61,250,350,521,229,62,119,139,156,307,200,493,167,152,301
"2025-08-08 10:10","ges",554,84,192,61,250,350,515,228,52,117,138,154,306,200,494,167,154,299
"2025-08-08 10:15","ges",548,84,191,61,250,350,512,227,47,113,136,155,304,199,495,168,144,299
"2025-08-08 10:20","ges",544,76,188,63,250,350,502,226,43,108,130,154,298,198,495,169,148,298
"2025-08-08 10:25","ges",543,74,185,63,250,350,493,225,40,106,123,151,298,200,496,168,142,298
"2025-08-08 10:30","ges",543,73,177,63,250,350,489,225,35,101,121,151,297,201,496,168,146,296
"2025-08-08 10:35","ges",538,77,170,63,250,350,484,222,32,94,121,150,298,199,496,166,148,298
"2025-08-08 10:40","ges",532,72,163,63,250,350,475,219,27,90,120,150,294,199,496,164,146,299
"2025-08-08 10:45","ges",527,71,156,63,250,350,463,218,25,86,118,151,295,200,495,163,132,298
"2025-08-08 10:50","ges",522,66,146,63,250,350,450,217,28,84,114,152,293,202,495,162,134,296
"2025-08-08 10:55","ges",520,61,138,63,250,350,450,217,26,82,115,148,291,199,495,163,122,297
"2025-08-08 11:00","ges",515,55,133,63,250,350,444,210,24,79,113,147,292,200,495,161,122,295
"2025-08-08 11:05","ges",508,54,125,63,250,350,439,207,20,80,112,145,291,202,495,161,126,294
"2025-08-08 11:10","ges",515,57,120,63,250,350,435,205,22,78,112,146,291,203,494,163,124,295
"2025-08-08 11:15","ges",506,54,109,63,250,350,432,202,11,81,105,142,290,203,493,161,116,294
"2025-08-08 11:20","ges",499,51,105,63,250,350,434,202,"bes",76,99,146,290,205,492,162,120,293
"2025-08-08 11:25","ges",500,45,108,63,250,350,428,201,"bes",76,97,144,288,207,490,162,114,292
"2025-08-08 11:30","ges",501,44,102,63,250,350,421,201,7,75,104,141,289,208,490,163,122,294
"2025-08-08 11:35","ges",496,41,95,63,250,350,417,200,8,75,106,139,288,204,489,163,124,293
"2025-08-08 11:40","ges",492,44,92,63,250,350,413,195,2,75,105,138,289,205,489,162,120,293
"2025-08-08 11:45","ges",487,46,90,63,250,350,402,193,9,71,100,134,290,203,486,158,114,293
"2025-08-08 11:50","ges",487,45,86,63,250,350,402,189,10,68,98,133,288,198,485,158,122,292
"2025-08-08 11:55","ges",487,46,80,63,250,350,395,191,9,67,94,131,282,196,484,160,128,292
"2025-08-08 12:00","ges",480,40,73,63,250,350,383,190,6,64,87,132,281,194,485,159,130,294
"2025-08-08 12:05","ges",480,36,66,63,250,350,375,190,8,71,89,131,281,194,484,158,124,292
"2025-08-08 12:10","ges",476,36,61,63,250,350,373,189,6,72,86,129,278,193,485,161,128,292
"2025-08-08 12:15","ges",472,41,65,63,250,350,384,188,1,72,89,129,269,191,485,163,116,290
"2025-08-08 12:20","ges",475,39,56,63,250,350,386,187,2,72,91,133,270,193,486,163,122,291
"2025-08-08 12:25","ges",476,33,61,63,250,350,390,190,3,70,88,135,268,189,487,164,114,291
"2025-08-08 12:30","ges",476,33,60,63,250,350,382,188,4,68,93,135,263,188,489,165,116,292
"2025-08-08 12:35","ges",478,27,63,63,250,350,382,188,2,67,91,137,265,190,488,168,110,291
"2025-08-08 12:40","ges",478,25,58,63,250,350,380,188,12,67,84,136,261,190,488,171,112,289
"2025-08-08 12:45","ges",473,28,53,63,250,350,373,187,9,71,79,136,259,190,486,171,102,289
"2025-08-08 12:50","ges",468,30,57,63,250,350,375,186,1,70,79,137,253,191,485,172,104,289
"2025-08-08 12:55","ges",459,28,52,63,250,350,371,186,4,72,77,136,254,194,484,174,100,288
"2025-08-08 13:00","ges",460,31,59,63,250,350,369,186,6,76,75,134,251,193,486,177,110,285
"2025-08-08 13:05","ges",461,32,61,63,250,350,373,187,1,74,75,134,250,193,485,179,104,283
"2025-08-08 13:10","ges",465,36,57,63,250,350,377,188,6,78,74,136,252,196,486,182,102,280
"2025-08-08 13:15","ges",461,38,55,63,250,350,375,189,9,78,74,138,251,196,490,182,104,280
"2025-08-08 13:20","ges",460,40,60,63,250,350,370,189,5,78,77,138,249,196,490,184,108,281
"2025-08-08 13:25","ges",459,43,60,63,250,350,369,188,9,71,77,137,251,196,487,186,112,282
"2025-08-08 13:30","ges",455,41,56,63,250,350,367,184,9,71,77,139,248,196,490,187,114,281
"2025-08-08 13:35","ges",454,35,66,63,250,350,365,183,10,70,75,139,244,193,489,188,112,277
"2025-08-08 13:40","ges",455,32,63,63,250,350,370,184,13,68,68,131,243,194,491,188,116,275
"2025-08-08 13:45","ges",454,33,63,63,250,350,372,182,8,69,73,129,245,193,490,188,112,278
"2025-08-08 13:50","ges",455,33,63,63,250,350,370,179,6,69,76,130,243,195,489,188,118,276
"2025-08-08 13:55","ges",456,35,65,63,250,350,369,180,2,67,76,129,242,192,488,188,120,273
"2025-08-08 14:00","ges",464,31,72,63,250,350,369,180,5,69,70,128,240,193,488,188,120,276
"2025-08-08 14:05","ges",467,29,67,63,250,350,365,180,4,69,66,126,240,195,484,188,122,277
"2025-08-08 14:10","ges",473,24,69,63,250,350,360,180,8,70,67,123,237,192,481,191,126,279
"2025-08-08 14:15","ges",475,23,68,63,250,350,357,183,7,69,69,127,235,192,484,192,126,278
"2025-08-08 14:20","ges",477,24,69,63,250,350,355,187,5,69,68,133,234,193,482,192,124,279
"2025-08-08 14:25","ges",473,26,69,63,250,350,360,188,7,75,71,131,234,197,484,192,120,284
"2025-08-08 14:30","ges",474,27,73,63,250,350,368,188,11,78,73,133,231,198,484,192,124,284
"2025-08-08 14:35","ges",479,21,72,63,250,350,372,188,9,80,79,130,229,194,485,192,120,285
"2025-08-08 14:40","ges",481,20,74,63,250,350,367,188,9,77,81,130,233,193,486,192,118,284
"2025-08-08 14:45","ges",482,22,79,63,250,350,368,185,9,77,81,135,239,187,489,192,114,289
"2025-08-08 14:50","ges",475,17,91,63,250,350,376,181,12,77,75,132,235,187,489,193,122,286
