Datum und Uhrzeit,PH Coesfelder Kreuz,PH Theater,PP Hörsterplatz,PH Alter Steinweg,Busparkplatz,PP Schlossplatz Nord,PP Schlossplatz Süd,PH Aegidii,PP Georgskommende,PH Münster Arkaden,PH Karstadt,PH Stubengasse,PH Bremer Platz,PH Engelenschanze,PH Bahnhofstraße,PH Cineplex,PH Stadthaus 3
2024-03-09 00:00,0,590,0,311,0,0,0,523,0,150,0,179,200,240,169,197,182
2024-03-09 00:15,0,590,0,311,0,0,0,523,0,150,0,179,200,240,169,197,182
2024-03-09 00:30,0,590,0,311,0,0,0,523,0,150,0,179,200,240,169,197,182
2024-03-09 00:45,0,590,0,311,0,0,0,523,0,150,0,179,200,240,169,197,182
2024-03-09 01:00,0,590,0,311,0,0,0,523,0,150,0,179,200,240,169,197,182
2024-03-09 01:15,0,590,0,311,0,0,0,523,0,150,0,179,200,240,169,197,182
2024-03-09 01:30,0,590,0,311,0,0,0,523,0,150,0,179,200,240,169,197,182
2024-03-09 01:45,0,590,0,311,0,0,0,523,0,150,0,179,200,240,169,197,182
2024-03-09 02:00,0,590,0,311,0,0,0,523,0,150,0,179,200,240,169,197,182
2024-03-09 02:15,0,590,0,311,0,0,0,523,0,150,0,179,200,240,169,197,182
2024-03-09 02:30,0,590,0,311,0,0,0,523,0,150,0,179,200,240,169,197,182
2024-03-09 02:45,0,590,0,311,0,0,0,523,0,150,0,179,200,240,169,197,182
2024-03-09 03:00,0,590,0,311,0,0,0,523,0,150,0,179,200,240,169,197,182
2024-03-09 03:15,0,590,0,311,0,0,0,523,0,150,0,179,200,240,169,197,182
2024-03-09 03:30,0,590,0,311,0,0,0,523,0,150,0,179,200,240,169,197,182
2024-03-09 03:45,0,590,0,311,0,0,0,523,0,150,0,179,200,240,169,197,182
2024-03-09 04:00,0,590,0,311,0,0,0,523,0,150,0,179,200,240,169,197,182
2024-03-09 04:15,0,590,0,311,0,0,0,523,0,150,0,179,200,240,169,197,182
2024-03-09 04:30,0,590,0,311,0,0,0,523,0,150,0,179,200,240,169,197,182
2024-03-09 04:45,0,590,0,311,0,0,0,523,0,150,0,179,200,240,169,197,182
2024-03-09 05:00,0,590,0,311,0,0,0,523,0,150,0,179,200,240,169,197,182
2024-03-09 05:15,0,590,0,311,0,0,0,523,0,150,0,179,200,240,169,197,182
2024-03-09 05:30,0,590,0,311,0,0,0,523,0,150,0,179,200,240,169,197,182
2024-03-09 05:45,0,590,0,311,0,0,0,523,0,150,0,179,200,240,169,197,182
2024-03-09 06:05,0,590,0,311,0,0,0,523,0,150,0,179,200,240,169,197,182
2024-03-09 06:10,0,590,0,311,0,0,0,523,0,150,0,179,200,240,169,197,182
2024-03-09 06:15,0,590,0,311,0,0,0,523,0,150,0,179,200,240,169,197,182
2024-03-09 06:20,0,590,0,311,0,0,0,523,0,150,0,179,200,240,169,197,182
2024-03-09 06:25,0,590,0,311,0,0,0,523,0,150,0,179,200,240,169,197,182
2024-03-09 06:30,0,590,0,311,0,0,0,523,0,150,0,179,200,240,169,197,182
2024-03-09 06:35,0,590,0,311,0,0,0,523,0,150,0,179,200,240,169,197,182
2024-03-09 06:40,0,590,0,311,0,0,0,523,0,150,0,179,200,240,169,197,182
2024-03-09 06:45,0,590,0,311,0,0,0,523,0,150,0,179,200,240,169,197,182
2024-03-09 06:50,0,590,0,311,0,0,0,523,0,150,0,179,200,240,169,197,182
2024-03-09 06:55,0,590,0,311,0,0,0,523,0,150,0,179,200,240,169,197,182
2024-03-09 07:00,0,590,0,311,0,0,0,523,0,150,0,179,200,240,169,197,182
2024-03-09 07:05,0,625,131,351,0,0,0,660,0,0,0,198,236,268,147,489,271
2024-03-09 07:10,0,624,160,350,0,0,0,658,0,0,0,197,236,266,147,489,271
2024-03-09 07:15,0,624,159,350,0,0,0,654,0,0,0,197,236,266,147,489,271
2024-03-09 07:20,0,619,159,350,0,0,0,652,0,0,0,196,234,267,147,489,271
2024-03-09 07:25,0,619,159,350,0,0,0,649,0,0,0,196,234,267,146,489,270
2024-03-09 07:30,0,619,160,349,0,0,0,646,0,0,0,197,234,267,146,489,270
2024-03-09 07:35,0,619,159,348,0,0,0,645,0,0,0,196,235,265,142,488,270
2024-03-09 07:40,0,617,157,347,0,0,0,641,0,0,0,196,234,264,137,488,270
2024-03-09 07:45,0,618,158,346,0,0,0,644,0,0,0,196,233,263,138,488,270
2024-03-09 07:50,0,618,158,344,0,0,0,644,0,150,0,194,233,262,137,488,270
2024-03-09 07:55,0,617,158,341,0,0,0,649,0,150,0,194,233,262,136,488,270
2024-03-09 08:00,0,616,159,342,0,0,0,652,0,150,0,192,233,262,135,488,270
2024-03-09 08:05,0,614,151,342,0,0,0,650,0,150,0,190,233,263,133,488,270
2024-03-09 08:10,0,614,151,341,0,0,0,648,0,150,0,188,233,262,132,488,270
2024-03-09 08:15,0,613,151,340,0,0,0,647,0,150,0,187,233,263,130,488,270
2024-03-09 08:20,0,612,150,341,0,0,0,649,196,149,0,188,230,266,130,488,270
2024-03-09 08:25,0,612,150,340,0,0,0,646,195,143,0,186,230,266,131,488,270
2024-03-09 08:30,0,613,150,338,0,0,0,649,192,140,0,185,229,265,131,488,270
2024-03-09 08:35,0,614,150,333,0,0,0,647,192,132,0,181,230,264,129,488,270
2024-03-09 08:40,0,613,150,334,0,0,0,648,187,129,0,181,229,263,129,488,270
2024-03-09 08:45,0,608,150,331,0,0,0,643,181,124,0,178,229,261,131,488,270
2024-03-09 08:50,0,607,148,330,0,0,0,644,180,121,0,178,229,262,133,488,270
2024-03-09 08:55,0,603,142,328,0,0,0,639,178,115,0,177,227,262,133,488,270
2024-03-09 09:00,0,597,139,321,0,0,0,631,176,106,0,170,224,260,131,488,270
