"Datum und Uhrzeit","PH Coesfelder Kreuz","PH Theater","PP Hörsterplatz","PH Alter Steinweg","Busparkplatz","PP Schlossplatz Nord","PP Schlossplatz Süd","PH Aegidii","PP Georgskommende","PH Münster Arkaden","PH Karstadt","PH Stubengasse","PH Bremer Platz","PH Engelenschanze","PH Bahnhofstraße","PH Cineplex","PH Stadthaus 3","PP Hafenmarkt","TG Hafenmarkt"
"Anzahl Parkplätze gesamt","(1000)","(743)","(202)","(371)","(63)","(450)","(460)","(750)","(272)","(166)","(187)","(300)","(287)","(460)","(320)","(590)","(372)","(204)","(350)"
"2025-07-18 00:00","ges",677,"ges",351,"ges","ges","ges",705,"ges",162,181,223,164,360,219,547,208,202,303
"2025-07-18 00:15","ges",677,"ges",351,"ges","ges","ges",705,"ges",162,181,223,164,360,219,547,208,202,303
"2025-07-18 00:30","ges",677,"ges",351,"ges","ges","ges",705,"ges",162,181,223,164,360,219,547,208,202,303
"2025-07-18 00:45","ges",677,"ges",351,"ges","ges","ges",705,"ges",162,181,223,164,360,219,548,208,202,303
"2025-07-18 01:00","ges",677,"ges",351,"ges","ges","ges",705,"ges",162,181,223,164,360,219,550,208,202,303
"2025-07-18 01:15","ges",677,"ges",351,"ges","ges","ges",705,"ges",162,181,223,164,360,219,552,208,202,303
"2025-07-18 01:30","ges",677,"ges",351,"ges","ges","ges",705,"ges",162,181,223,164,360,219,554,208,202,303
"2025-07-18 01:45","ges",677,"ges",351,"ges","ges","ges",705,"ges",162,181,223,164,360,219,555,209,202,303
"2025-07-18 02:00","ges",677,"ges",351,"ges","ges","ges",705,"ges",162,181,223,164,360,219,558,209,202,303
"2025-07-18 02:15","ges",677,"ges",351,"ges","ges","ges",705,"ges",162,181,223,164,360,219,558,209,202,303
"2025-07-18 02:30","ges",677,"ges",351,"ges","ges","ges",705,"ges",162,181,223,164,360,219,558,209,202,303
