"Datum und Uhrzeit","PH Coesfelder Kreuz","PH Theater","PP Hörsterplatz","PH Alter Steinweg","Busparkplatz","PP Schlossplatz Nord","PP Schlossplatz Süd","PH Aegidii","PP Georgskommende","PH Münster Arkaden","PH Karstadt","PH Stubengasse","PH Bremer Platz","PH Engelenschanze","PH Bahnhofstraße","PH Cineplex","PH Stadthaus 3","PP Hafenmarkt","TG Hafenmarkt","Halle Münsterland P1"
"Anzahl Parkplätze gesamt","(1000)","(743)","(202)","(371)","(63)","(450)","(460)","(750)","(272)","(166)","(187)","(300)","(287)","(460)","(320)","(590)","(372)","(191)","(350)","(212)"
"2026-03-20 00:00","ges",650,"ges",349,"ges",250,"ges",700,239,163,173,242,161,354,227,500,305,176,215,132
"2026-03-20 00:15","ges",650,"ges",348,"ges",250,"ges",700,239,163,173,242,161,354,228,500,305,176,215,133
"2026-03-20 00:30","ges",650,"ges",348,"ges",250,"ges",700,239,163,173,242,163,354,228,500,305,176,215,133
"2026-03-20 00:45","ges",650,"ges",348,"ges",250,"ges",700,239,163,173,242,163,354,228,500,305,176,215,133
"2026-03-20 01:00","ges",650,"ges",348,"ges",250,"ges",700,239,163,173,242,163,354,228,500,305,176,215,133
"2026-03-20 01:15","ges",650,"ges",348,"ges",250,"ges",700,239,163,173,242,163,354,228,500,305,176,215,133
"2026-03-20 01:30","ges",650,"ges",348,"ges",250,"ges",700,239,163,173,242,163,354,228,500,305,176,215,133
"2026-03-20 01:45","ges",650,"ges",348,"ges",250,"ges",700,239,163,173,242,163,354,228,500,305,176,215,133
"2026-03-20 02:00","ges",650,"ges",348,"ges",250,"ges",700,239,163,173,242,163,354,228,500,305,176,215,133
"2026-03-20 02:15","ges",650,"ges",348,"ges",250,"ges",700,239,163,173,242,163,354,228,500,305,176,215,133
"2026-03-20 02:30","ges",650,"ges",348,"ges",250,"ges",700,239,163,173,242,163,354,228,500,305,176,215,133
"2026-03-20 02:45","ges",650,"ges",348,"ges",250,"ges",700,239,163,173,242,163,354,228,500,305,176,215,133
"2026-03-20 03:00","ges",650,"ges",348,"ges",250,"ges",700,239,163,173,242,163,354,228,500,305,176,215,133
"2026-03-20 03:15","ges",650,"ges",348,"ges",250,"ges",700,239,163,173,242,163,354,228,500,305,176,215,133
"2026-03-20 03:30","ges",650,"ges",348,"ges",250,"ges",700,239,163,173,242,163,354,228,500,305,176,215,133
"2026-03-20 03:45","ges",650,"ges",348,"ges",250,"ges",700,239,163,173,242,163,354,228,500,305,176,215,134
"2026-03-20 04:00","ges",650,"ges",348,"ges",250,"ges",700,239,163,173,242,163,354,228,500,305,176,215,134
"2026-03-20 04:15","ges",650,"ges",348,"ges",250,"ges",700,239,163,173,242,163,354,228,500,305,176,215,134
"2026-03-20 04:30","ges",650,"ges",348,"ges",250,"ges",700,239,163,173,242,163,354,228,500,305,176,215,134
"2026-03-20 04:45","ges",650,"ges",348,"ges",250,"ges",700,239,163,173,242,163,354,228,500,305,176,215,134
"2026-03-20 05:00","ges",650,"ges",348,"ges",250,"ges",700,239,163,173,242,163,354,228,500,305,176,215,134
"2026-03-20 05:15","ges",650,"ges",348,"ges",250,"ges",700,239,163,173,242,163,354,228,500,305,176,215,134
"2026-03-20 05:30","ges",650,"ges",348,"ges",250,"ges",700,239,163,173,242,163,354,228,500,304,176,215,134
"2026-03-20 05:45","ges",650,"ges",348,"ges",250,"ges",700,239,163,173,242,163,354,228,500,303,176,215,134
"2026-03-20 06:00","ges",650,"ges",348,"ges",250,"ges",700,238,163,173,242,163,354,228,500,303,176,215,133
"2026-03-20 06:05","ges",650,"ges",348,"ges",250,"ges",700,238,163,173,242,163,354,228,500,301,176,215,132
"2026-03-20 06:10","ges",650,"ges",348,"ges",250,"ges",700,238,163,173,242,163,354,228,500,301,176,215,134
"2026-03-20 06:15","ges",650,"ges",348,"ges",250,"ges",700,237,163,173,242,163,354,228,500,299,176,215,134
"2026-03-20 06:20","ges",650,"ges",348,"ges",250,"ges",700,237,163,173,242,163,354,228,500,295,176,215,134
"2026-03-20 06:25","ges",650,"ges",348,"ges",250,"ges",700,237,163,173,242,163,354,228,500,291,176,215,133
