"Datum und Uhrzeit","PH Coesfelder Kreuz","PH Theater","PP Hörsterplatz","PH Alter Steinweg","Busparkplatz","PP Schlossplatz Nord","PP Schlossplatz Süd","PH Aegidii","PP Georgskommende","PH Münster Arkaden","PH Karstadt","PH Stubengasse","PH Bremer Platz","PH Engelenschanze","PH Bahnhofstraße","PH Cineplex","PH Stadthaus 3","PP Hafenmarkt","TG Hafenmarkt"
"Anzahl Parkplätze gesamt","(1000)","(743)","(202)","(371)","(63)","(450)","(460)","(750)","(272)","(166)","(187)","(300)","(287)","(460)","(320)","(590)","(372)","(195)","(350)"
"2025-07-23 00:00","ges",661,"ges",352,"ges","ges","ges",684,"ges",163,181,208,165,354,229,588,205,184,308
"2025-07-23 00:15","ges",661,"ges",352,"ges","ges","ges",684,"ges",163,181,208,167,354,229,588,203,184,308
"2025-07-23 00:30","ges",661,"ges",352,"ges","ges","ges",684,"ges",163,181,208,167,354,229,589,203,184,308
"2025-07-23 00:45","ges",661,"ges",352,"ges","ges","ges",684,"ges",163,181,208,167,354,229,589,205,184,308
"2025-07-23 01:00","ges",661,"ges",352,"ges","ges","ges",684,"ges",163,181,208,167,354,229,589,205,184,308
"2025-07-23 01:15","ges",661,"ges",352,"ges","ges","ges",684,"ges",163,181,208,167,354,229,589,205,184,308
"2025-07-23 01:30","ges",661,"ges",352,"ges","ges","ges",684,"ges",163,181,208,167,354,229,589,205,184,308
"2025-07-23 01:45","ges",661,"ges",352,"ges","ges","ges",684,"ges",163,181,208,167,354,229,589,205,184,308
"2025-07-23 02:00","ges",661,"ges",352,"ges","ges","ges",684,"ges",163,181,208,167,354,229,589,205,184,308
"2025-07-23 02:15","ges",661,"ges",352,"ges","ges","ges",684,"ges",163,181,208,167,354,229,589,205,184,308
"2025-07-23 02:30","ges",661,"ges",352,"ges","ges","ges",684,"ges",163,181,208,167,354,229,589,205,184,308
"2025-07-23 02:45","ges",661,"ges",352,"ges","ges","ges",684,"ges",163,181,208,167,354,229,589,205,184,308
"2025-07-23 03:00","ges",661,"ges",352,"ges","ges","ges",684,"ges",163,181,208,167,354,229,589,205,184,308
"2025-07-23 03:15","ges",661,"ges",352,"ges","ges","ges",684,"ges",163,181,208,167,354,229,589,205,184,308
"2025-07-23 03:30","ges",661,"ges",352,"ges","ges","ges",684,"ges",163,181,208,167,354,229,589,205,184,308
"2025-07-23 03:45","ges",661,"ges",352,"ges","ges","ges",684,"ges",163,181,208,167,354,229,589,205,184,308
"2025-07-23 04:00","ges",661,"ges",352,"ges","ges","ges",684,"ges",163,181,208,167,354,229,589,205,184,308
"2025-07-23 04:15","ges",661,"ges",352,"ges","ges","ges",684,"ges",163,181,208,167,354,229,589,205,184,308
"2025-07-23 04:30","ges",661,"ges",352,"ges","ges","ges",684,"ges",163,181,208,167,354,229,589,205,184,308
"2025-07-23 04:45","ges",661,"ges",352,"ges","ges","ges",684,"ges",163,181,208,167,354,229,589,205,184,308
"2025-07-23 05:00","ges",661,"ges",352,"ges","ges","ges",684,"ges",163,181,208,167,354,229,589,205,184,308
"2025-07-23 05:15","ges",661,"ges",352,"ges","ges","ges",684,"ges",163,181,208,167,354,229,589,205,184,308
"2025-07-23 05:30","ges",661,"ges",352,"ges","ges","ges",684,"ges",163,181,208,167,354,229,589,204,184,308
"2025-07-23 05:45","ges",661,"ges",352,"ges","ges","ges",684,"ges",163,181,208,167,354,229,589,202,184,308
"2025-07-23 06:00","ges",661,"ges",352,"ges","ges","ges",684,"ges",163,181,208,167,354,229,589,198,184,308
"2025-07-23 06:05","ges",661,"ges",352,"ges","ges","ges",684,"ges",163,181,208,167,354,229,589,197,184,308
"2025-07-23 06:10","ges",661,"ges",352,"ges","ges","ges",684,"ges",163,181,208,167,354,229,588,197,184,308
"2025-07-23 06:15","ges",661,"ges",352,"ges","ges","ges",684,"ges",163,181,208,167,354,229,588,194,184,308
"2025-07-23 06:20","ges",661,"ges",352,"ges","ges","ges",684,"ges",163,181,208,167,354,229,588,193,184,308
"2025-07-23 06:25","ges",661,"ges",352,"ges","ges","ges",684,"ges",163,181,208,167,354,229,587,190,184,308
"2025-07-23 06:30","ges",661,"ges",352,"ges","ges","ges",684,"ges",163,181,208,167,354,229,587,189,184,308
"2025-07-23 06:35","ges",661,"ges",352,"ges","ges","ges",684,"ges",163,181,208,167,354,229,587,184,184,308
"2025-07-23 06:40","ges",661,"ges",352,"ges","ges","ges",684,"ges",163,181,208,167,354,229,586,179,184,308
"2025-07-23 06:45","ges",661,"ges",352,"ges","ges","ges",684,"ges",163,181,208,167,354,229,583,174,184,308
"2025-07-23 06:50","ges",655,"ges",342,"ges","ges","ges",673,"ges",163,181,208,160,354,223,582,170,200,309
"2025-07-23 06:55","ges",656,154,342,"ges","ges","ges",672,"ges",163,181,208,158,353,222,581,168,198,308
"2025-07-23 07:00","ges",656,160,342,"ges","ges","ges",662,214,163,181,208,157,350,222,579,162,198,308
"2025-07-23 07:05","ges",651,159,340,"ges","ges","ges",656,215,163,181,208,154,349,223,578,162,198,307
"2025-07-23 07:10","ges",649,159,339,"ges","ges","ges",649,213,163,181,209,156,351,222,577,156,196,307
"2025-07-23 07:15","ges",647,160,339,"ges","ges","ges",643,213,163,170,206,155,349,222,575,152,198,307
"2025-07-23 07:20","ges",644,159,337,"ges","ges","ges",640,211,163,169,206,156,350,222,573,150,196,307
"2025-07-23 07:25","ges",641,157,335,"ges","ges","ges",637,209,163,168,206,155,350,221,570,148,196,307
"2025-07-23 07:30","ges",640,153,333,"ges","ges","ges",632,207,163,168,204,155,347,220,569,144,194,305
"2025-07-23 07:35","ges",637,155,331,"ges","ges","ges",629,201,163,168,202,156,345,221,569,139,194,304
