"Datum und Uhrzeit","PH Coesfelder Kreuz","PH Theater","PP Hörsterplatz","PH Alter Steinweg","Busparkplatz","PP Schlossplatz Nord","PP Schlossplatz Süd","PH Aegidii","PP Georgskommende","PH Münster Arkaden","PH Karstadt","PH Stubengasse","PH Bremer Platz","PH Engelenschanze","PH Bahnhofstraße","PH Cineplex","PH Stadthaus 3","PP Hafenmarkt","TG Hafenmarkt"
"Anzahl Parkplätze gesamt","(1000)","(743)","(202)","(371)","(63)","(450)","(460)","(750)","(272)","(166)","(187)","(300)","(287)","(460)","(320)","(590)","(372)","(205)","(350)"
"2025-08-20 00:00","ges",664,"ges",317,"ges","ges","ges",682,"ges",160,177,215,159,345,212,590,216,204,308
"2025-08-20 00:15","ges",665,"ges",317,"ges","ges","ges",683,"ges",160,177,215,159,346,212,590,216,204,308
"2025-08-20 00:30","ges",665,"ges",317,"ges","ges","ges",683,"ges",160,177,215,159,346,212,590,216,204,308
"2025-08-20 00:45","ges",665,"ges",317,"ges","ges","ges",683,"ges",160,177,215,159,346,212,590,216,204,308
"2025-08-20 01:00","ges",665,"ges",317,"ges","ges","ges",683,"ges",160,177,215,159,346,212,590,216,204,308
"2025-08-20 01:15","ges",665,"ges",317,"ges","ges","ges",683,"ges",160,177,215,159,346,212,590,216,204,308
"2025-08-20 01:30","ges",665,"ges",317,"ges","ges","ges",683,"ges",160,177,215,159,346,212,590,216,204,308
"2025-08-20 01:45","ges",665,"ges",317,"ges","ges","ges",683,"ges",160,177,215,159,346,212,590,216,204,308
"2025-08-20 02:00","ges",665,"ges",317,"ges","ges","ges",683,"ges",160,177,215,159,346,212,590,216,204,308
"2025-08-20 02:15","ges",665,"ges",317,"ges","ges","ges",683,"ges",160,177,215,159,346,212,590,216,204,308
"2025-08-20 02:30","ges",665,"ges",317,"ges","ges","ges",683,"ges",160,177,215,159,346,212,590,216,204,308
"2025-08-20 02:45","ges",665,"ges",317,"ges","ges","ges",683,"ges",160,177,215,159,346,212,590,216,204,308
"2025-08-20 03:00","ges",665,"ges",317,"ges","ges","ges",683,"ges",160,177,215,159,346,212,590,216,204,308
"2025-08-20 03:15","ges",665,"ges",317,"ges","ges","ges",683,"ges",160,177,215,159,346,212,590,216,204,308
"2025-08-20 03:30","ges",665,"ges",317,"ges","ges","ges",683,"ges",160,177,215,159,346,212,590,216,204,308
"2025-08-20 03:45","ges",665,"ges",317,"ges","ges","ges",683,"ges",160,177,215,159,346,212,590,216,204,308
"2025-08-20 04:00","ges",665,"ges",317,"ges","ges","ges",683,"ges",160,177,215,159,346,212,590,216,204,308
"2025-08-20 04:15","ges",665,"ges",317,"ges","ges","ges",683,"ges",160,177,215,159,346,212,590,216,204,308
"2025-08-20 04:30","ges",665,"ges",317,"ges","ges","ges",683,"ges",160,177,215,159,346,212,590,216,204,308
"2025-08-20 04:45","ges",665,"ges",317,"ges","ges","ges",683,"ges",160,177,215,159,346,212,590,216,204,308
"2025-08-20 05:00","ges",665,"ges",317,"ges","ges","ges",683,"ges",160,177,215,159,346,212,590,216,204,308
"2025-08-20 05:15","ges",665,"ges",317,"ges","ges","ges",683,"ges",160,177,215,159,346,212,590,216,204,308
"2025-08-20 05:30","ges",665,"ges",317,"ges","ges","ges",683,"ges",160,177,215,159,346,212,590,215,204,308
"2025-08-20 05:45","ges",665,"ges",317,"ges","ges","ges",683,"ges",160,177,215,159,346,212,590,214,204,308
"2025-08-20 06:00","ges",665,"ges",317,"ges","ges","ges",683,"ges",160,177,215,159,346,212,590,210,204,308
"2025-08-20 06:05","ges",665,"ges",317,"ges","ges","ges",683,"ges",160,177,215,159,346,212,590,206,204,308
"2025-08-20 06:10","ges",665,"ges",317,"ges","ges","ges",683,"ges",160,177,215,159,346,212,590,207,204,308
"2025-08-20 06:15","ges",665,"ges",317,"ges","ges","ges",683,"ges",160,177,215,159,346,212,590,204,204,308
"2025-08-20 06:20","ges",665,"ges",317,"ges","ges","ges",683,"ges",160,177,215,159,346,212,590,200,204,308
"2025-08-20 06:25","ges",665,"ges",317,"ges","ges","ges",683,"ges",160,177,215,159,346,212,590,198,204,308
"2025-08-20 06:30","ges",665,"ges",317,"ges","ges","ges",683,"ges",160,177,215,159,346,212,590,196,204,308
"2025-08-20 06:35","ges",665,"ges",317,"ges","ges","ges",683,"ges",160,177,215,159,346,212,590,195,204,308
"2025-08-20 06:40","ges",665,"ges",317,"ges","ges","ges",683,"ges",160,177,215,159,346,212,590,193,204,308
"2025-08-20 06:45","ges",665,"ges",317,"ges","ges","ges",683,"ges",160,177,215,159,346,212,590,189,204,308
"2025-08-20 06:50","ges","kei","ges","kei","ges","ges",350,"kei","ges","kei",177,"kei","kei","kei","kei",590,184,"kei","kei"
"2025-08-20 06:55","ges","kei",177,"kei","ges","ges",350,"kei","ges","kei",177,"kei","kei","kei","kei",590,179,"kei","kei"
"2025-08-20 07:00","ges","kei",165,"kei","ges","ges",350,"kei","ges","kei",177,"kei","kei","kei","kei",590,178,"kei","kei"
"2025-08-20 07:05","ges","kei",165,"kei","ges","ges",350,"kei","ges","kei",177,"kei","kei","kei","kei",590,177,"kei","kei"
"2025-08-20 07:10","ges","kei",164,"kei","ges","ges",350,"kei","ges","kei",177,"kei","kei","kei","kei",590,173,"kei","kei"
"2025-08-20 07:15","ges","kei",163,"kei","ges","ges",350,"kei","ges","kei",177,"kei","kei","kei","kei",590,171,"kei","kei"
"2025-08-20 07:20","ges","kei",163,"kei","ges","ges",350,"kei","ges","kei",177,"kei","kei","kei","kei",588,166,"kei","kei"
"2025-08-20 07:25","ges","kei",162,"kei","ges","ges",350,"kei","ges","kei",170,"kei","kei","kei","kei",586,165,"kei","kei"
"2025-08-20 07:30","ges","kei",160,"kei","ges","ges",350,"kei","ges","kei",170,"kei","kei","kei","kei",580,162,"kei","kei"
"2025-08-20 07:35","ges","kei",160,"kei","ges","ges",350,"kei","ges","kei",168,"kei","kei","kei","kei",576,161,"kei","kei"
"2025-08-20 07:40","ges","kei",159,"kei","ges","ges",350,"kei","ges","kei",168,"kei","kei","kei","kei",575,159,"kei","kei"
"2025-08-20 07:45","ges","kei",155,"kei","ges","ges",350,"kei","ges","kei",167,"kei","kei","kei","kei",575,157,"kei","kei"
"2025-08-20 07:50","ges","kei",152,"kei","ges","ges",350,"kei","ges","kei",167,"kei","kei","kei","kei",573,154,"kei","kei"
"2025-08-20 07:55","ges","kei",149,"kei","ges","ges",350,"kei","ges","kei",164,"kei","kei","kei","kei",571,153,"kei","kei"
"2025-08-20 08:00","ges","kei",149,"kei","ges","ges",350,"kei","ges","kei",164,"kei","kei","kei","kei",567,152,"kei","kei"
"2025-08-20 08:05","ges","kei",142,"kei","ges","ges",350,"kei","ges","kei",163,"kei","kei","kei","kei",565,152,"kei","kei"
"2025-08-20 08:10","ges","kei",140,"kei","ges","ges",350,"kei","ges","kei",161,"kei","kei","kei","kei",565,149,"kei","kei"
"2025-08-20 08:15","ges","kei",138,"kei","ges","ges",350,"kei","ges","kei",161,"kei","kei","kei","kei",563,149,"kei","kei"
"2025-08-20 08:20","ges","kei",138,"kei","ges","ges",350,"kei",213,"kei",161,"kei","kei","kei","kei",565,149,"kei","kei"
"2025-08-20 08:25","ges","kei",136,"kei","ges","ges",350,"kei",212,"kei",158,"kei","kei","kei","kei",562,153,"kei","kei"
"2025-08-20 08:30","ges","kei",138,"kei","ges","ges",350,"kei",209,"kei",157,"kei","kei","kei","kei",561,150,"kei","kei"
"2025-08-20 08:35","ges","kei",135,"kei","ges","ges",350,"kei",208,"kei",155,"kei","kei","kei","kei",561,147,"kei","kei"
"2025-08-20 08:40","ges","kei",137,"kei","ges","ges",350,"kei",204,"kei",151,"kei","kei","kei","kei",557,145,"kei","kei"
"2025-08-20 08:45","ges","kei",133,"kei","ges","ges",350,"kei",201,"kei",149,"kei","kei","kei","kei",556,145,"kei","kei"
"2025-08-20 08:50","ges","kei",129,"kei","ges","ges",350,"kei",200,"kei",147,"kei","kei","kei","kei",553,144,"kei","kei"
"2025-08-20 08:55","ges","kei",118,"kei","ges","ges",350,"kei",198,"kei",143,"kei","kei","kei","kei",553,144,"kei","kei"
"2025-08-20 09:00","ges","kei",113,"kei","ges","ges",350,"kei",194,"kei",142,"kei","kei","kei","kei",552,141,"kei","kei"
"2025-08-20 09:05","ges","kei",111,"kei","ges","ges",350,"kei",191,"kei",139,"kei","kei","kei","kei",548,139,"kei","kei"
"2025-08-20 09:10","ges","kei",103,"kei","ges","ges",350,"kei",190,"kei",137,"kei","kei","kei","kei",546,137,"kei","kei"
"2025-08-20 09:15","ges","kei",100,"kei","ges","ges",350,"kei",189,"kei",134,"kei","kei","kei","kei",542,138,"kei","kei"
"2025-08-20 09:20","ges","kei",100,"kei","ges","ges",350,"kei",189,"kei",131,"kei","kei","kei","kei",540,139,"kei","kei"
"2025-08-20 09:25","ges","kei",87,"kei","ges","ges",350,"kei",188,"kei",129,"kei","kei","kei","kei",538,139,"kei","kei"
"2025-08-20 09:30","ges","kei",85,"kei","ges","ges",350,"kei",186,"kei",125,"kei","kei","kei","kei",539,140,"kei","kei"
"2025-08-20 09:35","ges","kei",80,"kei","ges","ges",350,"kei",180,"kei",121,"kei","kei","kei","kei",541,141,"kei","kei"
"2025-08-20 09:40","ges","kei",76,"kei","ges","ges",350,"kei",178,"kei",117,"kei","kei","kei","kei",541,143,"kei","kei"
"2025-08-20 09:45","ges","kei",71,"kei","ges","ges",200,"kei",177,"kei",111,"kei","kei","kei","kei",540,143,"kei","kei"
"2025-08-20 09:50","ges","kei",65,"kei","ges","ges",200,"kei",173,"kei",108,"kei","kei","kei","kei",538,143,"kei","kei"
"2025-08-20 09:55","ges","kei",50,"kei","ges","ges",200,"kei",166,"kei",102,"kei","kei","kei","kei",539,142,"kei","kei"
"2025-08-20 10:00","ges","kei",42,"kei","ges","ges",200,"kei",165,"kei",96,"kei","kei","kei","kei",539,140,"kei","kei"
"2025-08-20 10:05","ges","kei",37,"kei","ges","ges",200,"kei",162,"kei",95,"kei","kei","kei","kei",540,142,"kei","kei"
"2025-08-20 10:10","ges","kei",28,"kei","ges","ges",200,"kei",157,"kei",88,"kei","kei","kei","kei",539,143,"kei","kei"
"2025-08-20 10:15","ges","kei",16,"kei","ges","ges",200,"kei",149,"kei",88,"kei","kei","kei","kei",539,144,"kei","kei"
