"Datum und Uhrzeit","PH Coesfelder Kreuz","PH Theater","PP Hörsterplatz","PH Alter Steinweg","Busparkplatz","PP Schlossplatz Nord","PP Schlossplatz Süd","PH Aegidii","PP Georgskommende","PH Münster Arkaden","PH Karstadt","PH Stubengasse","PH Bremer Platz","PH Engelenschanze","PH Bahnhofstraße","PH Cineplex","PH Stadthaus 3","PP Hafenmarkt","TG Hafenmarkt"
"Anzahl Parkplätze gesamt","(1000)","(743)","(202)","(371)","(63)","(450)","(460)","(750)","(272)","(166)","(187)","(300)","(287)","(460)","(320)","(590)","(372)","(201)","(350)"
"2025-07-15 00:00","ges",653,"ges",354,"ges","ges","ges",691,"ges",158,187,242,167,348,228,565,208,196,294
"2025-07-15 00:15","ges",653,"ges",354,"ges","ges","ges",690,"ges",158,187,242,167,348,228,566,208,196,294
"2025-07-15 00:30","ges",653,"ges",354,"ges","ges","ges",690,"ges",158,187,242,167,348,228,566,208,196,294
"2025-07-15 00:45","ges",653,"ges",354,"ges","ges","ges",690,"ges",158,187,242,167,348,228,565,208,196,294
"2025-07-15 01:00","ges",653,"ges",354,"ges","ges","ges",690,"ges",158,187,242,167,348,228,565,208,196,294
"2025-07-15 01:15","ges",653,"ges",354,"ges","ges","ges",690,"ges",158,187,242,167,348,228,565,208,196,294
"2025-07-15 01:30","ges",653,"ges",354,"ges","ges","ges",690,"ges",158,187,242,167,348,228,565,208,196,294
"2025-07-15 01:45","ges",653,"ges",354,"ges","ges","ges",690,"ges",158,187,242,167,348,228,565,208,196,294
"2025-07-15 02:00","ges",653,"ges",354,"ges","ges","ges",690,"ges",158,187,242,167,348,228,565,208,196,294
"2025-07-15 02:15","ges",653,"ges",354,"ges","ges","ges",690,"ges",158,187,242,167,348,228,565,208,196,294
"2025-07-15 02:30","ges",653,"ges",354,"ges","ges","ges",690,"ges",158,187,242,167,348,228,565,208,196,294
"2025-07-15 02:45","ges",653,"ges",354,"ges","ges","ges",690,"ges",158,187,242,167,348,228,565,208,196,294
"2025-07-15 03:00","ges",653,"ges",354,"ges","ges","ges",690,"ges",158,187,242,167,348,228,565,208,196,294
"2025-07-15 03:15","ges",653,"ges",354,"ges","ges","ges",690,"ges",158,187,242,167,348,228,565,208,196,294
"2025-07-15 03:30","ges",653,"ges",354,"ges","ges","ges",690,"ges",158,187,242,167,348,228,565,208,196,294
"2025-07-15 03:45","ges",653,"ges",354,"ges","ges","ges",690,"ges",158,187,242,167,348,228,565,208,196,294
"2025-07-15 04:00","ges",653,"ges",354,"ges","ges","ges",690,"ges",158,187,242,167,348,228,565,208,196,294
"2025-07-15 04:15","ges",653,"ges",354,"ges","ges","ges",690,"ges",158,187,242,167,348,228,565,208,196,294
