"Datum und Uhrzeit","PH Coesfelder Kreuz","PH Theater","PP Hörsterplatz","PH Alter Steinweg","Busparkplatz","PP Schlossplatz Nord","PP Schlossplatz Süd","PH Aegidii","PP Georgskommende","PH Münster Arkaden","PH Karstadt","PH Stubengasse","PH Bremer Platz","PH Engelenschanze","PH Bahnhofstraße","PH Cineplex","PH Stadthaus 3","PP Hafenmarkt","TG Hafenmarkt"
"Anzahl Parkplätze gesamt","(1000)","(743)","(202)","(371)","(63)","(450)","(460)","(750)","(272)","(166)","(187)","(300)","(287)","(460)","(320)","(590)","(372)","(205)","(350)"
"2025-07-31 00:00","ges",659,"ges",359,"ges","ges","ges",682,"ges",165,181,227,167,370,216,553,207,204,281
"2025-07-31 00:15","ges",658,"ges",359,"ges","ges","ges",682,"ges",165,181,227,169,370,216,553,207,204,281
"2025-07-31 00:30","ges",658,"ges",359,"ges","ges","ges",682,"ges",165,181,227,169,370,216,553,207,204,281
"2025-07-31 00:45","ges",658,"ges",359,"ges","ges","ges",682,"ges",165,181,227,169,370,216,553,207,204,281
"2025-07-31 01:00","ges",658,"ges",359,"ges","ges","ges",682,"ges",165,181,227,169,370,216,553,207,204,281
"2025-07-31 01:15","ges",658,"ges",359,"ges","ges","ges",682,"ges",165,181,227,169,370,216,553,207,204,281
"2025-07-31 01:30","ges",658,"ges",359,"ges","ges","ges",682,"ges",165,181,227,169,370,216,553,207,204,281
"2025-07-31 01:45","ges",658,"ges",359,"ges","ges","ges",682,"ges",165,181,227,169,370,216,553,207,204,281
"2025-07-31 02:00","ges",658,"ges",359,"ges","ges","ges",682,"ges",165,181,227,169,370,216,553,207,204,281
"2025-07-31 02:15","ges",658,"ges",359,"ges","ges","ges",682,"ges",165,181,227,169,370,216,553,207,204,281
"2025-07-31 02:30","ges",658,"ges",359,"ges","ges","ges",682,"ges",165,181,227,169,370,216,553,207,204,281
"2025-07-31 02:45","ges",658,"ges",359,"ges","ges","ges",682,"ges",165,181,227,169,370,216,552,207,204,281
"2025-07-31 03:00","ges",658,"ges",359,"ges","ges","ges",682,"ges",165,181,227,169,370,216,552,207,204,281
"2025-07-31 03:15","ges",658,"ges",359,"ges","ges","ges",682,"ges",165,181,227,169,370,216,552,207,204,281
"2025-07-31 03:30","ges",658,"ges",359,"ges","ges","ges",682,"ges",165,181,227,169,370,216,552,207,204,281
"2025-07-31 03:45","ges",658,"ges",359,"ges","ges","ges",682,"ges",165,181,227,169,370,216,552,207,204,281
"2025-07-31 04:00","ges",658,"ges",359,"ges","ges","ges",682,"ges",165,181,227,169,370,216,552,207,204,281
"2025-07-31 04:15","ges",658,"ges",359,"ges","ges","ges",682,"ges",165,181,227,169,370,216,552,207,204,281
"2025-07-31 04:30","ges",658,"ges",359,"ges","ges","ges",682,"ges",165,181,227,169,370,216,552,207,204,281
"2025-07-31 04:45","ges",658,"ges",359,"ges","ges","ges",682,"ges",165,181,227,169,370,216,552,207,204,281
"2025-07-31 05:00","ges",658,"ges",359,"ges","ges","ges",682,"ges",165,181,227,169,370,216,552,207,204,281
"2025-07-31 05:15","ges",658,"ges",359,"ges","ges","ges",682,"ges",165,181,227,169,370,216,552,207,204,281
"2025-07-31 05:30","ges",658,"ges",359,"ges","ges","ges",682,"ges",165,181,227,169,370,216,552,206,204,281
"2025-07-31 05:45","ges",658,"ges",359,"ges","ges","ges",682,"ges",165,181,227,169,370,216,552,202,204,281
"2025-07-31 06:00","ges",658,"ges",359,"ges","ges","ges",682,"ges",165,181,227,169,370,216,552,199,204,281
"2025-07-31 06:05","ges",658,"ges",359,"ges","ges","ges",682,"ges",165,181,227,169,370,216,552,198,204,281
"2025-07-31 06:10","ges",658,"ges",359,"ges","ges","ges",682,"ges",165,181,227,169,370,216,551,196,204,281
"2025-07-31 06:15","ges",658,"ges",359,"ges",250,"ges",682,"ges",165,181,227,169,370,216,550,196,204,281
"2025-07-31 06:20","ges",658,"ges",359,"ges",250,"ges",682,"ges",165,181,227,169,370,216,550,191,204,281
"2025-07-31 06:25","ges",658,"ges",359,"ges",250,"ges",682,"ges",165,181,227,169,370,216,549,186,204,281
"2025-07-31 06:30","ges",658,"ges",359,"ges",250,"ges",682,"ges",165,181,227,169,370,216,549,184,204,281
"2025-07-31 06:35","ges",658,"ges",359,"ges",250,"ges",682,"ges",165,181,227,169,370,216,548,182,204,281
"2025-07-31 06:40","ges",658,"ges",359,"ges",250,"ges",682,"ges",165,181,227,169,370,216,546,176,204,281
"2025-07-31 06:45","ges","bes","ges",345,"ges",250,"ges","kei",254,165,181,"kei",158,373,212,545,170,"bes",305
"2025-07-31 06:50","ges",654,"ges",342,"ges",250,"ges",673,254,165,181,228,158,373,210,544,165,198,305
"2025-07-31 06:55","ges",655,"ges",341,63,250,"ges",671,254,165,181,228,157,370,210,542,164,198,305
"2025-07-31 07:00","ges",653,"ges",342,63,250,350,670,254,165,181,228,156,371,208,539,162,196,304
"2025-07-31 07:05","ges",652,"ges",342,63,250,350,668,254,165,181,227,156,371,208,539,160,198,303
"2025-07-31 07:10","ges",651,"ges",342,63,250,350,663,252,165,181,227,155,368,209,538,155,194,302
"2025-07-31 07:15","ges",651,"ges",341,63,250,350,662,252,165,181,225,152,365,211,533,155,194,302
"2025-07-31 07:20","ges",649,179,340,63,250,350,661,252,165,181,224,151,363,210,530,152,190,299
"2025-07-31 07:25","ges",645,177,339,63,250,350,660,252,165,170,224,148,362,209,527,151,192,300
"2025-07-31 07:30","ges",642,176,336,63,250,350,656,252,165,168,225,147,358,209,525,150,194,301
"2025-07-31 07:35","ges",642,175,334,63,250,350,651,252,165,168,225,147,354,208,523,147,198,300
"2025-07-31 07:40","ges",640,173,328,63,250,350,646,251,165,165,225,149,353,205,519,142,198,298
"2025-07-31 07:45","ges",641,173,325,63,250,350,638,249,164,165,222,149,352,204,518,141,194,296
"2025-07-31 07:50","ges",638,170,323,63,250,350,626,248,163,161,220,150,350,202,514,141,186,293
"2025-07-31 07:55","ges",636,167,320,63,250,350,623,248,163,161,217,149,347,201,512,139,184,291
"2025-07-31 08:00","ges",633,167,317,63,250,350,622,248,163,159,215,145,343,201,511,140,184,291
"2025-07-31 08:05","ges",631,164,314,63,250,350,619,248,163,159,214,140,341,199,508,140,180,290
"2025-07-31 08:10","ges",626,160,314,63,250,350,611,247,161,159,215,137,343,198,506,141,178,291
"2025-07-31 08:15","ges",627,159,308,63,250,350,611,247,160,159,215,138,341,195,503,139,178,291
"2025-07-31 08:20","ges",627,159,301,63,250,350,607,246,159,158,216,138,340,193,503,140,174,289
"2025-07-31 08:25","ges",622,153,298,63,250,350,603,245,157,157,213,137,340,190,502,139,186,286
"2025-07-31 08:30","ges",617,152,298,63,250,350,598,245,153,158,212,137,339,188,497,139,178,284
"2025-07-31 08:35","ges",611,151,292,63,250,350,591,244,152,156,210,138,339,184,490,137,174,282
"2025-07-31 08:40","ges",605,150,290,63,250,350,581,243,146,153,212,139,335,183,488,140,172,279
"2025-07-31 08:45","ges",601,152,289,63,250,350,575,242,144,151,209,138,330,185,485,139,168,278
"2025-07-31 08:50","ges",598,150,282,63,250,350,572,241,140,150,210,137,329,186,484,138,166,278
"2025-07-31 08:55","ges",593,140,277,63,250,350,564,241,137,150,208,137,326,187,481,137,166,276
"2025-07-31 09:00","ges",583,136,276,63,250,350,551,238,123,148,203,138,321,187,478,138,166,275
"2025-07-31 09:05","ges",581,134,272,63,250,350,543,239,120,147,192,136,316,186,478,136,162,277
"2025-07-31 09:10","ges",579,132,273,63,250,350,536,238,119,142,185,136,316,183,478,134,158,275
"2025-07-31 09:15","ges",577,133,265,63,250,350,530,239,114,141,184,138,312,183,476,134,160,275
"2025-07-31 09:20","ges",570,130,267,63,250,350,521,239,110,139,179,136,310,183,474,136,152,274
