"Datum und Uhrzeit","PH Coesfelder Kreuz","PH Theater","PP Hörsterplatz","PH Alter Steinweg","Busparkplatz","PP Schlossplatz Nord","PP Schlossplatz Süd","PH Aegidii","PP Georgskommende","PH Münster Arkaden","PH Karstadt","PH Stubengasse","PH Bremer Platz","PH Engelenschanze","PH Bahnhofstraße","PH Cineplex","PH Stadthaus 3","PP Hafenmarkt","TG Hafenmarkt","Halle Münsterland P1"
"Anzahl Parkplätze gesamt","(1000)","(743)","(202)","(371)","(63)","(450)","(460)","(750)","(272)","(166)","(187)","(300)","(243)","(460)","(320)","(590)","(500)","(103)","(350)","(212)"
"2026-09-18 00:00","ges",650,"ges",352,"kei","ges","ges",684,"ges",162,170,217,33,206,200,500,414,"ges","ges",150
"2026-09-18 00:15","ges",650,"ges",353,"kei","ges","ges",683,"ges",162,170,217,35,206,200,500,414,"ges","ges",150
"2026-09-18 00:30","ges",651,"ges",353,"kei","ges","ges",684,"ges",162,170,218,35,206,200,500,415,"ges","ges",150
"2026-09-18 00:45","ges",651,"ges",353,"kei","ges","ges",684,"ges",162,170,218,35,206,199,500,415,"ges","ges",150
"2026-09-18 01:00","ges",651,"ges",354,"kei","ges","ges",684,"ges",162,170,218,35,206,199,500,415,"ges","ges",148
"2026-09-18 01:15","ges",651,"ges",354,"kei","ges","ges",684,"ges",162,170,218,36,206,199,500,415,"ges","ges",148
"2026-09-18 01:30","ges",651,"ges",354,"kei","ges","ges",684,"ges",162,170,218,36,206,199,500,416,"ges","ges",147
"2026-09-18 01:45","ges",651,"ges",354,"kei","ges","ges",684,"ges",162,170,218,35,206,199,500,416,"ges","ges",148
"2026-09-18 02:00","ges",651,"ges",354,"kei","ges","ges",684,"ges",162,170,218,35,206,197,500,416,"ges","ges",148
"2026-09-18 02:15","ges",651,"ges",354,"kei","ges","ges",684,"ges",162,170,218,35,206,197,500,416,"ges","ges",148
"2026-09-18 02:30","ges",651,"ges",354,"kei","ges","ges",684,"ges",162,170,218,35,207,197,500,416,"ges","ges",148
"2026-09-18 02:45","ges",651,"ges",354,"kei","ges","ges",684,"ges",162,170,218,35,207,197,500,416,"ges","ges",148
"2026-09-18 03:00","ges",651,"ges",354,"kei","ges","ges",684,"ges",162,170,218,35,207,198,500,416,"ges","ges",148
"2026-09-18 03:15","ges",651,"ges",355,"kei","ges","ges",684,"ges",162,170,218,35,207,198,500,416,"ges","ges",148
"2026-09-18 03:30","ges",651,"ges",355,"kei","ges","ges",684,"ges",162,170,218,35,207,198,500,416,"ges","ges",148
"2026-09-18 03:45","ges",651,"ges",355,"kei","ges","ges",684,"ges",162,170,218,36,207,198,500,416,"ges","ges",148
"2026-09-18 04:00","ges",651,"ges",355,"kei","ges","ges",684,"ges",162,170,218,35,207,199,500,416,"ges","ges",148
"2026-09-18 04:15","ges",651,"ges",355,"kei","ges","ges",684,"ges",162,170,218,35,207,199,500,416,"ges","ges",148
"2026-09-18 04:30","ges",651,"ges",355,"kei","ges","ges",684,"ges",162,170,218,35,207,199,500,415,"ges","ges",148
"2026-09-18 04:45","ges",651,"ges",355,"kei","ges","ges",684,"ges",162,170,218,35,207,199,500,415,"ges","ges",148
"2026-09-18 05:00","ges",651,"ges",355,"kei","ges","ges",684,"ges",162,170,218,35,207,198,500,415,"ges","ges",148
"2026-09-18 05:15","ges",651,"ges",355,"kei","ges","ges",684,"ges",162,170,218,35,207,199,500,415,"ges","ges",148
"2026-09-18 05:30","ges",650,"ges",355,"kei","ges","ges",683,"ges",162,170,218,36,207,199,500,413,"ges","ges",149
"2026-09-18 05:45","ges",649,"ges",355,"kei","ges","ges",683,"ges",162,170,218,34,206,199,500,412,"ges","ges",149
"2026-09-18 06:00","ges",648,"ges",355,"kei","ges","ges",682,"ges",162,170,219,31,206,199,500,408,103,294,148
"2026-09-18 06:05","ges",649,"ges",355,"kei","ges","ges",682,"ges",162,170,218,31,206,198,500,404,103,294,150
"2026-09-18 06:10","ges",649,"ges",355,"kei","ges","ges",682,"ges",162,170,218,31,206,199,500,406,103,295,149
"2026-09-18 06:15","ges",649,"ges",355,"kei","ges","ges",682,"ges",162,170,218,29,205,198,500,406,103,295,149
"2026-09-18 06:20","ges",649,"ges",355,"kei","ges","ges",682,"ges",162,170,218,29,204,198,500,406,102,296,149
"2026-09-18 06:25","ges",648,"ges",355,"kei","ges","ges",681,"ges",162,170,218,26,204,197,500,404,102,296,149
"2026-09-18 06:30","ges",649,"ges",355,"kei","ges","ges",680,"ges",162,170,218,25,204,196,500,400,102,295,149
"2026-09-18 06:35","ges",649,"ges",355,"kei","ges","ges",679,"ges",162,170,217,26,204,195,500,399,102,296,149
"2026-09-18 06:40","ges",650,"ges",355,"kei","ges","ges",678,250,162,170,216,26,203,196,500,397,102,298,149
"2026-09-18 06:45","ges",650,"ges",355,"kei","ges","ges",677,250,162,170,215,26,203,196,500,394,103,299,149
"2026-09-18 06:50","ges",648,"ges",355,"kei","ges",350,675,249,162,170,215,26,202,193,500,387,103,298,149
"2026-09-18 06:55","ges",648,"ges",355,"kei","ges",350,672,249,162,170,214,24,203,194,500,381,103,299,149
"2026-09-18 07:00","ges",649,148,355,"kei","ges",350,671,249,162,170,214,24,202,194,500,379,103,299,149
"2026-09-18 07:05","ges",646,150,355,"kei","ges",350,671,248,162,170,212,22,201,194,500,375,103,298,149
"2026-09-18 07:10","ges",644,150,355,"kei","ges",350,670,248,162,170,210,22,199,194,500,373,103,296,150
"2026-09-18 07:15","ges",643,150,355,"kei","ges",350,666,248,162,170,208,24,196,193,500,370,103,297,150
