Datum und Uhrzeit,PH Theater,PP Hörsterplatz,PH Alter Steinweg,Busparkplatz,PP Schlossplatz Nord,PP Schlossplatz Süd,PH Aegidii,PP Georgskommende,PH Münster Arkaden,PH Karstadt,PH Stubengasse,PH Bremer Platz,PH Engelenschanze,PH Bahnhofstraße,PH Cineplex,PH Stadthaus 3
2022-08-21 00:00,613,0,260,0,0,0,648,0,150,158,232,120,313,233,473,284
2022-08-21 00:15,613,0,260,0,0,0,648,0,150,158,232,120,313,233,473,284
2022-08-21 00:30,613,0,260,0,0,0,648,0,150,158,232,120,313,233,473,284
2022-08-21 00:45,613,0,260,0,0,0,648,0,150,158,232,120,313,233,473,284
2022-08-21 01:00,613,0,260,0,0,0,648,0,150,158,232,120,313,233,473,284
2022-08-21 01:15,613,0,260,0,0,0,648,0,150,158,232,120,313,233,473,284
2022-08-21 01:30,613,0,260,0,0,0,648,0,150,158,232,120,313,233,473,284
2022-08-21 01:45,613,0,260,0,0,0,648,0,150,158,232,120,313,233,473,284
2022-08-21 02:00,613,0,260,0,0,0,648,0,150,158,232,120,313,233,473,284
2022-08-21 02:15,613,0,260,0,0,0,648,0,150,158,232,120,313,233,473,284
2022-08-21 02:30,613,0,260,0,0,0,648,0,150,158,232,120,313,233,473,284
2022-08-21 02:45,613,0,260,0,0,0,648,0,150,158,232,120,313,233,473,284
2022-08-21 03:00,613,0,260,0,0,0,648,0,150,158,232,120,313,233,473,284
2022-08-21 03:15,613,0,260,0,0,0,648,0,150,158,232,120,313,233,473,284
2022-08-21 03:30,613,0,260,0,0,0,648,0,150,158,232,120,313,233,473,284
2022-08-21 03:45,613,0,260,0,0,0,648,0,150,158,232,120,313,233,473,284
2022-08-21 04:00,613,0,260,0,0,0,648,0,150,158,232,120,313,233,473,284
2022-08-21 04:15,613,0,260,0,0,0,648,0,150,158,232,120,313,233,473,284
2022-08-21 04:30,613,0,260,0,0,0,648,0,150,158,232,120,313,233,473,284
2022-08-21 04:45,613,0,260,0,0,0,648,0,150,158,232,120,313,233,473,284
2022-08-21 05:00,613,0,260,0,0,0,648,0,150,158,232,120,313,233,473,284
2022-08-21 05:15,613,0,260,0,0,0,648,0,150,158,232,120,313,233,473,284
2022-08-21 05:30,613,0,260,0,0,0,648,0,150,158,232,120,313,233,473,284
2022-08-21 05:45,613,0,260,0,0,0,648,0,150,158,232,120,313,233,473,284
2022-08-21 06:00,613,0,260,0,0,0,648,0,150,158,232,120,313,233,473,284
2022-08-21 06:05,613,0,260,0,0,0,648,0,150,158,232,120,313,233,473,284
2022-08-21 06:10,613,0,260,0,0,0,648,0,150,158,232,120,313,233,473,284
2022-08-21 06:15,613,0,260,0,0,0,648,0,150,158,232,120,313,233,473,284
2022-08-21 06:20,613,0,260,0,0,0,648,0,150,158,232,120,313,233,473,284
2022-08-21 06:25,613,0,260,0,0,0,648,0,150,158,232,120,313,233,473,284
2022-08-21 06:30,613,0,260,0,0,0,648,0,150,158,232,120,313,233,473,284
2022-08-21 06:35,613,0,260,0,0,0,648,0,150,158,232,120,313,233,473,284
2022-08-21 06:40,613,0,260,0,0,0,648,0,150,158,232,120,313,233,473,284
2022-08-21 06:45,613,0,260,0,0,0,648,0,150,158,232,120,313,233,473,284
2022-08-21 06:50,613,0,260,0,0,0,648,0,150,158,232,120,313,233,473,284
2022-08-21 06:55,613,0,260,0,0,0,648,0,150,158,232,120,313,233,473,284
2022-08-21 07:00,613,0,260,0,0,0,648,0,150,158,232,120,313,233,473,284
2022-08-21 07:05,0,0,362,0,0,0,0,0,0,158,0,141,331,260,558,294
2022-08-21 07:10,0,0,362,0,0,0,0,0,0,158,0,139,331,259,558,294
2022-08-21 07:15,0,0,362,0,0,0,0,0,0,158,0,140,331,260,558,294
2022-08-21 07:20,0,0,362,0,0,0,0,0,0,158,0,140,331,260,558,294
2022-08-21 07:25,0,0,362,0,0,0,0,0,0,158,0,140,331,259,558,294
2022-08-21 07:30,0,0,362,0,0,0,0,0,0,158,0,139,331,259,558,294
2022-08-21 07:35,0,0,362,0,0,0,0,0,0,158,0,139,331,259,558,294
2022-08-21 07:40,0,0,362,0,0,0,0,0,0,158,0,138,331,259,558,294
2022-08-21 07:45,0,0,362,0,0,0,0,0,0,158,0,139,332,259,558,294
2022-08-21 07:50,0,0,362,0,0,0,0,0,0,158,0,139,332,258,558,294
2022-08-21 07:55,0,0,362,0,0,0,0,0,0,158,0,141,333,257,558,294
2022-08-21 08:00,0,0,362,0,0,0,0,0,0,158,0,142,333,256,558,294
2022-08-21 08:05,0,0,362,0,0,0,0,0,0,158,0,143,334,256,558,294
2022-08-21 08:10,0,0,362,0,0,0,0,0,0,158,0,143,334,256,558,294
2022-08-21 08:15,0,0,363,0,0,0,0,0,0,158,0,143,334,256,558,294
2022-08-21 08:20,0,0,363,0,0,0,687,0,0,158,0,144,334,256,558,294
