Datum und Uhrzeit,,PH Theater,PP Hörsterplatz,PH Alter Steinweg,Busparkplatz,PP Schlossplatz Nord,PP Schlossplatz Süd,PH Aegidii,PP Georgskommende,PH Münster Arkaden,PH Karstadt,PH Stubengasse,PH Bremer Platz,PH Engelenschanze,PH Bahnhofstraße,PH Cineplex,PH Stadthaus 3
2022-12-03 06:15,0,608,0,313,0,0,0,595,0,150,161,224,119,200,161,463,294
2022-12-03 06:20,0,608,0,313,0,0,0,595,0,150,161,224,119,200,161,463,294
2022-12-03 06:25,0,608,0,313,0,0,0,595,0,150,161,224,119,200,161,463,294
2022-12-03 06:30,0,608,0,313,0,0,0,595,0,150,161,224,119,200,161,463,294
2022-12-03 06:35,0,608,0,313,0,0,0,595,0,150,161,224,119,200,161,463,294
2022-12-03 06:40,0,608,0,313,0,0,0,595,0,150,161,224,119,200,161,463,294
2022-12-03 06:45,0,608,0,313,0,0,0,595,0,150,161,224,119,200,161,463,294
2022-12-03 06:50,0,608,0,313,0,0,0,595,0,150,161,224,119,200,161,463,294
2022-12-03 06:55,0,608,0,313,0,0,0,595,0,150,161,224,119,200,161,463,294
2022-12-03 07:00,0,608,0,313,0,0,0,595,0,150,161,224,119,200,161,463,294
2022-12-03 07:05,0,649,142,347,0,0,390,648,0,0,161,244,136,257,188,583,320
2022-12-03 07:10,0,649,142,347,38,0,390,646,200,0,161,245,135,257,188,583,320
2022-12-03 07:15,0,648,142,347,38,0,390,639,200,0,161,244,134,258,187,583,320
2022-12-03 07:20,0,646,170,346,38,0,390,636,199,0,161,244,133,258,187,583,320
2022-12-03 07:25,0,646,170,345,38,0,390,633,199,0,161,244,133,258,187,583,320
2022-12-03 07:30,0,646,169,345,39,0,390,630,199,0,161,243,132,254,187,583,320
2022-12-03 07:35,0,644,167,346,39,0,390,626,199,0,161,243,132,254,187,582,320
2022-12-03 07:40,0,643,167,345,39,0,390,626,199,0,160,244,132,255,186,582,320
2022-12-03 07:45,0,644,163,342,38,0,390,624,199,150,160,244,132,253,185,582,320
2022-12-03 07:50,0,645,162,341,38,0,389,622,198,150,157,243,131,251,185,582,319
2022-12-03 07:55,0,645,161,341,38,0,389,621,199,150,157,243,131,250,185,582,319
2022-12-03 08:00,0,644,161,340,38,0,389,620,199,150,157,243,130,247,186,582,319
2022-12-03 08:05,0,642,160,340,37,0,387,620,199,150,156,243,131,249,186,582,319
2022-12-03 08:10,0,640,157,340,36,0,387,615,199,150,156,241,131,248,187,582,321
2022-12-03 08:15,0,639,157,341,35,0,387,614,199,150,156,241,131,250,187,581,321
2022-12-03 08:20,0,639,157,339,35,0,382,601,199,147,157,240,131,250,188,581,321
2022-12-03 08:25,0,639,157,336,35,0,380,598,198,145,158,239,131,251,186,581,321
2022-12-03 08:30,0,638,157,335,35,0,380,620,199,140,157,238,132,250,186,581,321
2022-12-03 08:35,0,638,157,337,35,0,377,611,198,136,153,236,135,248,185,580,321
2022-12-03 08:40,0,638,158,337,34,0,376,604,196,135,149,235,133,247,186,580,321
2022-12-03 08:45,0,636,161,332,32,0,373,595,192,130,149,231,134,244,185,579,320
2022-12-03 08:50,0,635,157,326,32,0,372,590,190,130,147,231,134,245,185,578,320
2022-12-03 08:55,0,625,156,316,32,0,370,583,189,125,145,228,134,243,185,578,321
2022-12-03 09:00,0,621,152,312,32,0,365,577,185,121,142,226,134,242,186,577,321
2022-12-03 09:05,869,617,146,309,30,0,362,562,183,111,139,220,132,244,187,577,321
2022-12-03 09:10,869,613,145,301,28,0,360,557,182,106,138,214,134,237,188,577,321
2022-12-03 09:15,869,608,142,294,27,0,359,538,182,93,127,207,131,234,189,577,321
2022-12-03 09:20,869,605,136,284,28,0,352,525,179,88,122,200,132,230,187,577,321
2022-12-03 09:25,869,599,129,274,28,0,348,508,179,77,117,190,131,225,185,577,321
2022-12-03 09:30,869,594,125,258,28,0,339,494,180,66,108,183,129,222,180,576,321
2022-12-03 09:35,869,587,125,249,23,0,335,479,180,60,100,176,128,222,179,577,321
2022-12-03 09:40,869,582,113,227,22,0,326,458,175,48,92,171,125,217,175,576,321
2022-12-03 09:45,869,580,108,215,10,0,319,435,163,38,84,159,122,212,173,574,321
2022-12-03 09:50,869,574,100,195,8,0,314,406,160,28,79,142,121,208,171,574,322
2022-12-03 09:55,869,555,96,177,0,0,305,379,156,4,74,134,123,199,168,573,322
2022-12-03 10:00,869,538,88,156,0,0,293,358,151,0,69,125,123,201,166,573,321
2022-12-03 10:05,869,524,79,130,2,0,279,326,145,0,64,113,121,198,162,572,322
2022-12-03 10:10,869,508,66,116,0,0,262,300,141,0,60,105,117,191,158,571,321
2022-12-03 10:15,869,504,63,98,0,0,245,269,131,0,57,98,118,175,156,571,321
2022-12-03 10:20,869,494,56,84,0,0,220,244,126,0,57,86,116,170,155,570,321
2022-12-03 10:25,869,476,44,62,1,0,203,217,119,0,51,69,115,164,155,570,321
2022-12-03 10:30,869,467,41,46,0,0,182,202,113,0,38,59,115,158,149,570,322
2022-12-03 10:35,869,452,33,36,0,0,153,169,103,0,30,49,111,156,144,569,322
2022-12-03 10:40,869,441,25,18,0,0,141,143,98,0,28,43,109,146,140,568,322
2022-12-03 10:45,869,422,22,7,0,0,124,124,87,0,29,28,108,139,135,569,322
2022-12-03 10:50,869,397,2,0,0,0,100,96,83,0,25,21,106,124,129,568,322
2022-12-03 10:55,869,376,3,0,0,0,69,76,81,0,20,11,103,113,120,569,322
2022-12-03 11:00,869,350,1,0,0,0,46,56,75,0,12,3,104,100,116,568,322
2022-12-03 11:05,869,339,0,0,0,0,25,34,65,0,2,0,102,87,115,569,322
2022-12-03 11:10,869,315,0,0,0,0,11,20,57,0,0,0,101,76,113,569,322
2022-12-03 11:15,869,290,0,0,0,0,7,0,44,0,0,5,101,62,110,569,321
2022-12-03 11:20,869,260,0,0,0,0,3,0,37,0,0,0,102,53,102,569,320
2022-12-03 11:25,869,239,0,0,0,0,1,3,27,0,0,0,100,45,95,568,320
2022-12-03 11:30,869,210,0,0,0,0,0,0,16,0,0,0,96,29,88,568,320
2022-12-03 11:35,869,177,0,0,0,0,0,0,4,0,0,0,89,8,81,568,319
2022-12-03 11:40,869,148,0,0,0,0,0,0,1,0,0,0,84,1,69,566,319
2022-12-03 11:45,869,119,0,0,0,0,0,0,0,0,0,0,77,1,61,565,319
2022-12-03 11:50,869,82,0,0,0,0,0,0,0,0,0,0,75,2,51,563,319
2022-12-03 11:55,869,48,2,0,0,0,0,0,2,0,0,0,71,1,42,559,319
2022-12-03 12:00,869,15,0,0,0,0,0,0,0,0,0,0,66,1,24,558,318
2022-12-03 12:05,869,1,0,0,0,0,0,0,0,0,0,0,66,1,11,556,317
2022-12-03 12:10,869,1,0,0,0,0,0,0,0,0,0,0,55,4,2,556,317
2022-12-03 12:15,869,0,0,0,0,0,0,0,0,0,0,0,45,3,3,555,316
2022-12-03 12:20,869,2,0,0,0,0,0,0,1,0,0,0,29,2,3,557,316
2022-12-03 12:25,869,2,0,0,0,0,0,1,1,2,0,0,24,0,2,556,316
2022-12-03 12:30,869,2,0,0,0,0,0,0,0,1,0,0,2,2,3,554,316
2022-12-03 12:35,869,3,0,0,0,0,0,0,0,0,0,0,2,1,2,554,313
2022-12-03 12:40,869,3,0,0,0,0,0,1,0,0,0,0,2,1,3,550,313
2022-12-03 12:45,869,2,0,0,0,0,0,0,0,0,0,0,2,2,2,550,313
2022-12-03 12:50,865,3,0,0,0,0,0,0,0,0,0,0,2,1,3,549,312
2022-12-03 12:55,860,4,0,0,0,0,0,0,1,0,0,0,2,1,3,547,312
2022-12-03 13:00,857,3,0,0,0,0,0,0,1,0,0,0,2,1,2,546,311
2022-12-03 13:05,849,3,0,0,0,0,0,0,0,0,0,0,2,4,2,542,310
2022-12-03 13:10,847,4,0,0,0,0,0,0,3,0,0,0,4,4,3,539,307
2022-12-03 13:15,847,2,0,0,0,0,0,0,1,0,0,0,3,3,2,535,307
2022-12-03 13:20,843,3,0,0,0,0,0,0,1,0,0,0,3,5,3,531,306
2022-12-03 13:25,838,3,0,0,0,0,0,0,0,0,0,0,3,1,3,527,306
2022-12-03 13:30,836,3,0,0,0,0,0,0,1,0,0,0,0,1,2,527,303
2022-12-03 13:35,832,5,0,0,0,0,0,0,0,0,0,0,0,0,2,522,303
2022-12-03 13:40,827,3,0,0,0,0,0,0,0,0,0,0,0,2,2,522,302
2022-12-03 13:45,821,2,0,0,0,0,0,0,2,0,0,0,0,2,2,521,302
2022-12-03 13:50,818,2,0,0,0,0,0,0,1,0,0,0,0,1,2,518,300
2022-12-03 13:55,814,1,0,1,0,0,0,0,2,0,0,0,0,2,3,520,300
2022-12-03 14:00,813,3,0,0,0,0,0,0,1,0,0,0,1,0,2,516,299
2022-12-03 14:05,809,3,0,0,0,0,0,0,0,0,0,0,1,1,2,516,298
2022-12-03 14:10,804,1,0,0,4,0,0,0,0,0,0,0,2,2,3,513,297
2022-12-03 14:15,802,4,0,0,5,0,0,0,0,0,0,0,1,1,3,510,297
2022-12-03 14:20,798,2,0,0,0,0,0,0,0,0,0,0,1,1,3,505,296
2022-12-03 14:25,794,2,0,0,0,0,0,0,1,0,0,0,2,0,1,505,297
2022-12-03 14:30,791,3,0,0,1,0,0,0,1,0,0,0,2,1,2,501,297
2022-12-03 14:35,788,2,0,0,0,0,0,0,1,0,0,0,1,1,3,500,297
2022-12-03 14:40,784,2,0,0,0,0,0,1,1,0,0,0,2,3,3,495,296
2022-12-03 14:45,781,3,0,0,0,0,0,1,2,0,0,0,3,4,3,496,295
2022-12-03 14:50,777,4,0,0,0,0,0,0,4,0,0,0,2,1,3,495,296
2022-12-03 14:55,772,2,0,0,0,0,0,0,2,0,0,0,2,1,3,492,296
2022-12-03 15:00,768,4,0,0,1,0,0,0,2,0,0,0,2,2,2,489,296
2022-12-03 15:05,767,4,0,0,3,0,0,0,3,0,0,0,2,0,1,487,296
2022-12-03 15:10,769,5,0,0,2,0,0,4,3,0,0,0,3,1,3,486,296
2022-12-03 15:15,771,4,0,0,1,260,0,0,5,0,0,0,3,0,3,480,296
2022-12-03 15:20,768,3,1,0,1,260,0,0,7,0,0,0,2,1,3,481,296
2022-12-03 15:25,767,4,0,0,2,0,0,0,3,0,0,3,2,2,2,482,296
2022-12-03 15:30,764,2,0,0,1,0,0,0,1,2,0,0,2,0,1,484,296
2022-12-03 15:35,762,3,0,0,1,0,0,0,4,0,0,0,2,1,1,485,297
2022-12-03 15:40,758,3,0,0,0,0,0,0,0,0,0,0,2,7,1,487,297
2022-12-03 15:45,754,1,0,0,2,261,0,0,0,0,0,0,2,3,1,487,295
2022-12-03 15:50,753,2,0,0,2,263,0,0,1,0,0,0,2,1,1,487,295
2022-12-03 15:55,750,9,0,0,0,0,0,2,0,0,0,0,2,1,2,481,295
2022-12-03 16:00,749,2,0,0,2,0,0,0,2,0,0,0,2,2,1,482,297
2022-12-03 16:05,749,3,0,0,0,0,0,1,0,0,0,0,3,2,1,477,297
2022-12-03 16:10,755,3,0,0,1,0,0,0,4,2,0,0,5,2,1,473,296
2022-12-03 16:15,758,5,0,0,3,0,0,0,0,0,0,0,4,1,1,477,297
2022-12-03 16:20,757,3,0,0,0,0,0,4,1,0,0,0,2,1,2,481,297
2022-12-03 16:25,757,4,0,0,0,0,0,6,4,0,0,0,3,2,1,483,298
2022-12-03 16:30,758,2,0,0,3,0,0,4,2,0,0,0,3,1,2,483,297
2022-12-03 16:35,768,15,1,0,3,0,0,1,1,0,0,0,2,2,1,482,298
2022-12-03 16:40,770,12,0,0,4,0,0,3,1,0,0,0,2,0,2,482,298
2022-12-03 16:45,769,11,0,0,0,0,0,12,1,0,0,0,2,2,0,480,298
2022-12-03 16:50,770,4,0,0,0,0,0,20,4,0,0,0,2,2,4,479,299
2022-12-03 16:55,772,13,0,1,0,0,0,8,7,0,0,0,2,2,1,475,299
2022-12-03 17:00,773,13,0,1,4,0,0,10,6,0,0,0,2,3,1,475,298
2022-12-03 17:05,774,12,0,0,6,271,0,10,9,0,0,0,3,2,2,475,299
2022-12-03 17:10,775,14,0,0,6,272,0,15,9,0,0,0,4,2,2,473,299
2022-12-03 17:15,777,13,0,0,6,0,0,12,8,0,0,0,2,4,1,475,299
2022-12-03 17:20,787,9,0,0,5,0,0,8,15,0,0,0,2,1,1,481,299
2022-12-03 17:25,790,12,0,0,5,0,0,0,16,0,0,0,4,3,2,486,299
2022-12-03 17:30,794,16,0,0,3,0,0,4,25,0,0,3,3,3,1,487,299
2022-12-03 17:35,795,19,0,0,0,0,0,14,26,0,0,0,3,3,1,484,299
2022-12-03 17:40,800,16,0,2,1,278,0,14,30,0,0,3,3,3,0,483,299
2022-12-03 17:45,800,16,0,0,0,0,0,15,32,0,0,0,3,7,1,478,300
2022-12-03 17:50,800,21,0,0,1,0,0,22,34,0,0,1,6,2,6,479,300
2022-12-03 17:55,807,32,0,3,2,0,0,30,40,0,0,0,3,3,8,474,300
2022-12-03 18:00,807,41,0,10,4,284,0,29,47,0,0,0,3,4,4,470,298
2022-12-03 18:05,808,56,0,14,4,285,0,44,51,0,2,2,2,4,3,470,299
2022-12-03 18:10,806,58,0,9,6,0,0,57,55,0,5,3,4,4,5,468,299
2022-12-03 18:15,808,70,0,14,3,286,0,73,57,0,16,6,4,4,5,470,299
2022-12-03 18:20,823,72,0,15,3,289,0,80,62,0,23,7,8,5,2,473,299
2022-12-03 18:25,822,89,0,25,3,0,0,87,70,0,23,11,8,8,6,471,299
2022-12-03 18:30,824,101,0,20,1,290,0,102,79,0,30,11,9,12,13,473,301
2022-12-03 18:35,826,117,0,24,2,0,0,105,81,0,37,13,8,10,13,474,301
2022-12-03 18:40,829,124,0,23,3,0,0,104,84,0,39,18,6,13,18,474,303
2022-12-03 18:45,832,133,0,32,6,0,0,113,89,0,41,25,11,8,27,472,303
2022-12-03 18:50,834,134,0,38,5,0,0,128,91,0,46,23,10,9,30,472,304
2022-12-03 18:55,837,145,5,42,4,0,0,133,99,0,55,31,12,8,32,473,304
2022-12-03 19:00,838,146,0,43,3,0,0,150,103,0,60,44,14,10,28,474,304
2022-12-03 19:05,838,149,0,43,1,296,0,159,105,3,65,40,14,11,26,474,304
2022-12-03 19:10,841,157,0,46,1,0,0,177,109,10,70,37,11,7,30,468,303
2022-12-03 19:15,844,163,2,52,0,297,0,183,116,11,75,39,16,10,35,466,302
2022-12-03 19:20,847,186,6,50,1,0,0,192,118,19,81,37,17,13,39,463,302
2022-12-03 19:25,848,189,11,53,3,298,0,200,121,19,85,40,21,15,43,463,302
2022-12-03 19:30,854,206,13,54,3,0,0,213,125,24,88,41,23,20,47,460,302
2022-12-03 19:35,855,216,12,58,5,0,0,224,126,27,89,43,27,25,50,460,302
2022-12-03 19:40,856,231,14,66,8,301,0,235,132,30,96,48,27,30,54,456,303
2022-12-03 19:45,858,244,15,77,11,0,0,254,133,30,101,56,29,35,58,455,301
2022-12-03 19:50,862,250,18,80,11,0,0,275,137,38,106,61,34,36,62,455,301
2022-12-03 19:55,863,259,20,91,11,304,0,287,143,40,110,61,35,48,67,450,303
2022-12-03 20:00,866,275,25,93,13,0,0,305,145,40,115,67,33,53,70,444,303
2022-12-03 20:05,868,283,29,103,13,304,0,311,149,44,124,72,36,62,73,443,305
2022-12-03 20:10,869,291,33,106,16,304,0,319,151,56,130,79,37,64,75,441,305
2022-12-03 20:15,869,305,39,116,19,312,0,344,154,64,138,87,40,65,78,439,305
2022-12-03 20:20,869,318,49,127,19,316,0,358,157,70,145,98,43,72,75,435,305
2022-12-03 20:25,869,327,53,131,21,317,0,375,165,73,152,109,45,75,78,434,304
2022-12-03 20:30,869,338,55,138,20,317,0,387,170,75,155,111,46,84,82,433,303
2022-12-03 20:35,869,350,53,142,24,318,0,406,172,77,156,119,51,93,84,441,303
2022-12-03 20:40,869,358,50,149,27,318,0,421,175,83,156,123,49,95,87,445,302
2022-12-03 20:45,869,370,51,156,30,320,0,434,183,92,156,133,53,99,93,446,302
2022-12-03 20:50,869,380,50,166,34,325,0,460,184,99,156,136,58,100,102,444,302
2022-12-03 20:55,869,391,0,168,38,325,0,474,189,100,156,143,59,109,102,443,302
2022-12-03 21:00,869,399,0,174,0,325,0,487,195,108,156,146,62,116,104,447,302
2022-12-03 21:05,869,399,0,174,0,325,0,487,195,108,156,146,62,116,104,447,302
2022-12-03 21:10,869,399,0,174,0,325,0,487,195,108,156,146,62,116,104,447,302
2022-12-03 21:15,869,399,0,174,0,325,0,487,195,108,156,146,62,116,104,447,302
2022-12-03 21:20,869,399,0,174,0,325,0,487,195,108,156,146,62,116,104,447,302
2022-12-03 21:25,869,399,0,174,0,325,0,487,195,108,156,146,62,116,104,447,302
2022-12-03 21:30,869,399,0,174,0,325,0,487,195,108,156,146,62,116,104,447,302
2022-12-03 21:35,869,399,0,174,0,325,0,487,195,108,156,146,62,116,104,447,302
2022-12-03 21:40,869,399,0,174,0,325,0,487,195,108,156,146,62,116,104,447,302
2022-12-03 21:45,869,399,0,174,0,325,0,487,195,108,156,146,62,116,104,447,302
2022-12-03 21:50,869,399,0,174,0,325,0,487,195,108,156,146,62,116,104,447,302
2022-12-03 21:55,869,399,0,174,0,325,0,487,195,108,156,146,62,116,104,447,302
2022-12-03 22:00,869,399,0,174,0,325,0,487,195,108,156,146,62,116,104,447,302
2022-12-03 22:05,869,399,0,174,0,325,0,487,195,108,156,146,62,116,104,447,302
2022-12-03 22:10,869,399,0,174,0,325,0,487,195,108,156,146,62,116,104,447,302
2022-12-03 22:15,869,399,0,174,0,325,0,487,195,108,156,146,62,116,104,447,302
2022-12-03 22:20,869,399,0,174,0,325,0,487,195,108,156,146,62,116,104,447,302
2022-12-03 22:25,869,399,0,174,0,325,0,487,195,108,156,146,62,116,104,447,302
2022-12-03 22:30,869,399,0,174,0,325,0,487,195,108,156,146,62,116,104,447,302
2022-12-03 22:35,869,399,0,174,0,325,0,487,195,108,156,146,62,116,104,447,302
2022-12-03 22:40,869,399,0,174,0,325,0,487,195,108,156,146,62,116,104,447,302
2022-12-03 22:45,869,399,0,174,0,325,0,487,195,108,156,146,62,116,104,447,302
2022-12-03 22:50,869,399,0,174,0,325,0,487,195,108,156,146,62,116,104,447,302
2022-12-03 22:55,869,399,0,174,0,325,0,487,195,108,156,146,62,116,104,447,302
2022-12-03 23:00,869,399,0,174,0,325,0,487,195,108,156,146,62,116,104,447,302
2022-12-03 23:05,869,617,0,314,0,0,0,686,0,150,155,228,118,230,162,490,307
2022-12-03 23:10,869,617,0,314,0,0,0,686,0,150,155,228,118,230,162,490,307
2022-12-03 23:15,869,617,0,314,0,0,0,686,0,150,155,228,118,230,162,490,307
2022-12-03 23:20,869,617,0,314,0,0,0,686,0,150,155,228,118,230,162,490,307
2022-12-03 23:25,869,617,0,314,0,0,0,686,0,150,155,228,118,230,162,490,307
2022-12-03 23:30,869,617,0,314,0,0,0,686,0,150,155,228,118,230,162,490,307
2022-12-03 23:35,869,617,0,314,0,0,0,686,0,150,155,228,118,230,162,490,307
2022-12-03 23:40,869,617,0,314,0,0,0,686,0,150,155,228,118,230,162,490,307
2022-12-03 23:45,869,617,0,314,0,0,0,686,0,150,155,228,118,230,162,490,307
2022-12-03 23:50,869,617,0,314,0,0,0,686,0,150,155,228,118,230,162,490,307
2022-12-03 23:55,869,617,0,314,0,0,0,686,0,150,155,228,118,230,162,490,307
