Datum und Uhrzeit,PH Theater,PP Hörsterplatz,PH Alter Steinweg,Busparkplatz,PP Schlossplatz Nord,PP Schlossplatz Süd,PH Aegidii,PP Georgskommende,PH Münster Arkaden,PH Karstadt,PH Stubengasse,PH Bremer Platz,PH Engelenschanze,PH Bahnhofstraße,PH Cineplex,PH Stadthaus 3
2021-05-21 00:00,0,0,353,0,0,0,0,0,150,0,0,216,0,0,468,175
2021-05-21 00:15,0,0,353,0,0,0,0,0,150,0,0,216,0,0,468,175
2021-05-21 00:30,0,0,353,0,0,0,0,0,150,0,0,216,0,0,468,175
2021-05-21 00:45,0,0,353,0,0,0,0,0,150,0,0,216,0,0,468,175
2021-05-21 01:00,0,0,353,0,0,0,0,0,150,0,0,216,0,0,468,175
2021-05-21 01:15,0,0,353,0,0,0,0,0,150,0,0,216,0,0,468,175
2021-05-21 01:30,0,0,353,0,0,0,0,0,150,0,0,216,0,0,468,175
2021-05-21 01:45,0,0,353,0,0,0,0,0,150,0,0,216,0,0,468,175
2021-05-21 02:00,0,0,353,0,0,0,0,0,150,0,0,216,0,0,468,175
2021-05-21 02:15,0,0,353,0,0,0,0,0,150,0,0,216,0,0,468,175
2021-05-21 02:30,0,0,353,0,0,0,0,0,150,0,0,216,0,0,468,175
2021-05-21 02:45,0,0,353,0,0,0,0,0,150,0,0,216,0,0,468,175
2021-05-21 03:00,0,0,353,0,0,0,0,0,150,0,0,216,0,0,468,175
2021-05-21 03:15,0,0,353,0,0,0,0,0,150,0,0,216,0,0,468,175
2021-05-21 03:30,0,0,353,0,0,0,0,0,150,0,0,216,0,0,468,175
2021-05-21 03:45,0,0,353,0,0,0,0,0,150,0,0,216,0,0,468,175
2021-05-21 04:00,0,0,353,0,0,0,0,0,150,0,0,216,0,0,468,175
2021-05-21 04:15,0,0,353,0,0,0,0,0,150,0,0,216,0,0,468,175
2021-05-21 04:30,0,0,353,0,0,0,0,0,150,0,0,216,0,0,468,175
2021-05-21 04:45,0,0,353,0,0,0,0,0,150,0,0,216,0,0,468,175
2021-05-21 05:00,0,0,353,0,0,0,0,0,150,0,0,216,0,0,468,175
2021-05-21 05:15,0,0,353,0,0,0,0,0,150,0,0,216,0,0,468,175
2021-05-21 05:30,0,0,353,0,0,0,0,0,150,0,0,216,0,0,468,175
2021-05-21 05:45,0,0,353,0,0,0,0,0,150,0,0,216,0,0,468,175
2021-05-21 06:00,0,0,353,0,0,0,0,0,150,0,0,216,0,0,468,175
2021-05-21 06:05,0,0,353,0,0,0,0,0,150,0,0,216,0,0,468,175
2021-05-21 06:10,0,0,353,0,0,0,0,0,150,0,0,216,0,0,468,175
2021-05-21 06:15,0,0,353,0,0,0,0,0,150,0,0,216,0,0,468,175
2021-05-21 06:20,0,0,353,0,0,0,0,0,150,0,0,216,0,0,468,175
2021-05-21 06:25,0,0,353,0,0,0,0,0,150,0,0,216,0,0,468,175
2021-05-21 06:30,0,0,353,0,0,0,0,0,150,0,0,216,0,0,468,175
2021-05-21 06:35,0,0,353,0,0,0,0,0,150,0,0,216,0,0,468,175
2021-05-21 06:40,0,0,353,0,0,0,0,0,150,0,0,216,0,0,468,175
2021-05-21 06:45,0,0,353,0,0,0,0,0,150,0,0,216,0,0,468,175
2021-05-21 06:50,0,0,353,0,0,0,0,0,150,0,0,216,0,0,468,175
2021-05-21 06:55,0,0,353,0,0,0,0,0,150,0,0,216,0,0,468,175
2021-05-21 07:00,0,0,353,0,0,0,0,0,150,0,0,216,0,0,468,175
2021-05-21 07:05,646,137,341,0,331,450,0,250,0,0,286,181,398,251,460,148
2021-05-21 07:10,644,137,340,0,332,450,655,250,0,0,286,179,392,251,459,146
2021-05-21 07:15,643,137,339,0,332,450,653,250,0,0,286,179,392,248,459,146
2021-05-21 07:20,638,137,337,0,333,450,651,248,0,0,286,180,391,248,456,148
2021-05-21 07:25,638,190,336,0,333,448,647,246,0,0,286,179,391,248,453,146
2021-05-21 07:30,635,190,335,0,334,448,642,246,0,0,284,177,392,247,451,145
2021-05-21 07:35,633,188,333,0,334,448,635,246,0,0,284,176,386,244,451,142
2021-05-21 07:40,630,187,331,0,335,448,632,247,0,0,281,177,382,240,450,140
2021-05-21 07:45,625,184,328,0,335,447,624,247,0,0,280,175,378,236,450,136
2021-05-21 07:50,620,183,325,0,336,444,619,246,0,0,277,176,373,233,449,135
2021-05-21 07:55,618,179,324,0,337,444,613,246,150,0,276,174,367,232,448,134
2021-05-21 08:00,615,175,320,0,337,442,612,247,150,0,272,174,360,230,449,128
2021-05-21 08:05,611,173,314,0,338,442,608,246,150,0,266,172,354,226,447,125
2021-05-21 08:10,611,170,311,0,338,442,605,247,150,0,264,172,350,227,447,123
2021-05-21 08:15,609,169,305,0,339,438,599,245,150,0,260,172,344,225,446,121
2021-05-21 08:20,608,169,305,0,340,437,597,245,150,0,256,166,340,221,444,119
2021-05-21 08:25,604,164,297,0,340,432,593,244,150,0,257,162,331,219,443,117
2021-05-21 08:30,602,160,295,0,340,424,587,243,149,0,250,162,327,217,438,116
2021-05-21 08:35,594,155,295,0,340,420,585,242,147,0,249,159,323,218,439,115
2021-05-21 08:40,595,153,290,0,340,417,582,240,145,0,242,159,319,217,437,110
2021-05-21 08:45,594,151,287,0,340,414,580,238,144,0,241,161,315,215,438,110
2021-05-21 08:50,584,145,279,0,340,402,576,238,139,0,238,158,308,215,433,107
2021-05-21 08:55,570,131,272,0,340,393,569,238,136,0,229,160,296,216,430,110
2021-05-21 09:00,571,132,269,0,340,388,565,235,133,0,225,161,294,218,428,112
2021-05-21 09:05,565,134,262,0,340,379,561,234,127,0,220,160,291,214,428,114
2021-05-21 09:10,561,133,260,0,340,376,555,234,129,0,217,159,289,214,426,116
2021-05-21 09:15,559,133,257,0,340,371,545,235,125,0,218,160,287,210,424,117
2021-05-21 09:20,555,130,248,0,340,367,539,235,123,0,217,160,283,209,426,118
2021-05-21 09:25,548,127,244,0,340,362,534,233,118,0,210,158,279,208,426,118
2021-05-21 09:30,544,124,240,0,341,354,531,232,112,0,203,155,278,204,430,116
2021-05-21 09:35,544,118,241,0,341,347,526,230,109,0,194,157,278,201,430,118
2021-05-21 09:40,542,107,235,0,343,342,520,227,109,0,189,155,276,200,430,116
2021-05-21 09:45,529,93,223,0,344,336,516,225,102,0,188,151,275,195,431,117
2021-05-21 09:50,524,89,213,0,345,333,512,222,98,0,173,153,267,195,431,117
2021-05-21 09:55,516,77,202,0,346,330,498,220,89,0,170,152,262,193,430,118
2021-05-21 10:00,512,66,189,0,347,326,491,218,80,0,165,155,257,195,430,121
2021-05-21 10:05,503,56,167,0,347,318,479,215,69,0,163,153,256,194,428,120
2021-05-21 10:10,499,47,153,0,347,310,473,214,63,0,155,151,255,194,428,122
2021-05-21 10:15,491,31,134,0,348,299,458,212,53,0,149,150,250,190,425,124
2021-05-21 10:20,488,20,127,0,348,296,451,210,45,0,145,149,246,189,426,125
2021-05-21 10:25,484,16,117,0,348,293,441,208,38,0,141,147,244,186,426,125
2021-05-21 10:30,475,1,111,0,348,283,424,201,31,0,134,138,233,181,426,126
2021-05-21 10:35,470,0,105,0,348,278,406,199,27,0,129,138,234,180,424,125
2021-05-21 10:40,472,1,99,0,349,274,402,197,24,0,132,135,232,179,425,125
2021-05-21 10:45,464,0,92,0,349,267,392,194,21,0,122,134,229,179,427,123
2021-05-21 10:50,451,0,87,0,350,257,378,191,15,0,122,127,223,176,424,126
2021-05-21 10:55,444,0,77,0,351,248,370,190,8,0,112,125,218,175,422,125
2021-05-21 11:00,432,0,74,0,354,240,360,187,7,0,104,126,218,171,421,125
2021-05-21 11:05,431,0,74,0,355,236,345,187,9,0,103,126,216,167,419,127
2021-05-21 11:10,430,0,73,0,356,233,341,185,10,0,98,126,211,166,419,126
2021-05-21 11:15,428,0,67,0,357,226,333,184,10,0,95,126,206,167,420,124
2021-05-21 11:25,419,0,63,0,359,211,318,179,3,0,93,123,204,163,417,120
2021-05-21 11:30,416,0,64,0,361,201,310,178,0,0,93,124,200,168,417,121
2021-05-21 11:35,415,0,61,0,361,199,304,177,0,0,90,123,196,168,417,120
2021-05-21 11:40,411,0,64,0,362,188,287,178,0,0,85,123,191,174,417,120
2021-05-21 11:45,411,0,60,0,362,182,287,179,0,0,85,122,189,176,421,121
2021-05-21 11:50,408,0,61,0,363,173,272,176,0,0,85,122,189,177,425,122
2021-05-21 11:55,402,0,66,0,363,170,272,175,0,0,81,120,190,176,424,121
2021-05-21 12:00,405,0,67,0,365,161,272,175,0,0,83,120,192,176,424,122
2021-05-21 12:05,402,0,72,0,366,153,269,180,0,0,83,125,189,174,426,121
2021-05-21 12:10,400,0,70,0,368,149,262,182,0,0,83,124,190,175,427,122
2021-05-21 12:15,405,0,76,0,369,141,259,180,1,0,87,122,186,171,431,125
2021-05-21 12:20,408,8,77,0,371,138,268,179,4,0,91,123,189,173,430,126
2021-05-21 12:25,407,9,84,0,372,127,264,176,11,0,94,124,193,174,432,125
2021-05-21 12:30,405,10,83,0,375,123,256,179,8,0,92,125,194,176,433,127
2021-05-21 12:35,403,6,88,0,376,119,259,179,5,0,90,124,193,173,432,126
2021-05-21 12:40,403,6,85,0,378,111,258,177,9,0,95,124,193,167,433,128
2021-05-21 12:45,397,5,80,0,379,109,246,176,6,0,93,125,193,169,434,131
2021-05-21 12:50,400,2,85,0,381,108,243,178,0,0,97,125,194,165,434,132
2021-05-21 12:55,407,0,91,0,385,103,233,176,4,0,94,118,197,166,436,133
2021-05-21 13:00,416,2,87,0,386,98,238,178,3,0,99,116,201,167,437,135
2021-05-21 13:05,411,2,88,0,388,95,240,177,1,0,97,118,201,165,438,138
2021-05-21 13:10,414,3,92,0,393,90,247,179,5,0,99,111,210,164,437,139
2021-05-21 13:15,415,3,93,0,396,89,242,182,5,0,97,109,212,165,436,141
2021-05-21 13:20,422,0,94,0,402,83,239,185,1,0,98,107,214,166,437,141
2021-05-21 13:25,425,0,97,0,405,81,236,184,0,0,100,111,211,167,439,141
2021-05-21 13:30,419,4,104,0,405,196,242,181,0,0,96,119,213,169,440,142
2021-05-21 13:35,419,2,104,0,406,193,241,181,0,0,94,124,214,168,439,143
2021-05-21 13:40,416,9,113,0,406,186,234,182,1,0,86,119,210,166,439,143
2021-05-21 13:45,414,13,110,0,409,182,233,179,3,0,90,118,215,167,442,142
2021-05-21 13:50,421,6,103,0,412,176,230,180,5,0,85,117,215,169,442,144
2021-05-21 13:55,417,10,96,0,414,173,229,180,11,0,90,116,212,175,442,145
2021-05-21 14:00,421,18,93,0,415,168,221,178,5,0,92,114,211,175,445,148
2021-05-21 14:05,423,15,87,0,417,163,218,179,1,0,85,114,207,173,443,150
2021-05-21 14:10,427,19,85,0,419,161,221,180,2,0,85,117,210,174,443,149
2021-05-21 14:15,421,21,82,0,422,161,222,180,2,0,88,116,210,179,443,150
2021-05-21 14:20,427,26,84,0,427,151,224,178,0,0,83,122,212,178,443,151
2021-05-21 14:25,430,31,85,0,433,148,228,175,0,0,81,125,213,176,444,154
2021-05-21 14:30,429,35,80,0,437,144,228,176,0,0,86,126,212,177,443,155
2021-05-21 14:35,431,30,81,0,444,138,227,174,0,0,96,133,217,177,442,156
2021-05-21 14:40,434,26,79,0,444,136,229,173,0,0,95,135,218,178,442,158
2021-05-21 14:45,432,18,81,0,449,131,224,166,0,0,98,140,214,177,440,158
2021-05-21 14:50,433,17,79,0,450,123,227,165,0,0,98,139,213,175,439,158
2021-05-21 14:55,434,14,78,0,450,116,227,164,0,0,103,139,207,172,438,159
2021-05-21 15:00,435,8,77,0,450,112,228,165,0,0,103,139,202,168,438,160
2021-05-21 15:05,440,1,78,0,450,107,227,166,0,0,98,137,205,173,438,159
2021-05-21 15:10,445,3,83,0,450,103,227,163,0,0,100,141,211,172,437,161
2021-05-21 15:15,446,5,95,0,450,96,232,164,0,0,101,141,208,172,438,161
2021-05-21 15:20,444,9,90,0,450,197,237,166,0,0,102,143,213,170,439,160
2021-05-21 15:25,450,8,91,0,450,192,233,166,0,0,104,142,212,169,437,161
2021-05-21 15:30,448,11,86,0,450,186,226,167,0,0,99,143,216,171,437,161
2021-05-21 15:35,450,12,82,0,450,181,226,166,0,0,97,145,219,170,436,161
2021-05-21 15:40,449,10,82,0,450,170,226,168,0,0,97,146,221,170,438,161
2021-05-21 15:45,448,11,81,0,450,167,224,171,0,0,94,147,221,174,439,162
2021-05-21 15:50,444,7,70,0,450,165,215,169,0,0,96,151,218,171,439,163
2021-05-21 15:55,449,8,74,0,450,160,218,171,0,0,98,149,222,174,438,163
2021-05-21 16:00,454,5,78,0,450,151,211,169,0,0,96,151,223,174,438,164
2021-05-21 16:05,454,3,71,0,450,144,208,167,0,0,94,152,222,173,438,165
2021-05-21 16:10,458,4,74,0,450,141,209,172,0,0,95,151,227,172,439,166
2021-05-21 16:15,455,0,68,0,300,137,222,172,0,0,90,151,238,171,440,168
2021-05-21 16:20,449,0,70,0,303,132,221,175,0,0,86,156,242,170,440,168
2021-05-21 16:25,449,1,72,0,306,129,217,175,0,0,85,157,245,171,441,170
2021-05-21 16:30,449,1,65,0,308,124,229,174,0,0,86,157,246,173,442,168
2021-05-21 16:35,457,1,64,0,312,123,230,174,0,0,80,155,252,178,441,169
2021-05-21 16:40,459,3,63,0,317,119,232,173,0,0,86,155,250,178,442,169
2021-05-21 16:45,463,4,61,0,320,118,236,172,0,0,88,154,253,182,443,169
2021-05-21 16:50,459,1,59,0,325,117,231,168,0,0,92,152,252,182,444,172
2021-05-21 16:55,462,1,66,0,330,112,239,164,5,0,92,150,254,183,446,172
2021-05-21 17:00,473,3,66,0,338,108,240,166,6,0,94,151,254,185,445,173
2021-05-21 17:05,475,2,71,0,345,107,256,167,6,0,91,147,257,187,444,173
2021-05-21 17:10,477,5,81,0,352,105,266,169,7,0,88,156,260,186,444,173
2021-05-21 17:15,481,5,82,0,355,100,279,171,4,0,90,160,267,182,444,173
2021-05-21 17:20,488,7,78,0,359,97,281,177,3,0,93,163,277,184,446,172
2021-05-21 17:25,491,13,79,0,363,95,289,180,3,0,92,163,283,185,450,173
2021-05-21 17:30,494,17,85,0,368,90,305,182,3,0,95,173,286,191,448,172
2021-05-21 17:35,499,22,91,0,373,87,307,180,0,0,92,173,290,199,450,172
2021-05-21 17:40,505,19,93,0,380,86,311,181,0,0,98,176,293,199,448,173
2021-05-21 17:45,505,18,94,0,385,85,318,180,0,0,101,176,291,201,447,173
2021-05-21 17:50,507,19,108,0,389,83,333,183,0,0,105,173,295,198,447,171
2021-05-21 17:55,508,19,113,0,396,82,349,182,0,0,110,181,297,198,447,171
2021-05-21 18:00,513,25,116,0,401,80,362,185,0,0,129,179,301,198,444,171
