Datum und Uhrzeit,PH Coesfelder Kreuz,PH Theater,PP Hörsterplatz,PH Alter Steinweg,Busparkplatz,PP Schlossplatz Nord,PP Schlossplatz Süd,PH Aegidii,PP Georgskommende,PH Münster Arkaden,PH Karstadt,PH Stubengasse,PH Bremer Platz,PH Engelenschanze,PH Bahnhofstraße,PH Cineplex,PH Stadthaus 3
2023-09-17 00:00,0,548,0,316,0,0,0,750,0,150,151,213,136,288,171,448,182
2023-09-17 00:15,0,548,0,316,0,0,0,750,0,150,151,213,136,288,171,448,182
2023-09-17 00:30,0,548,0,316,0,0,0,750,0,150,151,213,136,288,171,448,182
2023-09-17 00:45,0,548,0,316,0,0,0,750,0,150,151,213,136,288,171,448,182
2023-09-17 01:00,0,548,0,316,0,0,0,750,0,150,151,213,136,288,171,448,182
2023-09-17 01:15,0,548,0,316,0,0,0,750,0,150,151,213,136,288,171,448,182
2023-09-17 01:30,0,548,0,316,0,0,0,750,0,150,151,213,136,288,171,448,182
2023-09-17 01:45,0,548,0,316,0,0,0,750,0,150,151,213,136,288,171,448,182
2023-09-17 02:00,0,548,0,316,0,0,0,750,0,150,151,213,136,288,171,448,182
2023-09-17 02:15,0,548,0,316,0,0,0,750,0,150,151,213,136,288,171,448,182
2023-09-17 02:30,0,548,0,316,0,0,0,750,0,150,151,213,136,288,171,448,182
2023-09-17 02:45,0,548,0,316,0,0,0,750,0,150,151,213,136,288,171,448,182
2023-09-17 03:00,0,548,0,316,0,0,0,750,0,150,151,213,136,288,171,448,182
2023-09-17 03:15,0,548,0,316,0,0,0,750,0,150,151,213,136,288,171,448,182
2023-09-17 03:30,0,548,0,316,0,0,0,750,0,150,151,213,136,288,171,448,182
2023-09-17 03:45,0,548,0,316,0,0,0,750,0,150,151,213,136,288,171,448,182
2023-09-17 04:00,0,548,0,316,0,0,0,750,0,150,151,213,136,288,171,448,182
2023-09-17 04:15,0,548,0,316,0,0,0,750,0,150,151,213,136,288,171,448,182
2023-09-17 04:30,0,548,0,316,0,0,0,750,0,150,151,213,136,288,171,448,182
2023-09-17 04:45,0,548,0,316,0,0,0,750,0,150,151,213,136,288,171,448,182
2023-09-17 05:00,0,548,0,316,0,0,0,750,0,150,151,213,136,288,171,448,182
2023-09-17 05:15,0,548,0,316,0,0,0,750,0,150,151,213,136,288,171,448,182
2023-09-17 05:30,0,548,0,316,0,0,0,750,0,150,151,213,136,288,171,448,182
2023-09-17 05:45,0,548,0,316,0,0,0,750,0,150,151,213,136,288,171,448,182
2023-09-17 06:00,0,548,0,316,0,0,0,750,0,150,151,213,136,288,171,448,182
2023-09-17 06:05,0,548,0,316,0,0,0,750,0,150,151,213,136,288,171,448,182
2023-09-17 06:10,0,548,0,316,0,0,0,750,0,150,151,213,136,288,171,448,182
2023-09-17 06:15,0,548,0,316,0,0,0,750,0,150,151,213,136,288,171,448,182
2023-09-17 06:20,0,548,0,316,0,0,0,750,0,150,151,213,136,288,171,448,182
2023-09-17 06:25,0,548,0,316,0,0,0,750,0,150,151,213,136,288,171,448,182
2023-09-17 06:30,0,548,0,316,0,0,0,750,0,150,151,213,136,288,171,448,182
2023-09-17 06:35,0,548,0,316,0,0,0,750,0,150,151,213,136,288,171,448,182
2023-09-17 06:40,0,548,0,316,0,0,0,750,0,150,151,213,136,288,171,448,182
2023-09-17 06:45,0,548,0,316,0,0,0,750,0,150,151,213,136,288,171,448,182
2023-09-17 06:50,0,548,0,316,0,0,0,750,0,150,151,213,136,288,171,448,182
2023-09-17 06:55,0,548,0,316,0,0,0,750,0,150,151,213,136,288,171,448,182
2023-09-17 07:00,0,548,0,316,0,0,0,750,0,150,151,213,136,288,171,448,182
2023-09-17 07:05,0,0,0,362,0,0,0,0,0,0,151,0,155,306,187,573,210
2023-09-17 07:10,0,0,0,362,0,0,0,0,0,0,151,0,154,306,187,573,210
2023-09-17 07:15,0,0,0,362,0,0,0,0,0,0,151,0,154,306,187,573,210
2023-09-17 07:20,0,0,0,362,0,0,0,0,0,0,151,0,154,306,187,573,210
2023-09-17 07:25,0,0,0,362,0,0,0,0,0,0,151,0,154,306,187,573,210
2023-09-17 07:30,0,0,0,362,0,0,0,0,0,0,151,0,153,306,188,573,210
