Datum und Uhrzeit,PH Theater,PP Hörsterplatz,PH Alter Steinweg,Busparkplatz,PP Schlossplatz Nord,PP Schlossplatz Süd,PH Aegidii,PP Georgskommende,PH Münster Arkaden,PH Karstadt,PH Stubengasse,PH Bremer Platz,PH Engelenschanze,PH Bahnhofstraße,PH Cineplex,PH Stadthaus 3
2022-03-11 00:00,672,0,356,0,0,0,697,0,150,161,251,157,402,276,450,302
2022-03-11 00:15,672,0,356,0,0,0,697,0,150,161,251,157,402,276,450,302
2022-03-11 00:30,672,0,356,0,0,0,697,0,150,161,251,157,402,276,450,302
2022-03-11 00:45,672,0,356,0,0,0,697,0,150,161,251,157,402,276,450,302
2022-03-11 01:00,672,0,356,0,0,0,697,0,150,161,251,157,402,276,450,302
2022-03-11 01:15,672,0,356,0,0,0,697,0,150,161,251,157,402,276,450,302
2022-03-11 01:30,672,0,356,0,0,0,697,0,150,161,251,157,402,276,450,302
2022-03-11 01:45,672,0,356,0,0,0,697,0,150,161,251,157,402,276,450,302
2022-03-11 02:00,672,0,356,0,0,0,697,0,150,161,251,157,402,276,450,302
2022-03-11 02:15,672,0,356,0,0,0,697,0,150,161,251,157,402,276,450,302
2022-03-11 02:30,672,0,356,0,0,0,697,0,150,161,251,157,402,276,450,302
2022-03-11 02:45,672,0,356,0,0,0,697,0,150,161,251,157,402,276,450,302
2022-03-11 03:00,672,0,356,0,0,0,697,0,150,161,251,157,402,276,450,302
2022-03-11 03:15,672,0,356,0,0,0,697,0,150,161,251,157,402,276,450,302
2022-03-11 03:30,672,0,356,0,0,0,697,0,150,161,251,157,402,276,450,302
2022-03-11 03:45,672,0,356,0,0,0,697,0,150,161,251,157,402,276,450,302
2022-03-11 04:00,672,0,356,0,0,0,697,0,150,161,251,157,402,276,450,302
2022-03-11 04:15,672,0,356,0,0,0,697,0,150,161,251,157,402,276,450,302
2022-03-11 04:30,672,0,356,0,0,0,697,0,150,161,251,157,402,276,450,302
2022-03-11 04:45,672,0,356,0,0,0,697,0,150,161,251,157,402,276,450,302
2022-03-11 05:00,672,0,356,0,0,0,697,0,150,161,251,157,402,276,450,302
2022-03-11 05:15,672,0,356,0,0,0,697,0,150,161,251,157,402,276,450,302
2022-03-11 05:30,672,0,356,0,0,0,697,0,150,161,251,157,402,276,450,302
2022-03-11 05:45,672,0,356,0,0,0,697,0,150,161,251,157,402,276,450,302
2022-03-11 06:00,672,0,356,0,0,0,697,0,150,161,251,157,402,276,450,302
2022-03-11 06:05,672,0,356,0,0,0,697,0,150,161,251,157,402,276,450,302
2022-03-11 06:10,672,0,356,0,0,0,697,0,150,161,251,157,402,276,450,302
2022-03-11 06:15,672,0,356,0,0,0,697,0,150,161,251,157,402,276,450,302
2022-03-11 06:20,672,0,356,0,0,0,697,0,150,161,251,157,402,276,450,302
2022-03-11 06:25,672,0,356,0,0,0,697,0,150,161,251,157,402,276,450,302
2022-03-11 06:30,672,0,356,0,0,0,697,0,150,161,251,157,402,276,450,302
2022-03-11 06:35,672,0,356,0,0,0,697,0,150,161,251,157,402,276,450,302
2022-03-11 06:40,672,0,356,0,0,0,697,0,150,161,251,157,402,276,450,302
2022-03-11 06:45,672,0,356,0,0,0,697,0,150,161,251,157,402,276,450,302
2022-03-11 06:50,672,0,356,0,0,0,697,0,150,161,251,157,402,276,450,302
2022-03-11 06:55,672,0,356,0,0,0,697,0,150,161,251,157,402,276,450,302
2022-03-11 07:00,672,0,356,0,0,0,697,0,150,161,251,157,402,276,450,302
2022-03-11 07:05,665,0,348,0,402,390,680,251,0,161,250,194,395,261,471,279
2022-03-11 07:10,660,0,346,54,403,390,679,250,0,161,249,193,393,260,469,275
2022-03-11 07:15,658,0,346,55,404,390,678,250,0,161,248,191,392,259,468,274
2022-03-11 07:20,656,178,343,55,404,389,674,250,0,160,248,189,390,255,465,274
2022-03-11 07:25,655,176,341,55,404,388,670,249,0,159,246,187,390,254,465,272
2022-03-11 07:30,649,176,342,55,406,387,668,247,0,159,246,186,388,254,461,272
2022-03-11 07:35,646,175,341,55,407,385,663,247,0,158,245,185,384,248,460,272
2022-03-11 07:40,641,171,337,55,407,384,655,243,0,158,243,184,383,246,456,271
2022-03-11 07:45,638,168,335,55,407,384,652,242,0,158,243,181,379,244,452,271
2022-03-11 07:50,629,162,331,55,407,382,645,242,0,156,242,177,378,244,452,270
2022-03-11 07:55,625,158,329,54,407,382,638,242,0,153,238,174,372,242,451,268
2022-03-11 08:00,623,154,325,53,407,380,631,242,0,151,239,173,368,238,448,267
2022-03-11 08:05,616,150,318,53,407,380,628,241,0,151,230,170,359,235,447,267
2022-03-11 08:10,607,147,316,54,407,379,622,241,0,151,227,169,355,228,443,267
2022-03-11 08:15,607,145,310,53,407,373,617,241,0,151,225,171,353,225,442,269
2022-03-11 08:20,605,143,304,53,407,371,612,239,0,148,220,170,345,223,438,268
2022-03-11 08:25,599,139,301,53,407,368,611,239,0,146,219,169,341,222,436,267
2022-03-11 08:30,591,138,300,53,407,365,608,235,0,144,219,167,336,222,435,266
2022-03-11 08:35,589,132,295,52,407,363,608,234,0,144,212,168,333,219,431,266
2022-03-11 08:40,589,126,286,53,407,358,605,231,0,143,210,166,327,217,430,264
2022-03-11 08:45,582,127,282,54,408,355,598,227,0,142,208,164,322,213,429,263
2022-03-11 08:50,577,121,277,53,408,351,590,227,0,142,204,161,320,211,423,264
2022-03-11 08:55,574,118,275,52,408,346,585,225,0,141,202,164,320,209,419,263
2022-03-11 09:00,565,112,272,53,408,339,581,224,0,138,198,163,317,208,418,262
2022-03-11 09:05,561,114,267,51,408,338,578,222,0,138,194,162,315,208,417,261
2022-03-11 09:10,557,114,268,49,409,333,575,221,0,138,196,162,311,205,416,261
2022-03-11 09:15,551,102,261,49,409,327,571,220,0,133,194,161,308,203,416,260
2022-03-11 09:20,552,101,257,48,409,325,568,217,0,131,195,158,305,202,418,259
2022-03-11 09:25,548,91,260,48,409,316,563,212,0,126,194,159,300,201,416,262
2022-03-11 09:30,544,88,262,48,410,314,561,209,0,125,192,156,301,201,416,262
2022-03-11 09:35,546,89,257,49,410,312,558,207,0,124,190,155,301,201,417,262
2022-03-11 09:40,536,82,246,50,410,304,549,208,0,121,185,152,295,196,414,264
2022-03-11 09:45,530,74,238,51,411,297,537,208,0,120,179,156,292,192,413,266
2022-03-11 09:50,527,71,232,49,412,293,530,208,0,116,176,157,290,189,413,265
2022-03-11 09:55,524,62,232,45,412,291,528,207,0,111,171,155,285,189,413,265
2022-03-11 10:00,518,62,229,44,412,289,521,205,0,108,167,151,280,189,413,267
2022-03-11 10:05,514,54,223,44,413,285,518,205,0,104,161,144,279,188,412,267
2022-03-11 10:10,510,43,214,43,414,279,515,199,0,99,150,144,276,190,412,263
2022-03-11 10:15,513,38,211,44,415,276,516,199,0,97,146,141,272,188,413,264
2022-03-11 10:20,512,34,208,44,416,273,513,198,0,95,140,140,271,187,410,262
2022-03-11 10:25,507,37,202,43,416,271,510,195,0,93,137,148,268,185,411,260
2022-03-11 10:30,504,36,192,42,416,261,508,196,0,95,135,145,269,182,411,260
2022-03-11 10:35,502,32,188,42,417,252,511,197,0,92,133,147,265,183,411,263
2022-03-11 10:40,504,33,184,41,417,245,507,199,0,90,132,150,258,179,411,264
2022-03-11 10:45,499,34,181,40,417,242,506,199,0,89,131,150,250,177,414,261
2022-03-11 10:50,497,25,176,39,418,239,498,200,0,87,133,146,251,174,415,260
2022-03-11 10:55,491,23,179,40,419,229,499,199,0,87,125,143,246,171,415,259
2022-03-11 11:00,497,23,180,39,422,224,497,198,0,90,127,147,246,173,416,259
2022-03-11 11:05,491,18,175,39,422,220,491,190,0,89,128,149,247,173,417,259
2022-03-11 11:10,493,16,174,39,426,215,480,185,0,86,124,146,246,171,418,259
2022-03-11 11:15,494,13,170,39,427,208,475,185,0,85,128,147,243,172,418,259
2022-03-11 11:20,492,14,171,40,428,204,473,183,0,82,126,145,243,169,417,258
2022-03-11 11:25,491,14,165,38,428,199,470,184,0,82,125,144,240,168,417,260
2022-03-11 11:30,490,15,160,38,429,198,466,184,0,82,119,151,235,169,418,258
2022-03-11 11:35,489,17,167,34,435,195,466,181,0,83,131,147,236,167,417,259
2022-03-11 11:40,482,15,165,35,435,189,466,180,0,82,129,148,237,167,417,260
2022-03-11 11:45,483,16,166,37,435,188,466,180,0,82,131,150,240,166,418,258
2022-03-11 11:50,481,20,162,37,436,180,467,178,0,82,127,149,238,162,415,258
2022-03-11 11:55,479,18,168,38,437,177,468,178,0,80,128,144,240,161,416,260
2022-03-11 12:00,480,18,175,36,440,170,467,181,0,75,123,142,238,161,417,262
2022-03-11 12:05,480,14,174,37,440,166,466,181,0,77,123,143,238,159,417,261
2022-03-11 12:10,478,15,171,36,440,162,465,183,0,77,127,144,239,160,418,263
2022-03-11 12:15,478,16,168,36,442,157,459,182,0,75,124,143,239,159,421,268
2022-03-11 12:20,482,18,166,36,442,151,462,187,0,78,123,142,240,160,418,268
2022-03-11 12:25,478,18,164,36,442,146,462,186,0,77,127,142,243,160,417,269
2022-03-11 12:30,478,17,159,35,445,144,458,185,0,77,130,143,243,161,417,268
2022-03-11 12:35,476,17,159,35,445,136,455,186,0,76,123,147,243,163,416,271
2022-03-11 12:40,476,17,153,28,447,134,453,187,0,76,119,144,242,166,417,272
2022-03-11 12:45,474,26,154,28,449,132,452,188,0,77,126,136,245,162,417,272
2022-03-11 12:50,474,28,153,27,450,131,451,186,0,78,128,136,249,161,417,271
2022-03-11 12:55,474,26,163,30,450,129,446,187,0,79,131,134,250,162,418,271
2022-03-11 13:00,475,28,163,29,450,126,447,188,0,80,133,136,256,162,420,274
2022-03-11 13:05,473,27,164,32,450,123,448,191,0,79,132,132,258,163,424,275
2022-03-11 13:10,478,30,163,32,450,120,452,190,0,83,129,127,260,168,425,278
2022-03-11 13:15,480,34,165,34,450,114,451,193,0,85,131,124,267,167,426,277
2022-03-11 13:20,481,32,161,35,450,109,453,193,0,85,133,121,267,170,426,277
2022-03-11 13:25,484,32,162,35,450,102,451,193,0,82,139,120,264,172,425,277
2022-03-11 13:30,486,34,161,34,450,100,452,195,0,81,143,118,266,171,425,281
2022-03-11 13:35,489,36,159,30,450,100,456,194,0,85,145,120,267,171,425,280
2022-03-11 13:40,494,35,161,32,450,92,456,193,0,85,149,120,264,176,427,280
2022-03-11 13:45,489,33,163,33,450,88,458,191,0,88,147,120,263,179,426,282
2022-03-11 13:50,495,32,161,33,450,83,458,189,0,89,151,119,262,181,429,283
2022-03-11 13:55,487,31,162,33,450,81,456,190,0,88,143,117,261,176,431,284
2022-03-11 14:00,483,29,166,35,450,77,461,185,0,88,149,166,263,176,432,283
2022-03-11 14:05,486,27,173,37,450,75,462,190,0,88,144,163,261,174,431,284
2022-03-11 14:10,487,33,175,37,450,74,461,187,0,86,144,162,266,173,430,285
2022-03-11 14:15,494,41,170,39,450,72,468,185,0,83,141,165,270,173,431,286
2022-03-11 14:20,501,44,165,39,450,69,471,186,0,83,139,167,274,170,429,287
2022-03-11 14:25,507,45,167,39,450,65,472,185,0,86,140,166,275,172,429,287
2022-03-11 14:30,514,48,165,38,450,62,474,187,0,90,140,168,277,175,429,287
2022-03-11 14:35,510,48,167,38,450,156,469,186,0,93,144,169,277,174,425,288
2022-03-11 14:40,512,50,169,39,450,156,468,185,0,91,143,169,278,175,426,289
2022-03-11 14:45,512,44,181,38,450,151,462,182,0,93,142,165,279,180,426,288
2022-03-11 14:50,510,43,179,37,450,150,462,183,0,92,143,164,280,183,425,290
2022-03-11 14:55,504,42,178,39,450,143,466,186,0,94,148,164,281,182,425,290
2022-03-11 15:00,503,44,180,40,450,140,468,185,0,92,144,162,288,181,425,291
2022-03-11 15:05,507,45,177,35,450,140,471,186,0,91,149,161,287,180,425,291
2022-03-11 15:10,511,38,177,34,450,134,467,183,0,93,144,160,288,181,427,292
2022-03-11 15:15,507,41,171,35,450,130,468,184,0,95,144,162,287,179,426,293
2022-03-11 15:20,511,43,169,35,450,129,467,186,0,94,141,165,290,179,426,294
2022-03-11 15:25,506,42,170,35,450,125,470,184,0,92,136,162,289,178,426,293
2022-03-11 15:30,504,41,174,50,450,120,473,185,0,91,135,163,289,182,424,295
2022-03-11 15:35,498,36,174,50,450,117,473,185,0,88,136,165,290,184,423,295
2022-03-11 15:40,504,36,165,51,450,115,481,184,0,86,134,168,295,184,422,296
2022-03-11 15:45,500,38,171,49,450,114,486,186,0,87,135,168,295,184,421,296
2022-03-11 15:50,501,43,168,48,450,106,489,187,0,84,134,191,296,187,423,295
2022-03-11 15:55,499,41,158,47,450,104,491,187,0,85,132,191,292,187,423,295
2022-03-11 16:00,498,41,157,47,450,97,489,184,0,88,119,193,289,188,422,295
2022-03-11 16:05,497,42,156,45,450,94,486,185,0,91,115,192,288,186,425,295
2022-03-11 16:10,497,47,160,45,450,92,484,186,0,93,111,192,289,184,426,295
2022-03-11 16:15,497,47,161,48,450,87,487,190,0,91,112,191,289,186,428,296
2022-03-11 16:20,500,44,165,49,450,85,487,193,0,88,113,191,284,186,428,296
2022-03-11 16:25,503,44,168,49,450,85,488,193,0,90,112,185,282,186,428,297
2022-03-11 16:30,506,42,178,49,450,85,492,190,0,87,108,184,284,184,430,297
2022-03-11 16:35,504,38,178,49,450,81,496,189,0,86,108,186,284,185,431,297
2022-03-11 16:40,506,44,174,49,450,77,502,185,0,90,109,185,283,184,432,297
2022-03-11 16:45,508,50,177,51,450,175,506,188,0,93,100,185,279,190,431,297
2022-03-11 16:50,507,52,176,50,450,173,508,189,0,96,100,191,279,191,432,297
2022-03-11 16:55,511,53,180,53,450,169,515,188,0,98,95,190,280,191,434,296
2022-03-11 17:00,514,56,178,52,450,166,519,186,0,101,96,188,282,191,435,296
2022-03-11 17:05,514,58,176,52,450,162,519,187,0,105,94,187,282,192,439,296
2022-03-11 17:10,517,66,174,53,450,161,524,188,0,104,94,183,281,193,440,297
2022-03-11 17:15,520,73,177,52,450,159,530,188,59,106,94,182,284,198,438,297
2022-03-11 17:20,521,74,183,53,450,153,530,190,59,107,98,182,287,200,441,297
2022-03-11 17:25,527,76,181,51,450,151,528,194,62,108,97,186,288,199,439,297
2022-03-11 17:30,536,83,177,52,450,151,540,196,61,112,99,186,290,205,438,297
2022-03-11 17:35,536,87,182,52,450,147,545,198,62,113,102,185,288,205,437,297
2022-03-11 17:40,542,83,177,52,450,145,547,201,64,113,107,180,288,205,436,297
2022-03-11 17:45,542,84,177,52,450,145,548,200,69,116,110,179,287,204,437,297
2022-03-11 17:50,543,86,191,54,450,141,552,202,68,117,110,174,292,199,439,297
2022-03-11 17:55,543,92,195,54,450,139,552,200,66,120,111,173,292,202,435,296
2022-03-11 18:00,544,88,199,55,450,139,558,200,65,119,116,173,293,202,432,297
2022-03-11 18:05,548,83,203,55,450,138,561,200,68,120,118,174,295,205,432,297
2022-03-11 18:10,552,81,202,53,450,137,562,204,70,123,121,175,294,209,432,297
2022-03-11 18:15,554,89,208,54,450,135,577,207,72,127,120,178,298,215,433,298
2022-03-11 18:20,559,92,207,54,450,133,578,213,72,128,120,187,300,215,434,298
2022-03-11 18:25,559,92,218,54,450,131,584,212,72,132,121,188,303,216,432,298
2022-03-11 18:30,560,92,218,52,450,130,585,216,79,134,125,187,303,217,431,298
2022-03-11 18:35,562,89,222,53,450,128,588,217,83,134,131,185,305,219,430,297
2022-03-11 18:40,561,86,228,54,450,127,598,220,84,137,137,183,306,221,428,297
2022-03-11 18:45,564,82,232,56,450,127,600,219,86,142,139,179,311,221,428,297
2022-03-11 18:50,562,90,235,57,450,127,600,223,90,142,141,176,313,223,428,297
2022-03-11 18:55,557,86,242,56,450,126,607,228,99,143,145,174,315,222,426,297
2022-03-11 19:00,553,82,240,54,450,124,605,229,99,142,146,173,318,223,423,297
2022-03-11 19:05,547,86,241,54,450,121,607,229,99,142,150,170,323,226,421,298
2022-03-11 19:10,539,85,239,54,450,120,612,231,101,142,149,170,322,226,418,298
2022-03-11 19:15,532,79,244,52,450,117,612,233,111,143,154,169,326,225,414,298
2022-03-11 19:20,531,74,247,50,450,115,618,236,113,143,155,166,328,228,409,297
2022-03-11 19:25,528,76,252,51,450,113,621,235,118,144,154,177,332,229,402,296
2022-03-11 19:30,529,74,249,50,450,113,625,236,118,145,158,171,334,224,396,295
2022-03-11 19:35,529,77,254,51,450,111,622,235,118,146,162,167,333,225,394,296
2022-03-11 19:40,529,79,259,52,450,109,626,237,118,146,164,169,333,227,395,296
2022-03-11 19:45,529,78,264,52,450,107,632,238,120,147,165,163,337,224,384,295
2022-03-11 19:50,529,82,265,49,450,107,634,238,125,147,168,157,337,226,384,293
2022-03-11 19:55,531,100,269,50,450,105,636,238,127,149,167,158,340,226,379,294
2022-03-11 20:00,531,101,272,50,450,105,637,239,127,151,173,157,342,226,377,294
2022-03-11 20:05,530,95,272,47,450,104,639,241,132,152,174,157,346,227,374,294
2022-03-11 20:10,531,95,277,47,450,101,639,244,134,156,174,160,346,226,373,294
2022-03-11 20:15,530,95,280,47,450,99,641,243,138,156,175,159,346,225,369,294
2022-03-11 20:20,534,99,280,49,450,98,643,243,139,156,179,163,347,227,368,295
2022-03-11 20:25,536,98,280,49,450,96,645,242,139,160,179,168,348,228,364,296
2022-03-11 20:30,540,98,286,48,450,95,645,244,143,160,180,170,352,232,360,296
2022-03-11 20:35,542,99,287,46,450,95,648,245,143,160,181,169,352,232,360,296
2022-03-11 20:40,542,99,286,49,0,95,648,243,142,160,182,168,355,238,358,296
2022-03-11 20:45,542,98,288,50,0,95,646,243,143,160,183,169,355,238,358,296
2022-03-11 20:50,542,96,290,52,0,0,648,243,146,160,180,167,357,238,357,296
2022-03-11 20:55,546,98,291,52,0,0,650,244,146,160,181,167,356,239,356,296
2022-03-11 21:00,552,97,291,52,0,0,653,0,147,160,180,168,356,241,356,296
2022-03-11 21:05,556,95,295,0,0,0,655,0,148,160,181,166,356,240,357,296
2022-03-11 21:10,561,97,298,0,0,0,657,0,149,160,180,167,357,244,355,296
2022-03-11 21:15,562,0,300,0,0,0,660,0,149,160,180,172,357,246,353,297
2022-03-11 21:20,564,0,300,0,0,0,660,0,149,160,179,177,358,246,355,297
