Datum und Uhrzeit,,PH Theater,PP Hörsterplatz,PH Alter Steinweg,Busparkplatz,PP Schlossplatz Nord,PP Schlossplatz Süd,PH Aegidii,PP Georgskommende,PH Münster Arkaden,PH Karstadt,PH Stubengasse,PH Bremer Platz,PH Engelenschanze,PH Bahnhofstraße,PH Cineplex,PH Stadthaus 3
2022-12-02 05:00,0,654,0,351,0,0,0,674,0,150,154,240,100,314,192,575,323
2022-12-02 05:15,0,654,0,351,0,0,0,674,0,150,154,240,100,314,192,575,323
2022-12-02 05:30,0,654,0,351,0,0,0,674,0,150,154,240,100,314,192,575,323
2022-12-02 05:45,0,654,0,351,0,0,0,674,0,150,154,240,100,314,192,575,323
2022-12-02 06:00,0,654,0,351,0,0,0,674,0,150,154,240,100,314,192,575,323
2022-12-02 06:05,0,654,0,351,0,0,0,674,0,150,154,240,100,314,192,575,323
2022-12-02 06:10,0,654,0,351,0,0,0,674,0,150,154,240,100,314,192,575,323
2022-12-02 06:15,0,654,0,351,0,0,0,674,0,150,154,240,100,314,192,575,323
2022-12-02 06:20,0,654,0,351,0,0,0,674,0,150,154,240,100,314,192,575,323
2022-12-02 06:25,0,654,0,351,0,0,0,674,0,150,154,240,100,314,192,575,323
2022-12-02 06:30,0,654,0,351,0,0,0,674,0,150,154,240,100,314,192,575,323
2022-12-02 06:35,0,654,0,351,0,0,0,674,0,150,154,240,100,314,192,575,323
2022-12-02 06:40,0,654,0,351,0,0,0,674,0,150,154,240,100,314,192,575,323
2022-12-02 06:45,0,654,0,351,0,0,0,674,0,150,154,240,100,314,192,575,323
2022-12-02 06:50,0,654,0,351,0,0,0,674,0,150,154,240,100,314,192,575,323
2022-12-02 06:55,0,654,0,351,0,0,0,674,0,150,154,240,100,314,192,575,323
2022-12-02 07:00,0,654,0,351,0,0,0,674,0,150,154,240,100,314,192,575,323
2022-12-02 07:05,0,649,132,338,55,150,385,650,0,0,154,242,88,317,190,576,301
2022-12-02 07:10,0,647,170,338,55,150,385,648,252,0,154,243,89,315,189,576,301
2022-12-02 07:15,0,644,167,337,55,151,385,642,251,0,158,240,88,314,186,576,294
2022-12-02 07:20,0,642,169,335,55,151,385,642,251,0,158,240,90,313,186,573,292
2022-12-02 07:25,0,640,167,334,55,152,385,640,251,0,157,239,89,316,186,572,291
2022-12-02 07:30,0,636,167,333,55,152,385,638,252,0,156,239,90,316,187,571,285
2022-12-02 07:35,0,633,166,330,55,153,385,634,251,0,156,240,89,313,186,567,283
2022-12-02 07:40,0,630,165,330,55,153,385,625,250,0,158,238,87,307,182,563,282
2022-12-02 07:45,0,626,163,328,55,153,385,623,249,150,157,238,87,308,181,562,280
2022-12-02 07:50,0,623,162,323,55,0,385,620,249,150,157,239,89,302,180,558,280
2022-12-02 07:55,0,619,159,320,54,153,384,609,250,150,156,238,90,297,177,555,278
2022-12-02 08:00,0,611,158,315,54,154,380,603,249,150,155,235,87,297,175,553,276
2022-12-02 08:05,0,605,158,310,53,154,380,601,248,150,155,232,93,295,177,551,275
2022-12-02 08:10,0,600,158,308,52,154,379,594,246,150,153,229,95,292,174,547,276
2022-12-02 08:15,0,599,155,305,52,154,376,592,245,150,152,226,94,286,172,542,275
2022-12-02 08:20,0,596,151,297,53,154,371,588,243,148,147,221,97,284,172,537,274
2022-12-02 08:25,0,587,145,291,50,154,369,587,243,146,144,221,92,276,174,533,274
2022-12-02 08:30,0,586,142,287,49,154,365,580,243,142,143,218,88,273,171,529,271
2022-12-02 08:35,0,579,141,285,49,154,350,573,242,136,140,218,89,266,169,526,271
2022-12-02 08:40,0,574,137,282,49,154,348,566,240,135,139,215,91,265,169,525,269
2022-12-02 08:45,0,571,139,278,49,155,341,562,239,132,137,213,91,260,167,528,269
2022-12-02 08:50,0,560,134,276,49,156,333,555,236,130,134,210,92,253,166,525,267
2022-12-02 08:55,0,555,126,267,49,0,330,552,233,126,133,202,89,252,167,522,267
2022-12-02 09:00,0,545,115,261,49,156,327,543,229,126,132,199,84,259,166,520,271
2022-12-02 09:05,0,540,110,255,49,156,323,535,228,123,128,197,83,259,165,519,268
2022-12-02 09:10,0,529,106,241,48,156,317,524,226,117,129,195,82,254,162,518,266
2022-12-02 09:15,0,525,102,233,46,156,311,516,223,109,128,191,86,255,161,516,268
2022-12-02 09:20,0,523,101,229,46,157,304,511,222,107,125,186,88,257,160,514,267
2022-12-02 09:25,0,513,86,223,47,158,297,497,215,94,111,178,89,253,163,512,266
2022-12-02 09:30,0,509,76,213,46,159,293,492,210,93,106,170,88,258,162,514,265
2022-12-02 09:35,0,505,69,205,46,161,288,491,207,87,103,168,88,257,160,517,265
2022-12-02 09:40,0,491,62,191,46,163,282,482,206,81,102,158,89,258,158,517,264
2022-12-02 09:45,0,488,54,179,46,164,271,474,207,75,97,147,90,249,159,517,264
2022-12-02 09:50,0,476,47,170,46,0,262,467,207,67,95,138,88,249,156,514,263
2022-12-02 09:55,0,472,32,160,46,0,253,457,205,61,84,131,86,244,157,514,264
2022-12-02 10:00,0,464,26,149,44,0,244,441,202,45,80,125,80,243,152,515,266
2022-12-02 10:05,0,458,8,138,39,123,226,422,198,29,75,117,79,243,148,515,266
2022-12-02 10:10,0,455,0,131,38,123,222,416,197,23,78,108,75,241,147,515,265
2022-12-02 10:15,0,447,0,121,34,125,209,402,193,10,69,102,79,244,147,513,266
2022-12-02 10:20,0,441,0,112,32,126,200,389,191,3,66,93,83,237,147,515,266
2022-12-02 10:25,0,429,0,95,31,126,186,368,189,0,58,92,83,231,151,515,267
2022-12-02 10:30,0,425,0,75,28,0,176,360,189,0,52,83,83,228,150,515,265
2022-12-02 10:35,0,417,0,67,28,127,168,338,183,0,53,71,83,227,151,514,264
2022-12-02 10:40,0,408,0,62,26,0,164,334,181,0,46,71,85,226,152,512,264
2022-12-02 10:45,0,397,0,52,26,130,155,320,180,0,46,66,87,223,152,509,262
2022-12-02 10:50,0,395,0,28,24,131,141,309,174,0,39,50,88,215,153,508,263
2022-12-02 10:55,0,394,0,18,24,131,127,292,170,0,36,42,85,206,154,507,265
2022-12-02 11:00,0,384,0,2,24,90,118,275,169,0,29,36,83,203,152,507,264
2022-12-02 11:05,0,375,0,0,20,90,105,268,167,0,26,32,80,196,150,506,263
2022-12-02 11:10,0,369,0,0,18,91,97,252,164,0,21,29,82,198,146,507,261
2022-12-02 11:15,0,365,0,0,18,93,88,245,163,0,22,25,83,193,146,507,261
2022-12-02 11:20,0,357,0,0,17,86,85,241,163,0,17,16,80,192,148,506,261
2022-12-02 11:25,0,359,0,0,15,88,75,224,170,0,8,12,82,186,140,504,261
2022-12-02 11:30,0,352,0,0,49,90,73,215,170,0,6,7,85,184,138,504,259
2022-12-02 11:35,0,345,0,0,48,90,66,197,168,0,6,11,88,183,135,505,257
2022-12-02 11:40,0,339,1,1,49,90,149,195,167,0,0,8,91,175,135,506,258
2022-12-02 11:45,0,338,0,0,50,45,143,188,166,0,0,13,94,173,135,502,260
2022-12-02 11:50,0,332,0,1,46,45,137,186,162,0,0,10,96,177,134,501,260
2022-12-02 11:55,0,329,0,0,45,46,129,188,159,0,0,13,100,174,130,501,261
2022-12-02 12:00,0,324,0,0,44,47,121,184,156,0,2,18,98,169,125,502,264
2022-12-02 12:05,0,322,0,0,44,25,108,172,156,0,4,19,99,161,128,499,268
2022-12-02 12:10,0,316,0,0,44,0,103,171,156,0,3,19,101,161,128,499,269
2022-12-02 12:15,0,307,0,0,41,27,98,169,156,0,7,30,94,158,131,500,270
2022-12-02 12:20,0,300,0,0,39,32,92,163,156,0,11,33,93,162,131,502,272
2022-12-02 12:25,0,288,0,2,37,20,85,152,152,0,16,33,93,153,126,505,269
2022-12-02 12:30,0,283,4,1,37,0,80,145,150,0,22,38,90,155,122,503,272
2022-12-02 12:35,0,283,2,3,38,21,74,142,150,0,22,32,90,155,121,505,271
2022-12-02 12:40,0,273,0,4,39,10,70,145,150,0,20,25,84,153,115,507,271
2022-12-02 12:45,0,272,4,0,34,8,63,141,150,0,19,29,85,154,113,509,276
2022-12-02 12:50,0,276,2,0,28,9,60,136,149,0,16,33,85,158,115,509,278
2022-12-02 12:55,0,278,2,2,26,0,51,132,147,0,21,38,81,159,118,508,277
2022-12-02 13:00,0,279,5,2,25,10,43,124,148,0,19,35,78,154,116,509,278
2022-12-02 13:05,0,279,4,9,20,11,37,126,150,1,20,39,74,150,113,510,280
2022-12-02 13:10,0,288,4,5,22,15,72,126,149,2,20,35,75,153,115,511,286
2022-12-02 13:15,0,292,7,5,16,0,63,128,152,0,21,34,76,154,114,511,286
2022-12-02 13:20,0,292,6,8,13,0,51,133,154,0,20,35,81,146,116,515,288
2022-12-02 13:25,0,300,3,8,11,21,46,139,158,0,22,33,82,152,113,514,290
2022-12-02 13:30,0,305,1,17,11,0,42,136,156,0,25,28,81,154,115,515,292
2022-12-02 13:35,0,303,1,17,0,0,36,136,154,0,27,28,80,155,117,517,291
2022-12-02 13:40,0,304,0,22,0,0,30,139,153,0,25,27,79,151,113,517,293
2022-12-02 13:45,0,304,0,21,0,29,21,133,155,0,22,32,84,153,112,516,293
2022-12-02 13:50,0,306,2,20,1,0,15,128,155,0,26,37,84,156,111,516,293
2022-12-02 13:55,0,302,0,12,0,0,31,125,159,0,27,35,80,148,114,515,292
2022-12-02 14:00,0,302,0,2,3,0,26,131,156,0,26,38,76,149,112,512,292
2022-12-02 14:05,0,305,0,6,1,0,20,129,155,0,29,45,79,150,111,509,293
2022-12-02 14:10,0,301,0,6,2,0,16,127,156,0,25,45,77,148,111,511,293
2022-12-02 14:15,0,299,0,13,2,0,9,119,156,1,28,42,79,146,114,511,294
2022-12-02 14:20,0,305,0,8,2,0,13,122,160,0,29,42,80,147,118,510,294
2022-12-02 14:25,0,305,0,11,0,0,10,120,157,0,33,35,80,146,120,509,295
2022-12-02 14:30,0,306,0,11,1,0,7,119,156,0,39,32,81,150,118,509,296
2022-12-02 14:35,0,311,1,11,2,0,3,124,156,0,37,28,81,149,121,508,297
2022-12-02 14:40,0,309,0,22,1,0,0,123,159,0,42,22,80,149,118,511,299
2022-12-02 14:45,0,315,0,19,1,0,0,117,161,7,44,23,81,141,121,512,302
2022-12-02 14:50,0,312,0,19,2,0,27,108,163,7,48,24,85,141,120,509,303
2022-12-02 14:55,0,308,0,14,5,0,12,101,164,7,46,28,87,131,118,506,302
2022-12-02 15:00,0,309,0,23,7,0,7,89,163,5,43,27,87,134,114,508,300
2022-12-02 15:05,0,309,0,28,7,0,3,90,165,3,42,17,90,139,118,507,302
2022-12-02 15:10,0,312,0,26,9,0,0,89,165,0,41,15,92,139,120,507,303
2022-12-02 15:15,0,311,0,22,9,0,0,82,160,0,45,18,90,144,119,511,302
2022-12-02 15:20,0,318,0,29,9,0,0,85,159,0,38,16,86,143,117,515,303
2022-12-02 15:25,0,318,0,27,4,0,0,89,159,0,39,9,90,139,118,514,308
2022-12-02 15:30,0,315,1,20,4,0,0,84,160,0,43,12,89,145,117,512,311
2022-12-02 15:35,0,317,0,20,4,0,0,81,157,0,47,12,92,136,120,514,311
2022-12-02 15:40,0,322,0,15,3,0,0,89,157,0,48,12,90,137,121,516,310
2022-12-02 15:45,0,318,0,13,3,0,18,92,154,0,47,15,93,136,123,516,312
2022-12-02 15:50,0,314,0,6,2,0,5,93,153,0,43,13,96,135,125,515,313
2022-12-02 15:55,0,314,0,2,4,0,0,109,152,0,42,17,94,131,126,516,313
2022-12-02 16:00,0,312,0,0,3,0,0,118,154,0,43,19,93,133,126,518,314
2022-12-02 16:05,0,311,0,1,2,0,0,121,158,1,42,14,91,123,129,520,314
2022-12-02 16:10,0,309,0,6,2,0,0,119,159,0,37,10,89,118,130,522,315
2022-12-02 16:15,0,316,0,2,1,0,0,124,157,0,38,5,90,119,128,521,315
2022-12-02 16:20,0,322,0,0,4,0,0,126,155,2,38,0,87,114,130,523,316
2022-12-02 16:25,0,319,0,7,0,0,0,122,150,3,42,2,88,115,129,523,317
2022-12-02 16:30,0,315,0,6,4,0,0,120,153,3,47,3,92,116,128,524,317
2022-12-02 16:35,0,312,1,6,3,0,0,118,145,0,38,8,89,113,122,526,317
2022-12-02 16:40,0,310,0,8,3,0,0,115,145,0,38,17,85,111,121,527,317
2022-12-02 16:45,0,322,0,10,2,0,0,114,140,0,41,14,83,105,116,530,317
2022-12-02 16:50,0,321,0,10,2,0,0,114,139,0,40,15,83,111,114,527,317
2022-12-02 16:55,0,319,0,10,4,0,0,113,138,0,39,19,81,103,113,531,317
2022-12-02 17:00,0,319,0,4,6,0,0,116,138,0,43,23,80,108,109,532,318
2022-12-02 17:05,0,321,0,3,5,0,0,111,141,0,45,24,81,107,108,536,316
2022-12-02 17:10,0,323,0,0,5,0,0,118,139,0,45,31,82,102,107,540,316
2022-12-02 17:15,0,326,0,0,8,54,0,118,138,0,52,35,81,101,104,543,316
2022-12-02 17:20,0,333,1,0,8,60,0,118,141,0,51,30,81,95,102,539,316
2022-12-02 17:25,0,337,4,2,7,61,0,124,134,0,52,35,82,91,105,538,316
2022-12-02 17:30,0,343,4,1,9,60,0,124,136,0,54,36,83,88,99,538,314
2022-12-02 17:35,0,346,3,0,9,0,0,129,133,0,51,35,82,88,95,534,315
2022-12-02 17:40,0,339,5,0,7,64,0,134,132,0,57,24,76,77,97,543,315
2022-12-02 17:45,0,346,4,0,9,0,0,128,135,0,60,31,71,72,99,537,316
2022-12-02 17:50,0,345,2,0,11,0,0,128,132,0,63,35,69,69,97,529,316
2022-12-02 17:55,0,346,1,0,10,0,0,126,131,0,64,27,67,71,98,526,317
2022-12-02 18:00,0,342,0,0,9,0,0,127,128,0,66,24,60,66,97,524,315
2022-12-02 18:05,0,342,1,0,6,0,0,128,128,1,67,24,58,61,98,523,315
2022-12-02 18:10,0,349,0,0,5,0,0,132,132,8,68,21,56,53,96,520,315
2022-12-02 18:15,0,356,0,0,4,0,0,127,133,5,69,17,50,48,94,520,314
2022-12-02 18:20,0,361,0,5,1,0,0,116,134,9,70,17,52,40,97,518,313
2022-12-02 18:25,0,361,2,15,0,0,0,108,139,8,74,16,51,40,99,513,312
2022-12-02 18:30,0,367,5,17,2,0,0,102,139,4,80,13,49,38,96,508,311
2022-12-02 18:35,0,361,7,14,1,0,0,106,141,0,79,19,51,35,95,507,309
2022-12-02 18:40,0,363,3,15,5,0,0,117,141,3,79,23,46,37,85,502,307
2022-12-02 18:45,0,368,0,12,4,0,0,126,144,4,84,16,45,32,87,498,306
2022-12-02 18:50,0,377,0,7,3,0,0,136,145,5,89,21,44,31,85,491,303
2022-12-02 18:55,0,375,1,5,3,82,0,144,147,19,94,14,40,31,87,489,302
2022-12-02 19:00,0,377,1,5,1,0,0,145,146,21,99,17,40,28,77,486,300
2022-12-02 19:05,0,381,0,16,3,0,0,153,146,21,99,18,35,30,78,483,296
2022-12-02 19:10,0,398,0,27,4,82,0,162,148,25,107,23,31,37,78,477,296
2022-12-02 19:15,0,402,1,26,6,0,0,168,151,23,109,23,34,36,81,479,294
2022-12-02 19:20,0,415,5,31,8,0,0,177,156,28,115,30,35,39,87,471,294
2022-12-02 19:25,0,420,4,31,10,0,0,185,159,31,119,31,39,39,92,466,292
2022-12-02 19:30,0,427,7,38,9,0,0,197,163,39,120,33,38,44,91,458,290
2022-12-02 19:35,0,441,7,44,11,0,0,209,166,45,125,35,33,48,89,458,288
2022-12-02 19:40,0,445,13,46,11,0,0,213,165,47,133,39,31,51,91,452,286
2022-12-02 19:45,0,447,19,56,11,0,0,229,166,51,138,47,36,56,94,450,285
2022-12-02 19:50,0,455,24,57,14,0,0,241,169,56,138,51,30,59,94,439,284
2022-12-02 19:55,0,458,27,66,17,0,0,249,169,59,140,53,29,62,89,436,283
2022-12-02 20:00,0,460,26,72,19,0,0,264,173,68,148,60,28,66,85,428,283
2022-12-02 20:05,0,460,26,78,18,0,0,275,174,71,148,66,27,65,84,426,283
2022-12-02 20:10,0,462,27,90,18,0,0,290,179,76,149,82,30,73,90,418,284
2022-12-02 20:15,0,466,31,94,19,123,0,303,182,80,153,97,34,79,88,420,283
2022-12-02 20:20,0,470,36,113,20,0,0,310,183,83,155,99,37,81,95,420,282
2022-12-02 20:25,0,479,39,121,22,0,59,324,184,94,156,101,43,83,96,422,282
2022-12-02 20:30,0,482,43,127,23,0,58,330,185,100,160,104,42,92,97,421,282
2022-12-02 20:35,0,484,42,135,24,0,57,341,189,99,161,109,43,103,96,420,281
2022-12-02 20:40,0,490,42,142,23,0,57,356,192,103,161,119,42,110,98,421,281
2022-12-02 20:45,0,494,44,146,26,0,57,360,192,105,161,121,41,113,102,419,282
2022-12-02 20:50,0,504,44,148,27,0,56,375,197,110,161,127,41,117,102,419,281
2022-12-02 20:55,0,509,45,152,30,0,55,389,199,110,161,132,40,118,106,418,281
2022-12-02 21:00,0,514,50,156,31,0,54,404,202,113,161,139,40,121,110,418,281
2022-12-02 21:05,0,514,50,156,31,0,54,404,202,113,161,139,40,121,110,418,281
2022-12-02 21:10,0,514,50,156,31,0,54,404,202,113,161,139,40,121,110,418,281
2022-12-02 21:15,0,514,50,156,31,0,54,404,202,113,161,139,40,121,110,418,281
2022-12-02 21:20,0,514,50,156,31,0,54,404,202,113,161,139,40,121,110,418,281
2022-12-02 21:25,0,514,50,156,31,0,54,404,202,113,161,139,40,121,110,418,281
2022-12-02 21:30,0,514,50,156,31,0,54,404,202,113,161,139,40,121,110,418,281
2022-12-02 21:35,0,514,50,156,31,0,54,404,202,113,161,139,40,121,110,418,281
2022-12-02 21:40,0,514,50,156,31,0,54,404,202,113,161,139,40,121,110,418,281
2022-12-02 21:45,0,514,50,156,31,0,54,404,202,113,161,139,40,121,110,418,281
2022-12-02 21:50,0,514,50,156,31,0,54,404,202,113,161,139,40,121,110,418,281
2022-12-02 21:55,0,514,50,156,31,0,54,404,202,113,161,139,40,121,110,418,281
2022-12-02 22:00,0,514,50,156,31,0,54,404,202,113,161,139,40,121,110,418,281
2022-12-02 22:05,0,514,50,156,31,0,54,404,202,113,161,139,40,121,110,418,281
2022-12-02 22:10,0,514,50,156,31,0,54,404,202,113,161,139,40,121,110,418,281
2022-12-02 22:15,0,514,50,156,31,0,54,404,202,113,161,139,40,121,110,418,281
2022-12-02 22:20,0,514,50,156,31,0,54,404,202,113,161,139,40,121,110,418,281
2022-12-02 22:25,0,514,50,156,31,0,54,404,202,113,161,139,40,121,110,418,281
2022-12-02 22:30,0,514,50,156,31,0,54,404,202,113,161,139,40,121,110,418,281
2022-12-02 22:35,0,514,50,156,31,0,54,404,202,113,161,139,40,121,110,418,281
2022-12-02 22:40,0,514,50,156,31,0,54,404,202,113,161,139,40,121,110,418,281
2022-12-02 22:45,0,514,50,156,31,0,54,404,202,113,161,139,40,121,110,418,281
2022-12-02 22:50,0,514,50,156,31,0,54,404,202,113,161,139,40,121,110,418,281
2022-12-02 22:55,0,514,50,156,31,0,54,404,202,113,161,139,40,121,110,418,281
2022-12-02 23:00,0,514,50,156,31,0,54,404,202,113,161,139,40,121,110,418,281
2022-12-02 23:05,0,608,0,313,0,0,0,595,0,150,161,224,119,200,161,463,294
2022-12-02 23:10,0,608,0,313,0,0,0,595,0,150,161,224,119,200,161,463,294
2022-12-02 23:15,0,608,0,313,0,0,0,595,0,150,161,224,119,200,161,463,294
2022-12-02 23:20,0,608,0,313,0,0,0,595,0,150,161,224,119,200,161,463,294
2022-12-02 23:25,0,608,0,313,0,0,0,595,0,150,161,224,119,200,161,463,294
2022-12-02 23:30,0,608,0,313,0,0,0,595,0,150,161,224,119,200,161,463,294
2022-12-02 23:35,0,608,0,313,0,0,0,595,0,150,161,224,119,200,161,463,294
2022-12-02 23:40,0,608,0,313,0,0,0,595,0,150,161,224,119,200,161,463,294
2022-12-02 23:45,0,608,0,313,0,0,0,595,0,150,161,224,119,200,161,463,294
2022-12-02 23:50,0,608,0,313,0,0,0,595,0,150,161,224,119,200,161,463,294
2022-12-02 23:55,0,608,0,313,0,0,0,595,0,150,161,224,119,200,161,463,294
